종목명,현재가,등락률,당일_게시글수,시장구분,어제_종가,latest_posts,code
더라미,1341,+9.92%,5,KOSDAQ,,"[{'title': '왜오르냐', 'likes': '3', 'link': '/item/board_read.naver?code=032860&nid=416832938&page=1', 'body': ''}, {'title': '박혜린  대표는 ???', 'likes': '1', 'link': '/item/board_read.naver?code=032860&nid=416891014&page=1', 'body': ''}, {'title': '15% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=032860&nid=416849142&page=1', 'body': ''}, {'title': '10% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=032860&nid=416831584&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=032860&nid=416814363&page=1', 'body': ''}]",032860
에쎈테크,579,+9.45%,5,KOSDAQ,,"[{'title': '왜이런걸까[1]', 'likes': '0', 'link': '/item/board_read.naver?code=043340&nid=416859171&page=1', 'body': ''}, {'title': '이게 매수라면', 'likes': '0', 'link': '/item/board_read.naver?code=043340&nid=416811009&page=1', 'body': ''}, {'title': '15% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=043340&nid=416810203&page=1', 'body': ''}, {'title': '10% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=043340&nid=416809734&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=043340&nid=416806664&page=1', 'body': ''}]",043340
남선알미우,15520,+9.30%,9,KOSPI,,"[{'title': '우선주 팔고 본주로 이동', 'likes': '2', 'link': '/item/board_read.naver?code=008355&nid=416820632&page=1', 'body': ''}, {'title': '15000원대 초반은 재매수 타이밍!![2]', 'likes': '1', 'link': '/item/board_read.naver?code=008355&nid=416854271&page=1', 'body': ''}, {'title': '중동 소재 미국 알미늄공장을 포격했다고 이란 ...', 'likes': '1', 'link': '/item/board_read.naver?code=008355&nid=416841569&page=1', 'body': ''}, {'title': '드디어 달린다[2]', 'likes': '1', 'link': '/item/board_read.naver?code=008355&nid=416832254&page=1', 'body': ''}, {'title': '나도 본주로 이동.', 'likes': '1', 'link': '/item/board_read.naver?code=008355&nid=416824348&page=1', 'body': ''}]",008355
퀄리타스반도체,15480,+9.17%,25,KOSDAQ,,"[{'title': '[주식의신] 내일이나 모레 매도쳐라~[3]', 'likes': '5', 'link': '/item/board_read.naver?code=432720&nid=416878466&page=1', 'body': ''}, {'title': '주식의신', 'likes': '5', 'link': '/item/board_read.naver?code=432720&nid=416811762&page=1', 'body': ''}, {'title': '생각해보면', 'likes': '5', 'link': '/item/board_read.naver?code=432720&nid=416808544&page=2', 'body': ''}, {'title': '퀄리타스 이거 좋은거냐', 'likes': '4', 'link': '/item/board_read.naver?code=432720&nid=416892090&page=1', 'body': ''}, {'title': '주식천재님 혹시 성함이[1]', 'likes': '4', 'link': '/item/board_read.naver?code=432720&nid=416837667&page=1', 'body': ''}]",432720
동국제약,29900,+9.12%,54,KOSDAQ,,"[{'title': '상도필요없구[1]', 'likes': '9', 'link': '/item/board_read.naver?code=086450&nid=416853748&page=1', 'body': ''}, {'title': '족 가 고   니 걱정이나  하셔[2]', 'likes': '7', 'link': '/item/board_read.naver?code=086450&nid=416879241&page=1', 'body': ''}, {'title': '얼마나 오를지 감도 안온다', 'likes': '7', 'link': '/item/board_read.naver?code=086450&nid=416861385&page=1', 'body': ''}, {'title': 'GLP-1', 'likes': '7', 'link': '/item/board_read.naver?code=086450&nid=416831125&page=2', 'body': ''}, {'title': '장이 안정되면', 'likes': '6', 'link': '/item/board_read.naver?code=086450&nid=416871100&page=1', 'body': ''}]",086450
뉴트리,4580,+9.05%,15,KOSDAQ,,"[{'title': '절제를겸한기세는백전백승 <--- 글삭튀 ㅋㅋㅋ...[2]', 'likes': '9', 'link': '/item/board_read.naver?code=270870&nid=416856194&page=1', 'body': ''}, {'title': '아직 160억 남았다[2]', 'likes': '7', 'link': '/item/board_read.naver?code=270870&nid=416851046&page=1', 'body': ''}, {'title': '아 주식 접을란자 진짜 오늘 다털리고 700손...', 'likes': '7', 'link': '/item/board_read.naver?code=270870&nid=416850630&page=1', 'body': ''}, {'title': '음~', 'likes': '7', 'link': '/item/board_read.naver?code=270870&nid=416833308&page=1', 'body': ''}, {'title': '상한가로 문닫아라', 'likes': '7', 'link': '/item/board_read.naver?code=270870&nid=416807635&page=1', 'body': ''}]",270870
앤디포스,3925,+9.03%,13,KOSDAQ,,"[{'title': '동무들앙[2]', 'likes': '10', 'link': '/item/board_read.naver?code=238090&nid=416863803&page=1', 'body': ''}, {'title': '천천히 쭉쭉', 'likes': '9', 'link': '/item/board_read.naver?code=238090&nid=416869182&page=1', 'body': ''}, {'title': '지금까지 떨어진건 주가가 정상적이었고??..[1]', 'likes': '9', 'link': '/item/board_read.naver?code=238090&nid=416852187&page=1', 'body': ''}, {'title': '지겹다...', 'likes': '6', 'link': '/item/board_read.naver?code=238090&nid=416862418&page=1', 'body': ''}, {'title': '목표치', 'likes': '4', 'link': '/item/board_read.naver?code=238090&nid=416830358&page=1', 'body': ''}]",238090
인스코비,479,+8.86%,80,KOSPI,,"[{'title': '감사보고서 전망[6]', 'likes': '22', 'link': '/item/board_read.naver?code=006490&nid=416844445&page=2', 'body': ''}, {'title': 'KS공시 뜸[1]', 'likes': '21', 'link': '/item/board_read.naver?code=006490&nid=416866706&page=2', 'body': ''}, {'title': ""인스코비 주주 가치 회복을 위한 '소액주주 연..."", 'likes': '18', 'link': '/item/board_read.naver?code=006490&nid=416854355&page=2', 'body': ''}, {'title': '선 납입 되었네요[2]', 'likes': '16', 'link': '/item/board_read.naver?code=006490&nid=416863179&page=2', 'body': ''}, {'title': '●내일부터 상30방●[7]', 'likes': '14', 'link': '/item/board_read.naver?code=006490&nid=416880273&page=1', 'body': ''}]",006490
페니트리움바이오,11280,+8.78%,280,KOSDAQ,,"[{'title': 'AACR전[1]', 'likes': '51', 'link': '/item/board_read.naver?code=187660&nid=416864358&page=3', 'body': ''}, {'title': '세력이오늘간좀봤네   내일부터올릴지좀더간을볼...[3]', 'likes': '37', 'link': '/item/board_read.naver?code=187660&nid=416872522&page=2', 'body': ''}, {'title': '장끝나고 공시나오고[4]', 'likes': '33', 'link': '/item/board_read.naver?code=187660&nid=416858434&page=4', 'body': ''}, {'title': '챠트상..', 'likes': '32', 'link': '/item/board_read.naver?code=187660&nid=416879333&page=1', 'body': ''}, {'title': '어떤애널 단기 6만도 보던데[1]', 'likes': '29', 'link': '/item/board_read.naver?code=187660&nid=416870601&page=2', 'body': ''}]",187660
신도기연,2295,+8.77%,4,KOSDAQ,,"[{'title': '25% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=290520&nid=416856447&page=1', 'body': ''}, {'title': '15% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=290520&nid=416855857&page=1', 'body': ''}, {'title': '10% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=290520&nid=416855613&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=290520&nid=416807616&page=1', 'body': ''}]",290520
엑스게이트,7450,+8.44%,35,KOSDAQ,,"[{'title': '내일[1]', 'likes': '9', 'link': '/item/board_read.naver?code=356680&nid=416854342&page=1', 'body': ''}, {'title': '응 낼 다시 처박음~', 'likes': '8', 'link': '/item/board_read.naver?code=356680&nid=416865359&page=1', 'body': ''}, {'title': '이번세력 무섭다[2]', 'likes': '8', 'link': '/item/board_read.naver?code=356680&nid=416864680&page=1', 'body': ''}, {'title': '본장되면 쭉~~~~~추락인가', 'likes': '8', 'link': '/item/board_read.naver?code=356680&nid=416805411&page=2', 'body': ''}, {'title': '버티는거보니 ㅋㅋㅋ[1]', 'likes': '8', 'link': '/item/board_read.naver?code=356680&nid=416805039&page=2', 'body': ''}]",356680
대한유화,140600,+8.24%,17,KOSPI,,"[{'title': '얘는 어쩌다 오르면[1]', 'likes': '4', 'link': '/item/board_read.naver?code=006650&nid=416823485&page=1', 'body': ''}, {'title': '이제본전 맘고생하고 매도합니다 ㅎ', 'likes': '4', 'link': '/item/board_read.naver?code=006650&nid=416819820&page=1', 'body': ''}, {'title': '이란 전쟁 휴전 얘기 나오는구나[2]', 'likes': '3', 'link': '/item/board_read.naver?code=006650&nid=416874008&page=1', 'body': ''}, {'title': '이제', 'likes': '3', 'link': '/item/board_read.naver?code=006650&nid=416827271&page=1', 'body': ''}, {'title': '이란 중동 석유화학시설 5곳 파괴', 'likes': '2', 'link': '/item/board_read.naver?code=006650&nid=416887142&page=1', 'body': ''}]",006650
효성티앤씨,406500,+8.11%,18,KOSPI,,"[{'title': '이번엔 40만원 찐돌파야?', 'likes': '7', 'link': '/item/board_read.naver?code=298020&nid=416814353&page=1', 'body': ''}, {'title': '역시 40근처흐르네[2]', 'likes': '5', 'link': '/item/board_read.naver?code=298020&nid=416840682&page=1', 'body': ''}, {'title': '몇번째냐', 'likes': '5', 'link': '/item/board_read.naver?code=298020&nid=416809750&page=1', 'body': ''}, {'title': '4/6 장요약: 스판덱스 가격상승/목표주가...[1]', 'likes': '4', 'link': '/item/board_read.naver?code=298020&nid=416879360&page=1', 'body': ''}, {'title': '효성티앤씨 리포트', 'likes': '4', 'link': '/item/board_read.naver?code=298020&nid=416806745&page=1', 'body': ''}]",298020
헥토파이낸셜,24800,+7.83%,98,KOSDAQ,,"[{'title': '털린 개미들이', 'likes': '10', 'link': '/item/board_read.naver?code=234340&nid=416874130&page=1', 'body': ''}, {'title': '신한투자증권애들은 없어져야 할 증권사 1위!!![1]', 'likes': '10', 'link': '/item/board_read.naver?code=234340&nid=416833710&page=3', 'body': ''}, {'title': '신현송 예비 한국은행 총재가 원화 코인 인정했다[1]', 'likes': '9', 'link': '/item/board_read.naver?code=234340&nid=416887447&page=1', 'body': ''}, {'title': '신현송 한은총재 후보자, 중앙은행 디지털화폐와 ...[1]', 'likes': '9', 'link': '/item/board_read.naver?code=234340&nid=416878165&page=1', 'body': ''}, {'title': '내일', 'likes': '5', 'link': '/item/board_read.naver?code=234340&nid=416855514&page=2', 'body': ''}]",234340
대영포장,1270,+7.72%,98,KOSPI,,"[{'title': '와우[1]', 'likes': '10', 'link': '/item/board_read.naver?code=014160&nid=416860680&page=2', 'body': ''}, {'title': '시외털린', 'likes': '9', 'link': '/item/board_read.naver?code=014160&nid=416883601&page=1', 'body': ''}, {'title': '기왕 이렇게 된 거 물량이나 ㅈㄴ 모아야겠다[1]', 'likes': '9', 'link': '/item/board_read.naver?code=014160&nid=416851344&page=3', 'body': ''}, {'title': '담어담어 싸다싸.', 'likes': '8', 'link': '/item/board_read.naver?code=014160&nid=416886657&page=1', 'body': ''}, {'title': '시외 나락중', 'likes': '8', 'link': '/item/board_read.naver?code=014160&nid=416872296&page=2', 'body': ''}]",014160
조이웍스앤코,1017,+7.51%,2,KOSDAQ,,"[{'title': '이거사고 진짜 밤못잤음ㅜㅜ', 'likes': '0', 'link': '/item/board_read.naver?code=309930&nid=416862014&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=309930&nid=416854644&page=1', 'body': ''}]",309930
일진전기,76000,+7.04%,43,KOSPI,,"[{'title': '245kV 수준인데 반응이 뜨겁네요 ㅎㅎ[1]', 'likes': '12', 'link': '/item/board_read.naver?code=103590&nid=416817730&page=2', 'body': ''}, {'title': '호재냐 이거', 'likes': '11', 'link': '/item/board_read.naver?code=103590&nid=416890604&page=1', 'body': ''}, {'title': '일진전기, 캐나다 데이터센터에 1200억 ...[1]', 'likes': '11', 'link': '/item/board_read.naver?code=103590&nid=416808516&page=2', 'body': ''}, {'title': '오늘 아침 간만에 전력설비섹터 좋네요[4]', 'likes': '11', 'link': '/item/board_read.naver?code=103590&nid=416802489&page=2', 'body': ''}, {'title': '곧 조만간 또 대형수주 예정이란다...', 'likes': '7', 'link': '/item/board_read.naver?code=103590&nid=416878750&page=1', 'body': ''}]",103590
한일사료,4390,+6.94%,207,KOSDAQ,4105.0,"[{'title': '하수 개미들', 'likes': '12', 'link': '/item/board_read.naver?code=005860&nid=416861017&page=4', 'body': ''}, {'title': '낼은 상한가[3]', 'likes': '11', 'link': '/item/board_read.naver?code=005860&nid=416853782&page=5', 'body': ''}, {'title': '에라. 잣 같은 종목 손절하고 간다.', 'likes': '9', 'link': '/item/board_read.naver?code=005860&nid=416819483&page=7', 'body': ''}, {'title': '유가 상승중 ㅋ', 'likes': '8', 'link': '/item/board_read.naver?code=005860&nid=416881286&page=1', 'body': ''}, {'title': 'ㅋㅋㅋㅋㅋ', 'likes': '8', 'link': '/item/board_read.naver?code=005860&nid=416878952&page=2', 'body': ''}]",005860
대한광통신,13590,+6.67%,296,KOSDAQ,12740.0,"[{'title': '애들아~~~[10]', 'likes': '65', 'link': '/item/board_read.naver?code=010170&nid=416864550&page=8', 'body': ''}, {'title': '애들아~~~[9]', 'likes': '63', 'link': '/item/board_read.naver?code=010170&nid=416862031&page=9', 'body': ''}, {'title': '외인수급[1]', 'likes': '52', 'link': '/item/board_read.naver?code=010170&nid=416879700&page=3', 'body': ''}, {'title': '세력 운전 솜씨는 여전히 좋네요', 'likes': '50', 'link': '/item/board_read.naver?code=010170&nid=416880588&page=3', 'body': ''}, {'title': '오늘장 저의 생각은[4]', 'likes': '48', 'link': '/item/board_read.naver?code=010170&nid=416880584&page=3', 'body': ''}]",010170
성문전자우,4395,+6.42%,1,KOSPI,,"[{'title': '5% 이상 상승했어요 🎉[1]', 'likes': '0', 'link': '/item/board_read.naver?code=014915&nid=416818570&page=1', 'body': ''}]",014915
동일제강,1620,+6.37%,20,KOSPI,,"[{'title': '알루미늄생산하네[1]', 'likes': '5', 'link': '/item/board_read.naver?code=002690&nid=416832456&page=1', 'body': ''}, {'title': '[자금조달]동일제강, 알루미늄세경봉 증설 투자', 'likes': '5', 'link': '/item/board_read.naver?code=002690&nid=416828346&page=1', 'body': ''}, {'title': '이거 몰빵 들어가면 못해도 50프로는 먹는다[1]', 'likes': '2', 'link': '/item/board_read.naver?code=002690&nid=416849079&page=1', 'body': ''}, {'title': '몇년만에 큰손 입성[1]', 'likes': '2', 'link': '/item/board_read.naver?code=002690&nid=416846748&page=1', 'body': ''}, {'title': '완전 소외주에서[1]', 'likes': '2', 'link': '/item/board_read.naver?code=002690&nid=416846078&page=1', 'body': ''}]",002690
수산세보틱스,2125,+6.25%,27,KOSPI,,"[{'title': '일단은 120주선  돌파 해 부럿다.[1]', 'likes': '9', 'link': '/item/board_read.naver?code=017550&nid=416862509&page=1', 'body': ''}, {'title': '수산.[1]', 'likes': '8', 'link': '/item/board_read.naver?code=017550&nid=416874589&page=1', 'body': ''}, {'title': '# 시간외 단일가 강세!!', 'likes': '6', 'link': '/item/board_read.naver?code=017550&nid=416869900&page=1', 'body': ''}, {'title': '(속보) 미국,이란 휴전후 종전 2단계 중재안...', 'likes': '6', 'link': '/item/board_read.naver?code=017550&nid=416866102&page=1', 'body': ''}, {'title': '재건 대장주', 'likes': '5', 'link': '/item/board_read.naver?code=017550&nid=416869645&page=1', 'body': ''}]",017550
우성,21300,+6.23%,2,KOSPI,,"[{'title': '오늘은 상~~~~~~~', 'likes': '1', 'link': '/item/board_read.naver?code=006980&nid=416810416&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=006980&nid=416810232&page=1', 'body': ''}]",006980
신세계,323500,+6.07%,7,KOSPI,,"[{'title': '엉아가 얘기했잖여 신세계는[3]', 'likes': '4', 'link': '/item/board_read.naver?code=004170&nid=416837835&page=1', 'body': ''}, {'title': '새로운 리서치가 있어요 📝', 'likes': '4', 'link': '/item/board_read.naver?code=004170&nid=416814944&page=1', 'body': ''}, {'title': '뉴스가 젤 문제', 'likes': '3', 'link': '/item/board_read.naver?code=004170&nid=416868690&page=1', 'body': ''}, {'title': '신세계아이앤씨 스테이블코인[2]', 'likes': '2', 'link': '/item/board_read.naver?code=004170&nid=416831422&page=1', 'body': ''}, {'title': '이제부터 진짜 좀 쭈욱 가자', 'likes': '2', 'link': '/item/board_read.naver?code=004170&nid=416825694&page=1', 'body': ''}]",004170
S-Oil,118100,+6.01%,207,KOSPI,,"[{'title': '슈팅까지 8거래일 남았따[1]', 'likes': '21', 'link': '/item/board_read.naver?code=010950&nid=416870016&page=2', 'body': ''}, {'title': '너무 부럽다..', 'likes': '18', 'link': '/item/board_read.naver?code=010950&nid=416833034&page=5', 'body': ''}, {'title': '아시아향 원유 공식 판매가격(OSP)이 역대...[1]', 'likes': '12', 'link': '/item/board_read.naver?code=010950&nid=416881689&page=1', 'body': ''}, {'title': 'osp 19.5불[2]', 'likes': '12', 'link': '/item/board_read.naver?code=010950&nid=416880775&page=1', 'body': ''}, {'title': 'S-oil은 가만 놔두고 있으면', 'likes': '12', 'link': '/item/board_read.naver?code=010950&nid=416864165&page=2', 'body': ''}]",010950
일양약품우,11410,+5.94%,1,KOSPI,,"[{'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=007575&nid=416812816&page=1', 'body': ''}]",007575
삼아알미늄,38000,+5.56%,146,KOSPI,,"[{'title': '내일은 삼아가 대장 이다', 'likes': '10', 'link': '/item/board_read.naver?code=006110&nid=416878821&page=1', 'body': ''}, {'title': '미장 알미늄주 현재 신호는', 'likes': '9', 'link': '/item/board_read.naver?code=006110&nid=416889048&page=1', 'body': ''}, {'title': '전쟁 휴전??아직도 그말을 믿는 바보는 없겠지??ㅋㅋㅋ', 'likes': '7', 'link': '/item/board_read.naver?code=006110&nid=416880106&page=1', 'body': ''}, {'title': '어차피 대장은 삼아다[2]', 'likes': '7', 'link': '/item/board_read.naver?code=006110&nid=416854920&page=4', 'body': ''}, {'title': '횡보하는거보니[3]', 'likes': '7', 'link': '/item/board_read.naver?code=006110&nid=416804265&page=7', 'body': ''}]",006110
DL,62700,+5.38%,3,KOSPI,,"[{'title': '언젠가 이 잡주에도 투자주의..경고 딱...', 'likes': '5', 'link': '/item/board_read.naver?code=000210&nid=416833708&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '1', 'link': '/item/board_read.naver?code=000210&nid=416810472&page=1', 'body': ''}, {'title': '용자들이내[1]', 'likes': '0', 'link': '/item/board_read.naver?code=000210&nid=416882129&page=1', 'body': ''}]",000210
SNT에너지,54900,+5.37%,55,KOSPI,,"[{'title': '(美공문)LNG 프로젝트 인력 확대 및 야...[4]', 'likes': '13', 'link': '/item/board_read.naver?code=100840&nid=416886785&page=1', 'body': ''}, {'title': '중동재건 보다는, 대미투자1 루이지애나가 ...', 'likes': '9', 'link': '/item/board_read.naver?code=100840&nid=416880181&page=1', 'body': ''}, {'title': '이란 재건주는 건설재건주가 아니라 에너지플...', 'likes': '8', 'link': '/item/board_read.naver?code=100840&nid=416878240&page=1', 'body': ''}, {'title': '실적이깡패네[4]', 'likes': '8', 'link': '/item/board_read.naver?code=100840&nid=416842020&page=2', 'body': ''}, {'title': '떨어 질 때마다 담구라니까 ㅋㅋㅋ플랜트 인프라...[3]', 'likes': '8', 'link': '/item/board_read.naver?code=100840&nid=416820800&page=2', 'body': ''}]",100840
신대양제지,13190,+5.18%,4,KOSPI,,"[{'title': '정부 긴급명령 필요', 'likes': '5', 'link': '/item/board_read.naver?code=016590&nid=416803135&page=1', 'body': ''}, {'title': '중동전쟁과 관계없는 현수급상황', 'likes': '4', 'link': '/item/board_read.naver?code=016590&nid=416876772&page=1', 'body': ''}, {'title': '누가 만오천주 한번에??', 'likes': '0', 'link': '/item/board_read.naver?code=016590&nid=416858188&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=016590&nid=416825504&page=1', 'body': ''}]",016590
롯데쇼핑,104600,+5.13%,4,KOSPI,,"[{'title': '새로운 리서치가 있어요 📝', 'likes': '6', 'link': '/item/board_read.naver?code=023530&nid=416814694&page=1', 'body': ''}, {'title': '이마트[1]', 'likes': '0', 'link': '/item/board_read.naver?code=023530&nid=416890960&page=1', 'body': ''}, {'title': '신가신한[2]', 'likes': '0', 'link': '/item/board_read.naver?code=023530&nid=416861472&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=023530&nid=416815330&page=1', 'body': ''}]",023530
케이뱅크,6180,+5.10%,211,KOSPI,,"[{'title': '찬반토론 진행하겠습니다', 'likes': '19', 'link': '/item/board_read.naver?code=279570&nid=416864725&page=1', 'body': ''}, {'title': '8100원대 입니다.[16]', 'likes': '16', 'link': '/item/board_read.naver?code=279570&nid=416836676&page=5', 'body': ''}, {'title': '오늘 케이뱅크에서 탈출하지 않았다?[2]', 'likes': '13', 'link': '/item/board_read.naver?code=279570&nid=416867308&page=1', 'body': ''}, {'title': '신기하네...', 'likes': '13', 'link': '/item/board_read.naver?code=279570&nid=416860750&page=1', 'body': ''}, {'title': '6500원대 물린 호구 없제?[5]', 'likes': '10', 'link': '/item/board_read.naver?code=279570&nid=416837865&page=4', 'body': ''}]",279570
세우글로벌,1279,+5.09%,2,KOSPI,,"[{'title': '자 가보자!!', 'likes': '1', 'link': '/item/board_read.naver?code=013000&nid=416878262&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '1', 'link': '/item/board_read.naver?code=013000&nid=416846295&page=1', 'body': ''}]",013000
현대코퍼레이션,27450,+4.97%,2,KOSPI,,"[{'title': '소리없이 강하다.[3]', 'likes': '7', 'link': '/item/board_read.naver?code=011760&nid=416871801&page=1', 'body': ''}, {'title': '5% 이상 상승했어요 🎉', 'likes': '0', 'link': '/item/board_read.naver?code=011760&nid=416821121&page=1', 'body': ''}]",011760
DSR제강,5230,+4.91%,9,KOSPI,,"[{'title': 'DSR제강 기사 이러면 뭐 조만간', 'likes': '10', 'link': '/item/board_read.naver?code=069730&nid=416860892&page=1', 'body': ''}, {'title': '■■■■ DSR제강 신고가 계속 폭등이닷 ~!...[1]', 'likes': '3', 'link': '/item/board_read.naver?code=069730&nid=416834005&page=1', 'body': ''}, {'title': '■■■■ DSR제강 계속 개폭등 날라가네 ㅋㅋ...', 'likes': '3', 'link': '/item/board_read.naver?code=069730&nid=416832236&page=1', 'body': ''}, {'title': '이번달 24일에 배당금이 들어오는지요?[2]', 'likes': '2', 'link': '/item/board_read.naver?code=069730&nid=416877710&page=1', 'body': ''}, {'title': '■■■ 잘 날라가네요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ ■■', 'likes': '2', 'link': '/item/board_read.naver?code=069730&nid=416826095&page=1', 'body': ''}]",069730
하이드로리튬,2170,+4.83%,58,KOSDAQ,2070.0,"[{'title': '● 한와흥업과의  계약체결의   의미', 'likes': '28', 'link': '/item/board_read.naver?code=101670&nid=416817959&page=3', 'body': ''}, {'title': '㈜하이드로리튬, 일본 종합무역상사와 캐나다...[1]', 'likes': '28', 'link': '/item/board_read.naver?code=101670&nid=416815831&page=3', 'body': ''}, {'title': '제미나이가 판단하는 하이드로리튬[1]', 'likes': '25', 'link': '/item/board_read.naver?code=101670&nid=416831575&page=2', 'body': ''}, {'title': '1만톤 판매처 확보! 이제 조금씩 싹이 보...[2]', 'likes': '21', 'link': '/item/board_read.naver?code=101670&nid=416822002&page=3', 'body': ''}, {'title': '크게 갈건데 1주일  흔들까요', 'likes': '19', 'link': '/item/board_read.naver?code=101670&nid=416828220&page=2', 'body': ''}]",101670
이수스페셜티케미컬,96800,+4.76%,32,KOSPI,,"[{'title': '배터리 섹터 무게추는 전고체로 옮겨진것 같...[1]', 'likes': '13', 'link': '/item/board_read.naver?code=457190&nid=416813874&page=2', 'body': ''}, {'title': '기름값이 2천원이다[2]', 'likes': '10', 'link': '/item/board_read.naver?code=457190&nid=416815996&page=1', 'body': ''}, {'title': '요즘', 'likes': '9', 'link': '/item/board_read.naver?code=457190&nid=416853344&page=1', 'body': ''}, {'title': '조금 오르니 정병들 다 기어나왔네[3]', 'likes': '9', 'link': '/item/board_read.naver?code=457190&nid=416834221&page=1', 'body': ''}, {'title': '왜 오르냐?[1]', 'likes': '9', 'link': '/item/board_read.naver?code=457190&nid=416822524&page=1', 'body': ''}]",457190
세운메디칼,2880,+4.73%,109,KOSDAQ,2749.0,"[{'title': '전쟁관련수혜주', 'likes': '16', 'link': '/item/board_read.naver?code=100700&nid=416832537&page=6', 'body': ''}, {'title': '의료 현직이다[2]', 'likes': '7', 'link': '/item/board_read.naver?code=100700&nid=416850457&page=5', 'body': ''}, {'title': '인고의 기다림ㅎㅎ', 'likes': '6', 'link': '/item/board_read.naver?code=100700&nid=416851990&page=4', 'body': ''}, {'title': '상간다[1]', 'likes': '6', 'link': '/item/board_read.naver?code=100700&nid=416847199&page=6', 'body': ''}, {'title': '세운은 상을 간적이 없다 항상 윗꼬리', 'likes': '5', 'link': '/item/board_read.naver?code=100700&nid=416851321&page=4', 'body': ''}]",100700
티엠씨,21400,+4.65%,57,KOSPI,,"[{'title': '시가총액 270조 192조 암페놀 코닝 미국회사랑...', 'likes': '9', 'link': '/item/board_read.naver?code=217590&nid=416872011&page=1', 'body': ''}, {'title': '바로니가광케이블', 'likes': '8', 'link': '/item/board_read.naver?code=217590&nid=416832642&page=2', 'body': ''}, {'title': '이제 막 시작한 광통신주 티엠씨', 'likes': '8', 'link': '/item/board_read.naver?code=217590&nid=416801693&page=3', 'body': ''}, {'title': '지금이 제일  싸보인다', 'likes': '7', 'link': '/item/board_read.naver?code=217590&nid=416880574&page=1', 'body': ''}, {'title': '내일부턴', 'likes': '7', 'link': '/item/board_read.naver?code=217590&nid=416872418&page=1', 'body': ''}]",217590
롯데케미칼,83600,+4.37%,29,KOSPI,,"[{'title': '팩트만 말씀드립니다.[6]', 'likes': '11', 'link': '/item/board_read.naver?code=011170&nid=416815067&page=2', 'body': ''}, {'title': '영원한 윗꼬리', 'likes': '8', 'link': '/item/board_read.naver?code=011170&nid=416835071&page=1', 'body': ''}, {'title': '롯데 해외공장을 알아보자[2]', 'likes': '6', 'link': '/item/board_read.naver?code=011170&nid=416831200&page=1', 'body': ''}, {'title': '중동 석화 산업 단지 초토화', 'likes': '6', 'link': '/item/board_read.naver?code=011170&nid=416806092&page=2', 'body': ''}, {'title': '원유 잘들어오고..   중동 화학공장  셧다운상...[1]', 'likes': '5', 'link': '/item/board_read.naver?code=011170&nid=416873607&page=1', 'body': ''}]",011170
금호에이치티,385,+4.05%,13,KOSPI,370.0,"[{'title': '싸악   쓸어   담았네요  잉...', 'likes': '12', 'link': '/item/board_read.naver?code=214330&nid=416830313&page=1', 'body': ''}, {'title': '하한가 각인데ㅋㅋㅋ', 'likes': '11', 'link': '/item/board_read.naver?code=214330&nid=416806559&page=1', 'body': ''}, {'title': '장난질 계속 쳐봐', 'likes': '10', 'link': '/item/board_read.naver?code=214330&nid=416813386&page=1', 'body': ''}, {'title': '난 이주식 절대 안판다.[1]', 'likes': '9', 'link': '/item/board_read.naver?code=214330&nid=416866565&page=1', 'body': ''}, {'title': '천년만년 살것처럼   벌겅하네[1]', 'likes': '9', 'link': '/item/board_read.naver?code=214330&nid=416818047&page=1', 'body': ''}]",214330
