종목명,현재가,등락률,당일_게시글수,시장구분,어제_종가,latest_posts,code
신성이엔지,3575,+3.77%,285,KOSPI,3445.0,"[{'title': '보수와 진보가 있듯[2]', 'likes': '18', 'link': '/item/board_read.naver?code=011930&nid=416885768&page=1', 'body': ''}, {'title': '아침에 말한대로[4]', 'likes': '18', 'link': '/item/board_read.naver?code=011930&nid=416871427&page=3', 'body': ''}, {'title': '시외로 답 나왔다[2]', 'likes': '16', 'link': '/item/board_read.naver?code=011930&nid=416877649&page=2', 'body': ''}, {'title': '좋냐![6]', 'likes': '15', 'link': '/item/board_read.naver?code=011930&nid=416851074&page=5', 'body': ''}, {'title': '크게 한번 승승장구 해서 월세 탈하길...[3]', 'likes': '14', 'link': '/item/board_read.naver?code=011930&nid=416859046&page=4', 'body': ''}]",011930
에코플라스틱,4020,+3.74%,124,KOSDAQ,3875.0,"[{'title': '오늘 , 시외보니 꼬라지가[2]', 'likes': '7', 'link': '/item/board_read.naver?code=038110&nid=416882728&page=1', 'body': ''}, {'title': '시외 급락인데 의외로[3]', 'likes': '7', 'link': '/item/board_read.naver?code=038110&nid=416877801&page=1', 'body': ''}, {'title': '시간외 대박이네ᆢㅎ[4]', 'likes': '7', 'link': '/item/board_read.naver?code=038110&nid=416873955&page=2', 'body': ''}, {'title': '수령 합의[1]', 'likes': '6', 'link': '/item/board_read.naver?code=038110&nid=416874533&page=2', 'body': ''}, {'title': '이란 사우스파스 석유화학 시설서 다수 폭발음 ...', 'likes': '5', 'link': '/item/board_read.naver?code=038110&nid=416884931&page=1', 'body': ''}]",038110
삼성전자,193100,+3.71%,300,KOSPI,186192.0,"[{'title': '내일 오를수밖에 없는이유[4]', 'likes': '38', 'link': '/item/board_read.naver?code=005930&nid=416888956&page=12', 'body': ''}, {'title': '50조 넘으면 갭상 +10퍼이상[4]', 'likes': '34', 'link': '/item/board_read.naver?code=005930&nid=416890154&page=9', 'body': ''}, {'title': '내ㅣ일 22[2]', 'likes': '33', 'link': '/item/board_read.naver?code=005930&nid=416887987&page=15', 'body': ''}, {'title': '미장 보니', 'likes': '27', 'link': '/item/board_read.naver?code=005930&nid=416890712&page=7', 'body': ''}, {'title': '대북송금 조작수사 주범윤석열 설계자한동훈 사냥...[2]', 'likes': '27', 'link': '/item/board_read.naver?code=005930&nid=416890195&page=8', 'body': ''}]",005930
빛과전자,3355,+3.23%,43,KOSDAQ,3250.0,"[{'title': '오늘 투자경고 풀린다 오르지마!!![1]', 'likes': '7', 'link': '/item/board_read.naver?code=069540&nid=416844889&page=1', 'body': ''}, {'title': '빛과전자 기사 호재다 왜냐', 'likes': '6', 'link': '/item/board_read.naver?code=069540&nid=416878557&page=1', 'body': ''}, {'title': '대한광통신 갖고 있는데  얘도 비슷할까봐 샀더...', 'likes': '6', 'link': '/item/board_read.naver?code=069540&nid=416833271&page=2', 'body': ''}, {'title': '이거 조심하세[2]', 'likes': '5', 'link': '/item/board_read.naver?code=069540&nid=416856958&page=1', 'body': ''}, {'title': '어찌피', 'likes': '4', 'link': '/item/board_read.naver?code=069540&nid=416865901&page=1', 'body': ''}]",069540
대우건설,17310,+2.97%,298,KOSPI,16810.0,"[{'title': '[시총92위] [외인공매 정신이 있나...[14]', 'likes': '81', 'link': '/item/board_read.naver?code=047040&nid=416886453&page=2', 'body': ''}, {'title': '■17600-바닥잡고[5]', 'likes': '41', 'link': '/item/board_read.naver?code=047040&nid=416819892&page=13', 'body': ''}, {'title': '[알아서하겠지 냅둘라했는데~공매 쉽게 안죽...[3]', 'likes': '40', 'link': '/item/board_read.naver?code=047040&nid=416819150&page=13', 'body': ''}, {'title': '■부자집 곳간에 인심난다고[4]', 'likes': '38', 'link': '/item/board_read.naver?code=047040&nid=416849251&page=7', 'body': ''}, {'title': '■삼전-19만 매물벽[6]', 'likes': '36', 'link': '/item/board_read.naver?code=047040&nid=416871588&page=4', 'body': ''}]",047040
한국팩키지,2575,+2.59%,66,KOSDAQ,2509.0,"[{'title': '<속보> 이란 임시휴전안 수용 불가!', 'likes': '4', 'link': '/item/board_read.naver?code=037230&nid=416871451&page=1', 'body': ''}, {'title': '비닐 대신 종이, ❤️야 이놈들아', 'likes': '4', 'link': '/item/board_read.naver?code=037230&nid=416831001&page=3', 'body': ''}, {'title': '알미늄은 잘가네', 'likes': '4', 'link': '/item/board_read.naver?code=037230&nid=416821288&page=3', 'body': ''}, {'title': '종전 할 거 아니면 휴전따위는 어림없으시댄다', 'likes': '3', 'link': '/item/board_read.naver?code=037230&nid=416871474&page=1', 'body': ''}, {'title': '이놈은 하는게 아니네', 'likes': '3', 'link': '/item/board_read.naver?code=037230&nid=416815356&page=4', 'body': ''}]",037230
아주IB투자,9030,+2.27%,84,KOSDAQ,8829.0,"[{'title': '종전후 폭주할 야생마', 'likes': '23', 'link': '/item/board_read.naver?code=027360&nid=416880982&page=1', 'body': ''}, {'title': '내일[2]', 'likes': '20', 'link': '/item/board_read.naver?code=027360&nid=416868030&page=1', 'body': ''}, {'title': '수급이 들어오네[2]', 'likes': '19', 'link': '/item/board_read.naver?code=027360&nid=416876758&page=1', 'body': ''}, {'title': '속보', 'likes': '19', 'link': '/item/board_read.naver?code=027360&nid=416865898&page=1', 'body': ''}, {'title': '마지막 만원 밑에', 'likes': '17', 'link': '/item/board_read.naver?code=027360&nid=416866104&page=1', 'body': ''}]",027360
폴라리스AI,1481,+1.93%,46,KOSDAQ,1452.0,"[{'title': '이회사 주식 장난질 엄청 심해요 조가 조작회사...', 'likes': '7', 'link': '/item/board_read.naver?code=039980&nid=416854557&page=1', 'body': ''}, {'title': '폴라리 그룹주는 안되 몇년째 전고점 넘기적 없...', 'likes': '6', 'link': '/item/board_read.naver?code=039980&nid=416848368&page=1', 'body': ''}, {'title': '설거지네 ㅋㅋㅋㅋㅋ', 'likes': '6', 'link': '/item/board_read.naver?code=039980&nid=416836226&page=1', 'body': ''}, {'title': '1700원 다팔렸네 ㅋㅋㅋ[1]', 'likes': '6', 'link': '/item/board_read.naver?code=039980&nid=416817379&page=2', 'body': ''}, {'title': '또 장난친다ㅡㅡ', 'likes': '5', 'link': '/item/board_read.naver?code=039980&nid=416851683&page=1', 'body': ''}]",039980
알서포트,2705,+1.88%,74,KOSDAQ,2655.0,"[{'title': '[속보] 이스라엘군, 이란 최대 석유시설 폭...', 'likes': '7', 'link': '/item/board_read.naver?code=131370&nid=416890596&page=1', 'body': ''}, {'title': '휴전한다해서 시외빠졌는데', 'likes': '7', 'link': '/item/board_read.naver?code=131370&nid=416880852&page=1', 'body': ''}, {'title': '재택근무는 일단 무조건 시행됩니다[1]', 'likes': '7', 'link': '/item/board_read.naver?code=131370&nid=416875090&page=1', 'body': ''}, {'title': '시외에서 털린 사람들 불땅해..[1]', 'likes': '6', 'link': '/item/board_read.naver?code=131370&nid=416881139&page=1', 'body': ''}, {'title': '쩜하….', 'likes': '6', 'link': '/item/board_read.naver?code=131370&nid=416867053&page=1', 'body': ''}]",131370
태림포장,2120,+1.68%,20,KOSPI,2084.0,"[{'title': '친환경 종이로 대체하는 흐름이다', 'likes': '4', 'link': '/item/board_read.naver?code=011280&nid=416842574&page=1', 'body': ''}, {'title': '내말 한번도 틀린적 없으', 'likes': '2', 'link': '/item/board_read.naver?code=011280&nid=416878900&page=1', 'body': ''}, {'title': '잘못 샀나보네여[1]', 'likes': '2', 'link': '/item/board_read.naver?code=011280&nid=416878713&page=1', 'body': ''}, {'title': '올라간것도 없는데  낼 -5%', 'likes': '2', 'link': '/item/board_read.naver?code=011280&nid=416872814&page=1', 'body': ''}, {'title': '시간외 떨어진다', 'likes': '2', 'link': '/item/board_read.naver?code=011280&nid=416871658&page=1', 'body': ''}]",011280
서울식품,172,+1.18%,20,KOSPI,169.0,"[{'title': '대표이사', 'likes': '9', 'link': '/item/board_read.naver?code=004410&nid=416841392&page=1', 'body': ''}, {'title': '은행에 넣어놔도 이거보단 낫겠네', 'likes': '8', 'link': '/item/board_read.naver?code=004410&nid=416832698&page=1', 'body': ''}, {'title': '요번 액면병합하고 코스닥으로 보내라 ~~~[1]', 'likes': '8', 'link': '/item/board_read.naver?code=004410&nid=416831387&page=1', 'body': ''}, {'title': '이넘에주식[1]', 'likes': '5', 'link': '/item/board_read.naver?code=004410&nid=416849003&page=1', 'body': ''}, {'title': '몇몇개주주들 열심히 보거라....', 'likes': '5', 'link': '/item/board_read.naver?code=004410&nid=416818941&page=1', 'body': ''}]",004410
SK하이닉스,886000,+1.14%,295,KOSPI,876013.0,"[{'title': '오늘 90만 내일 95만 모레 100만 ...[2]', 'likes': '38', 'link': '/item/board_read.naver?code=000660&nid=416885813&page=4', 'body': ''}, {'title': '90만원에 안착해놨네요', 'likes': '32', 'link': '/item/board_read.naver?code=000660&nid=416885640&page=4', 'body': ''}, {'title': '이란 한국과 통과 협의 중[1]', 'likes': '31', 'link': '/item/board_read.naver?code=000660&nid=416887653&page=3', 'body': ''}, {'title': '1분기 실적', 'likes': '30', 'link': '/item/board_read.naver?code=000660&nid=416887231&page=3', 'body': ''}, {'title': '나도 극우지만, 이재명 대통령님 만큼은 ...[5]', 'likes': '26', 'link': '/item/board_read.naver?code=000660&nid=416885861&page=4', 'body': ''}]",000660
RISE 삼성전자SK하이닉스채권혼합50,9965,+1.06%,2,KOSPI,9860.0,"[{'title': '오늘의 수익실현[1]', 'likes': '1', 'link': '/item/board_read.naver?code=0162Z0&nid=416859268&page=1', 'body': ''}, {'title': '분배금[1]', 'likes': '0', 'link': '/item/board_read.naver?code=0162Z0&nid=416818429&page=1', 'body': ''}]",0162Z0
피노,10330,+0.88%,282,KOSDAQ,10239.0,"[{'title': '외인지분변동 - 금일포함 44.8~9%[3]', 'likes': '33', 'link': '/item/board_read.naver?code=033790&nid=416880046&page=2', 'body': ''}, {'title': '삼성sdi에 전화해봄[7]', 'likes': '33', 'link': '/item/board_read.naver?code=033790&nid=416848198&page=8', 'body': ''}, {'title': '삼성SDI도 LG엔솔도 엘앤에프도 전구체 받으...[1]', 'likes': '20', 'link': '/item/board_read.naver?code=033790&nid=416867494&page=3', 'body': ''}, {'title': '[피노가 삼성 등 유증대금 700억 원]으로 ...[2]', 'likes': '20', 'link': '/item/board_read.naver?code=033790&nid=416866196&page=3', 'body': ''}, {'title': '● 앞으로 매출액이 1조 넘어가게 될듯~[1]', 'likes': '19', 'link': '/item/board_read.naver?code=033790&nid=416881241&page=1', 'body': ''}]",033790
넥스틸,14990,+0.47%,295,KOSPI,14919.0,"[{'title': '이놈', 'likes': '11', 'link': '/item/board_read.naver?code=092790&nid=416883599&page=1', 'body': ''}, {'title': '외인들 오늘 역대급 쌍글이 순 매수 매집의 의미[3]', 'likes': '10', 'link': '/item/board_read.naver?code=092790&nid=416865633&page=5', 'body': ''}, {'title': '철강 무기수요 재건수요 송유관수요!!', 'likes': '9', 'link': '/item/board_read.naver?code=092790&nid=416887008&page=1', 'body': ''}, {'title': '올린놈들이 다 파는거 같애[1]', 'likes': '9', 'link': '/item/board_read.naver?code=092790&nid=416830905&page=11', 'body': ''}, {'title': '쩜상인데요?[3]', 'likes': '8', 'link': '/item/board_read.naver?code=092790&nid=416889915&page=1', 'body': ''}]",092790
에스에너지,1949,+0.26%,27,KOSDAQ,1943.0,"[{'title': '李대통령, 재생에너지 강국 대전환 추경신속 처...', 'likes': '8', 'link': '/item/board_read.naver?code=095910&nid=416838031&page=1', 'body': ''}, {'title': '요새', 'likes': '6', 'link': '/item/board_read.naver?code=095910&nid=416810107&page=2', 'body': ''}, {'title': '해상 풍력은 꽝입니다. 신재생에너지 사업의 진...', 'likes': '5', 'link': '/item/board_read.naver?code=095910&nid=416831756&page=1', 'body': ''}, {'title': '째수~ 시외에서 1,878에 줍줍', 'likes': '4', 'link': '/item/board_read.naver?code=095910&nid=416868276&page=1', 'body': ''}, {'title': '올릴라 하면 프로그램이 매도하네 ㅋㅋㅋ', 'likes': '4', 'link': '/item/board_read.naver?code=095910&nid=416826456&page=1', 'body': ''}]",095910
팬오션,5260,0.00%,17,KOSPI,5260.0,"[{'title': '떨어져봐야 얼마겠어?', 'likes': '11', 'link': '/item/board_read.naver?code=028670&nid=416829093&page=1', 'body': ''}, {'title': '거래량 50만도 안되는데 2퍼가까이박네[1]', 'likes': '8', 'link': '/item/board_read.naver?code=028670&nid=416807095&page=1', 'body': ''}, {'title': '수락산 20-2 노무 s ㄲ[1]', 'likes': '7', 'link': '/item/board_read.naver?code=028670&nid=416878215&page=1', 'body': ''}, {'title': '수락산생쥐~[2]', 'likes': '6', 'link': '/item/board_read.naver?code=028670&nid=416862657&page=1', 'body': ''}, {'title': '제발 지금사지마라[1]', 'likes': '6', 'link': '/item/board_read.naver?code=028670&nid=416818717&page=1', 'body': ''}]",028670
중앙첨단소재,1499,-0.33%,18,KOSDAQ,1503.0,"[{'title': '제발 도망쳐요', 'likes': '3', 'link': '/item/board_read.naver?code=051980&nid=416856745&page=1', 'body': ''}, {'title': '하..', 'likes': '3', 'link': '/item/board_read.naver?code=051980&nid=416835613&page=1', 'body': ''}, {'title': '항상 피뢰침 종가보합 ㅋㅋ[1]', 'likes': '3', 'link': '/item/board_read.naver?code=051980&nid=416816208&page=1', 'body': ''}, {'title': '1500도 또 깨짐 ㅋㅋㅋㅋ', 'likes': '2', 'link': '/item/board_read.naver?code=051980&nid=416850799&page=1', 'body': ''}, {'title': '매집봉 계속 나오네[1]', 'likes': '2', 'link': '/item/board_read.naver?code=051980&nid=416842250&page=1', 'body': ''}]",051980
모나리자,2240,-0.44%,7,KOSPI,2249.0,"[{'title': '눈물 닦을[1]', 'likes': '4', 'link': '/item/board_read.naver?code=012690&nid=416872910&page=1', 'body': ''}, {'title': '휴지', 'likes': '2', 'link': '/item/board_read.naver?code=012690&nid=416872499&page=1', 'body': ''}, {'title': '이란은 휴전  생각이 없는것 같은데..', 'likes': '2', 'link': '/item/board_read.naver?code=012690&nid=416870115&page=1', 'body': ''}, {'title': '모나리자 휴지 8개 샀다.', 'likes': '1', 'link': '/item/board_read.naver?code=012690&nid=416830687&page=1', 'body': ''}, {'title': 'ㅋㅋㅋ', 'likes': '0', 'link': '/item/board_read.naver?code=012690&nid=416849429&page=1', 'body': ''}]",012690
한온시스템,3755,-0.66%,70,KOSPI,3779.0,"[{'title': '방금  3760에...[2]', 'likes': '12', 'link': '/item/board_read.naver?code=018880&nid=416844209&page=2', 'body': ''}, {'title': '반도체로 넘어오세요 형님들[2]', 'likes': '12', 'link': '/item/board_read.naver?code=018880&nid=416804911&page=4', 'body': ''}, {'title': '세력이', 'likes': '11', 'link': '/item/board_read.naver?code=018880&nid=416825213&page=3', 'body': ''}, {'title': '회사가 허벌임', 'likes': '10', 'link': '/item/board_read.naver?code=018880&nid=416836414&page=2', 'body': ''}, {'title': '에휴', 'likes': '9', 'link': '/item/board_read.naver?code=018880&nid=416840940&page=2', 'body': ''}]",018880
한화솔루션,38150,-2.30%,300,KOSPI,39048.0,"[{'title': '막 3300주 동참했다.[2]', 'likes': '46', 'link': '/item/board_read.naver?code=009830&nid=416888589&page=3', 'body': ''}, {'title': '돈 없다며 배당금 1,000억은 꿀꺽[2]', 'likes': '38', 'link': '/item/board_read.naver?code=009830&nid=416888444&page=3', 'body': ''}, {'title': '액트 0.14%만 채우면 임시주총 우리가 주...[3]', 'likes': '38', 'link': '/item/board_read.naver?code=009830&nid=416878680&page=7', 'body': ''}, {'title': '다시 2.86% 0.14%남았어요!!!', 'likes': '38', 'link': '/item/board_read.naver?code=009830&nid=416874920&page=8', 'body': ''}, {'title': '액트 화력이 장난아니네[1]', 'likes': '35', 'link': '/item/board_read.naver?code=009830&nid=416888251&page=3', 'body': ''}]",009830
KoAct 코스닥액티브,11175,-2.40%,40,KOSPI,11449.0,"[{'title': '와 이런걸 전문가들이 만든 etf가 ...[1]', 'likes': '14', 'link': '/item/board_read.naver?code=0163Y0&nid=416817570&page=2', 'body': ''}, {'title': '똥밟았네', 'likes': '9', 'link': '/item/board_read.naver?code=0163Y0&nid=416835553&page=2', 'body': ''}, {'title': '코스닥etf', 'likes': '8', 'link': '/item/board_read.naver?code=0163Y0&nid=416837552&page=2', 'body': ''}, {'title': '전고기준 하락률[2]', 'likes': '7', 'link': '/item/board_read.naver?code=0163Y0&nid=416847160&page=2', 'body': ''}, {'title': '이건 증권사 한탕하려고 만든 것같은데', 'likes': '7', 'link': '/item/board_read.naver?code=0163Y0&nid=416828112&page=2', 'body': ''}]",0163Y0
에이프로젠,295,-2.96%,41,KOSPI,303.0,"[{'title': '아직 흐름파악이 안되었나요?[3]', 'likes': '11', 'link': '/item/board_read.naver?code=007460&nid=416840350&page=2', 'body': ''}, {'title': '잡주의 특징', 'likes': '9', 'link': '/item/board_read.naver?code=007460&nid=416816374&page=2', 'body': ''}, {'title': '참 어이가 없어서 초보로써 한마디합니다.', 'likes': '9', 'link': '/item/board_read.naver?code=007460&nid=416814314&page=2', 'body': ''}, {'title': '4월 15일 이면 15주가 1주가 되는 날[4]', 'likes': '8', 'link': '/item/board_read.naver?code=007460&nid=416846553&page=2', 'body': ''}, {'title': '상폐는 당연한거구[2]', 'likes': '7', 'link': '/item/board_read.naver?code=007460&nid=416854323&page=1', 'body': ''}]",007460
대한해운,2305,-3.56%,65,KOSPI,2390.0,"[{'title': '거꾸로세상 ㅋ 흥아vs대한[3]', 'likes': '13', 'link': '/item/board_read.naver?code=005880&nid=416877046&page=1', 'body': ''}, {'title': '주주들 한테', 'likes': '12', 'link': '/item/board_read.naver?code=005880&nid=416845031&page=2', 'body': ''}, {'title': '제가 한번만더 대한해운을 매수하면 멍멍이가 ...[3]', 'likes': '11', 'link': '/item/board_read.naver?code=005880&nid=416846514&page=2', 'body': ''}, {'title': '이 정도면 조사해 봐야 하지 않나요? 금감원...[1]', 'likes': '11', 'link': '/item/board_read.naver?code=005880&nid=416846197&page=2', 'body': ''}, {'title': '나쁜 오너때문에 많은', 'likes': '9', 'link': '/item/board_read.naver?code=005880&nid=416824349&page=3', 'body': ''}]",005880
쏠리드,15640,-4.05%,120,KOSDAQ,16300.0,"[{'title': '하느님 감사 합니다[1]', 'likes': '12', 'link': '/item/board_read.naver?code=050890&nid=416841119&page=3', 'body': ''}, {'title': '수급 어쩌고 백날 얘기해봐야 오르질 못하면 그...', 'likes': '10', 'link': '/item/board_read.naver?code=050890&nid=416815156&page=5', 'body': ''}, {'title': '에효[1]', 'likes': '9', 'link': '/item/board_read.naver?code=050890&nid=416834385&page=3', 'body': ''}, {'title': '전쟁종식각 낼부터 위로 쏠리드~~~', 'likes': '8', 'link': '/item/board_read.naver?code=050890&nid=416878553&page=1', 'body': ''}, {'title': '15500원대가 지지선인데..', 'likes': '6', 'link': '/item/board_read.naver?code=050890&nid=416857097&page=1', 'body': ''}]",050890
우리기술,20600,-4.63%,233,KOSDAQ,21600.0,"[{'title': '내일 몇퍼 상승할까?[1]', 'likes': '15', 'link': '/item/board_read.naver?code=032820&nid=416867803&page=2', 'body': ''}, {'title': '님들아', 'likes': '15', 'link': '/item/board_read.naver?code=032820&nid=416854683&page=3', 'body': ''}, {'title': '개인처럼보이냐 ㅉㅉ[1]', 'likes': '13', 'link': '/item/board_read.naver?code=032820&nid=416879704&page=1', 'body': ''}, {'title': '죽을줄  모르고', 'likes': '13', 'link': '/item/board_read.naver?code=032820&nid=416828740&page=7', 'body': ''}, {'title': '주주인데 우리기술은 그냥 희망없다[3]', 'likes': '12', 'link': '/item/board_read.naver?code=032820&nid=416881251&page=1', 'body': ''}]",032820
KEC,1495,-5.38%,36,KOSPI,1580.0,"[{'title': '4월10일[3]', 'likes': '6', 'link': '/item/board_read.naver?code=092220&nid=416867031&page=1', 'body': ''}, {'title': '신한 공매도 창구', 'likes': '6', 'link': '/item/board_read.naver?code=092220&nid=416833875&page=1', 'body': ''}, {'title': '5주를 1주로 병합하는데....[1]', 'likes': '5', 'link': '/item/board_read.naver?code=092220&nid=416850574&page=1', 'body': ''}, {'title': '다 털었으면 올라가야지...', 'likes': '5', 'link': '/item/board_read.naver?code=092220&nid=416832127&page=2', 'body': ''}, {'title': '얼마나 악질회사인지', 'likes': '5', 'link': '/item/board_read.naver?code=092220&nid=416807969&page=2', 'body': ''}]",092220
SK증권,1863,-5.77%,90,KOSPI,1977.0,"[{'title': '병합', 'likes': '16', 'link': '/item/board_read.naver?code=001510&nid=416838232&page=3', 'body': ''}, {'title': '잘가라[1]', 'likes': '15', 'link': '/item/board_read.naver?code=001510&nid=416837461&page=3', 'body': ''}, {'title': '재상장 300% 따따상[2]', 'likes': '13', 'link': '/item/board_read.naver?code=001510&nid=416881267&page=1', 'body': ''}, {'title': '3000원[1]', 'likes': '12', 'link': '/item/board_read.naver?code=001510&nid=416828489&page=3', 'body': ''}, {'title': '생각보다[1]', 'likes': '10', 'link': '/item/board_read.naver?code=001510&nid=416858720&page=2', 'body': ''}]",001510
유니슨,1584,-5.83%,78,KOSDAQ,1682.0,"[{'title': '李대통령 ""경제산업·에너지 대전환에 속도를 내...', 'likes': '16', 'link': '/item/board_read.naver?code=018000&nid=416844890&page=2', 'body': ''}, {'title': '🏁유니슨 상반기 조단위 해상풍력 유니슨만 유...', 'likes': '16', 'link': '/item/board_read.naver?code=018000&nid=416841798&page=2', 'body': ''}, {'title': '오늘 매수량은 다 채웠고, 내일 또 매수할게요[1]', 'likes': '12', 'link': '/item/board_read.naver?code=018000&nid=416851206&page=2', 'body': ''}, {'title': '꼭 오른다고 떠드는 애들 있고 나면 공매도..[1]', 'likes': '12', 'link': '/item/board_read.naver?code=018000&nid=416827280&page=3', 'body': ''}, {'title': '""잠 잘 생각 마시라""…李 대통령, 중...', 'likes': '11', 'link': '/item/board_read.naver?code=018000&nid=416870531&page=1', 'body': ''}]",018000
SG세계물산,491,-6.65%,41,KOSPI,525.0,"[{'title': 'SG&G,SG세계물산,SG글로벌 사이 이의범 가...', 'likes': '10', 'link': '/item/board_read.naver?code=004060&nid=416827537&page=2', 'body': ''}, {'title': '오늘부터 거래정지인줄알고', 'likes': '9', 'link': '/item/board_read.naver?code=004060&nid=416840717&page=1', 'body': ''}, {'title': '감사히 잘 받았습니다..ㅎㅎ[1]', 'likes': '7', 'link': '/item/board_read.naver?code=004060&nid=416841702&page=1', 'body': ''}, {'title': '진즉 손털길 잘했네..', 'likes': '6', 'link': '/item/board_read.naver?code=004060&nid=416858292&page=1', 'body': ''}, {'title': '액면가이하다~~ㅋㅋㅋ[3]', 'likes': '6', 'link': '/item/board_read.naver?code=004060&nid=416851245&page=1', 'body': ''}]",004060
케스피온,361,-6.72%,59,KOSDAQ,387.0,"[{'title': '지나가던 나그네의 관전평', 'likes': '8', 'link': '/item/board_read.naver?code=079190&nid=416862720&page=1', 'body': ''}, {'title': '물려있다가 상한가에[2]', 'likes': '7', 'link': '/item/board_read.naver?code=079190&nid=416850780&page=2', 'body': ''}, {'title': '외국인이 완전 손털고 나갔드래요.', 'likes': '5', 'link': '/item/board_read.naver?code=079190&nid=416862610&page=1', 'body': ''}, {'title': '거봐라  뭐랬냐 ㅋㅋㅋ  마이너스 ㅋㅋㅋㅋㅋ[1]', 'likes': '5', 'link': '/item/board_read.naver?code=079190&nid=416854699&page=2', 'body': ''}, {'title': '4월달에[1]', 'likes': '5', 'link': '/item/board_read.naver?code=079190&nid=416851055&page=2', 'body': ''}]",079190
흥아해운,3790,-7.33%,300,KOSPI,4089.0,"[{'title': '자 왜 종전 안되는지 알려줄게[4]', 'likes': '29', 'link': '/item/board_read.naver?code=003280&nid=416886991&page=3', 'body': ''}, {'title': '뭐가 걱정인가[2]', 'likes': '24', 'link': '/item/board_read.naver?code=003280&nid=416886917&page=3', 'body': ''}, {'title': '시외 매수한 사람들이[1]', 'likes': '24', 'link': '/item/board_read.naver?code=003280&nid=416885990&page=3', 'body': ''}, {'title': '속보, 이란내 가스전 폭격중[2]', 'likes': '21', 'link': '/item/board_read.naver?code=003280&nid=416887383&page=3', 'body': ''}, {'title': '이란측 공식뉴스 나옴~ 주가 돌려놓으시길 ...[1]', 'likes': '19', 'link': '/item/board_read.naver?code=003280&nid=416884807&page=4', 'body': ''}]",003280
휴스틸,5620,-7.72%,126,KOSPI,6090.0,"[{'title': '창피한줄 알아라[1]', 'likes': '11', 'link': '/item/board_read.naver?code=005010&nid=416846486&page=4', 'body': ''}, {'title': '봣냐 시간외매도자', 'likes': '7', 'link': '/item/board_read.naver?code=005010&nid=416881860&page=1', 'body': ''}, {'title': '기관도 털고있네 ㅎ[3]', 'likes': '7', 'link': '/item/board_read.naver?code=005010&nid=416866378&page=2', 'body': ''}, {'title': '거부 ㅎ', 'likes': '6', 'link': '/item/board_read.naver?code=005010&nid=416880583&page=1', 'body': ''}, {'title': '프리스트야[1]', 'likes': '5', 'link': '/item/board_read.naver?code=005010&nid=416886718&page=1', 'body': ''}]",005010
에이전트AI,345,-8.49%,10,KOSDAQ,377.0,"[{'title': '태양광?ㅋㅋㅋㅋ 수리업체가ㅋㅋ', 'likes': '5', 'link': '/item/board_read.naver?code=060900&nid=416842212&page=1', 'body': ''}, {'title': '징글징글하다 잡주', 'likes': '4', 'link': '/item/board_read.naver?code=060900&nid=416833368&page=1', 'body': ''}, {'title': '기사난 논문은 아무나 올릴수있다는데..', 'likes': '4', 'link': '/item/board_read.naver?code=060900&nid=416826313&page=1', 'body': ''}, {'title': '찌라시 던지고 먹는게', 'likes': '2', 'link': '/item/board_read.naver?code=060900&nid=416836942&page=1', 'body': ''}, {'title': '평단가 1만원 ㅠㅠ', 'likes': '2', 'link': '/item/board_read.naver?code=060900&nid=416806225&page=1', 'body': ''}]",060900
SK이터닉스,62000,-9.09%,298,KOSPI,68199.0,"[{'title': '전쟁끝나면 더 오른다[1]', 'likes': '23', 'link': '/item/board_read.naver?code=475150&nid=416886499&page=3', 'body': ''}, {'title': '트럼프가[3]', 'likes': '20', 'link': '/item/board_read.naver?code=475150&nid=416889595&page=2', 'body': ''}, {'title': '●앞으로', 'likes': '18', 'link': '/item/board_read.naver?code=475150&nid=416886964&page=3', 'body': ''}, {'title': '오늘 털린애들 반성해라', 'likes': '17', 'link': '/item/board_read.naver?code=475150&nid=416890368&page=1', 'body': ''}, {'title': '내일 7만원 뚫는 날임 ㅋㅋㅋㅋㅋㅋㅋㅋ[1]', 'likes': '16', 'link': '/item/board_read.naver?code=475150&nid=416881006&page=6', 'body': ''}]",475150
한국ANKOR유전,267,-9.49%,119,KOSPI,294.0,"[{'title': '[속보] ""미국·이란, 휴전 후 종전 2단계 ...[7]', 'likes': '6', 'link': '/item/board_read.naver?code=152550&nid=416863999&page=2', 'body': ''}, {'title': '오늘 상한가 가도 383원,  400원도 ...', 'likes': '6', 'link': '/item/board_read.naver?code=152550&nid=416813911&page=5', 'body': ''}, {'title': '이란도  미국도  한치도  양보  없단다  ~', 'likes': '5', 'link': '/item/board_read.naver?code=152550&nid=416857431&page=2', 'body': ''}, {'title': '이제는…………[1]', 'likes': '5', 'link': '/item/board_read.naver?code=152550&nid=416852458&page=2', 'body': ''}, {'title': '낼부터 줄쩜상 2차폭등 시작.또람프때문에 미국 ...[2]', 'likes': '4', 'link': '/item/board_read.naver?code=152550&nid=416887652&page=1', 'body': ''}]",152550
