종목명,현재가,등락률,외인변화,당일_게시글수,현재_외국인비중,시장구분,어제_종가,어제_외국인비중,게시물_요약,감정분석,Top_Keyword,latest_posts,scraper_version,code
세림B&G,2280,+13.15%,1.16,115,2.40%,KOSDAQ,2015,1.24%,중재안 전달 속보로 시외 졸라 빼놓고[2] / 내일 장시작 예상[1] / 상마감했던 진영(역시 나프타 테마주)은 / 우상향 흐름 탔습니다.,Positive (61%),"이상, 상승했어요, 시외","[{'title': '내일 장시작 예상[1]', 'date': '2026.04.06 17:51', 'views': '126', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=340440&nid=416876557&page=1', 'body': '', 'score': 366}, {'title': '중재안 전달 속보로 시외 졸라 빼놓고[2]', 'date': '2026.04.06 17:12', 'views': '168', 'likes': '8', 'dislikes': '5', 'link': '/item/board_read.naver?code=340440&nid=416872742&page=1', 'body': '', 'score': 408}, {'title': '우상향 흐름 탔습니다.', 'date': '2026.04.06 17:40', 'views': '47', 'likes': '7', 'dislikes': '7', 'link': '/item/board_read.naver?code=340440&nid=416875606&page=1', 'body': '', 'score': 257}, {'title': '상마감했던 진영(역시 나프타 테마주)은', 'date': '2026.04.06 17:37', 'views': '75', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=340440&nid=416875293&page=1', 'body': '', 'score': 285}, {'title': '시간외가마지막 탈출기회', 'date': '2026.04.06 17:54', 'views': '50', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=340440&nid=416876813&page=1', 'body': '', 'score': 230}]",V8.2,340440
풍산,109300,+12.91%,-1.8,800,10.03%,KOSPI,96800,11.83%,마진콜[13] / 인수 관련된 주식은[2] / 내일 아침관전포인트[3] / 그냥 기다리기만 하면되는데 왜 안달일까?[2],Negative (56%),"풍산, 홀딩스, ㅋㅋ","[{'title': '그냥 기다리기만 하면되는데 왜 안달일까?[2]', 'date': '2026.04.06 19:31', 'views': '183', 'likes': '24', 'dislikes': '1', 'link': '/item/board_read.naver?code=103140&nid=416882658&page=2', 'body': '', 'score': 903}, {'title': '인수 관련된 주식은[2]', 'date': '2026.04.06 19:17', 'views': '397', 'likes': '24', 'dislikes': '6', 'link': '/item/board_read.naver?code=103140&nid=416881944&page=2', 'body': '', 'score': 1117}, {'title': '마진콜[13]', 'date': '2026.04.06 19:38', 'views': '471', 'likes': '22', 'dislikes': '3', 'link': '/item/board_read.naver?code=103140&nid=416883167&page=2', 'body': '', 'score': 1131}, {'title': '내일 아침관전포인트[3]', 'date': '2026.04.06 19:09', 'views': '327', 'likes': '20', 'dislikes': '2', 'link': '/item/board_read.naver?code=103140&nid=416881487&page=2', 'body': '', 'score': 927}, {'title': '내일 상한가 가냐  못가냐 투표시작[2]', 'date': '2026.04.06 16:36', 'views': '211', 'likes': '19', 'dislikes': '29', 'link': '/item/board_read.naver?code=103140&nid=416868641&page=8', 'body': '', 'score': 781}]",V8.2,103140
조일알미늄,1606,+12.78%,1.04,113,1.60%,KOSPI,1424,0.56%,"남선 발목잡지말고 / 여기서 멈추면안돼 / 남선은 2천원대 놀고 있는데,,,[1] / 조알 너가 꼴등이다",Positive (60%),"남선, 이상, 상승했어요","[{'title': '남선 발목잡지말고', 'date': '2026.04.06 11:43', 'views': '40', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=018470&nid=416833951&page=3', 'body': '', 'score': 340}, {'title': '여기서 멈추면안돼', 'date': '2026.04.06 11:47', 'views': '38', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=018470&nid=416834456&page=3', 'body': '', 'score': 278}, {'title': '남선은 2천원대 놀고 있는데,,,[1]', 'date': '2026.04.06 14:45', 'views': '67', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=018470&nid=416855036&page=2', 'body': '', 'score': 277}, {'title': '익절 빠이~', 'date': '2026.04.06 11:59', 'views': '32', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=018470&nid=416835823&page=3', 'body': '', 'score': 242}, {'title': '조알 너가 꼴등이다', 'date': '2026.04.06 11:49', 'views': '38', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=018470&nid=416834639&page=3', 'body': '', 'score': 248}]",V8.2,018470
삼성E&A,45650,+12.58%,-0.82,606,45.34%,KOSPI,40550,46.16%,매집하고 있다.[4] / 슬슬 본장 종베 준비해야긋다[15] / ■■■수고들 하셨습니다■■■ / 15년만에 찾아오는 구조적 상승 '골디락스' ...[1],Positive (56%),"오늘, 공매도, 상한가","[{'title': '■■■수고들 하셨습니다■■■', 'date': '2026.04.06 20:06', 'views': '234', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=028050&nid=416885615&page=1', 'body': '', 'score': 624}, {'title': '매집하고 있다.[4]', 'date': '2026.04.06 12:24', 'views': '469', 'likes': '13', 'dislikes': '5', 'link': '/item/board_read.naver?code=028050&nid=416838565&page=17', 'body': '', 'score': 859}, {'title': '단타치다가 배아파하는 거지들이 많네요', 'date': '2026.04.06 19:43', 'views': '118', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=028050&nid=416883652&page=1', 'body': '', 'score': 478}, {'title': ""15년만에 찾아오는 구조적 상승 '골디락스' ...[1]"", 'date': '2026.04.06 19:27', 'views': '178', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=028050&nid=416882452&page=2', 'body': '', 'score': 538}, {'title': '슬슬 본장 종베 준비해야긋다[15]', 'date': '2026.04.06 14:45', 'views': '329', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=028050&nid=416855050&page=12', 'body': '', 'score': 689}]",V8.2,028050
후성,9900,+10.99%,-0.93,352,7.13%,KOSPI,8920,8.06%,Lipf6 시세도 많이 올랐음[1] / 드디어~~[1] / 추가매수 완료 대박 가봅시다 부족 사태~~ / 거래량 봐서는 대충 끝낼거는 아닌디[1],Positive (51%),"오늘, 거래량, 많이","[{'title': 'Lipf6 시세도 많이 올랐음[1]', 'date': '2026.04.06 19:35', 'views': '275', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=093370&nid=416882979&page=1', 'body': '', 'score': 695}, {'title': '추가매수 완료 대박 가봅시다 부족 사태~~', 'date': '2026.04.06 10:49', 'views': '149', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=093370&nid=416826585&page=10', 'body': '', 'score': 569}, {'title': '드디어~~[1]', 'date': '2026.04.06 11:14', 'views': '266', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=093370&nid=416830154&page=10', 'body': '', 'score': 656}, {'title': '어차피 오른다 이건 중국이 핵심', 'date': '2026.04.06 19:31', 'views': '96', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=093370&nid=416882682&page=1', 'body': '', 'score': 456}, {'title': '거래량 봐서는 대충 끝낼거는 아닌디[1]', 'date': '2026.04.06 11:53', 'views': '178', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=093370&nid=416835129&page=10', 'body': '', 'score': 538}]",V8.2,093370
페니트리움바이오,11280,+8.78%,-0.08,272,1.35%,KOSDAQ,10370,1.43%,AACR전[1] / 세력이오늘간좀봤네   내일부터올릴지좀더간을볼지...[3] / 장끝나고 공시나오고[4] / 어떤애널 단기 6만도 보던데[1],Positive (57%),"이제, 하율엉, 시외","[{'title': 'AACR전[1]', 'date': '2026.04.06 15:57', 'views': '782', 'likes': '46', 'dislikes': '9', 'link': '/item/board_read.naver?code=187660&nid=416864358&page=2', 'body': '', 'score': 2162}, {'title': '장끝나고 공시나오고[4]', 'date': '2026.04.06 15:11', 'views': '266', 'likes': '32', 'dislikes': '3', 'link': '/item/board_read.naver?code=187660&nid=416858434&page=4', 'body': '', 'score': 1226}, {'title': '세력이오늘간좀봤네   내일부터올릴지좀더간을볼지...[3]', 'date': '2026.04.06 17:10', 'views': '383', 'likes': '29', 'dislikes': '13', 'link': '/item/board_read.naver?code=187660&nid=416872522&page=1', 'body': '', 'score': 1253}, {'title': '어떤애널 단기 6만도 보던데[1]', 'date': '2026.04.06 16:53', 'views': '177', 'likes': '25', 'dislikes': '6', 'link': '/item/board_read.naver?code=187660&nid=416870601&page=1', 'body': '', 'score': 927}, {'title': '최근 들어 시외 가장 많이 거래량 터졌다', 'date': '2026.04.06 18:01', 'views': '129', 'likes': '21', 'dislikes': '2', 'link': '/item/board_read.naver?code=187660&nid=416877366&page=1', 'body': '', 'score': 759}]",V8.2,187660
한일사료,4390,+6.94%,-1.19,198,2.16%,KOSDAQ,4105,3.35%,낼은 상한가[3] / 하수 개미들 / ㅋㅋㅋㅋㅋ / 에라. 잣 같은 종목 손절하고 간다.,Negative (57%),"오늘, 내일, 역시","[{'title': '하수 개미들', 'date': '2026.04.06 15:29', 'views': '57', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=005860&nid=416861017&page=4', 'body': '', 'score': 417}, {'title': '낼은 상한가[3]', 'date': '2026.04.06 14:36', 'views': '231', 'likes': '11', 'dislikes': '5', 'link': '/item/board_read.naver?code=005860&nid=416853782&page=4', 'body': '', 'score': 561}, {'title': '에라. 잣 같은 종목 손절하고 간다.', 'date': '2026.04.06 10:05', 'views': '44', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=005860&nid=416819483&page=7', 'body': '', 'score': 314}, {'title': '이란왈', 'date': '2026.04.06 18:00', 'views': '48', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=005860&nid=416877293&page=2', 'body': '', 'score': 288}, {'title': 'ㅋㅋㅋㅋㅋ', 'date': '2026.04.06 18:25', 'views': '111', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=005860&nid=416878952&page=1', 'body': '', 'score': 321}]",V8.2,005860
대한광통신,13590,+6.67%,-2.89,759,5.86%,KOSDAQ,12740,8.75%,애들아~~~[9] / 애들아~~~[9] / 오늘 시외에 털린 넘이 제일 바부네![5] / 외인수급[1],Positive (60%),"오늘, 내일, 상승","[{'title': '애들아~~~[9]', 'date': '2026.04.06 15:38', 'views': '1037', 'likes': '63', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=416862031&page=7', 'body': '', 'score': 2927}, {'title': '애들아~~~[9]', 'date': '2026.04.06 16:00', 'views': '580', 'likes': '62', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=416864550&page=6', 'body': '', 'score': 2440}, {'title': '외인수급[1]', 'date': '2026.04.06 18:38', 'views': '910', 'likes': '44', 'dislikes': '5', 'link': '/item/board_read.naver?code=010170&nid=416879700&page=1', 'body': '', 'score': 2230}, {'title': '오늘 투경 피했고, 내일 상🏆으로  간다고...[2]', 'date': '2026.04.06 16:16', 'views': '461', 'likes': '41', 'dislikes': '10', 'link': '/item/board_read.naver?code=010170&nid=416866099&page=6', 'body': '', 'score': 1691}, {'title': '오늘 시외에 털린 넘이 제일 바부네![5]', 'date': '2026.04.06 18:05', 'views': '1234', 'likes': '39', 'dislikes': '5', 'link': '/item/board_read.naver?code=010170&nid=416877637&page=2', 'body': '', 'score': 2404}]",V8.2,010170
S-Oil,118100,+6.01%,0.05,204,76.69%,KOSPI,111400,76.64%,슈팅까지 8거래일 남았따[1] / 너무 부럽다.. / 정제 마진[1] / S-oil은 가만 놔두고 있으면,Negative (64%),"오늘, 넥장, 너무","[{'title': '슈팅까지 8거래일 남았따[1]', 'date': '2026.04.06 16:48', 'views': '333', 'likes': '18', 'dislikes': '1', 'link': '/item/board_read.naver?code=010950&nid=416870016&page=2', 'body': '', 'score': 873}, {'title': '너무 부럽다..', 'date': '2026.04.06 11:35', 'views': '123', 'likes': '18', 'dislikes': '0', 'link': '/item/board_read.naver?code=010950&nid=416833034&page=5', 'body': '', 'score': 663}, {'title': 'S-oil은 가만 놔두고 있으면', 'date': '2026.04.06 15:56', 'views': '274', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010950&nid=416864165&page=2', 'body': '', 'score': 604}, {'title': '정제 마진[1]', 'date': '2026.04.06 15:06', 'views': '291', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010950&nid=416857712&page=2', 'body': '', 'score': 621}, {'title': '항공유 대장 S-오일[2]', 'date': '2026.04.06 14:13', 'views': '267', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=010950&nid=416851083&page=3', 'body': '', 'score': 597}]",V8.2,010950
삼아알미늄,38000,+5.56%,0.13,145,35.12%,KOSPI,36000,34.99%,어차피 대장은 삼아다[2] / 횡보하는거보니[3] / 내일은 삼아가 대장 이다 / 낼 상한가 가냐,Positive (76%),"남선, 전쟁, 오늘","[{'title': '내일은 삼아가 대장 이다', 'date': '2026.04.06 18:23', 'views': '66', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=006110&nid=416878821&page=1', 'body': '', 'score': 336}, {'title': '어차피 대장은 삼아다[2]', 'date': '2026.04.06 14:44', 'views': '171', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=006110&nid=416854920&page=4', 'body': '', 'score': 381}, {'title': '횡보하는거보니[3]', 'date': '2026.04.06 08:35', 'views': '131', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=006110&nid=416804265&page=7', 'body': '', 'score': 341}, {'title': '낼 상한가 가냐', 'date': '2026.04.06 18:49', 'views': '43', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=006110&nid=416880331&page=1', 'body': '', 'score': 223}, {'title': '전쟁 휴전??아직도 그말을 믿는 바보는 없겠지??ㅋ...', 'date': '2026.04.06 18:45', 'views': '38', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=006110&nid=416880106&page=1', 'body': '', 'score': 218}]",V8.2,006110
케이뱅크,6180,+5.10%,0.17,213,0.35%,KOSPI,5880,0.18%,8100원대 입니다.[16] / 6500원대 물린 호구 없제?[5] / 오늘 케이뱅크에서 탈출하지 않았다?[1] / 찬반토론 진행하겠습니다,Positive (60%),"오늘, 거래량, 내일","[{'title': '찬반토론 진행하겠습니다', 'date': '2026.04.06 16:02', 'views': '92', 'likes': '15', 'dislikes': '17', 'link': '/item/board_read.naver?code=279570&nid=416864725&page=1', 'body': '', 'score': 542}, {'title': '8100원대 입니다.[16]', 'date': '2026.04.06 12:07', 'views': '932', 'likes': '15', 'dislikes': '1', 'link': '/item/board_read.naver?code=279570&nid=416836676&page=5', 'body': '', 'score': 1382}, {'title': '오늘 케이뱅크에서 탈출하지 않았다?[1]', 'date': '2026.04.06 16:26', 'views': '214', 'likes': '13', 'dislikes': '4', 'link': '/item/board_read.naver?code=279570&nid=416867308&page=1', 'body': '', 'score': 604}, {'title': '신기하네...', 'date': '2026.04.06 15:27', 'views': '174', 'likes': '12', 'dislikes': '6', 'link': '/item/board_read.naver?code=279570&nid=416860750&page=1', 'body': '', 'score': 534}, {'title': '6500원대 물린 호구 없제?[5]', 'date': '2026.04.06 12:17', 'views': '525', 'likes': '10', 'dislikes': '8', 'link': '/item/board_read.naver?code=279570&nid=416837865&page=4', 'body': '', 'score': 825}]",V8.2,279570
세운메디칼,2880,+4.73%,-0.02,102,1.33%,KOSDAQ,2750,1.35%,의료 현직이다[2] / 전쟁관련수혜주 / 상간다[1] / 인고의 기다림ㅎㅎ,Positive (61%),"주사기, 이상, 상승했어요","[{'title': '전쟁관련수혜주', 'date': '2026.04.06 11:31', 'views': '95', 'likes': '13', 'dislikes': '5', 'link': '/item/board_read.naver?code=100700&nid=416832537&page=5', 'body': '', 'score': 485}, {'title': '의료 현직이다[2]', 'date': '2026.04.06 14:08', 'views': '328', 'likes': '7', 'dislikes': '5', 'link': '/item/board_read.naver?code=100700&nid=416850457&page=4', 'body': '', 'score': 538}, {'title': '인고의 기다림ㅎㅎ', 'date': '2026.04.06 14:21', 'views': '28', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=100700&nid=416851990&page=4', 'body': '', 'score': 208}, {'title': '상간다[1]', 'date': '2026.04.06 13:38', 'views': '39', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=100700&nid=416847199&page=5', 'body': '', 'score': 219}, {'title': '세운은 상을 간적이 없다 항상 윗꼬리', 'date': '2026.04.06 14:15', 'views': '24', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=100700&nid=416851321&page=4', 'body': '', 'score': 174}]",V8.2,100700
신성이엔지,3575,+3.77%,-0.79,286,13.05%,KOSPI,3445,13.84%,아침에 말한대로[4] / 좋냐![6] / 크게 한번 승승장구 해서 월세 탈하길...[3] / 시외로 답 나왔다[2],Negative (54%),"오늘, 시외, 내일","[{'title': '아침에 말한대로[4]', 'date': '2026.04.06 17:01', 'views': '450', 'likes': '15', 'dislikes': '11', 'link': '/item/board_read.naver?code=011930&nid=416871427&page=2', 'body': '', 'score': 900}, {'title': '좋냐![6]', 'date': '2026.04.06 14:13', 'views': '312', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=011930&nid=416851074&page=5', 'body': '', 'score': 762}, {'title': '시외로 답 나왔다[2]', 'date': '2026.04.06 18:05', 'views': '262', 'likes': '14', 'dislikes': '5', 'link': '/item/board_read.naver?code=011930&nid=416877649&page=2', 'body': '', 'score': 682}, {'title': '크게 한번 승승장구 해서 월세 탈하길...[3]', 'date': '2026.04.06 15:15', 'views': '266', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=011930&nid=416859046&page=4', 'body': '', 'score': 686}, {'title': '李대통령, 재생에너지 강국 대전환 추경신속 처...[1]', 'date': '2026.04.06 12:20', 'views': '242', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=011930&nid=416838161&page=8', 'body': '', 'score': 632}]",V8.2,011930
에코플라스틱,4020,+3.74%,1.08,119,1.59%,KOSDAQ,3875,0.51%,시간외 대박이네ᆢㅎ[4] / 시외 급락인데 의외로[2] / 이란은 대쪽같지 휴전따위 안한단다 ㅋㅋ[4] / 수령 합의[1],Positive (53%),"오늘, 단타, 시간외","[{'title': '시외 급락인데 의외로[2]', 'date': '2026.04.06 18:07', 'views': '213', 'likes': '7', 'dislikes': '3', 'link': '/item/board_read.naver?code=038110&nid=416877801&page=1', 'body': '', 'score': 423}, {'title': '시간외 대박이네ᆢㅎ[4]', 'date': '2026.04.06 17:24', 'views': '265', 'likes': '7', 'dislikes': '4', 'link': '/item/board_read.naver?code=038110&nid=416873955&page=1', 'body': '', 'score': 475}, {'title': '수령 합의[1]', 'date': '2026.04.06 17:29', 'views': '154', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=038110&nid=416874533&page=1', 'body': '', 'score': 334}, {'title': '이란은 대쪽같지 휴전따위 안한단다 ㅋㅋ[4]', 'date': '2026.04.06 17:04', 'views': '198', 'likes': '5', 'dislikes': '6', 'link': '/item/board_read.naver?code=038110&nid=416871840&page=2', 'body': '', 'score': 348}, {'title': '오후에 에코 장대양봉 나온다 쟁여둬라...[6]', 'date': '2026.04.06 10:02', 'views': '134', 'likes': '5', 'dislikes': '4', 'link': '/item/board_read.naver?code=038110&nid=416818979&page=6', 'body': '', 'score': 284}]",V8.2,038110
삼성전자,193100,+3.71%,0.02,800,48.43%,KOSPI,186200,48.41%,[전자투표] 내일  상승 VS  하락 / 역대급 실적일듯 / 나는 보수지만 윤석열 이가   쪽 팔...[3] / 오늘이 20만원미만 마지막 날,Negative (50%),"내일, 이란, 오늘","[{'title': '[전자투표] 내일  상승 VS  하락', 'date': '2026.04.06 19:20', 'views': '87', 'likes': '30', 'dislikes': '29', 'link': '/item/board_read.naver?code=005930&nid=416882067&page=20', 'body': '', 'score': 987}, {'title': '역대급 실적일듯', 'date': '2026.04.06 20:00', 'views': '81', 'likes': '27', 'dislikes': '5', 'link': '/item/board_read.naver?code=005930&nid=416885148&page=7', 'body': '', 'score': 891}, {'title': '나는 보수지만 윤석열 이가   쪽 팔...[3]', 'date': '2026.04.06 18:32', 'views': '74', 'likes': '22', 'dislikes': '9', 'link': '/item/board_read.naver?code=005930&nid=416879377&page=37', 'body': '', 'score': 734}, {'title': '오늘이 20만원미만 마지막 날', 'date': '2026.04.06 18:33', 'views': '93', 'likes': '19', 'dislikes': '5', 'link': '/item/board_read.naver?code=005930&nid=416879387&page=37', 'body': '', 'score': 663}, {'title': '내일 시작가는', 'date': '2026.04.06 20:06', 'views': '80', 'likes': '17', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=416885662&page=5', 'body': '', 'score': 590}]",V8.2,005930
대우건설,17310,+2.97%,0.04,324,9.64%,KOSPI,16810,9.60%,■시작가를-17300정도[2] / ■부자집 곳간에 인심난다고[4] / ■17600-바닥잡고[5] / ■알토란<====작년에,Positive (64%),"오늘, 상한가, 내일","[{'title': '■시작가를-17300정도[2]', 'date': '2026.04.06 08:17', 'views': '331', 'likes': '49', 'dislikes': '4', 'link': '/item/board_read.naver?code=047040&nid=416802615&page=16', 'body': '', 'score': 1801}, {'title': '금일 상한가ㅡ21,850', 'date': '2026.04.06 10:29', 'views': '194', 'likes': '44', 'dislikes': '17', 'link': '/item/board_read.naver?code=047040&nid=416823507&page=11', 'body': '', 'score': 1514}, {'title': '■17600-바닥잡고[5]', 'date': '2026.04.06 10:08', 'views': '367', 'likes': '41', 'dislikes': '7', 'link': '/item/board_read.naver?code=047040&nid=416819892&page=12', 'body': '', 'score': 1597}, {'title': '■부자집 곳간에 인심난다고[4]', 'date': '2026.04.06 13:56', 'views': '478', 'likes': '38', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=416849251&page=6', 'body': '', 'score': 1618}, {'title': '■알토란<====작년에', 'date': '2026.04.06 13:42', 'views': '446', 'likes': '36', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=416847649&page=6', 'body': '', 'score': 1526}]",V8.2,047040
SK하이닉스,886000,+1.14%,0.0,800,52.62%,KOSPI,876000,52.62%,우리나라[2] / 내일은 100만 닉스의 귀환 보겠구나~ / 90만원에 안착해놨네요 / 내일은 반도체의 날이 되기를. ~~~~~[1],Positive (56%),"휴전, 오늘, 이란","[{'title': '내일은 100만 닉스의 귀환 보겠구나~', 'date': '2026.04.06 17:13', 'views': '97', 'likes': '25', 'dislikes': '3', 'link': '/item/board_read.naver?code=000660&nid=416872829&page=12', 'body': '', 'score': 847}, {'title': '90만원에 안착해놨네요', 'date': '2026.04.06 20:06', 'views': '47', 'likes': '22', 'dislikes': '6', 'link': '/item/board_read.naver?code=000660&nid=416885640&page=1', 'body': '', 'score': 707}, {'title': '우리나라[2]', 'date': '2026.04.06 18:55', 'views': '449', 'likes': '21', 'dislikes': '5', 'link': '/item/board_read.naver?code=000660&nid=416880684&page=4', 'body': '', 'score': 1079}, {'title': '아빠 왜 우리는 그지야?', 'date': '2026.04.06 18:21', 'views': '66', 'likes': '18', 'dislikes': '0', 'link': '/item/board_read.naver?code=000660&nid=416878691&page=6', 'body': '', 'score': 606}, {'title': '내일은 반도체의 날이 되기를. ~~~~~[1]', 'date': '2026.04.06 19:08', 'views': '137', 'likes': '17', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=416881436&page=3', 'body': '', 'score': 647}]",V8.2,000660
피노,10330,+0.88%,-2.11,285,44.77%,KOSDAQ,10240,46.88%,삼성sdi에 전화해봄[7] / 외인지분변동 - 금일포함 44.8~9%[1] / [피노가 삼성 등 유증대금 700억 원]으로 ...[2] / 삼성SDI도 LG엔솔도 엘앤에프도 전구...[1],Positive (62%),"삼성, 입금, 피노","[{'title': '삼성sdi에 전화해봄[7]', 'date': '2026.04.06 13:47', 'views': '468', 'likes': '31', 'dislikes': '6', 'link': '/item/board_read.naver?code=033790&nid=416848198&page=8', 'body': '', 'score': 1398}, {'title': '외인지분변동 - 금일포함 44.8~9%[1]', 'date': '2026.04.06 18:44', 'views': '387', 'likes': '22', 'dislikes': '3', 'link': '/item/board_read.naver?code=033790&nid=416880046&page=1', 'body': '', 'score': 1047}, {'title': '삼성SDI도 LG엔솔도 엘앤에프도 전구...[1]', 'date': '2026.04.06 16:28', 'views': '197', 'likes': '19', 'dislikes': '11', 'link': '/item/board_read.naver?code=033790&nid=416867494&page=2', 'body': '', 'score': 767}, {'title': '[피노가 삼성 등 유증대금 700억 원]으로 ...[2]', 'date': '2026.04.06 16:17', 'views': '382', 'likes': '19', 'dislikes': '4', 'link': '/item/board_read.naver?code=033790&nid=416866196&page=3', 'body': '', 'score': 952}, {'title': '삼성 피노가 되신걸 추카추카', 'date': '2026.04.06 16:27', 'views': '84', 'likes': '18', 'dislikes': '3', 'link': '/item/board_read.naver?code=033790&nid=416867366&page=3', 'body': '', 'score': 624}]",V8.2,033790
넥스틸,14990,+0.47%,1.58,345,3.02%,KOSPI,14920,1.44%,외인들 오늘 역대급 쌍글이 순 매수 매집의 의미[3] / 올린놈들이 다 파는거 같애[1] / 이놈 / 13600원깨는거아니면 들고있어라,Positive (59%),"오늘, ㅋㅋㅋ, 넥스틸","[{'title': '외인들 오늘 역대급 쌍글이 순 매수 매집의 의미[3]', 'date': '2026.04.06 16:11', 'views': '221', 'likes': '10', 'dislikes': '6', 'link': '/item/board_read.naver?code=092790&nid=416865633&page=5', 'body': '', 'score': 521}, {'title': '이놈', 'date': '2026.04.06 19:43', 'views': '79', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=092790&nid=416883599&page=1', 'body': '', 'score': 349}, {'title': '올린놈들이 다 파는거 같애[1]', 'date': '2026.04.06 11:19', 'views': '122', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=092790&nid=416830905&page=11', 'body': '', 'score': 392}, {'title': '재건으로 가즈아', 'date': '2026.04.06 18:03', 'views': '26', 'likes': '8', 'dislikes': '2', 'link': '/item/board_read.naver?code=092790&nid=416877543&page=2', 'body': '', 'score': 266}, {'title': '13600원깨는거아니면 들고있어라', 'date': '2026.04.06 08:44', 'views': '29', 'likes': '8', 'dislikes': '5', 'link': '/item/board_read.naver?code=092790&nid=416805081&page=17', 'body': '', 'score': 269}]",V8.2,092790
한화솔루션,38150,-2.30%,-0.24,553,14.02%,KOSPI,39050,14.26%,액트보다 국민신문고가 더 급해[4] / 다시 2.86% 0.14%남았어요!!! / 액트 0.14%만 채우면 임시주총 우리가 주최할...[3] / 유상증자 반대 임시주총갑시다[2],Positive (51%),"한화, 액트, 유증","[{'title': '액트보다 국민신문고가 더 급해[4]', 'date': '2026.04.06 12:45', 'views': '174', 'likes': '46', 'dislikes': '2', 'link': '/item/board_read.naver?code=009830&nid=416840896&page=13', 'body': '', 'score': 1554}, {'title': '다시 2.86% 0.14%남았어요!!!', 'date': '2026.04.06 17:33', 'views': '105', 'likes': '38', 'dislikes': '0', 'link': '/item/board_read.naver?code=009830&nid=416874920&page=4', 'body': '', 'score': 1245}, {'title': '액트 0.14%만 채우면 임시주총 우리가 주최할...[3]', 'date': '2026.04.06 18:21', 'views': '113', 'likes': '37', 'dislikes': '0', 'link': '/item/board_read.naver?code=009830&nid=416878680&page=3', 'body': '', 'score': 1223}, {'title': '유상증자 반대 임시주총갑시다[2]', 'date': '2026.04.06 19:16', 'views': '158', 'likes': '31', 'dislikes': '0', 'link': '/item/board_read.naver?code=009830&nid=416881874&page=2', 'body': '', 'score': 1088}, {'title': '위임 완료 했습니다[1]', 'date': '2026.04.06 18:44', 'views': '120', 'likes': '31', 'dislikes': '0', 'link': '/item/board_read.naver?code=009830&nid=416880012&page=2', 'body': '', 'score': 1050}]",V8.2,009830
