시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,049180,셀루메드,1314,2.46%,845,1.70%,+19.67%,62,"기업 정상화 되가는중,,[1] / 진짜 죽다살았습니다 ㅠㅠ[1] / 외국인 어제산거 다 팔고 27프로 고... / 앨앤바가 인수 포기했는데??",Positive (83%),"상한가, ㅋㅋ, 셀루메드",False,"[{'title': '기업 정상화 되가는중,,[1]', 'date': '2026.01.07 09:54', 'views': '191', 'likes': '8', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409796574&page=2', 'body': '', 'score': 431}, {'title': '진짜 죽다살았습니다 ㅠㅠ[1]', 'date': '2026.01.07 09:12', 'views': '172', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409787052&page=3', 'body': '', 'score': 352}, {'title': '낼은 쩜상이여. ㅋㅋ', 'date': '2026.01.07 10:54', 'views': '51', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409806826&page=2', 'body': '', 'score': 201}, {'title': '앨앤바가 인수 포기했는데??', 'date': '2026.01.07 10:12', 'views': '91', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409799747&page=2', 'body': '', 'score': 241}, {'title': '외국인 어제산거 다 팔고 27프로 고...', 'date': '2026.01.07 09:59', 'views': '94', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=049180&nid=409797455&page=2', 'body': '', 'score': 244}, {'title': '프로그램 좀 사라져라', 'date': '2026.01.07 09:50', 'views': '55', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409795706&page=2', 'body': '', 'score': 175}, {'title': '가는 그림보니', 'date': '2026.01.07 12:10', 'views': '25', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409818158&page=1', 'body': '', 'score': 115}, {'title': '상한가', 'date': '2026.01.07 12:06', 'views': '9', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409817542&page=1', 'body': '', 'score': 99}, {'title': '외쿡늠', 'date': '2026.01.07 10:28', 'views': '44', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409802167&page=2', 'body': '', 'score': 134}, {'title': '셀루메드 앞으로의주가', 'date': '2026.01.07 09:24', 'views': '61', 'likes': '3', 'dislikes': '3', 'link': '/item/board_read.naver?code=049180&nid=409789594&page=3', 'body': '', 'score': 151}]"
KOSDAQ,298830,슈어소프트테크,9570,0.72%,8140,0.97%,+19.33%,161,정의선이랑[2] / 오늘 상한가 무조건 간다[1] / [팩트] 현대차 2대주주 / 내려올것같으다,Positive (73%),"자율주행, 오늘, 상한가",False,"[{'title': '정의선이랑[2]', 'date': '2026.01.07 10:35', 'views': '59', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409803317&page=6', 'body': '', 'score': 239}, {'title': '내려올것같으다', 'date': '2026.01.07 11:33', 'views': '16', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=298830&nid=409812971&page=3', 'body': '', 'score': 166}, {'title': '[팩트] 현대차 2대주주', 'date': '2026.01.07 10:55', 'views': '47', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409806954&page=5', 'body': '', 'score': 167}, {'title': '현대 자율주행 대장', 'date': '2026.01.07 10:49', 'views': '34', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409805685&page=5', 'body': '', 'score': 154}, {'title': '2대주주가', 'date': '2026.01.07 10:48', 'views': '32', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409805679&page=5', 'body': '', 'score': 152}, {'title': '오늘 상한가 무조건 간다[1]', 'date': '2026.01.07 08:49', 'views': '69', 'likes': '4', 'dislikes': '5', 'link': '/item/board_read.naver?code=298830&nid=409783356&page=8', 'body': '', 'score': 189}, {'title': '절반 남은거 다 털고갑니다.', 'date': '2026.01.07 12:19', 'views': '18', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=298830&nid=409819334&page=1', 'body': '', 'score': 108}, {'title': '추세로', 'date': '2026.01.07 11:37', 'views': '26', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409813584&page=2', 'body': '', 'score': 116}, {'title': '상한가  걸어놓고', 'date': '2026.01.07 11:24', 'views': '16', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409811758&page=3', 'body': '', 'score': 106}, {'title': '대단하지 않냐? ㅋㅋ', 'date': '2026.01.07 10:44', 'views': '40', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=298830&nid=409804727&page=6', 'body': '', 'score': 130}]"
KOSPI,005380,현대차,359000,35.97%,304500,36.05%,+16.56%,800,이재명만세만세만세[3] / 대한민국 만세[3] / 주주들아 다른차 사지마라[4] / 작년[1],Positive (58%),"현대차, 어제, 오늘",False,"[{'title': '이재명만세만세만세[3]', 'date': '2026.01.07 12:25', 'views': '1', 'likes': '21', 'dislikes': '5', 'link': '/item/board_read.naver?code=005380&nid=409820165&page=3', 'body': '', 'score': 631}, {'title': '대한민국 만세[3]', 'date': '2026.01.07 11:50', 'views': '68', 'likes': '17', 'dislikes': '7', 'link': '/item/board_read.naver?code=005380&nid=409815343&page=14', 'body': '', 'score': 578}, {'title': '주주들아 다른차 사지마라[4]', 'date': '2026.01.07 11:35', 'views': '76', 'likes': '16', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=409813305&page=17', 'body': '', 'score': 556}, {'title': '작년[1]', 'date': '2026.01.07 11:10', 'views': '77', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=005380&nid=409809462&page=22', 'body': '', 'score': 467}, {'title': '이재명 연임시위대', 'date': '2026.01.07 12:27', 'views': '35', 'likes': '12', 'dislikes': '8', 'link': '/item/board_read.naver?code=005380&nid=409820514&page=2', 'body': '', 'score': 395}, {'title': '이재명 연임 시위좀합시다!![1]', 'date': '2026.01.07 11:54', 'views': '52', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=005380&nid=409815881&page=13', 'body': '', 'score': 412}, {'title': '공매도전문 신한증권 파산할라~[2]', 'date': '2026.01.07 11:48', 'views': '61', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=005380&nid=409815018&page=15', 'body': '', 'score': 391}, {'title': '이대통령', 'date': '2026.01.07 11:47', 'views': '28', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=409814896&page=15', 'body': '', 'score': 358}, {'title': '상한가 40만원[1]', 'date': '2026.01.07 11:03', 'views': '106', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=409808460&page=23', 'body': '', 'score': 436}, {'title': '주가 조작 같은 소리 한다.[3]', 'date': '2026.01.07 11:29', 'views': '112', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=409812390&page=18', 'body': '', 'score': 412}]"
KOSDAQ,118990,모트렉스,11070,1.96%,9260,2.25%,+14.83%,86,미래...선도주!~~~모트렉스!~~~[1] / 영익 매출 우상향 이거 찐이다ㅋㅋ / 5만 간다 / 자율주행테마 이제 대세가될듯함,Positive (75%),"자율주행, 모트렉스, ...",False,"[{'title': '5만 간다', 'date': '2026.01.07 12:12', 'views': '13', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=118990&nid=409818359&page=2', 'body': '', 'score': 163}, {'title': '영익 매출 우상향 이거 찐이다ㅋㅋ', 'date': '2026.01.07 11:30', 'views': '29', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=118990&nid=409812539&page=3', 'body': '', 'score': 179}, {'title': '미래...선도주!~~~모트렉스!~~~[1]', 'date': '2026.01.07 11:38', 'views': '67', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409813742&page=3', 'body': '', 'score': 187}, {'title': '19000원 구조대 오나요', 'date': '2026.01.07 12:26', 'views': '1', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409820310&page=1', 'body': '', 'score': 91}, {'title': '찐 자율주행 찐대장 모트렉스[1]', 'date': '2026.01.07 12:21', 'views': '16', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=118990&nid=409819646&page=1', 'body': '', 'score': 106}, {'title': '상한가박겠다', 'date': '2026.01.07 12:17', 'views': '8', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409819141&page=2', 'body': '', 'score': 98}, {'title': '자율주행테마 이제 대세가될듯함', 'date': '2026.01.07 11:54', 'views': '17', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409815872&page=2', 'body': '', 'score': 107}, {'title': '이때 안가면 언제가누', 'date': '2026.01.07 11:51', 'views': '12', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409815506&page=2', 'body': '', 'score': 102}, {'title': '검정머리 외인들 ~', 'date': '2026.01.07 11:40', 'views': '14', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=118990&nid=409813950&page=3', 'body': '', 'score': 104}, {'title': '시총 최소 8000억은 되야지', 'date': '2026.01.07 11:38', 'views': '12', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=118990&nid=409813741&page=3', 'body': '', 'score': 102}]"
KOSPI,000910,유니온,4710,4.19%,4280,4.34%,+12.54%,72,낼도 점상이닷! / 문제는 ........!!![4] / 이게아까도보여드린건데..[2] / 희토류    보통 심각한,Positive (66%),"희토류, 오늘, 야는",False,"[{'title': '낼도 점상이닷!', 'date': '2026.01.07 09:11', 'views': '32', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409786704&page=3', 'body': '', 'score': 152}, {'title': '개미털기', 'date': '2026.01.07 12:08', 'views': '1', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409817912&page=1', 'body': '', 'score': 61}, {'title': '희토류  탈락 상보 머리얼  다상  야는 희...', 'date': '2026.01.07 11:22', 'views': '19', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409811364&page=2', 'body': '', 'score': 79}, {'title': '희토류    보통 심각한', 'date': '2026.01.07 11:12', 'views': '33', 'likes': '2', 'dislikes': '4', 'link': '/item/board_read.naver?code=000910&nid=409809808&page=2', 'body': '', 'score': 93}, {'title': '문제는 ........!!![4]', 'date': '2026.01.07 10:50', 'views': '86', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409805998&page=2', 'body': '', 'score': 146}, {'title': '이게아까도보여드린건데..[2]', 'date': '2026.01.07 10:37', 'views': '37', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409803517&page=3', 'body': '', 'score': 97}, {'title': '흑자전환해서 어차피  상승', 'date': '2026.01.07 10:32', 'views': '20', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409802864&page=3', 'body': '', 'score': 80}, {'title': '*유니온 머티리얼 4연상[1]', 'date': '2026.01.07 11:41', 'views': '32', 'likes': '1', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409814132&page=2', 'body': '', 'score': 62}, {'title': '종가폭락하면 시간외도 떨굴듯~~', 'date': '2026.01.07 11:37', 'views': '11', 'likes': '1', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409813633&page=2', 'body': '', 'score': 41}, {'title': '외국인이 계속 프로그램으로 공매 때리는중', 'date': '2026.01.07 11:37', 'views': '15', 'likes': '1', 'dislikes': '0', 'link': '/item/board_read.naver?code=000910&nid=409813568&page=2', 'body': '', 'score': 45}]"
KOSDAQ,101400,엔시트론,335,2.32%,303,2.29%,+10.20%,64,정원오 관련주[2] / 정원오 관련주 / 오후에 땅치고 후회하지말고[1] / 추측이 아니라,Positive (77%),"정원오, 관련주, 이상",False,"[{'title': '정원오 관련주', 'date': '2026.01.07 10:08', 'views': '16', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=101400&nid=409798938&page=3', 'body': '', 'score': 106}, {'title': '여기 발담으면 탈출 못해요...들어오지마세요....', 'date': '2026.01.07 11:55', 'views': '11', 'likes': '2', 'dislikes': '2', 'link': '/item/board_read.naver?code=101400&nid=409816085&page=1', 'body': '', 'score': 71}, {'title': '오후에 땅치고 후회하지말고[1]', 'date': '2026.01.07 11:16', 'views': '36', 'likes': '2', 'dislikes': '2', 'link': '/item/board_read.naver?code=101400&nid=409810489&page=1', 'body': '', 'score': 96}, {'title': '추측이 아니라', 'date': '2026.01.07 10:42', 'views': '21', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=101400&nid=409804282&page=2', 'body': '', 'score': 81}, {'title': '그러고 보니 반도체주네', 'date': '2026.01.07 10:38', 'views': '21', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=101400&nid=409803780&page=2', 'body': '', 'score': 81}, {'title': '정원오 관련주[2]', 'date': '2026.01.07 10:29', 'views': '57', 'likes': '2', 'dislikes': '1', 'link': '/item/board_read.naver?code=101400&nid=409802425&page=2', 'body': '', 'score': 117}, {'title': '결국엔 하방찍네 아오', 'date': '2026.01.07 12:25', 'views': '10', 'likes': '1', 'dislikes': '0', 'link': '/item/board_read.naver?code=101400&nid=409820128&page=1', 'body': '', 'score': 40}, {'title': '오늘 상한가 예언[1]', 'date': '2026.01.07 12:12', 'views': '22', 'likes': '1', 'dislikes': '2', 'link': '/item/board_read.naver?code=101400&nid=409818454&page=1', 'body': '', 'score': 52}, {'title': 'ㅋㅋㅋㅋㅋㅋㅋㅋ내말이맞지', 'date': '2026.01.07 12:11', 'views': '3', 'likes': '1', 'dislikes': '0', 'link': '/item/board_read.naver?code=101400&nid=409818310&page=1', 'body': '', 'score': 33}, {'title': '머가 거짓이냐', 'date': '2026.01.07 12:03', 'views': '18', 'likes': '1', 'dislikes': '1', 'link': '/item/board_read.naver?code=101400&nid=409817195&page=1', 'body': '', 'score': 48}]"
KOSPI,092200,디아이씨,13310,1.73%,14430,3.64%,+6.48%,143,"디아이씨를 주목해야하는 이유[1] / 현대차 아틀라스 프로젝트 본격화…디아이씨, 감속기...[1] / 현대로봇엔 결국 디아이씨[1] / 결국 디아이씨[1]",Negative (52%),"디아이씨, 현대차, 오늘",False,"[{'title': '현대차 아틀라스 프로젝트 본격화…디아이씨, 감속기...[1]', 'date': '2026.01.07 11:36', 'views': '147', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=092200&nid=409813396&page=2', 'body': '', 'score': 537}, {'title': '디아이씨를 주목해야하는 이유[1]', 'date': '2026.01.07 11:30', 'views': '192', 'likes': '13', 'dislikes': '4', 'link': '/item/board_read.naver?code=092200&nid=409812543&page=2', 'body': '', 'score': 582}, {'title': '****현재 외인잔량...', 'date': '2026.01.07 11:38', 'views': '90', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=092200&nid=409813661&page=1', 'body': '', 'score': 450}, {'title': '현대로봇엔 결국 디아이씨[1]', 'date': '2026.01.07 10:09', 'views': '159', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=092200&nid=409799118&page=6', 'body': '', 'score': 519}, {'title': '오늘 프매 다 받아내서 씨를 말려야 됨', 'date': '2026.01.07 10:58', 'views': '34', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=092200&nid=409807599&page=3', 'body': '', 'score': 334}, {'title': '분명히 다 알려줬다 모두에게 13,800 VI발동...[2]', 'date': '2026.01.07 11:54', 'views': '106', 'likes': '9', 'dislikes': '3', 'link': '/item/board_read.naver?code=092200&nid=409815908&page=1', 'body': '', 'score': 376}, {'title': '외인 좋구나하고', 'date': '2026.01.07 09:58', 'views': '54', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=092200&nid=409797267&page=6', 'body': '', 'score': 324}, {'title': '결국 디아이씨[1]', 'date': '2026.01.07 09:24', 'views': '201', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=092200&nid=409789655&page=7', 'body': '', 'score': 471}, {'title': '수급 한번에 쏠린다 봐라 곧!!!현대오토 상한가 ...[1]', 'date': '2026.01.07 11:46', 'views': '103', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=092200&nid=409814859&page=1', 'body': '', 'score': 343}, {'title': '이것만[2]', 'date': '2026.01.07 11:28', 'views': '137', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=092200&nid=409812348&page=2', 'body': '', 'score': 377}]"
KOSDAQ,0015G0,그린광학,22800,0.44%,17010,1.24%,+5.56%,115,주가 흐름을 가마이 보니까네[1] / 오늘못해도 -9%정도 하락일거다[5] / 하락추세대 멈춰 돌려세우고 매집봉 떳구만 / 오늘 상각이다[1],Negative (53%),"그린광학, 이상, 상승했어요",False,"[{'title': '하락추세대 멈춰 돌려세우고 매집봉 떳구만', 'date': '2026.01.07 11:29', 'views': '90', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409812399&page=2', 'body': '', 'score': 300}, {'title': '주가 흐름을 가마이 보니까네[1]', 'date': '2026.01.07 10:24', 'views': '110', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=0015G0&nid=409801560&page=3', 'body': '', 'score': 320}, {'title': '오늘못해도 -9%정도 하락일거다[5]', 'date': '2026.01.07 08:14', 'views': '138', 'likes': '6', 'dislikes': '9', 'link': '/item/board_read.naver?code=0015G0&nid=409780565&page=6', 'body': '', 'score': 318}, {'title': '다털고 도망갔네.', 'date': '2026.01.07 10:48', 'views': '19', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=0015G0&nid=409805663&page=3', 'body': '', 'score': 169}, {'title': '뭐지', 'date': '2026.01.07 10:20', 'views': '39', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=0015G0&nid=409801012&page=4', 'body': '', 'score': 189}, {'title': '털렷네 개미들[1]', 'date': '2026.01.07 11:03', 'views': '65', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409808377&page=2', 'body': '', 'score': 185}, {'title': '끝낫네요 ㅋ 윗꼬리', 'date': '2026.01.07 10:54', 'views': '34', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=0015G0&nid=409806667&page=3', 'body': '', 'score': 154}, {'title': '잡주라', 'date': '2026.01.07 10:53', 'views': '12', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=0015G0&nid=409806588&page=3', 'body': '', 'score': 132}, {'title': '오늘 상각이다[1]', 'date': '2026.01.07 08:32', 'views': '115', 'likes': '4', 'dislikes': '4', 'link': '/item/board_read.naver?code=0015G0&nid=409781932&page=6', 'body': '', 'score': 235}, {'title': '상방추세대 초입 조용히 담아놓고 3만원대부터...[1]', 'date': '2026.01.07 12:21', 'views': '35', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=0015G0&nid=409819696&page=1', 'body': '', 'score': 125}]"
KOSDAQ,036540,SFA반도체,5920,3.45%,5720,3.33%,+5.15%,126,어제 내 예언대로 최소 6400 찍었구나 ㅋ...[3] / 제발! 8천원 한번만요~~[2] / 2차 상승 있다 없다?[1] / 상한가에[1],Negative (54%),"상한가, 매도, 공매도",False,"[{'title': '어제 내 예언대로 최소 6400 찍었구나 ㅋ...[3]', 'date': '2026.01.07 11:40', 'views': '126', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409813951&page=1', 'body': '', 'score': 336}, {'title': '제발! 8천원 한번만요~~[2]', 'date': '2026.01.07 08:44', 'views': '115', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409782964&page=5', 'body': '', 'score': 325}, {'title': '상한가에[1]', 'date': '2026.01.07 09:48', 'views': '69', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=036540&nid=409795463&page=3', 'body': '', 'score': 249}, {'title': '2차 상승 있다 없다?[1]', 'date': '2026.01.07 09:48', 'views': '98', 'likes': '6', 'dislikes': '8', 'link': '/item/board_read.naver?code=036540&nid=409795286&page=3', 'body': '', 'score': 278}, {'title': '뚫고 상갈수 있는 힘을 가졌군', 'date': '2026.01.07 09:12', 'views': '48', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409786999&page=4', 'body': '', 'score': 228}, {'title': '숏커버링 숏스퀴즈 통상 50%상승시킴 에코프...', 'date': '2026.01.07 11:43', 'views': '58', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409814427&page=1', 'body': '', 'score': 208}, {'title': '프로그램도 못누르네 양봉에 빨간불 유지', 'date': '2026.01.07 11:14', 'views': '50', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=036540&nid=409810182&page=1', 'body': '', 'score': 200}, {'title': '아직 울때가 아닌듯~', 'date': '2026.01.07 09:46', 'views': '34', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=036540&nid=409794929&page=3', 'body': '', 'score': 184}, {'title': '상한가 매도 예약', 'date': '2026.01.07 09:40', 'views': '21', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=036540&nid=409793591&page=3', 'body': '', 'score': 171}, {'title': '상한가 매도 예약 합시다', 'date': '2026.01.07 08:39', 'views': '30', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409782484&page=5', 'body': '', 'score': 180}]"
KOSDAQ,234030,싸이닉솔루션,9540,0.53%,8810,0.33%,+4.95%,183,드디어 시장은 / 기관물량 나온거 보니 / 모두들 몰라서 그렇지[1] / 와 보호예수털라고 뉴스내고 올린거?,Positive (69%),"보호예수, 매수, 오늘",False,"[{'title': '와 보호예수털라고 뉴스내고 올린거?', 'date': '2026.01.07 11:24', 'views': '36', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409811603&page=4', 'body': '', 'score': 186}, {'title': '드디어 시장은', 'date': '2026.01.07 10:30', 'views': '81', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=234030&nid=409802488&page=6', 'body': '', 'score': 231}, {'title': '기관물량 나온거 보니', 'date': '2026.01.07 11:54', 'views': '92', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409815887&page=2', 'body': '', 'score': 212}, {'title': '기관하고 다파네 잣댓네', 'date': '2026.01.07 11:53', 'views': '20', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409815790&page=2', 'body': '', 'score': 140}, {'title': '기관하고 다파네 잣댓네', 'date': '2026.01.07 11:53', 'views': '20', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409815790&page=3', 'body': '', 'score': 140}, {'title': '보호예수 풀리는날 올리누', 'date': '2026.01.07 10:54', 'views': '37', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409806655&page=5', 'body': '', 'score': 157}, {'title': '모두들 몰라서 그렇지[1]', 'date': '2026.01.07 09:10', 'views': '68', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=234030&nid=409786370&page=9', 'body': '', 'score': 188}, {'title': '보호예수 먹고 나가시라고 올려주는 주포 센스', 'date': '2026.01.07 09:02', 'views': '26', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=234030&nid=409784751&page=10', 'body': '', 'score': 146}, {'title': '손바뀐 개인들', 'date': '2026.01.07 11:57', 'views': '12', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409816367&page=2', 'body': '', 'score': 102}, {'title': '주식과 연애의 공통점[1]', 'date': '2026.01.07 11:51', 'views': '32', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=234030&nid=409815500&page=3', 'body': '', 'score': 122}]"
