시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,053700,삼보모터스,8400,0.00%,6820,0.00%,+19.15%,187,전환사채 상장에 대한 의견[1] / 전환사채나오면 작전시작이란뜻임 / 월봉보셈[2] / 매도 매물소화하면서  끌고 가네.. 상칠수도있...,Positive (54%),"오늘, 삼보, 이상",False,"[{'title': '전환사채나오면 작전시작이란뜻임', 'date': '2026.01.13 16:02', 'views': '134', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=053700&nid=410215249&page=1', 'body': '', 'score': 434}, {'title': '전환사채 상장에 대한 의견[1]', 'date': '2026.01.13 15:58', 'views': '205', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=053700&nid=410214898&page=1', 'body': '', 'score': 505}, {'title': '삼보모터스의 발전을 기원합니다', 'date': '2026.01.13 14:54', 'views': '23', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=410207280&page=3', 'body': '', 'score': 263}, {'title': '매도 매물소화하면서  끌고 가네.. 상칠수도있...', 'date': '2026.01.13 09:42', 'views': '72', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=410162674&page=8', 'body': '', 'score': 282}, {'title': '종가 20% 이상이면 이건 턴게 아니...', 'date': '2026.01.13 15:17', 'views': '31', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=053700&nid=410210459&page=2', 'body': '', 'score': 211}, {'title': '그냥', 'date': '2026.01.13 14:20', 'views': '32', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=410202805&page=4', 'body': '', 'score': 212}, {'title': '월봉보셈[2]', 'date': '2026.01.13 13:17', 'views': '155', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=053700&nid=410194660&page=5', 'body': '', 'score': 335}, {'title': '이주식은 여기까지~', 'date': '2026.01.13 10:26', 'views': '56', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=053700&nid=410170407&page=7', 'body': '', 'score': 236}, {'title': '근 6년만에....', 'date': '2026.01.13 10:19', 'views': '94', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=410169183&page=7', 'body': '', 'score': 274}, {'title': '프메 외인 기관', 'date': '2026.01.13 15:48', 'views': '51', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=053700&nid=410213843&page=1', 'body': '', 'score': 201}]"
KOSDAQ,019540,일지테크,5000,3.92%,4165,3.86%,+16.28%,138,"연 매출 2천억이상 알짜 현대차 1차업체, 로... / 일지테크 로봇행거관련 특허 보유[1] / 드디어 가는구나[1] / 기업개요에  기계롯봇항공산업 표창수상이라고 떡하...",Positive (64%),"상한가, 이상, 상승했어요",False,"[{'title': '연 매출 2천억이상 알짜 현대차 1차업체, 로...', 'date': '2026.01.13 11:46', 'views': '217', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=019540&nid=410183464&page=7', 'body': '', 'score': 517}, {'title': '일지테크 로봇행거관련 특허 보유[1]', 'date': '2026.01.13 14:03', 'views': '155', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=019540&nid=410200485&page=5', 'body': '', 'score': 425}, {'title': '기업개요에  기계롯봇항공산업 표창수상이라고 떡하...', 'date': '2026.01.13 15:58', 'views': '49', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=019540&nid=410214835&page=2', 'body': '', 'score': 229}, {'title': '현대차 대장주 영익300억 시총이 700억', 'date': '2026.01.13 13:49', 'views': '43', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=019540&nid=410198744&page=5', 'body': '', 'score': 223}, {'title': '주식 투자할라면 최소한  유보율이나 기업개요는 한...', 'date': '2026.01.13 16:48', 'views': '32', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=019540&nid=410218200&page=1', 'body': '', 'score': 182}, {'title': '너무 저평가', 'date': '2026.01.13 15:56', 'views': '21', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=019540&nid=410214701&page=2', 'body': '', 'score': 171}, {'title': '흐미 월봉보소 내일 6천원 돌파하면', 'date': '2026.01.13 14:13', 'views': '45', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=019540&nid=410201800&page=5', 'body': '', 'score': 195}, {'title': '공시 뜨면 개기고~~', 'date': '2026.01.13 12:24', 'views': '37', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=019540&nid=410188474&page=7', 'body': '', 'score': 187}, {'title': '드디어 가는구나[1]', 'date': '2026.01.13 11:48', 'views': '96', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=019540&nid=410183824&page=7', 'body': '', 'score': 246}, {'title': '시간외 올리지마 내일 추매대기중이란 말이야', 'date': '2026.01.13 16:36', 'views': '17', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=019540&nid=410217500&page=1', 'body': '', 'score': 137}]"
KOSDAQ,250060,모비스,4500,3.73%,4140,4.45%,+15.68%,106,모비스 상온 초전도체 성공 백연상 간다[5] / 임총 사업목적 추가하고 새 경영진 합류[1] / 어찌보면 엄청난 재료인데[1] / 대세는 AI와 핵 융합,Negative (54%),"이상, 상승했어요, 오늘",False,"[{'title': '모비스 상온 초전도체 성공 백연상 간다[5]', 'date': '2026.01.13 12:52', 'views': '335', 'likes': '17', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410191586&page=2', 'body': '', 'score': 845}, {'title': '임총 사업목적 추가하고 새 경영진 합류[1]', 'date': '2026.01.13 09:29', 'views': '205', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=250060&nid=410160091&page=5', 'body': '', 'score': 535}, {'title': '대세는 AI와 핵 융합', 'date': '2026.01.13 10:53', 'views': '70', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410175160&page=3', 'body': '', 'score': 370}, {'title': '어찌보면 엄청난 재료인데[1]', 'date': '2026.01.13 12:26', 'views': '216', 'likes': '8', 'dislikes': '2', 'link': '/item/board_read.naver?code=250060&nid=410188723&page=2', 'body': '', 'score': 456}, {'title': '현대 모비스랑 착각해서 매수하는듯?', 'date': '2026.01.13 10:01', 'views': '41', 'likes': '8', 'dislikes': '4', 'link': '/item/board_read.naver?code=250060&nid=410166151&page=4', 'body': '', 'score': 281}, {'title': '목표가  !!', 'date': '2026.01.13 13:51', 'views': '62', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410198955&page=2', 'body': '', 'score': 272}, {'title': '핵융합로 관련 대장주', 'date': '2026.01.13 11:04', 'views': '62', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410177090&page=3', 'body': '', 'score': 272}, {'title': '개미들  물량  안나온다  형...', 'date': '2026.01.13 10:51', 'views': '50', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410174829&page=3', 'body': '', 'score': 260}, {'title': '가보자', 'date': '2026.01.13 13:58', 'views': '40', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410199963&page=2', 'body': '', 'score': 190}, {'title': '퐁당 스킬에 당했다', 'date': '2026.01.13 12:13', 'views': '75', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=250060&nid=410187090&page=2', 'body': '', 'score': 225}]"
KOSPI,272210,한화시스템,88700,9.92%,76900,10.19%,+14.16%,800,"[10만원 돌파] 낼, 한화시스템[1] / 장중조정 넥장조정 / 오늘 상한가 쳐도 단기과열.투주.투경 다없습...[1] / 왜자꾸단기종목과열지정예고 이야기하냐[1]",Positive (57%),"오늘, ..., 한화시스템",False,"[{'title': '장중조정 넥장조정', 'date': '2026.01.13 16:06', 'views': '113', 'likes': '19', 'dislikes': '1', 'link': '/item/board_read.naver?code=272210&nid=410215507&page=2', 'body': '', 'score': 683}, {'title': '시스템이 대장이었어?', 'date': '2026.01.13 16:07', 'views': '119', 'likes': '18', 'dislikes': '1', 'link': '/item/board_read.naver?code=272210&nid=410215589&page=2', 'body': '', 'score': 659}, {'title': '왜자꾸단기종목과열지정예고 이야기하냐[1]', 'date': '2026.01.13 16:29', 'views': '169', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=272210&nid=410217106&page=1', 'body': '', 'score': 679}, {'title': '오늘 상한가 쳐도 단기과열.투주.투경 다없습...[1]', 'date': '2026.01.13 10:32', 'views': '203', 'likes': '16', 'dislikes': '0', 'link': '/item/board_read.naver?code=272210&nid=410171327&page=37', 'body': '', 'score': 683}, {'title': '기관 연기금', 'date': '2026.01.13 16:03', 'views': '105', 'likes': '15', 'dislikes': '1', 'link': '/item/board_read.naver?code=272210&nid=410215292&page=2', 'body': '', 'score': 555}, {'title': '지구대마왕 트황상이 말했다. 까불지말라고. ...', 'date': '2026.01.13 10:34', 'views': '75', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=272210&nid=410171528&page=37', 'body': '', 'score': 525}, {'title': '내일상가나요[1]', 'date': '2026.01.13 16:16', 'views': '221', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=272210&nid=410216175&page=2', 'body': '', 'score': 641}, {'title': 'NXT장 상한가를 바라보며', 'date': '2026.01.13 14:55', 'views': '62', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=272210&nid=410207432&page=9', 'body': '', 'score': 482}, {'title': '[10만원 돌파] 낼, 한화시스템[1]', 'date': '2026.01.13 16:09', 'views': '296', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=272210&nid=410215763&page=2', 'body': '', 'score': 686}, {'title': '내일 10만이에요', 'date': '2026.01.13 15:56', 'views': '70', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=272210&nid=410214697&page=3', 'body': '', 'score': 460}]"
KOSDAQ,098460,고영,29750,16.05%,25550,15.92%,+13.33%,718,"이 가격에[3] / 사상 최고가 돌파한 종목은 파는게 아닙니다[3] / 고영 진입, 아직 늦지 않았음. 이 글은 곧...[3] / 시춍2조짜리가 거래대금 1조 터졌는데 낼까정...[1]",Negative (51%),"오늘, 고영, 프로그램",False,"[{'title': '이 가격에[3]', 'date': '2026.01.13 16:10', 'views': '394', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=098460&nid=410215818&page=1', 'body': '', 'score': 784}, {'title': '이제 해가 뜨기 시작하네요[1]', 'date': '2026.01.13 16:04', 'views': '112', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=098460&nid=410215388&page=2', 'body': '', 'score': 472}, {'title': '고영 진입, 아직 늦지 않았음. 이 글은 곧...[3]', 'date': '2026.01.13 16:44', 'views': '203', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=098460&nid=410217980&page=1', 'body': '', 'score': 503}, {'title': '사상 최고가 돌파한 종목은 파는게 아닙니다[3]', 'date': '2026.01.13 16:34', 'views': '236', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=098460&nid=410217416&page=1', 'body': '', 'score': 536}, {'title': '장투로 10만원 보고 가져가야지', 'date': '2026.01.13 16:14', 'views': '81', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=098460&nid=410216044&page=1', 'body': '', 'score': 381}, {'title': '시춍2조짜리가 거래대금 1조 터졌는데 낼까정...[1]', 'date': '2026.01.13 15:39', 'views': '189', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=098460&nid=410212984&page=2', 'body': '', 'score': 489}, {'title': '내일 3만원 위에서 시작하겠구만', 'date': '2026.01.13 16:17', 'views': '97', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=098460&nid=410216231&page=1', 'body': '', 'score': 367}, {'title': '일론머스크 황제가 예측을 하는데 누가 반대를...', 'date': '2026.01.13 16:06', 'views': '86', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=098460&nid=410215540&page=2', 'body': '', 'score': 356}, {'title': '낼 주가가 뭐가 중요한겨? 10배짜리 3만 ...', 'date': '2026.01.13 15:56', 'views': '130', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=098460&nid=410214711&page=2', 'body': '', 'score': 370}, {'title': '개미만 47만주 매도[2]', 'date': '2026.01.13 15:36', 'views': '160', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=098460&nid=410212601&page=2', 'body': '', 'score': 400}]"
KOSDAQ,090710,휴림로봇,9380,8.94%,8130,8.80%,+12.88%,327,오후 두시이후[1] / 온국민을 부자로 만들어주는[2] / 내일[1] / 이렇게 해서 언제 13만원 가나 ??[1],Positive (55%),"오늘, 휴림로봇, 휴림",False,"[{'title': '오후 두시이후[1]', 'date': '2026.01.13 12:29', 'views': '317', 'likes': '30', 'dislikes': '5', 'link': '/item/board_read.naver?code=090710&nid=410189119&page=7', 'body': '', 'score': 1217}, {'title': '온국민을 부자로 만들어주는[2]', 'date': '2026.01.13 15:52', 'views': '364', 'likes': '25', 'dislikes': '6', 'link': '/item/board_read.naver?code=090710&nid=410214326&page=1', 'body': '', 'score': 1114}, {'title': '1시에', 'date': '2026.01.13 12:58', 'views': '146', 'likes': '15', 'dislikes': '4', 'link': '/item/board_read.naver?code=090710&nid=410192309&page=6', 'body': '', 'score': 596}, {'title': '내일[1]', 'date': '2026.01.13 16:09', 'views': '352', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=410215773&page=1', 'body': '', 'score': 742}, {'title': '이회사 주주들 보면 진자 부럽소', 'date': '2026.01.13 15:42', 'views': '158', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=410213285&page=1', 'body': '', 'score': 548}, {'title': '다른 로봇주들도[1]', 'date': '2026.01.13 11:57', 'views': '139', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=410185014&page=7', 'body': '', 'score': 499}, {'title': '외인인가 법인인가  보이지않은큰손인가 곧매각아...', 'date': '2026.01.13 15:52', 'views': '293', 'likes': '11', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=410214341&page=1', 'body': '', 'score': 623}, {'title': '이렇게 해서 언제 13만원 가나 ??[1]', 'date': '2026.01.13 15:25', 'views': '345', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=410211498&page=2', 'body': '', 'score': 675}, {'title': '인수합병 실사 준비중 양측 실무진 구성', 'date': '2026.01.13 12:46', 'views': '243', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=410190911&page=6', 'body': '', 'score': 573}, {'title': '오늘 1만~', 'date': '2026.01.13 12:07', 'views': '60', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=410186232&page=7', 'body': '', 'score': 390}]"
KOSPI,005380,현대차,406000,35.88%,366000,36.15%,+10.63%,800,"아 정말 쌍욕 나온다.[3] / [단독] 엔비디아 박민우, 현대차 차...[6] / 지금 구매해도될까요..?[2] / 설문조사) 오늘 +10% 이상 올랐는데... 이...",Positive (52%),"현대차, 지금, 시총",False,"[{'title': '아 정말 쌍욕 나온다.[3]', 'date': '2026.01.13 16:08', 'views': '503', 'likes': '30', 'dislikes': '7', 'link': '/item/board_read.naver?code=005380&nid=410215703&page=3', 'body': '', 'score': 1403}, {'title': '설문조사) 오늘 +10% 이상 올랐는데... 이...', 'date': '2026.01.13 16:06', 'views': '170', 'likes': '20', 'dislikes': '8', 'link': '/item/board_read.naver?code=005380&nid=410215555&page=3', 'body': '', 'score': 770}, {'title': '[단독] 엔비디아 박민우, 현대차 차...[6]', 'date': '2026.01.13 15:45', 'views': '399', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=005380&nid=410213583&page=4', 'body': '', 'score': 939}, {'title': '입성', 'date': '2026.01.13 15:37', 'views': '89', 'likes': '18', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=410212680&page=4', 'body': '', 'score': 629}, {'title': '아틀라스 올해 1천대양산후 현대공장투...', 'date': '2026.01.13 15:35', 'views': '124', 'likes': '16', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=410212469&page=4', 'body': '', 'score': 604}, {'title': '공매도 디젓네', 'date': '2026.01.13 12:43', 'views': '53', 'likes': '16', 'dislikes': '2', 'link': '/item/board_read.naver?code=005380&nid=410190623&page=19', 'body': '', 'score': 533}, {'title': '지금 구매해도될까요..?[2]', 'date': '2026.01.13 12:29', 'views': '454', 'likes': '16', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=410189068&page=20', 'body': '', 'score': 934}, {'title': '아직 PBR 1.0도 못넘었다.[1]', 'date': '2026.01.13 15:57', 'views': '190', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=005380&nid=410214792&page=3', 'body': '', 'score': 640}, {'title': '이재명 각하 감사합니다[1]', 'date': '2026.01.13 14:42', 'views': '60', 'likes': '15', 'dislikes': '10', 'link': '/item/board_read.naver?code=005380&nid=410205630&page=9', 'body': '', 'score': 510}, {'title': '진짜 안살려고 했는데 현대차 로봇보고 와서 안...', 'date': '2026.01.13 14:34', 'views': '79', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=005380&nid=410204646&page=10', 'body': '', 'score': 529}]"
KOSPI,015760,한국전력,55700,23.50%,49400,23.42%,+9.22%,171,뚜러맨 출근![1] / 과감한 리레이팅이 필요 / 작년6월에 8천 박았다[7] / 한국형 원전관련주로 한국전력을 탑픽(최선호주)으...[1],Positive (73%),"오늘, 이제, 한국전력",False,"[{'title': '뚜러맨 출근![1]', 'date': '2026.01.13 09:30', 'views': '119', 'likes': '21', 'dislikes': '4', 'link': '/item/board_read.naver?code=015760&nid=410160228&page=9', 'body': '', 'score': 749}, {'title': '과감한 리레이팅이 필요', 'date': '2026.01.13 15:50', 'views': '104', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=015760&nid=410214064&page=1', 'body': '', 'score': 614}, {'title': '윤짜장때보다 재명이 정권이 잘간다[2]', 'date': '2026.01.13 15:56', 'views': '87', 'likes': '12', 'dislikes': '7', 'link': '/item/board_read.naver?code=015760&nid=410214643&page=1', 'body': '', 'score': 447}, {'title': '한국형 원전관련주로 한국전력을 탑픽(최선호주)으...[1]', 'date': '2026.01.13 15:35', 'views': '192', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=015760&nid=410212559&page=2', 'body': '', 'score': 522}, {'title': '안 팔고 놔뒀더니...', 'date': '2026.01.13 12:30', 'views': '109', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=015760&nid=410189228&page=6', 'body': '', 'score': 349}, {'title': '""한국전력, 미국 원전 시장 진출 전망…목표가 ...', 'date': '2026.01.13 08:34', 'views': '244', 'likes': '8', 'dislikes': '4', 'link': '/item/board_read.naver?code=015760&nid=410151925&page=9', 'body': '', 'score': 484}, {'title': '드디어 52주 신고가', 'date': '2026.01.13 14:56', 'views': '143', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=015760&nid=410207566&page=3', 'body': '', 'score': 353}, {'title': '■■씨가 말라간다■■[2]', 'date': '2026.01.13 11:18', 'views': '178', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=015760&nid=410179308&page=8', 'body': '', 'score': 388}, {'title': '작년6월에 8천 박았다[7]', 'date': '2026.01.13 15:49', 'views': '415', 'likes': '6', 'dislikes': '7', 'link': '/item/board_read.naver?code=015760&nid=410213987&page=1', 'body': '', 'score': 595}, {'title': 'ㅋ.ㅋ 오늘 탈출 개미들 많네~~', 'date': '2026.01.13 15:45', 'views': '109', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=015760&nid=410213617&page=1', 'body': '', 'score': 289}]"
KOSPI,204320,HL만도,60400,13.52%,56900,13.45%,+7.47%,151,목표가 10만원임- 개미털기 끝~[4] / 광개토 ...새 되었구만 / 이젠종가상??6만원아래구경하기힘들듯 / 진저리 나는 만도 털고 떠난다,Mixed,"만도, 아니, 오늘",False,"[{'title': '목표가 10만원임- 개미털기 끝~[4]', 'date': '2026.01.13 14:21', 'views': '243', 'likes': '11', 'dislikes': '4', 'link': '/item/board_read.naver?code=204320&nid=410203009&page=2', 'body': '', 'score': 573}, {'title': '이젠종가상??6만원아래구경하기힘들듯', 'date': '2026.01.13 15:57', 'views': '42', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=204320&nid=410214800&page=1', 'body': '', 'score': 342}, {'title': '진저리 나는 만도 털고 떠난다', 'date': '2026.01.13 11:09', 'views': '40', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=204320&nid=410177807&page=4', 'body': '', 'score': 340}, {'title': '광개토 ...새 되었구만', 'date': '2026.01.13 09:40', 'views': '94', 'likes': '10', 'dislikes': '3', 'link': '/item/board_read.naver?code=204320&nid=410162196&page=6', 'body': '', 'score': 394}, {'title': '징글징글', 'date': '2026.01.13 14:26', 'views': '42', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=204320&nid=410203635&page=2', 'body': '', 'score': 282}, {'title': '만도는 하락 후에[1]', 'date': '2026.01.13 12:24', 'views': '77', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=204320&nid=410188564&page=3', 'body': '', 'score': 317}, {'title': '팔았으면 얼른 꺼지면되지 뭐 아쉬워?[1]', 'date': '2026.01.13 14:47', 'views': '70', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=204320&nid=410206375&page=2', 'body': '', 'score': 280}, {'title': '개미들이 멍청한 이유[3]', 'date': '2026.01.13 12:23', 'views': '117', 'likes': '7', 'dislikes': '4', 'link': '/item/board_read.naver?code=204320&nid=410188421&page=3', 'body': '', 'score': 327}, {'title': '만도는 또 버림받고[1]', 'date': '2026.01.13 11:31', 'views': '83', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=204320&nid=410181361&page=4', 'body': '', 'score': 293}, {'title': '광개토대제 어디 가셨나이까?!!!!!!!!!', 'date': '2026.01.13 09:39', 'views': '47', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=204320&nid=410162123&page=6', 'body': '', 'score': 257}]"
KOSDAQ,086960,MDS테크,1505,4.96%,1398,5.36%,+5.99%,135,말햇다...[5] / 현대 로봇제어 필수품 트레이스32 / 급하게 매집한다?[1] / 내일[1],Positive (58%),"이상, ㅋㅋ, 현대",False,"[{'title': '현대 로봇제어 필수품 트레이스32', 'date': '2026.01.13 10:21', 'views': '83', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=086960&nid=410169580&page=6', 'body': '', 'score': 263}, {'title': '내일[1]', 'date': '2026.01.13 15:12', 'views': '57', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=086960&nid=410209728&page=1', 'body': '', 'score': 207}, {'title': '급하게 매집한다?[1]', 'date': '2026.01.13 11:33', 'views': '88', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=086960&nid=410181767&page=4', 'body': '', 'score': 238}, {'title': '프로그램', 'date': '2026.01.13 11:28', 'views': '24', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=086960&nid=410181017&page=4', 'body': '', 'score': 144}, {'title': '개잡주', 'date': '2026.01.13 11:28', 'views': '13', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=086960&nid=410180933&page=4', 'body': '', 'score': 133}, {'title': '역시나 노답 ㅋㅋㅋㅋㅋ', 'date': '2026.01.13 11:28', 'views': '13', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=086960&nid=410180921&page=4', 'body': '', 'score': 133}, {'title': '과거 ) MDS테크 자회사 알파AI 폭등', 'date': '2026.01.13 15:21', 'views': '72', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=086960&nid=410210925&page=1', 'body': '', 'score': 162}, {'title': '말햇다...[5]', 'date': '2026.01.13 14:49', 'views': '176', 'likes': '3', 'dislikes': '6', 'link': '/item/board_read.naver?code=086960&nid=410206620&page=1', 'body': '', 'score': 266}, {'title': '1685', 'date': '2026.01.13 13:52', 'views': '54', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=086960&nid=410199122&page=2', 'body': '', 'score': 144}, {'title': '물렸네요ㅠㅠ[2]', 'date': '2026.01.13 13:49', 'views': '90', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=086960&nid=410198736&page=2', 'body': '', 'score': 180}]"
