시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,452260,한화갤러리아,1543,1.23%,1443,1.51%,+6.93%,572,오늘 파는 사람들[3] / 정신나간 인간들 참 많네[4] / 이게 바로 마구 흔들어서 안떨어진 사람만 데...[2] / 과열예고 없다고[3],Positive (54%),"오늘, 상한가, 이거",False
KOSDAQ,950220,네오이뮨텍,706,1.93%,667,2.44%,+5.85%,163,물량 소화하고 가는 건[3] / 한마디만 한다[1] / 얼마전 어느 정신나간 유튜버 목표가가[1] / 왜 자기는 매도 안하고  매도하라고  안티하...[2],Positive (51%),"상한가, 오늘, 이상",False
KOSDAQ,038460,바이오스마트,3850,1.93%,3690,1.86%,+4.34%,136,[속보] 확실한 실세 대장주가 바이오스마트네... / 이번 지방선거는 바이오스마트가 큰 일 낼 듯...[3] / 정원오 출마선언 언급 / ■■게임끝난겨! 정원오 후원회장■■,Positive (71%),"정원오, 내일, 시공사에서",False
KOSDAQ,064260,다날,6930,6.98%,6740,7.06%,+2.82%,306,내일 대통령 금융위  업무보고 생중계된다[2] / 더러워서 내가 떠난다 잘있어라 다날 다...[2] / 결국 국내는 다날과 웨이브릿지 두 회사... / 무조건 신고 30억?,Positive (60%),"다날, 오늘, 써클",False
KOSDAQ,466100,클로봇,63700,4.89%,62600,6.95%,+1.76%,540,"글로벌 1등 투자은행 JP모건 502,857주...[8] / 10만원 간다[1] / 내일은 7만 넘기를 기원합니다.[1] / 미 나스닥 선물 반등해서 쎄게 달린다고 말해...[3]",Positive (52%),"오늘, 클로봇, 로봇주",False
KOSDAQ,082850,우리바이오,2280,2.14%,2245,2.46%,+1.56%,138,그리좋아보이진않네[2] / 찬티들.. 득실거리는거..보니...[1] / 찬티들 설치면.. 장대음봉은 과학...[1] / 내일 2420원,Positive (66%),"트럼프, 내일, 오늘",False
KOSPI,000660,SK하이닉스,552000,53.38%,551000,53.34%,+0.18%,784,"어차피 다음주되면 삼전보다[4] / 하이닉스나 삼성전자나,, 일년에 100조 영업...[4] / 내일 + 8.7%[1] / 하닉은 나스닥가면 애플.구글 가볍게 넘음[4]",Negative (52%),"마이크론, 오늘, ...",False
KOSPI,005930,삼성전자,107600,52.10%,107900,52.12%,-0.28%,800,"넥장 108,500 넘길 기세[1] / 이재명정부.업무보고하는거보니께.[6] / 오늘밤 미장 나스닥 폭등예상[1] / 이런 인간들이 사라져야 대한민국이 산다.[2]",Negative (53%),"..., 삼전, 마이크론",False
KOSDAQ,293580,나우IB,1436,0.55%,1450,1.00%,-0.97%,120,크게 갈 상이다.[2] / 소고기 사묵자[2] / 정치테마주 아님[1] / 와우 주포형아 진짜 쥑이네[3],Positive (64%),"진짜, 정원오, 오늘",False
KOSPI,034020,두산에너빌리티,74500,22.35%,75500,22.41%,-1.32%,357,투경과 AI 부정이 힘을 합쳐....[1] / 공매도 19프로[2] / ㅎㅎㅎ  참나[3] / 호재에도 이러니 개인들이,Negative (51%),"투경, ..., 내일",False
KOSPI,217590,티엠씨,18190,2.34%,18640,2.32%,-2.41%,140,이 종목은 장투로 딱 좋겠다 / 오빠야 너는 주식하지마라[4] / 3만원 갈것 같으니[1] / 어제도 시외뻥카 오늘도 또해먹네,Negative (60%),"ㅋㅋ, 주포, 오늘",False
KOSPI,010140,삼성중공업,23800,30.51%,24450,30.48%,-2.66%,130,시간은 나의 편 / 범죄자 사기꾼 째씨 탄핵만이 답이다.[3] / 공매도가 문제이면 청와대 청원합시다 / 얘네는 도대체 하는게 뭐임?[1],Negative (76%),"이제, ..., 오늘도",False
KOSPI,018880,한온시스템,3045,5.11%,3145,5.13%,-3.18%,108,그러거나 말거나 유증은 성공적이죠!!![3] / 공매도가 발악하는 이유!!![1] / 추가 배정까지 예약 청약한 이유!!![3] / 기회가 기회인 줄 모르다가[4],Negative (64%),"유증, 유증가, 내일",False
KOSDAQ,038500,삼표시멘트,4815,1.56%,5000,1.56%,-3.70%,317,"주린인데요, 삼표는 중장기로도 괜찮지...[2] / 연속 상한가 두방짜리 분석[1] / 삼표시멘트 숨좀 고르고 상한가 출발합시다!!![1] / 기다리면 상한가",Negative (58%),"오늘, 대성, 어제",False
KOSPI,006340,대원전선,3750,3.66%,3960,3.49%,-5.30%,118,"환장하겠네[2] / 대원전선[1] / 대주주, 주요주주 다 매도행렬[2] / 3750원 방지턱 이랬는데ㅋ[3]",Negative (72%),"만공아, 제주, 만공교",False
KOSPI,015760,한국전력,48200,22.87%,51200,23.10%,-5.86%,249,이재명이가 전기요금 안올린단다! / 이럴꺼면[2] / 감사하게 많이 담았습니다[2] / 한전전기요금인상[2],Negative (65%),"전기요금, 오늘, 한국전력",False
KOSDAQ,464490,쿼드메디슨,21700,1.06%,24550,0.50%,-11.61%,418,주식해서 자살했다는 소리[1] / 먼지날때까지 탈탈 털었나??? / 시외 개꿀 개꿀~@;;[1] / 오늘 쿼드메디슨때문에,Positive (59%),"오늘, 신규주, 내가",False
KOSDAQ,317240,TS트릴리온,290,1.88%,340,3.06%,-14.71%,111,지금 안사면[2] / 탈모 소식에 기뻐하던 주주들 / 애초에 샴푸를 건강보험테마에 넣은거 자체가[3] / 지금 사면 오늘 40% 먹는다[2],Positive (53%),"탈모, 오늘, 이상",False
