시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,093240,형지엘리트,1497,2.64%,1170,2.58%,+29.95%,90,"형지엘리트도 이젠 로봇 테마주가 되었네요[1] / 계좌에 14r은 뭐지? / 보실분들만, / 형지로보틱스 시총 5천억 갑니다 ㅅㅅㅅㅅㅅ",Positive (75%),"형지로보틱스, 형지엘리트, ...",False
KOSDAQ,090710,휴림로봇,7980,3.76%,6540,6.49%,+28.71%,503,힘이 약하네. 상으로 빨리 닫아라[1] / 오늘 상한가입니다ㅋㅋㅋ +27.58% 상승 / 프매500만주매입  후덜덜하네[1] / 휴림이 기사 뜬거 보면,Positive (66%),"오늘, 상한가, 휴림로봇",False
KOSDAQ,490470,세미파이브,30650,,23999,,+27.71%,800,신규주는 오전에 안가면 그냥 과감하게 버려야합니...[1] / 나는비상장으로 샀는디[2] / 내가 샀는데 오를수가 있나 / 어질어질하네 마이너스 720,Positive (63%),"오늘, 이거, 종가",False
KOSDAQ,030530,원익홀딩스,47450,4.85%,36100,3.46%,+18.33%,311,즐겨라....아직도 멀었다...[1] / 반도체 날라간다~ / CES 마지막 랠리!! 원익 폭등 5마원까...[1] / 일봉이 아름답다..,Negative (53%),"오늘, 원익, 원익홀딩스",False
KOSDAQ,199820,제일일렉트릭,10030,1.46%,8800,1.47%,+15.69%,63,아크차단기 재료가 제법큰건데...[3] / 1초 이내에 차단하는 아크차단기[2] / 2년간 유예라도[1] / 테슬라 전기차에 적용 되면 ㅎㅎ,Positive (75%),"이상, 상승했어요, ㅎㅎ",False
KOSDAQ,003310,대주산업,3170,1.58%,2800,1.69%,+13.21%,94,---시장가 풀매수-- 1시15분 쩜 상한가 / 와우 외국인 103만 2171주 순매수 중 / 단일가 아니다. 계산 못하냐?[1] / 와우 외국인 95만 9171주 순매수 중[1],Positive (88%),"오세훈, 단일가, 정원오ㅡ양경공파",False
KOSDAQ,049630,재영솔루텍,4675,7.83%,3410,5.51%,+12.38%,130,계양전기가 단숨에   텐배거 갈려고...[2] / 명품주식 물량없다!!!!!! / 인생 역전의 기회 / 휴머노이드에,Positive (86%),"ㅋㅋㅋ, 항상, 오늘",False
KOSPI,092200,디아이씨,14390,3.35%,12160,2.59%,+10.69%,60,1월2일[2] / 13380원에 4000주 입성했습니다[2] / 얘는진짜안되겠네[3] / 로봇주[2],Positive (75%),"투경, 상한가, 종가",False
KOSDAQ,125490,한라캐스트,20250,0.87%,18730,1.56%,+10.53%,222,1월 5일 CES까지는 들고가는 거다 / 전고점만 / 이제 시작.[2] / 테슬라에 삼성이다,Positive (56%),"2만원, 오늘, 오늘은",False
KOSDAQ,488900,비츠로넥스텍,16850,0.81%,15520,1.03%,+10.27%,122,궁극의 에너지 [핵융합][1] / 털어가는것도[1] / 재료좋네[2] / 이제타야쓰겄다[2],Positive (83%),"비츠로, 오늘은, 오늘",False
KOSPI,025820,이구산업,6010,4.05%,5330,4.57%,+9.87%,68,저번에도 신고가 뚫었을때 가는척만 하더라[1] / 구리 사려다 이구산업 매수했습니다. / 프로그램 순매수30만에서 반으로 줄었네[1] / 매경 주식에 신 김동호 매니저 추천  소리질러,Positive (66%),"신고가, 구리, 프로그램",False
KOSPI,001440,대한전선,23950,8.78%,22550,8.88%,+9.36%,80,2026년 전력 전선 슈퍼사이클임. / 털린 개미들 기술적 침묵[3] / 올해 3만원대 상승유지는 실패했지만 / 복창하세요~ 내가 왜 이좋은걸 못견디고 손절...[2],Positive (54%),"오늘, 2.4, 내일",False
KOSPI,008350,남선알미늄,1417,2.57%,1008,2.82%,+8.17%,376,남선알루미늄  로봇 프레임 제작  대박!!!!...[2] / 휴머노이드 시대 속 '알루미늄'의 전략적 가치[1] / 거래량 1위다 / 긴말안한다 로봇본체 알미뉴합금임,Positive (74%),"로봇, 상한가, ㅋㅋ",False
KOSDAQ,317830,에스피시스템스,14500,1.67%,13830,1.78%,+7.33%,86,기사 내고 개미에게 전환사채 팔아 넘기는 중[2] / 상이다 / 로봇은 이제 두뇌섹터 / 기사 내고 개미에게 전환사채 넘기는 수법[1],Positive (83%),"넘기는, 전환사채, 개미에게",False
KOSPI,022100,포스코DX,29900,3.87%,29450,4.08%,+6.41%,69,포스코그룹 로봇주 안갈리가 없다[1] / 포스코DX 월요일 12/29 상한가 갈겁니...[3] / 몇번째 삼만찍냐 이번엔 과연[1] / 31300 돌파하면 사지도 못할만큼,Positive (60%),"오늘, 상한가, 로봇주",False
KOSPI,000660,SK하이닉스,632500,53.74%,588000,53.54%,+5.59%,567,"내일부터 어떻게 될까요?[1] / 하닉스, 삼전덕에 국민연금 고갈 50년 늦춰 ...[1] / 졸라 신기한게 / ADR 나스닥 간다. 지금사라[1]",Positive (53%),"오늘, ..., 하이닉스",False
KOSDAQ,319400,현대무벡스,20050,2.21%,18580,2.07%,+4.10%,183,18년넘게 하다보니 답나왔음[2] / 현대무벡스 의 역사적  고점 들을 갱신 ... / 오늘도[1] / 3만 목표...5만 까지,Positive (54%),"오늘, ..., 프매",False
