시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,319400,현대무벡스,11650,1.83%,10280,0.59%,+3.19%,103,스벌   가긴 가나보다 / 잘 팔고 갑니다 / 프로그램 흔들기에... 20만주 개인 막판...,Positive (57%),"오늘, 프매, 가자..",False
KOSDAQ,0088D0,메리츠제1호스팩,2045,,2000,,+2.25%,328,스팩주[1] / 시외 첫타임 전개미 몰빵하라.줄쩜상이다. / 합병기사 떳네요[1],Positive (51%),"메리츠, 오늘, 상한가",False
KOSDAQ,466100,클로봇,65800,10.57%,51400,4.99%,+0.92%,145,7만 넘긴다는 넘 구라야 / 이런 곳이 있었다니.. 놓치기 아깝네요[1] / 낚였네,Positive (75%),"오늘, 클로봇, 매수",False
KOSDAQ,100790,미래에셋벤처투자,10670,3.18%,9970,3.53%,+0.66%,196,몇일만에 / 애매하게 끝났네 / 주가관리,Positive (65%),"스페이스x, 상한가, ㅋㅋ",False
KOSDAQ,038500,삼표시멘트,5390,1.55%,4145,1.63%,+0.19%,400,막판에 나가길 잘했네 니들 ㄷ졌다 시... / 예전 현대무벡스 단일가 3일내내 엄청...[1] / 경고 맛는지,Negative (52%),"정원오, 오늘, ...",False
KOSPI,272210,한화시스템,52700,7.99%,48050,7.78%,-0.75%,301,피뢰침 쑤원하노 ㄷㄷ / 차트맨 도와 주세요... 전날 장대양... / ✔️ ( 내 일 ) 나왔네요[1],Positive (53%),"오늘, 진짜, 종가",False
KOSDAQ,003380,하림지주,12210,6.60%,11530,8.72%,-2.71%,265,다들 NXT 매도 주문 취소해라~[2] / 경방 똥마니네 인제 / 역시 주포 운전 잘하네[1],Negative (66%),"하림지주, 오늘, 경방",False
KOSPI,000660,SK하이닉스,554000,53.38%,565000,53.38%,-2.98%,400,삼전보다 덜떨어지셨다??? / 단타꾼들은 오늘 너무너무 행복했겠다~... / 중국의 창신이 HBM 양산하는날,Negative (56%),"오늘, ..., 하이닉스",False
KOSPI,034020,두산에너빌리티,77100,22.71%,77300,22.67%,-3.26%,213,오늘의 매매꼬라지 / 결국 전력 싸움이다 / 원전거지,Positive (52%),"수주, 외인, ㅋㅋㅋ",False
KOSPI,005930,삼성전자,104800,52.24%,107300,52.26%,-3.76%,400,불타방들아 땡큐다~[1] / 차트가~내일은 107층 위로!!! / 공무원도 월급못받는 괴상한나라,Positive (52%),"삼전, 삼성전자, ...",False
KOSPI,097230,HJ중공업,23200,2.47%,22050,1.57%,-4.13%,153,미해군 mro성공 / 내일 3만원 / 상한가 10번만 가자,Positive (54%),"MRO, HJ중공업,, 해군",False
KOSPI,000720,현대건설,73100,20.41%,73600,20.13%,-6.28%,191,원전 맞네 한전기술도 공시떴네 / 그래서 결론적으로 / 시외 꼬라박네,Negative (80%),"오늘, ..., 원전",False
KOSPI,249420,일동제약,40850,10.37%,40500,7.17%,-7.79%,380,기술이전[1] / 비만약만 가지고도 1.5조는 충분히[2] / 니들논리[1],Negative (62%),"오늘, 일동, 일동제약",True
KOSDAQ,290690,소룩스,5060,2.18%,4670,1.36%,-10.44%,206,소룩스 시외[1] / 여기 외인계좌  프로그램은  세력이  주가누르기... / 이건수급주가 아니고 사채주~,Negative (56%),"합병, 소룩스, 하한가",False
KOSDAQ,068240,다원시스,2795,7.58%,3680,7.57%,-26.06%,400,공시 거래처와의 거래중단[2] / 오늘 / 시외 상칠줄알았는데,Negative (59%),"이런, 다원시스, 이거",False
