시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,217590,티엠씨,16770,,9300,,+80.32%,400,"티엠씨 / 팩트확인 끝난 소식이라, / 내 ㅡ 일 ▶이거 사실이면 끝났습니다[2]",Positive (54%),"티엠씨, ㅋㅋ, 오늘",False
KOSDAQ,038460,바이오스마트,3970,3.20%,3040,3.44%,+29.95%,150,새로운인물은 언제나 텐베거..[1] / 대주에서 갈아탐[1] / 극적으로 막판상따대성공~~~~~~~~~~...[1],Positive (84%),"정원오, 성동구, 12월",False
KOSDAQ,003310,대주산업,2200,6.54%,1543,6.32%,+29.95%,138,"실체도없는 사기 20개종목 으로 늘어 / 대주산업, 오늘 시초가에만 잡았어도... / 덕분에 오늘은..ㅎㅎ[2]",Positive (90%),"정원오, 젝시믹스, 풀린다",False
KOSDAQ,081180,쎄크,14350,1.79%,11180,2.25%,+29.86%,110,야는 내일 / 주포 sang-no-mu-se-GGi-yaa~~... / 장 마감 기준으로 보면 아직 흐름 살아있습니다,Positive (100%),"오늘, 이상, 상승했어요",False
KOSDAQ,0009K0,에임드바이오,70500,1.45%,46700,0.99%,+26.12%,400,"내일 상한가는 91,600원 / 장 마감 기준으로 보면 아직 흐름 살아있습니다[1] / 곧있음 정확히 더 말아올릴건데[2]",Positive (55%),"상한가, 오늘, 시외",False
KOSDAQ,030530,원익홀딩스,37500,2.79%,30000,2.44%,+22.75%,314,주봉.월봉만 보고간다.. / 벌써 팔면 배아플텐데..[2] / 내일은 파란불 시작이겠구나,Positive (80%),"오늘, 원익, 원익홀딩스",False
KOSDAQ,293580,나우IB,1516,2.95%,1240,2.96%,+22.36%,105,정원오테마 14선 상승률 순위 공개[1] / 일하고 왔는데 이노마 뭐야[1] / 탐욕의시간[1],Positive (61%),"정원오, 관련주, 이상",False
KOSPI,092200,디아이씨,13940,3.32%,11310,2.64%,+15.68%,110,투주[1] / 개미탕이었는데 ㅋㅋ / 모르시면 안됩니다,Positive (78%),"..., 역시, 투경",False
KOSDAQ,027360,아주IB투자,2710,1.20%,2250,1.19%,+11.75%,134,조정오먼 / 단일가 / 개미지옥 ㅋㅋㅋㅋㅋㅋㅋ,Positive (52%),"이상, 상한가, 4년전",False
KOSDAQ,049630,재영솔루텍,3045,4.44%,3265,8.21%,+11.54%,110,근데 다른거보다 현재[1] / 오늘[1] / ((((공포에사라ㅇ금요일 적중))),Positive (66%),"다시, 이상, 오늘",False
KOSDAQ,125490,한라캐스트,19760,4.46%,17210,3.77%,+10.02%,174,스윙들 힘들내고 / 종베로 입성!!![1] / 연기금 풀매수 기관 싹쓸이,Negative (58%),"개미들, 이제, 그렇지",False
KOSPI,001430,세아베스틸지주,48950,7.35%,34450,7.45%,+9.39%,122,"주포형님[3] / 존나킹받겠다 ㅋㅋㅋㅋㅋ / 당장, 오늘 애프터나 낼부터 5만대에 놀건데...",Positive (60%),"51400에, 이상, 상승했어요",False
KOSPI,000050,경방,11990,1.09%,8470,1.20%,+8.90%,180,장 마감 기준으로 보면 아직 흐름 살아있습니다 / 상한가 / 누구말이맞는지 내일 보면 알겠지[2],Negative (51%),"경방, 하한가, 상한가",False
KOSDAQ,090710,휴림로봇,6280,4.84%,5580,2.36%,+7.35%,157,준비 됐나요? / 이런 곳이 있었다니.. 놓치기 아깝네요 / 이 개잡주 때문에[1],Positive (66%),"오늘, 오늘은, 상한가",False
