시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,080220,제주반도체,26400,2.51%,21100,3.08%,+18.12%,411,1년 11개월만에 수익전환[2] / 머야? 왜 폭등하는거야..ㅜㅜ[2] / 천천히 상한가 가보자~~ / 3만원대[1],Positive (66%),"오늘, 상한가, 이제",False
KOSPI,093240,형지엘리트,1706,2.72%,1152,2.64%,+13.96%,210,"진득허니 상한가 차트 그리는중이네 / 도망쳐라., / 교복으로 로봇만들줄 아는[2] / 작전이던 어쨌던",Mixed,"상한가, 형지, 오늘",False
KOSDAQ,488900,비츠로넥스텍,18570,1.13%,15280,0.81%,+9.69%,102,투자ᆢ / 개처물렸으면 따봉 눌러라[1] / 미친[3] / 굿굿 1월에도 우주테마는 대박이지,Positive (83%),"오늘은, 비츠로넥스텍, 이상",False
KOSDAQ,486990,노타,46550,0.99%,41500,1.28%,+7.63%,472,삼성이 인정했으면..가는거지 / 삼성전자가.. 올라가니 / 기사좀 잘보자[1] / 막판 로켓 안되나?,Mixed,"오늘, 노타, 삼성전자",False
KOSPI,000390,삼화페인트,7650,11.11%,7450,11.05%,+5.81%,195,"오늘 상 찍고 그 다음은 10,000원 돌파[1] / 윤씨일가 / 고려아연 영풍 상황보면 경영권싸움은 서로 피...[1] / 오늘 상 마감 후에는 물량 완전 잠수 전망.[1]",Mixed,"경영권, 윤씨, 오늘",False
KOSPI,000660,SK하이닉스,651000,53.82%,599000,53.74%,+1.72%,648,20년3월19일 조카권유로[3] / 축 5억 빚투 공무원[3] / 닉스개미들 지독해졌다..[2] / 하닉스 덕에 국민연금 고갈 80년 늦춰져 ㄷㄷ[1],Negative (62%),"하이닉스, 오늘, ...",False
KOSDAQ,030530,원익홀딩스,48500,6.18%,40100,4.85%,+1.57%,230,"50층 주민입니다[8] / 최고 180,000원[1] / 와~~ / 위아래,위아래 5프로씩 도지로 개미 털기",Negative (75%),"원익, 오늘, 매도",False
KOSDAQ,003310,대주산업,3285,2.21%,2800,1.58%,+1.55%,111,리얼미터 오차범위밖 선두[1] / 직장동료가 매수하길래[1] / 대박~~~ 단일가고 나발이고 2만원까지 마구마...[1] / 정원오 제자 기업[1],Positive (80%),"정원오, 토꼈네, 오늘",False
KOSPI,005930,삼성전자,120600,52.34%,117000,52.42%,+0.92%,637,15만전자[1] / 국정운영은 이재명정부처럼 하는거다[8] / 주식투자 대박났습니다[1] / 12만전자 이재명대통령님 감쏴~~♡,Positive (51%),"삼전, ..., 개미들",False
KOSDAQ,490470,세미파이브,27550,0.40%,27649,,-0.36%,547,오늘부터   3연상으로 가나요[1] / 연말 연시에갬들 전부 뒤통네. / 죽고싶은 심정[2] / 오늘 상때려도 손실이 너무 크다[1],Negative (67%),"1332, ..., 공모가",False
KOSPI,008350,남선알미늄,1296,1.93%,1310,2.57%,-5.33%,124,6년간 하락 파동  끝내고  상승 전환 / 정원오 테마 합류 / 이거정원오로 .[1] / 따상,Negative (57%),"오늘은, 정원오, ...[1]",False
KOSDAQ,049630,재영솔루텍,4395,7.38%,4160,7.83%,-5.89%,106,투자주의[1] / 조정치고는..참아름답네!! / 2026년에 / 12월12일자[2],Negative (60%),"ㅋㅋㅋ, 오늘, 어제",False
KOSDAQ,090710,휴림로봇,7450,11.07%,6200,3.76%,-6.64%,314,휴림로봇 📢 속보입니다[1] / 내일휴장인데 다들 간이 큰듯 / 신용종목이아니라서 위탁증거금 100%따위... / 뻔히 보이는데 이럴때 못사면[1],Positive (58%),"오늘, 어제, 외인",False
KOSDAQ,319400,현대무벡스,18880,2.99%,19260,2.21%,-7.22%,249,무백 샀다가 아내에게 욕 처먹음..[9] / 데이를  하면서[2] / 내년이[3] / 상가면 대박이겠네,Negative (60%),"오늘, 현대무벡스, 어제",False
KOSPI,217590,티엠씨,15250,2.63%,19580,2.85%,-16.25%,243,"보호예수 오셨다 하한가즈아 / 지금 기회인가? / 회사는죄가없다 / 전저점 하방돌파, 위험신호네요",Negative (74%),"어제, 보호예수, 하한가",False
KOSDAQ,012210,삼미금속,10480,0.44%,13230,,-20.79%,417,정확한 유통주식수 계산[1] / 상한가에도 팔지 맙시다~![3] / 지금 이시간까지 기관 100만주  나옴 / 세력형님들 이제 나올 물량 없습니다. 상한가 말아...[2],Positive (52%),"이거, 오늘, 하한가",False
