시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,071670,에이테크솔루션,9500,1.68%,5630,1.96%,+29.96%,42,삼성전자가 2대주주라는데맞냐 / 허허 삼성전자가 2대주주인데. 이건 제 2의 레...[1] / 삼성이 품어만 준다면야... 후후[1] / 어익후 이건...,Positive (80%),"자율주행, **, 이상",False
KOSPI,012200,계양전기,5100,2.07%,4475,2.30%,+29.77%,160,이건 작전주가 아닙니다[1] / ■ 특허권 / 엑츄에이터 ~ 싹쓸이 수... / 계양전기) 상한가 랠리가 계속되어 시총 1조 ... / 계양전기 1999년 26년만에 신고가돌파.,Mixed,"상한가, 공매도, 계양전기",False
KOSDAQ,049180,셀루메드,1845,2.81%,1123,2.81%,+26.46%,81,님들 / 평단 26000원 / 인스코비 물량 쏟아진다 / 그냥 팔았음,Negative (66%),"cxm, 오늘, 비응시",False
KOSDAQ,101170,우림피티에스,17130,4.08%,10660,4.06%,+23.68%,134,둘째형이다 / 느낌상 오늘 상 / 오늘만보지말고 / 이거 잘하면,Positive (60%),"상한가, ..., 이상",False
KOSPI,006805,미래에셋증권우,16190,11.53%,15260,12.80%,+21.36%,146,내가 봤을 때는 개미들 학습시키는중ㅋ[1] / 고속버스들 최근 상승률 ㅋㅋㅋ[1] / 이런건 15만원간다.로또주식으로 보도...[1] / 오늘 매우 중요한 날임[1],Positive (63%),"오늘, 이상, 상승했어요",False
KOSDAQ,049630,재영솔루텍,4105,5.51%,3085,3.52%,+20.38%,122,8년 기다렸다.[1] / 형들[3] / 상한가 필요없다. / 축하드립니다.,Positive (77%),"이상, 경력30년, 오늘",False
KOSPI,004310,현대약품,8970,2.08%,6760,2.22%,+19.28%,101,"현대약품 100,000원 그냥 넘기지않을까요[2] / L/O 당뇨병 혁신신약 'HDNO-160... / 이건 무조건 상이지 / 다들 상따 하냐?",Positive (71%),"오늘, 단일가, 무조건",False
KOSPI,45226K,한화갤러리아우,9100,0.90%,7760,0.90%,+17.27%,64,끝은 모르겠으나... / 거래상투 입니다 튀어[1] / 괴리율50퍼차이나느데 왜 단일가 풀렷는지 아시... / 연속상한가는 역시 우선주...............,Negative (53%),"이상, 상승했어요, 상한가",False
KOSDAQ,0013V0,삼진식품,18130,0.19%,17280,0.12%,+16.82%,126,오늘 상한가 간다..월요일에 점상보네고... / 제2의 삼양라면  초대박 / 시총 연매출천억원 1년이면 시총 따블 ...[1] / 어묵시즌아니냐[2],Positive (66%),"시총, ㅋㅋㅋㅋ, 이상",False
KOSDAQ,030530,원익홀딩스,40150,3.46%,35100,3.07%,+11.22%,185,신고가뚫을 / 결국은 / 익절하고 갑니다 / 다시간다 앞으로 3짜는 없다,Positive (61%),"오늘, 상한가, 그냥",False
KOSPI,014280,금강공업,7340,2.58%,6830,2.47%,+9.72%,47,오늘 무조건 상친다[1] / 삼미금속 코넥스 상갔네요[2] / 희망주고 내려치는 무빙이네 ㅌㅌ / 오늘 금강 힘좋네요,Positive (71%),"우선주, 윗꼬리, 오늘",False
