시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0098T0,교보19호스팩,4595,,1999,,+129.75%,88,역시 스펙은 교보지 / 어후 정말로 / 상승할 여력 충분하니 아직 팔지 마시...[1],Positive (70%),"이상, 상승했어요, 우와",False
KOSDAQ,464490,쿼드메디슨,21750,,15000,,+45.00%,382,이러다가 100프로 상승으로 거의 끝나던데 / 키움스팩이나 교보스팩으로 가서 매매하세요[1] / 이제 시작인가요?,Negative (58%),"비만치료제, 오늘, 5만원",False
KOSDAQ,466690,키움히어로제1호스팩,2725,,2000,,+36.25%,184,★차트 / 키움걍 / 교보랑 100%  차이나네,Positive (59%),"교보, 키움, 어제",False
KOSDAQ,0009K0,에임드바이오,57100,0.99%,46600,0.85%,+22.27%,166,"기존세력들이나갈려고 / 오늘 상한가  충분히  가능 / 기타법인은 오늘도 매도를 많이 하는데, 도대...[1]",Positive (75%),"오늘, 이상, ...",False
KOSDAQ,101000,KS인더스트리,852,1.33%,717,1.30%,+18.66%,9,"경영권 분쟁 터졌다[2] / 이엘엠시스템, KS인더스트리 증권 취득 목적 ... / 소량 익절",Positive (100%),"이상, 상승했어요, 경영권",False
KOSDAQ,290690,소룩스,5440,1.36%,4620,1.26%,+16.49%,152,개미가 프매를 이겨버리네 ㅋㅋㅋ / 기회는??? / 역쒸는,Positive (80%),"합병, 상한가, 이상",False
KOSDAQ,209640,와이제이링크,4015,3.81%,3340,3.81%,+12.78%,41,드디어 간다[1] / ☆ 기업 가치 재평가 ! / 한없이파네,Positive (100%),"스페이스x, 이상, 상승했어요",False
KOSPI,128820,대성산업,8630,0.85%,5940,1.01%,+11.79%,190,"재개발 취소냐??? / 증시도장 / 김신한 이사, 대성산업 주식 19만7962...",Positive (83%),"이거, 상한가, ...",True
KOSPI,272210,한화시스템,53000,7.78%,47500,7.81%,+10.30%,129,"공매세력은 우리보다 정보력 빠르다 / 징징거리는 애들 봐라 / 한화시스템, 발표됐는데 참고하세요.[1]",Positive (93%),"오스탈, 공매, 이제",False
KOSDAQ,056080,유진로봇,16120,16.05%,13660,15.14%,+8.63%,100,"아까말해줬던게이건데[1] / 유진로봇, 발표됐는데 참고하세요.[1] / 종쳐라 오늘은",Negative (60%),"상한가, 이제, ㅇㅇ",False
KOSPI,002780,진흥기업,726,1.13%,661,1.13%,+7.88%,15,탈출했다....감사 ㅠ 당분간 하락[2] / 아직 추세전환할라면 멀었다[1] / 주택공급 확대는 대세,Positive (66%),"이상, 상승했어요, 탈출했다....감사",False
KOSDAQ,003380,하림지주,12290,8.72%,8870,9.00%,+6.59%,244,ㅡ.ㅡ 두번 말 안할께 끝났어 거지들아 / 오늘 하한가 맞은 1인입니다. 와 진짜 인... / 지금 넣으면 이따 상 먹지,Negative (61%),"지금, 하림지주, 오늘",False
KOSPI,097230,HJ중공업,23450,1.57%,22450,1.56%,+6.35%,64,요즘 시장이 좀쉬운게[2] / 아무리 내 것 좀 사달라고 / 이제,Mixed,"오늘, 이제, 오늘은",False
KOSPI,249420,일동제약,43000,7.17%,32500,6.94%,+6.17%,180,LO공시 나오면 잡지도못하고 10만제약[1] / 대단해 ㅎ / 일단은,Positive (73%),"일동, 5년차다, 매수",True
KOSPI,067830,세이브존I&C,3280,9.39%,2605,9.41%,+5.81%,25,PBR 0.2다[1] / 공매세력은 우리보다 정보력 빠르다 / 정,Positive (100%),"이상, 상승했어요, 경방",False
KOSDAQ,424870,이뮨온시아,14950,3.97%,11580,1.96%,+5.65%,117,틀렸어~ / 챗GPT에 이뮨의 기업가치를 물러보면 / 와ᆢ옛날엔 개잡주취급당하더니만,Positive (63%),"오늘, 이거, 아직",False
KOSDAQ,038500,삼표시멘트,4370,1.63%,3190,2.03%,+5.43%,133,정원오 관련주? / 갑자기 왜 다파노? / 에이 찬티,Negative (62%),"정원오, 삼표, 상한가",False
KOSDAQ,271830,팸텍,2265,0.96%,2175,1.02%,+5.35%,12,팸텍》》》자동화 시스템 >>제작 AI자동화시스템의... / 유투브 주식 고수들 엄청 추천한다 다음주 상한가[1] / 하방 크게 열렸다 오늘은 갈 자리가 아니야,Positive (100%),"이상, 상승했어요, 다음주",False
KOSDAQ,255220,SG,2675,2.94%,2555,2.87%,+5.11%,52,10344주 2670원 추매 / 급등스멜러다. Lv2 / 재건주 전진 로봇건설 로 갈아탐,Positive (100%),"오늘, 이상, 간다",False
KOSPI,006340,대원전선,3700,4.43%,3540,4.61%,+4.67%,22,"만공교,알흠다운 별89. 제주 흑돈 / 주주친악 / 만공교,알흠다운 별90. 제주 흑돈",Positive (100%),"만공교,알흠다운, 제주, 흑돈",False
KOSPI,006800,미래에셋증권,22250,10.90%,21400,10.89%,+3.97%,22,정배열 축하 !!! / 또 또... / 골든 크로스 !!!,Positive (66%),"!!!, 코스피, 정배열",False
KOSPI,092200,디아이씨,11730,2.64%,10900,2.49%,+3.71%,29,슬슬  슬슬  매도후  이사준비 더가도.. / 오늘 금요일이자녀 / 혹시 속아서 또 샀니?ㅋㅋ[3],Negative (66%),"..., 로봇, 오늘",False
KOSPI,014280,금강공업,7060,2.07%,6690,1.70%,+3.07%,41,"7,980 8,470 / 8000  넘기전엔 오르기 힘들겠네 / 야금야금 빼네.",Positive (83%),"이야, 자회사, 상장",False
KOSPI,034020,두산에너빌리티,79200,22.67%,76800,22.64%,+2.46%,78,털린 흑우들은 빨리 허겁지겁 다시 사라 ㅋㅋㅋ / 비에이치아이. 12프로 오를 때 / 오늘 종가는 상한가,Negative (100%),"오늘, ㅋㅋㅋ, 투경",False
KOSPI,009070,KCTC,6590,3.93%,5400,4.35%,+1.85%,35,땅부자+쿠팡 반사효과+북극항로[1] / 대성 버리고 여기로 온 내가 레전드[1] / 미안하다  내가 사서 떨어지는거다,Positive (83%),"어제, 내가, 이상",False
KOSDAQ,090710,휴림로봇,5670,2.36%,5690,2.85%,+1.61%,38,"이건 가망없어 / 물타는 개미, 새로운 개미로 개미 갈이하는중 ㅋ... / 아~따",Negative (66%),"개잡주, 물타는, 개미,",False
KOSPI,013360,일성건설,2625,65.02%,2245,64.68%,+1.35%,11,결국 건설주만 살아남으려나??[1] / 눈아프다~[1] / 주포에게,Positive (100%),"사팔사팔, 이왕갈꺼, 눈아프다~[1]",False
KOSPI,005930,삼성전자,108600,52.26%,108000,52.21%,+1.21%,203,실적대박 / ■◇  코스피  4200- 되가는데도... / ls증권,Positive (69%),"..., 삼성전자, 통일교",False
KOSDAQ,225190,LK삼양,1224,1.56%,1182,0.93%,+1.16%,7,----증권거래소 --- 긴급 조치 / 장전에 20일선 아래 7%매도 탈출 하... / 익절합니다,Mixed,"대표이사, 짤렸다고, 주가",False
KOSPI,001360,삼성제약,1939,2.59%,1755,2.35%,+0.99%,24,"누가, 왜?[1] / 어라???  팔고 재매수 하려니깐 이거 그냥 ... / 후퇴",Positive (66%),"물량, 주린이들은, ㅎㅎ",False
KOSPI,001520,동양,833,1.64%,834,1.48%,-0.36%,6,동양도 부동산 많은 자산주 아닌가???[1] / 공격적인 매집하다가 힘드니 깔아두고 거래 멈추... / 동양은 안티하나씩 해놔야지,Negative (100%),"주포야, 700원까지, 빼고",False
KOSDAQ,389680,유디엠텍,605,2.07%,470,2.13%,-0.98%,7,"6천원 짜리 주식이라고 보면... / 상 친 다음날 테마가 로봇,자동화라니 / 함몰유두엠텍",Positive (100%),"이상, 상승했어요, 나갈",False
KOSPI,004060,SG세계물산,360,2.09%,329,1.81%,-1.37%,10,10만주면 3% 상승 / 안녕하세요 매수 대기자 입니다. / 오늘은 금요일 개조떼는날,Positive (100%),"지금, 주가는, 대선",False
KOSDAQ,017000,신원종합개발,3775,3.58%,2950,2.67%,-1.56%,38,긍정적인 이유 / 행님들 좀 도와주세요 / 역쉬,Positive (75%),"이상, 상승했어요, 상한가",False
KOSPI,007460,에이프로젠,802,8.12%,910,8.84%,-2.31%,35,에이프로젠 확ㅡ정(자 료有) 👈 / 역시 가~ㅣ 쓰 / 속찍하게 삼성바이오랑 아님 글로벌 빅파마 수주 ...,Negative (66%),"글로벌, 역시, 에이프로젠,",False
KOSDAQ,006730,서부T&D,12950,15.92%,11610,16.62%,-7.96%,114,"[AI 요약] 서부T&D, 회사소개 및 회사동향... / 프매물량 53만주 남았다 / 13000",Negative (52%),"다시, 물량, 서부T&D,",False
KOSPI,007660,이수페타시스,136100,31.72%,147900,33.19%,-8.16%,123,이거 말아올리면 인정.. / 소나기를 맞을 필요는 없다.. / 60일선 기다리자,Negative (70%),"어제, ..., 기관",False
KOSDAQ,049630,재영솔루텍,2910,8.21%,2885,7.45%,-10.87%,99,악재 있는거 아니고서야 이걸 이렇게까지 뺀... / 재영솔루텍 확ㅡ정(자 료有) 👈[1] / 오늘 털리신분 당분간,Negative (64%),"오늘, 이상, 재영솔루텍",False
KOSDAQ,288330,파라택시스코리아,959,38.75%,852,38.79%,-13.37%,38,어제는 찬티 / 얼마나 더. 내리려나????? / 완전히,Mixed,"이상, 하한가, 매수",False
KOSPI,009420,한올바이오파마,43950,3.07%,50100,3.04%,-14.66%,281,웅아~~괜찮냐? / 걍 나와야겠다 / 바이오도 인기 종목에 투자해야되 그건 아직 한...,Positive (52%),"회사, 한올, 오늘",False
