시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,389030,지니너스,3240,4.01%,2475,3.24%,+15.30%,21,삼성과 계약한 지니너스 / 종가[1] / 필독하고 갑시다,Positive (100%),"이상, 상승했어요, 지니너스",False
KOSDAQ,048770,TPC,2640,2.62%,2280,2.53%,+14.53%,13,2900원에 물린  분 계삼?[3] / 서진오토모티브 서울터미널 서초동 사옥보유+휴머... / AI 휴먼노이드로봇(인간형로봇) 제작 땅부자 ...,Positive (83%),"이상, 상승했어요, AI",False
KOSDAQ,060370,LS마린솔루션,33650,2.61%,30000,3.31%,+14.46%,52,와 힘이 남아도네요.[1] / 내년 봄 4.5~ 5만냥 까진 갈듯...^^[3] / 티엑스알로보틱스로 넘어와라,Positive (70%),"이상, 집산다, 신용미수전재산몰빵",False
KOSDAQ,228670,레이,6750,5.63%,5790,5.96%,+14.41%,16,세계 1위 치과용 헬스케어 유통사와 맞손 / 김정수 사부님이 추천하길래[1] / 지난 3년 간 실적은 내리막인데...  누가 약...[1],Positive (100%),"이상, 상승했어요, 레이",False
KOSPI,128820,대성산업,8830,0.85%,5940,1.01%,+14.38%,400,하림 대성 누기먼저길까? / 빠져나갈 기회를 주네여~ㅋㅋㅋ / 대성산업 추세 확정;,Mixed,"..., 오늘, 이제",True
KOSDAQ,484810,티엑스알로보틱스,17170,1.68%,15130,1.56%,+13.41%,32,마지막 기회.... / 으흣...추락한다. / 잘먹고간다,Positive (100%),"이상, 상승했어요, 티엑스",False
KOSDAQ,488900,비츠로넥스텍,10390,1.07%,9070,0.57%,+12.81%,95,지옥문... / 원래 개미들은 지루한종목은 쳐다보지 않지 ... / ㅋㅋㅋ 다시 만원 밑으로 ㅋㅋㅋㅋ,Positive (70%),"이상, 상승했어요, 스페이스",False
KOSPI,013700,까뮤이앤씨,1303,0.87%,1120,0.87%,+12.42%,9,"고터 재개발[1] / 흔들리지 마시고,,, 꽉 잡으세요.[2] / 20% 이상 상승했어요 🎉",Positive (100%),"이상, 상승했어요, 흔들리지",False
KOSDAQ,460940,피앤에스로보틱스,13590,1.59%,11510,1.14%,+12.22%,116,작세야 / 잘가라 / 분리수거도 안되는,Positive (80%),"로봇, 상한가, 이상",False
KOSDAQ,046120,오르비텍,4515,3.71%,4015,3.02%,+12.17%,27,저렴할때 매수후 묻어둬라[1] / 여러분 / 웬일이냐!!!!,Positive (75%),"오르고, 상의하의, 이상",False
KOSDAQ,123010,아이윈플러스,1383,0.00%,1143,0.00%,+11.53%,11,야 ㅋㅋㅋ이걸 망설이는 애들이 있네 / 아주 그림이 좋다 / 어째 운전이 차분한 게 알싸한 느낌이[1],Positive (80%),"이상, 상승했어요, 20원에서",False
KOSPI,006340,대원전선,3935,4.43%,3540,4.61%,+11.32%,58,와우~[2] / 프로그램이랑 단타칠 외인구함 / 프매가 하늘을 들어올리는구나,Positive (100%),"만공교,알흠다운, 제주, 흑돈",False
KOSDAQ,0015S0,페스카로,24700,0.06%,27100,0.06%,+10.76%,89,"24,000원대에 추가물량 매집 좀 했네.[2] / 하  25000원에 팔아드셨네[1] / ",Positive (100%),"오늘, 매집, 되어",False
KOSDAQ,466690,키움히어로제1호스팩,2215,,2000,,+10.75%,307,교보는 떨어져도 100%인디 / 또 누굴 잡아죽일라고 / 주술회전이냐,Positive (62%),"키움, 교보, 진짜",False
KOSDAQ,319400,현대무벡스,11360,0.59%,10610,0.56%,+10.51%,118,흔들리는 분들께 / 전고 돌파는 봐야지 ㅋㅋ 왜팔어 ㅋㅋ / 끝이네 ㅋㅋ[1],Positive (69%),"오늘, 매수, ㅋㅋ",False
KOSDAQ,122690,서진오토모티브,2135,1.27%,1910,1.22%,+10.34%,38,서울고속 버스터미널 서초구 땅 건물보유에 로봇...[1] / 광고하더만[1] / 서진오토모티브가 만들 휴먼로이드 만드는중 여기...,Positive (100%),"로봇, 휴먼노이드, 서진오토모티브가",False
KOSDAQ,003380,하림지주,12660,8.72%,8870,9.00%,+9.80%,400,잘못탔네[1] / 삼표는 상갔는디 / 시세 끝인가요 ㅋ[1],Negative (58%),"하림지주, 오늘, 다시",False
KOSPI,067830,세이브존I&C,3395,9.39%,2605,9.41%,+9.52%,35,비비안 용산발딩 시총290억pbr 0.22 연... / 자산가치 엄청나던데... / VI,Positive (100%),"이상, 상승했어요, 경방",False
KOSDAQ,209640,와이제이링크,3895,3.81%,3340,3.81%,+9.41%,73,아무리올랐어도[1] / 분봉지리네 / 프매야 더 눌러봐,Positive (69%),"스페이스x, 이상, 상승했어요",False
KOSDAQ,056080,유진로봇,16200,16.05%,13660,15.14%,+9.16%,172,띄우는게 실력이네ㅡ클로봇 사상최고가 / 역시 개버릇 안변하네[2] / 뒤늦게 아쉬워하지 마세요.,Negative (53%),"역시, 상한가, 클로봇",False
KOSDAQ,299170,더블유에스아이,2640,2.27%,2320,2.17%,+8.64%,38,정신처나가지않는이상 이걸 쎄게안빠진다고 ...[8] / 이종목은 1년동안 일간 상승률 10프로가... / 평단 2633인데 2615 이탈하면 손절...,Positive (71%),"오늘, 1년, 내내",False
KOSDAQ,471820,셀로맥스사이언스,5820,0.93%,5500,0.75%,+8.18%,49,마지막 물타기 ■■■■■■ / 매수 깔림 그냥 던지 잖어  망한겨 / 상장하고 단한번도 상한가 못갔네[1],Positive (81%),"이상, 상승했어요, Win.",False
KOSDAQ,205100,엑셈,2125,6.75%,1952,6.79%,+8.14%,16,어디까지 갈려나? 한번쯤 쏴주지[1] / 투신은 기관중 가장 단타 / 어제까지가 마지막 개미핧기 였기를....1...[2],Positive (100%),"어제, 물량, 배..",False
KOSDAQ,003310,대주산업,1668,6.32%,1529,6.26%,+8.10%,24,순식간에 보합간다[2] / 주주필도 - 정원오  지지율급등 / 혈족주 맞냐고 왜 반대만 눌러[1],Positive (100%),"1600원매수는, 호규소리듣는다, 1500원해라",False
KOSPI,004960,한신공영,12280,4.11%,10040,3.86%,+7.91%,57,주식은...항상~~~[2] / 좀비들이 모려온다... / 이회사!~[2],Positive (66%),"한신공영, 이거, 삼표시멘트",False
KOSPI,272210,한화시스템,51800,7.78%,47500,7.81%,+7.80%,190,다음주 더 올라갈듯..[1] / 거봐요.. 반나절을 못가잖아요 / 또또 개미꼬시고,Positive (76%),"오스탈, 오늘, 공매",False
KOSPI,002780,진흥기업,721,1.13%,661,1.13%,+7.13%,19,탈출했다....감사 ㅠ 당분간 하락[5] / 본전에 팔았습니다[1] / 개잡주생쑈ㅡ끝,Positive (66%),"이상, 상승했어요, 본전에",False
KOSDAQ,271830,팸텍,2295,0.96%,2175,1.02%,+6.74%,17,다신보지말자 ~~~ 못해먹겠다.[1] / 큰손 다 빠져나간다[2] / 음전 직전,Positive (100%),"다음주, 이상, 상승했어요",False
KOSPI,249420,일동제약,43150,7.17%,32500,6.94%,+6.54%,274,자 오늘도... / 더도말고 덜도말고 딱 5만 만들자 / 개미 씨를 말리고 있네. 엄청 매도하네.,Positive (72%),"일동, 오늘, 💻프로그램",True
KOSDAQ,424870,이뮨온시아,15070,3.97%,11580,1.96%,+6.50%,155,"진심 궁금네  오늘 과연 / 주포 형 빡쳐다  다들 지옥으로, / ㅡㅡㅡ전셀에서  이뮨홍보하신분ㅡㅡ",Positive (72%),"오늘, 이거, 종가",False
KOSPI,009070,KCTC,6890,3.93%,5400,4.35%,+6.49%,65,오늘 끝났네.. / 단주 오질라게 치는거 보니깐 오늘은 절대 안올린... / 와따가따 어지럽내 왜글지[1],Positive (81%),"오늘, 이건, 양재동",False
KOSDAQ,307180,아이엘,3030,1.70%,2800,1.70%,+6.13%,71,뭐가 두려운가 ?[3] / 사장은 목적이 뭐든 / 너도 사명을 바꿔라 아이엘로봇,Positive (63%),"이상, 상승했어요, ㅋㅋㅋ",False
KOSDAQ,006910,보성파워텍,5610,11.39%,5140,10.10%,+6.05%,41,염보성이 뭐하노?[1] / 지금 더 분발을 해야 함[1] / 프로그램 조금씩 빠진다,Negative (66%),"매도, 프로그램, 조금씩",False
KOSDAQ,018000,유니슨,1269,4.22%,1181,4.11%,+6.02%,18,어어어어 / 여지것 잔거야?  다들 뛰는데 / 아니 정부에서 풍력 엄청 투자하고 육성한다는데[1],Positive (100%),"아니, 정부에서, 풍력",False
KOSDAQ,476060,온코닉테라퓨틱스,19080,2.07%,16370,1.93%,+6.00%,77,저리 손절할것을[1] / 이까지가 한계네 / 외인투신 많이샀네,Negative (61%),"프로그램, 개미들, 매도",False
KOSPI,097230,HJ중공업,23350,1.57%,22450,1.56%,+5.90%,96,HJ중공업 일단 다팔았다[1] / 마스가 프로젝트 숨은 진주다[1] / 다음주  예상 되는  시나리오,Positive (57%),"오늘, 다음주, 오늘은",False
KOSDAQ,396270,넥스트칩,4350,1.56%,3505,1.81%,+5.84%,16,자꾸 위꼬리가 달리네[1] / 오늘 상안가나요[2] / 눈치보는마녀  경험담_초보교육자료,Positive (100%),"이상, 상승했어요, 여기",False
KOSPI,047810,한국항공우주,116000,32.33%,109100,32.17%,+5.84%,166,항공기 생산캐파 / 오늘의 공매 현황 / 창과 방패의 싸움이구나,Positive (60%),"오늘, 다시, 할배다",False
KOSDAQ,314130,지놈앤컴퍼니,5520,2.33%,4740,1.99%,+5.75%,14,2만원도 싸다니깐!! 좀 말좀 들어라[6] / !!현재 2차 저항선! ![4] / 기다리는 자에게 복이 있나니.[2],Positive (80%),"이상, 상승했어요, 안녕~[2]",False
KOSPI,105840,우진,21400,14.71%,18240,12.64%,+5.68%,24,하방은 설마[1] / 오늘 많이 샀는데. .. / 뚫고가겠다,Mixed,"오늘, 오늘은, 다시",True
KOSPI,100090,SK오션플랜트,19740,7.15%,18660,7.32%,+5.62%,23,Make America Shipbuilding...[1] / 기회줄때 나가.  또 흐른다. / 200일선 안착,Positive (100%),"오늘, 매각, 200일선",False
KOSDAQ,032680,소프트센,311,21.23%,293,21.20%,+5.42%,9,로봇테마 유일한 동전주임[2] / 외인회사 되겠네ㅎ[1] / 315 익저르,Positive (100%),"외인회사, 되겠네ㅎ[1], 로봇테마",False
KOSPI,092200,디아이씨,11920,2.64%,10900,2.49%,+5.39%,48,맨날 12시만 넘으면 빠지는구나[2] / 테리안[1] / 클로봇 고작17억짜리 계약으로 날라가네,Negative (62%),"..., 매도, 탈출",False
KOSDAQ,027360,아주IB투자,2370,1.19%,2200,1.27%,+5.33%,20,어~우 겨우 팔렸네[2] / 살짝 반등하는가싶더니..[1] / 스페이스x 상장[1],Positive (100%),"이상, 상승했어요, 내년까지",False
KOSDAQ,255220,SG,2675,2.94%,2555,2.87%,+5.11%,93,쭉  쭉 빵빵 내려 가즈아  ㅋㅋ / 오늘 종가 2600건 / 당신이 대장 하시오,Positive (73%),"오늘, 고점, 이상",False
KOSDAQ,397030,에이프릴바이오,44400,2.03%,40800,1.89%,+5.09%,31,여기 주주는 대단한 분들이네[3] / 어때? 이래도 단타가 답이 아니야?[3] / 나성현인님은 이 종목 단타로 수십억을 버신분이다[1],Positive (100%),"오늘도, 에이프릴바이오, 이상",False
KOSDAQ,223250,드림씨아이에스,5950,51.75%,5070,51.28%,+4.75%,8,목표치[1] / 외계인들지분이 너무 많다 좋은건가 ㅎㅎㅎㅎ[2] / 오가노이드 테마,Mixed,"못가는데!!!![2], 외국계, 지분51프로",False
KOSPI,103590,일진전기,59400,14.52%,54700,14.61%,+4.58%,16,산일 전기 만큼 못 오르는 게 이상[1] / 대황전기 / 흐름,Positive (100%),"아픈손가락, 전체시황, (데자뷰가",False
KOSPI,014280,금강공업,7160,2.07%,6690,1.70%,+4.53%,61,못가게 누르는 기술.. 경이롭다 / 조금씩 / 오늘,Positive (83%),"오~~~, ..., 오늘은",False
KOSPI,000720,현대건설,76900,20.13%,71800,20.09%,+4.48%,30,이거 오늘 상한가!!!! / 이건 4년짜리 적금이네 / 이제부터 패대기치나?[1],Positive (83%),"오늘, 오늘이, 가장",False
KOSDAQ,217730,강스템바이오텍,1702,3.66%,1600,3.58%,+4.48%,30,어해관왈[1] / 강력매도 / 올라도 타령인가---ㅠ,Negative (83%),"goos****는, 감나!무모!지리, 강력매도",False
KOSPI,064400,LG씨엔에스,68200,5.63%,64500,6.58%,+4.28%,126,120일선 못뚫쥬 / 찔끔놔두고 정리~ / 120 안착이 안되네요. 정리각인듯요,Positive (71%),"형들, 머선, 오늘",False
KOSDAQ,090710,휴림로봇,5810,2.36%,5690,2.85%,+4.12%,73,먼 악성매물이 저리많아 / 5뷴봉이  쌍봉으로  무너지네~~~ / 좀가게[1],Positive (66%),"야는, 로봇, 주식",False
KOSDAQ,125490,한라캐스트,17910,3.77%,17930,3.82%,+4.07%,87,오셨다~~~!!!!!!! / 글렀네[1] / 주포님께..비나이다..비나이다..,Positive (66%),"오늘, 그럼그렇지, 주포",False
KOSPI,001440,대한전선,23100,9.97%,22500,10.03%,+3.59%,53,"지금부터 슬슬 꼬라박을 시간, / 개잡전선이 못가는 이유 거대한 똥덩어리 호반이... / 쑈 하지말고",Positive (100%),"대원전선, 지금부터, LS",False
KOSPI,025820,이구산업,5170,3.66%,4980,3.58%,+3.40%,7,"5300 벽좀 치워봐봐요[2] / 이  좋은    소식에    5,500원도  ... / 추접스럽다",Positive (100%),"추접스럽다, 잘먹구간다, 좋은",False
KOSDAQ,082850,우리바이오,2110,3.10%,2030,2.95%,+3.18%,22,설겆이 또 당함...[4] / 잘먹고 갑니다~~[1] / 시퍼런음봉,Positive (80%),"이상, 상승했어요, 시퍼런음봉",False
KOSDAQ,264850,이랜시스,6560,5.19%,5860,3.53%,+2.98%,15,개미들 모니터링 보고 털어가는 조작[1] / 너무 실적 좋고 배당까지 나오는 실적주라.. / 찐 로봇 이랜시스😍,Positive (83%),"사명, 바꾸면, 바로1000프로",False
KOSDAQ,043260,성호전자,5380,1.89%,6250,2.14%,+2.87%,42,우리 리딩방장왈 6200간다[1] / 우리의 쎄한승호즌자 / 여기서 물리면 자살 많이 하겠다 ㅋㅋㅋ...,Positive (60%),"여기서, ㅋㅋㅋㅋ, 탈출",False
KOSPI,003720,삼영,6940,5.37%,7070,4.73%,+2.81%,12,좀[1] / 오늘들어왔는데[1] / 짜고치는 고스톱 아주 쉬워요 요놈 주가 들어따...[1],Positive (100%),"오늘들어왔는데[1], 외인차익실현......, 짜고치는",False
KOSPI,006800,미래에셋증권,22000,10.90%,21400,10.89%,+2.80%,38,아무리 스페이스x라고해도 / 음봉이라 했제? 팔라고 했제?[1] / 25000원 언제 갈래? 현주야  일좀해라....[1],Positive (66%),"!!!, 오늘, ~~~",False
KOSPI,009200,무림페이퍼,2060,2.19%,1993,2.07%,+2.74%,12,사기꾼 리스트 주의 / 서울사옥 팔고 진주가자 / 가치투자 이분,Positive (100%),"주식, 동호회, 놀러왔다갔나봄",False
KOSPI,034020,두산에너빌리티,79400,22.67%,76800,22.64%,+2.72%,220,배째라 / 경고 / 개잡주아직도이러고있네,Negative (52%),"오늘, SMR, 두빌",False
KOSPI,042670,HD현대인프라코어,16820,17.67%,15700,17.07%,+2.37%,13,누구냐? / 종전이네 크리스마스전에 종전이네 / 금요일인데 차트가[1],Positive (100%),"종전이네, 이제, 젤렌이가",False
KOSDAQ,225190,LK삼양,1238,1.56%,1182,0.93%,+2.31%,9,----증권거래소 --- 긴급 조치 / 대표이사 짤렸다고 주가 폭등하는 회사....[1] / 상패 되기전에,Negative (66%),"전부, 손절하고, 떠납니다",False
KOSPI,047040,대우건설,3810,10.71%,3625,10.68%,+2.28%,12,공매놈들 대차상환할려고 주가조작질하네 / 미친 개사조 / 도대체 중흥이란 악재가 얼마나 대단하길래,Negative (100%),"개미들탑승, 3200원, Cgv대우",False
KOSDAQ,365330,에스와이스틸텍,3535,2.21%,3345,1.65%,+2.02%,19,주말 악재 무조건 나옵니다[3] / 잡주에 있지말고 애쓰지 와라 지금봐라 재건의 ...[2] / 혹시나 재건 대장주?[1],Negative (66%),"종전, 주말에, 협상",False
KOSDAQ,052420,오성첨단소재,1578,5.68%,1519,5.52%,+1.94%,14,9.3일 신한 오전장 수익실현하고 / 잘먹고 갑니다~~ / 좋아~,Positive (100%),"빙다리, 합바지, 합병",False
KOSPI,015760,한국전력,49600,22.82%,49800,22.74%,+1.64%,35,국장~ / 믿음 / ■또 낚였냐?ㅡ무너진 추세는 되돌리기 어렵다...,Neutral,"걱정하지, 말고, 지긋하게",False
KOSDAQ,064260,다날,7310,7.81%,7160,5.06%,+1.53%,56,"2026년[1] / 내가..[1] / 미국 sec 국채,채권의 토큰화 승인!",Positive (62%),"미국, 다날은, ..",False
KOSDAQ,298830,슈어소프트테크,7120,1.75%,6200,1.01%,+1.14%,43,단기 고점신호~포착[2] / 여긴 보초병 세워두고 / 여기서 뭐해~~~~3,Mixed,"오~~~, 단타, 리딩방",False
KOSDAQ,030530,원익홀딩스,30325,2.44%,30750,3.08%,+1.08%,45,로봇대장 원홀이가 못가는 이유는 / 클로봇 부럽다 --원익은 좀 배워라! / 지침,Positive (100%),"클로봇, 이거, 3만원위는",False
KOSPI,010140,삼성중공업,26050,30.58%,26250,30.55%,+0.97%,40,"Hj가  삼중  추월  다음주5만간다 삼중이구... / 삼중아,뚜껍아 / 오늘 3%는 오를 듯",Negative (66%),"오늘, 빨리, 대차",False
KOSPI,005935,삼성전자우,82000,77.11%,81000,77.01%,+0.74%,14,거봐  기관이  그동안 쓸어담았잔아  개인은 ... / 11년전인가 2014년 닉스와 삼성본주 비슷 / 궁금하면,Negative (100%),"삼성의, 모습은, 180000이상",False
KOSDAQ,365590,하이딥,546,4.99%,466,4.91%,+0.74%,6,"정원오 경주정씨 종친주, 정은섭 대주산업 회장 / 오늘 인베니아 감자 / 고대표 정원오와 아무사이 아닌데.",Neutral,"엮을건, 싸그리, 엮는구나",False
KOSDAQ,032820,우리기술,3990,4.92%,3895,6.06%,+0.63%,43,투신이 내다 팔고있는걸까 / 체코방문단 우리기술 방문하는 거 맞냐? / Gae byung sㅣㄴ이 이젠아예대놓로,Negative (80%),"신한, 풀~, 공매도",False
KOSPI,204320,HL만도,52500,23.79%,55000,23.15%,+0.57%,71,다들 식사 하셨죠^^ / 바보 멍텅구리 같네 / 골이깁어야  멀리간다,Positive (53%),"만도, 개잡주를, 나오면",False
KOSDAQ,220260,켐트로스,6130,0.75%,6200,0.77%,+0.49%,13,내가 말했잖아[2] / 왐마  그래피좌 / 14만주,Positive (100%),"14만주, 김승현이냐?, 운전꼬라지",False
KOSDAQ,900270,헝셩그룹,204,25.00%,208,25.02%,+0.49%,16,다른넘들 병합한다고 했을때[1] / 장기적으로[1] / 뉴스떳나? 중국주 빨간불전환중 컬러 순식간에 vi...,Negative (66%),"로스웰, 허매도, 한놈이",False
KOSPI,005930,삼성전자,107800,52.26%,108000,52.21%,+0.47%,367,삼성가 이건희 상속세 재원마련 삼성전자 지... / 일론머스크 / 오늘,Positive (58%),"..., 삼성전자, 오늘",False
KOSDAQ,067310,하나마이크론,24600,14.70%,25250,14.89%,+0.41%,33,주포 잔인하다 잔인해[1] / 아직도  못 깨우 쳤냐. / 일목에서 구름이 바뀌었네 ~~,Mixed,"지금이, 2023년, 12월",False
KOSDAQ,099440,스맥,6860,6.13%,7180,5.92%,+0.29%,110,현 경영진 자사주 매입 찝찝한 이유 / 섭아... 사과해라 / 이거[1],Positive (54%),"투경, 물량, 다시",False
KOSPI,000660,SK하이닉스,566000,53.38%,587000,53.41%,+0.18%,400,닉스 왜이래 힘내라 / r그냥포기햐라 / 삼전으로 오래도,Negative (54%),"투경, 오늘, 어제",False
KOSPI,028670,팬오션,4055,14.01%,3995,14.00%,+0.12%,23,주린이들의 착각 ㅋㅋ[3] / 가난하고 못배운 사람일수록[1] / 못되처먹은 인성 망가진사람 많은것같음,Negative (100%),"가난하고, 못배운, 사람일수록[1]",False
KOSPI,001520,동양,836,1.64%,834,1.48%,0.00%,11,오늘은 초반부터 프매로 조지네~ 종가 765원[1] / 삼표시멘트....2연상~~^^ / ㅋ...우선주는 허매수 쥑이네~~~,Mixed,"2시16분, 23초, 삼표시멘트....2연상~~^^",False
KOSPI,012610,경인양행,3720,3.09%,3665,3.04%,-0.13%,8,갑니다.언제 터트릴지몰라요.준비해두세요/2/1정...[1] / 진짜상승/증권사 70000주매집들어왓네요[1] / 어제도 이러다 폭등[2],Positive (75%),"크라우웍스, 호재어마하고/전갈아탓어요/지금5370..., 진짜상승/증권사",False
KOSDAQ,0105P0,유진스팩12호,1982,0.00%,1984,,-0.15%,16,우와 개미들 지쳐서 매도하고 다른거 갈아탈...[1] / 기관들 오늘부터 엄청 사모우겠네[1] / ㅋㅋ 교보스팩은 4000원 ㅋㅋ,Negative (100%),"ㅋㅋ, 교보가서, 교보처럼",False
KOSDAQ,042940,상지건설,13520,0.00%,11430,0.00%,-0.22%,61,종가 14100  단상  월부터 3연상 / 안내리네 / 동신이 하락한다는것은 ~ 곧 상지도 따라 내린다...,Negative (62%),"오늘, 했냐, 오늘은",False
KOSDAQ,056090,시지메드텍,1262,5.21%,1325,5.12%,-0.24%,20,사기꾼 강영권 무죄나오니까[1] / 10년를 버틴 형이다. / 프로그램,Positive (100%),"강영권, 제발.., 프로그램",False
KOSDAQ,459550,알트,4230,0.33%,4305,0.56%,-0.35%,32,주식이 이리무서운겨[1] / 주포가 1만원에 CB물량 던지라고 연락함 / 물린 늠들 밖에 없음,Positive (66%),"오늘, 알트, 물린개미들은.",False
KOSPI,005880,대한해운,1895,9.74%,1843,9.65%,-0.42%,8,우와...[1] / 1920원 짜리가 배당금 조봐야 ㅋ / 대한해운,Neutral,"대한해운, 떠나야겠다, 증시",False
KOSDAQ,166480,코아스템켐온,1864,3.09%,1769,2.36%,-0.80%,22,관리종목 점검 필요[4] / 승인날꺼라고 벌써부터난리치는 오픈톡방[2] / 루게릭치료제 북미시장에서 연간 5000억 매출,Neutral,"루게릭치료제, 북미시장에서, 연간",False
KOSPI,004060,SG세계물산,362,2.09%,329,1.81%,-0.82%,16,오늘 거래량 천만주 달성은 어렵겠네...체결... / 삼시 / 가능성이란게있나요,Positive (100%),"가능성이란게있나요, 상한가, 찍은",False
KOSDAQ,900300,오가닉티코스메틱,314,0.00%,318,0.00%,-0.95%,5,쫄보아재[2] / 80[1] / From now on,Positive (100%),"외국인, 매수, 들어오네요.",False
KOSDAQ,347850,디앤디파마텍,87400,9.13%,87300,10.62%,-1.02%,86,털린 호구형 없제ㅋ[1] / 내가 졌다[1] / 당분간 8층 벗어나기 힘들 듯,Positive (90%),"디앤디는, 디앤디, ㅋㅋㅋ",False
KOSDAQ,320000,한울반도체,2055,1.26%,2070,1.18%,-1.20%,11,나 같은 초짜도 상갈줄알고 들어왓는데 ㅋㅋㅋ[1] / 그래.. 어쩔수없구나 어쩔수없어 ㅜㅜ / 쓰레기 손절했다 상갈뉴스인데,Positive (66%),"ㅜㅜ, 프로그램, 그만좀팔아라",False
KOSPI,000230,일동홀딩스,15570,1.95%,13490,2.12%,-1.46%,43,이제쏴라신발 / 여기서  7천들  가시나 ? / 하는짓보니 월요일 10프로 더 뺄거같다.,Positive (60%),"일동제약, 5%, 이상",False
KOSPI,013360,일성건설,2545,65.02%,2245,64.68%,-1.74%,17,일성건설위험해요.저도지금갈아탔어요☆상한가갑니다.... / 외인피디기중 / 버티면 올라감,Positive (100%),"일성건설위험해요.저도지금갈아탔어요☆상한가갑니다...., 버티면, 올라감",False
KOSDAQ,136480,하림,3050,4.36%,2970,4.61%,-1.93%,39,하림은  시세가 안 나올 듯 하군요 / 팍팍 좀 팔아봐라~ / 하림 또 몇개월 폭락할까[1],Negative (60%),"하림, 공매도, 아주",False
KOSDAQ,191410,육일씨엔에쓰,2010,1.19%,1580,1.07%,-1.95%,10,동신건설 동향 20년12월달에 6배 오른거 알... / 자옥이. / 호가창,Positive (75%),"5%, 이상, 정원오",False
KOSDAQ,413630,씨피시스템,4595,1.48%,4370,0.73%,-2.03%,12,고점 / 여기 다 구라쟁이들만 모여서 ㅋㅋ[1] / 프매,Neutral,"느낌상[2], 소설, 씁니다",False
KOSDAQ,098460,고영,26650,19.25%,26950,19.71%,-2.20%,132,계단식 하락인가보네 / 기관 연기금 투신 던지는거봐라ㅋㅋㅋㅋㅋ / 야호,Negative (54%),"이제, 오늘은, ...",False
KOSPI,018880,한온시스템,3605,5.10%,3710,5.15%,-2.30%,23,명예회손의 뜻을 어찌 알겠사옵니까!!![1] / 아직도 얘덜 오르네머네 하면서 / 몬간다 이거,Negative (100%),"유증, 같지도, 아직도",False
KOSDAQ,256840,한국비엔씨,5520,3.53%,5450,2.83%,-2.30%,41,5400원대 ~~ / 완규 지분19프로 / 빨리내려,Mixed,"기다리면, 5,500원, 빨리내려",False
