시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,146060,율촌,1575,1.79%,1154,1.69%,+29.95%,103,다른건모르겟고 시총200억은 진짜 매력적이다[1] / 정원오 대학동문 교수 학연 대장주 율촌 / 하루짜리 상승일뿐[2] / 폴란드에 공장 있는거[3],Positive (90%),"정원오, 이상, 상승했어요",False
KOSDAQ,053700,삼보모터스,6420,0.00%,4020,0.00%,+22.99%,137,이런 회사가 천일고속처럼 가야함...[1] / 2026 라스베가스 ces 참가 확정 / 세력이미리 계산을 하고[1] / 최저시급받던 초미녀(삼보) 10대소녀가 JYP(로...[2],Positive (76%),"상한가, 이상, 상승했어요",False
KOSDAQ,080220,제주반도체,26350,2.51%,21100,3.08%,+17.90%,515,올라가는 애를 왜 팔아요?ㅋㅋ[3] / 1년 11개월만에 수익전환[3] / 오늘 외인 100만주 순매수 미쳤다 ㅋㅋㅋㅋ[1] / 개미들만 다털렸네 내년엔 3만원부터 시작[3],Positive (61%),"오늘, 상한가, 프매",False
KOSDAQ,488900,비츠로넥스텍,19250,1.13%,15280,0.81%,+13.70%,143,나스닥 시간외 급등[1] / ◆우주항공 대장주 / 투주  뜨것다 / ●주포들 우주항공 대장주로 집결,Positive (86%),"오늘, 오늘은, 비츠로넥스텍",False
KOSPI,093240,형지엘리트,1698,2.72%,1152,2.64%,+13.43%,402,"[속보] 李재명 대통령, 국빈 방중시 경제사절...[3] / 물량을 다 흡수해 가네? / 담달 5천 돌파한다[1] / 도망쳐라.,",Positive (58%),"이거, 오늘, ㅋㅋㅋ",False
KOSPI,000390,삼화페인트,7760,11.11%,7450,11.05%,+7.33%,214,"아무튼 / 김씨 VS 윤씨일가 경영권분쟁 활시울은 당겨졌다[3] / 흠..이라믄 담주 상한가🔝급등랠리 각인데.... / 오늘 상 찍고 그 다음은 10,000원 돌파[1]",Positive (51%),"경영권, 오늘, 윤씨",False
KOSDAQ,486990,노타,46300,0.99%,41500,1.28%,+7.05%,574,49500에 안팔고 뭐헀지 나?[5] / 삼성이 인정했으면..가는거지 / 삼성전자가.. 올라가니 / 막판 로켓 안되나?,Positive (52%),"오늘, 노타, 삼성전자",False
KOSDAQ,003310,대주산업,3400,2.21%,2800,1.58%,+5.10%,137,지금 생방송 Mbc  정원호[2] / 3920원이상 투경확정 그아래는 괜춘[1] / 아유 친절들 하셔라 / 놀랬네...3520 안넘으면 상관 없네.,Positive (80%),"정원오, 토꼈네, 먹고",False
KOSDAQ,030530,원익홀딩스,48700,6.18%,40100,4.85%,+1.99%,311,"고맙습니다. 원익홀딩스[2] / 원익홀딩스 2025년을 기분좋게 마감 했습... / 최고 180,000원[1] / 새해에는[1]",Negative (73%),"원익, 매도, 오늘",False
KOSPI,000660,SK하이닉스,651000,53.82%,599000,53.74%,+1.72%,788,하이닉스[1] / 65만 미쳤네[5] / 자 다음주부턴 / 축 5억 빚투 공무원[3],Negative (61%),"하이닉스, 오늘, ...",False
