시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,006805,미래에셋증권우,15260,12.95%,11580,12.88%,+29.98%,190,보수적으로 지분가치 10조임 ㅋㅋㅋ / 진짜 텐버거는 이놈이 되지 않을까?[1] / 땅도 9연상 / 미래벤처투자는 고작 40억 투자 = 미래증권...,Positive (60%),"내일, 제2의, 한화갤러리아우",False
KOSPI,217590,티엠씨,23650,2.51%,18210,2.34%,+29.95%,163,"부대장 한국정밀기계도 상한가,,,, / 티엠씨와 한화오션,한화그룹....쳇gpt 내용 / 난 너희처럼.. 주식은 모르지만~♡ / 손절하니 상한가",Positive (80%),"상한가, 상따, 이상",False
KOSDAQ,054540,삼영엠텍,15740,2.06%,13350,1.99%,+15.23%,211,삼영엠텍이 오늘 -실질적인- 조선테마 ...[2] / 삼영엠텍 / 한화오션이 저정도 개폭등이면 / 폭포수네 ㄷㄷ,Positive (57%),"상한가, 오늘, 이상",False
KOSDAQ,950250,테라뷰,10320,0.00%,10060,0.00%,+12.54%,291,"테라뷰가 글로벌 빅파마만 있니...엔비다아, 마이...[3] / 대박뉴스가 떳는데 왜 이러지 / 미FDA 승인, 글로벌 탑티어 제약회사라네 / 와 대단하다[2]",Negative (52%),"이제, 내일, 테라뷰",False
KOSDAQ,003310,대주산업,2750,1.99%,2345,1.83%,+12.24%,243,출마 연기뉴스는 매수포지션[2] / 오늘 3000원 업다운[1] / 차기대통령 / 편안하게 점심먹고 와야겠네,Positive (62%),"거래량, 오늘, 정원오",False
KOSPI,042660,한화오션,122600,9.49%,109500,9.53%,+11.76%,800,트럼프대통령 회견[1] / 13층에 사람있어요~ㅎㅎ[4] / 저는 14만원에 잡아서...ㅠ[3] / 솔직히 오늘이 끝이라고 생각하는 바보는 없을...,Negative (53%),"오늘, 공매, 상한가",False
KOSPI,022100,포스코DX,29650,3.85%,25700,3.82%,+11.05%,248,^ 포스코디엑스는 피지컬AI 로봇으로[2] / 제2의 레인보우로보틱스[1] / 2년전에 1등주  였는데[1] / 지분투자보단 공동개발,Positive (72%),"오늘, ..., 상한가",False
KOSDAQ,090710,휴림로봇,6260,3.02%,5520,2.16%,+7.56%,200,2시경 / 오늘 / 6500원부근 / 말아올리겟누,Positive (68%),"오늘, 외인, 전고",False
KOSPI,097230,HJ중공업,22850,1.30%,21950,1.37%,+5.54%,101,주가 미반영[1] / 2만5천원  안착가자 / 국장에서  철수하세용 !! 폭탄  옵니당[4] / 아이고 참 말로...[1],Positive (57%),"오늘, 슬슬, HJ중공업",False
KOSDAQ,030530,원익홀딩스,35350,2.23%,33050,2.37%,+4.90%,137,삼성도 원익로보틱스 핸드 사용할듯[1] / 주주님들. 원익서서히 가다가  호재뉴스[2] / 코스닥 1위 / 어제와는 다르다 어[1],Positive (72%),"오늘, 이제, 원익홀딩스",False
KOSDAQ,319400,현대무벡스,16870,1.61%,13600,1.00%,+4.59%,319,지금이 제일 싸다 / 레인보우 로보틱스 / 현대로봇이면 50만원은[1] / 무백이 힘개쌔다[1],Negative (54%),"오늘, 오늘은, 오늘도",False
KOSPI,006800,미래에셋증권,24050,10.99%,22700,11.06%,+4.57%,284,벤쳐투자에서 넘어왔어요[2] / space x / 한국경제tv뉴스에  지금나옴[1] / 얘는못가..[1],Negative (60%),"오늘, 상한가, 공매도",False
KOSDAQ,476830,알지노믹스,158000,2.21%,117000,2.63%,+3.88%,662,오늘 대폭락 자리 ____[5] / --- 시초가 갭 하락출발[1] / 전재산 몰빵했는디... / 부러우면 부럽다고 해 ㅋㅋㅋㅋ,Positive (58%),"오늘, 물량, 오늘도",False
KOSPI,272210,한화시스템,58900,8.24%,54300,8.01%,+3.70%,217,"형이 설명해줄게[9] / 한화시스템,스페이스X(SpaceX)와의 협력...[1] / 황금함대+KDDX[2] / 그동안 상상도 못한 일들이 한화시스템에서  ...",Mixed,"미국, 오늘, 지금",False
KOSPI,005930,삼성전자,111700,52.13%,106300,51.98%,+1.09%,800,이재명대통령 만세!만세!만세!![4] / 윤석열은 역대 최악의 대통령.[6] / 무능함의 끝판왕 윤완용[1] / ★ 마이크론: 3일 22% 폭등 신고가: 삼성...[2],Negative (57%),"환율, ..., 삼전",False
KOSDAQ,0097F0,미래에셋비전스팩10호,2015,,1999,,+0.75%,323,어떻게 반등이 한번도 없을수가[3] / 1 / 물리지마세요 내일[1] / 올해의 마지막 스팩,Positive (60%),"어제, 11호, ㅋㅋ",False
KOSPI,010140,삼성중공업,25000,30.50%,25400,30.67%,+0.60%,161,오늘은 한오땜에 빨갱이지만 내일조선주 주가조정... / 경험상 사고 후 더오름 / 쓰레기중에 쓰레기주식 / 이젠 프리장에서도 꼴찌,Negative (62%),"삼중, 한오, 오늘",False
KOSPI,000390,삼화페인트,8220,10.56%,8620,10.71%,-4.42%,183,9300원 위에 물량 테스트 해본겁니다 / 회사의 침묵이 힌트다[1] / 이거  분명[2] / 물량이 잘 안나오니까 올려서 털어보는중,Mixed,"오늘, 단일가, ...",False
KOSPI,452260,한화갤러리아,1513,1.39%,1538,1.52%,-4.90%,142,정리 해준다[1] / 기억해둬라 / 여긴 주식수가 많아서 매집한다음에 올릴수밖에없...[1] / 시총이 최소1조는 가야지,Negative (58%),"우선주, 내일, 오늘",False
KOSDAQ,0013V0,삼진식품,17700,0.12%,19209,,-7.86%,289,어묵공장 1700억 / 동종업종 시총은 보고 사는거쥬? / 니들이 몰라서 그러는데 / 나올 물량 다 나왔다...,Positive (66%),"..., 오뎅, 오늘",False
