시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,950250,테라뷰,12030,0.00%,7530,0.00%,+23.01%,141,"테라뷰, '포춘 500 선정' HBM 공급업체... / 테라뷰, 미국 HBM 공급업체와 다년간 서비스...[1] / 상승할 여력 충분하니 아직 팔지 마시... / 1월 9일 보호예수 풀려요[2]",Positive (72%),"HBM, 테라뷰,, 기사",False,"[{'title': ""테라뷰, '포춘 500 선정' HBM 공급업체..."", 'date': '2026.01.05 08:34', 'views': '69', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409617284&page=7', 'body': '', 'score': 309}, {'title': '상승할 여력 충분하니 아직 팔지 마시...', 'date': '2026.01.05 09:51', 'views': '28', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409627216&page=2', 'body': '', 'score': 238}, {'title': '테라뷰, 미국 HBM 공급업체와 다년간 서비스...[1]', 'date': '2026.01.05 08:30', 'views': '80', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409617004&page=7', 'body': '', 'score': 260}, {'title': '오늘상치면[1]', 'date': '2026.01.05 09:57', 'views': '29', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409628092&page=1', 'body': '', 'score': 179}, {'title': '1월 9일 보호예수 풀려요[2]', 'date': '2026.01.05 09:53', 'views': '78', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=950250&nid=409627517&page=2', 'body': '', 'score': 228}, {'title': '테라뷰, 美 HBM 공급사와 다년간 ...', 'date': '2026.01.05 09:45', 'views': '81', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=950250&nid=409626081&page=2', 'body': '', 'score': 201}, {'title': '이야 바닥에서 뉴스가 빵빵터지네', 'date': '2026.01.05 08:46', 'views': '29', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=950250&nid=409618104&page=7', 'body': '', 'score': 149}, {'title': '벌써 기사 날랐네,  주포 존재 확인', 'date': '2026.01.05 08:40', 'views': '78', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409617670&page=7', 'body': '', 'score': 198}, {'title': '기사도 떳네요 ㅋㅋㅋ[1]', 'date': '2026.01.05 08:32', 'views': '47', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409617123&page=7', 'body': '', 'score': 167}, {'title': '그냥 상한가 치고 빨리 문 닫읍시다', 'date': '2026.01.05 09:56', 'views': '10', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409628029&page=1', 'body': '', 'score': 100}]"
KOSDAQ,036540,SFA반도체,5680,4.29%,4575,4.16%,+16.63%,70,전량매도[5] / 중요한건..[1] / 다른 주식 다 오를 때 / 매수완료,Positive (58%),"했다, 주식, ㅋㅋ",False,"[{'title': '전량매도[5]', 'date': '2026.01.05 09:22', 'views': '323', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=036540&nid=409622390&page=1', 'body': '', 'score': 503}, {'title': '다른 주식 다 오를 때', 'date': '2026.01.05 09:19', 'views': '48', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409621982&page=1', 'body': '', 'score': 228}, {'title': '휘둘리지말고 잘 잡고 계셔요~ㅎㅎㅎ[1]', 'date': '2026.01.05 10:01', 'views': '4', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409628762&page=1', 'body': '', 'score': 154}, {'title': '중요한건..[1]', 'date': '2026.01.05 08:22', 'views': '146', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409616489&page=3', 'body': '', 'score': 266}, {'title': '매수완료', 'date': '2026.01.05 08:19', 'views': '41', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=036540&nid=409616315&page=3', 'body': '', 'score': 161}, {'title': '뭘 고민해 상인디 ㅋㅋ', 'date': '2026.01.05 09:16', 'views': '43', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409621599&page=1', 'body': '', 'score': 133}, {'title': '매집완료', 'date': '2026.01.05 09:15', 'views': '33', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409621548&page=2', 'body': '', 'score': 123}, {'title': '7층 아직 사람 있다', 'date': '2026.01.05 09:08', 'views': '43', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409620729&page=2', 'body': '', 'score': 133}, {'title': '올라가게 좀 도와주소', 'date': '2026.01.05 08:50', 'views': '18', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409618361&page=2', 'body': '', 'score': 108}, {'title': '매각', 'date': '2026.01.05 08:44', 'views': '53', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409617968&page=2', 'body': '', 'score': 143}]"
KOSDAQ,010170,대한광통신,3265,2.56%,2225,0.90%,+16.61%,57,대주주 지분 늘려야 / 올해 10배 올라간다는데 왜 팔지?? 올... / 대광만세[1] / 그냥 놔두면 구정전에,Positive (80%),"이상, 상승했어요, 오늘",False,"[{'title': '대광만세[1]', 'date': '2026.01.05 09:56', 'views': '55', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409628017&page=1', 'body': '', 'score': 355}, {'title': '대주주 지분 늘려야', 'date': '2026.01.05 09:35', 'views': '203', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409624305&page=1', 'body': '', 'score': 503}, {'title': '2차', 'date': '2026.01.05 09:46', 'views': '30', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409626389&page=1', 'body': '', 'score': 300}, {'title': '올해 10배 올라간다는데 왜 팔지?? 올...', 'date': '2026.01.05 09:17', 'views': '101', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409621725&page=2', 'body': '', 'score': 371}, {'title': '그냥 놔두면 구정전에', 'date': '2026.01.05 09:08', 'views': '78', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409620715&page=3', 'body': '', 'score': 348}, {'title': '이제꼬리들어서', 'date': '2026.01.05 09:43', 'views': '46', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409625753&page=1', 'body': '', 'score': 286}, {'title': '상을 치냐 못치냐는[2]', 'date': '2026.01.05 09:55', 'views': '42', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409627750&page=1', 'body': '', 'score': 252}, {'title': '내 평단가 2622원 마지막 매수 2달전~~', 'date': '2026.01.05 09:35', 'views': '73', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409624285&page=1', 'body': '', 'score': 283}, {'title': '대한광통신 52주신고가 나이스', 'date': '2026.01.05 09:23', 'views': '49', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409622524&page=2', 'body': '', 'score': 259}, {'title': '장시작10분안에', 'date': '2026.01.05 08:52', 'views': '51', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409618561&page=3', 'body': '', 'score': 261}]"
KOSDAQ,032940,원익,15310,6.35%,10580,6.55%,+11.35%,86,원익로보틱스 상장시 원익 주가 11만원 / 개수작 부리다가 원홀하고 같이 / 상승할 여력 충분하니 아직 팔지 마시고..^^;... / 원익,Positive (70%),"원익, 시총, (FEEL)5500만",False,"[{'title': '개수작 부리다가 원홀하고 같이', 'date': '2026.01.05 09:52', 'views': '17', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409627385&page=2', 'body': '', 'score': 137}, {'title': '상승할 여력 충분하니 아직 팔지 마시고..^^;...', 'date': '2026.01.05 09:57', 'views': '30', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=032940&nid=409628189&page=1', 'body': '', 'score': 120}, {'title': '(FEEL)사람살려 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ...', 'date': '2026.01.05 09:53', 'views': '17', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409627500&page=1', 'body': '', 'score': 107}, {'title': '원익로보틱스 상장시 원익 주가 11만원', 'date': '2026.01.05 08:24', 'views': '59', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=032940&nid=409616661&page=5', 'body': '', 'score': 149}, {'title': '원익', 'date': '2026.01.05 08:08', 'views': '25', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=032940&nid=409615604&page=5', 'body': '', 'score': 115}, {'title': '3연상은 무리야.욕심을버려.', 'date': '2026.01.05 09:55', 'views': '13', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409627828&page=1', 'body': '', 'score': 73}, {'title': '겸손하게 잘먹고 갑니다', 'date': '2026.01.05 09:52', 'views': '10', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409627311&page=2', 'body': '', 'score': 70}, {'title': '원익홀딩스 지분가치만 1조 주가 4만원 ...', 'date': '2026.01.05 09:48', 'views': '42', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409626628&page=2', 'body': '', 'score': 102}, {'title': '수익실현 하고 구경~🐒', 'date': '2026.01.05 09:42', 'views': '13', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409625701&page=2', 'body': '', 'score': 73}, {'title': '망상하지말고', 'date': '2026.01.05 09:35', 'views': '15', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409624389&page=2', 'body': '', 'score': 75}]"
KOSPI,042700,한미반도체,158900,7.15%,127400,5.98%,+9.97%,216,장시작 vi발동 99.99%[3] / 장전 거래량 아름답다 / 오늘부터 무조건 반도체 3대장만 잡아라[1] / 안티들 배알 꼴려 죽을려고 하네 ㅋㅋㅋㅋㅋㅋㅋ...,Positive (56%),"오늘, ..., 반도체",False,"[{'title': '장전 거래량 아름답다', 'date': '2026.01.05 08:23', 'views': '42', 'likes': '26', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409616567&page=10', 'body': '', 'score': 822}, {'title': '장시작 vi발동 99.99%[3]', 'date': '2026.01.05 08:49', 'views': '204', 'likes': '24', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409618283&page=7', 'body': '', 'score': 924}, {'title': '안티들 배알 꼴려 죽을려고 하네 ㅋㅋㅋㅋㅋㅋㅋ...', 'date': '2026.01.05 08:24', 'views': '45', 'likes': '22', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409616622&page=10', 'body': '', 'score': 705}, {'title': '오늘부터 무조건 반도체 3대장만 잡아라[1]', 'date': '2026.01.05 08:18', 'views': '151', 'likes': '22', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409616283&page=10', 'body': '', 'score': 811}, {'title': '내가 이걸 금요일날 버렸다', 'date': '2026.01.05 08:41', 'views': '53', 'likes': '20', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409617753&page=8', 'body': '', 'score': 653}, {'title': '와', 'date': '2026.01.05 08:37', 'views': '42', 'likes': '19', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409617476&page=9', 'body': '', 'score': 612}, {'title': '20만은 돌파해야 조정자리', 'date': '2026.01.05 08:15', 'views': '30', 'likes': '19', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409616046&page=10', 'body': '', 'score': 600}, {'title': '신한 이 불법창구 ㅅㄱ들', 'date': '2026.01.05 08:48', 'views': '29', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409618230&page=7', 'body': '', 'score': 539}, {'title': '삼사가 손잡고', 'date': '2026.01.05 08:32', 'views': '38', 'likes': '17', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409617174&page=9', 'body': '', 'score': 548}, {'title': '1위만하세요', 'date': '2026.01.05 08:19', 'views': '30', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=042700&nid=409616316&page=10', 'body': '', 'score': 540}]"
KOSPI,034020,두산에너빌리티,82400,22.45%,75300,22.47%,+9.57%,177,오늘 무슨 일이 발생해도 매도 금지다!!![3] / 형이 얘기했지?? 이번주에 삼전 실적발표로 반... / ㅋㅋ공매 잣 돠었군 ~[1] / 두빌이 오늘 9만 뚫자,Negative (65%),"오늘, 오늘은, 매도",False,"[{'title': '두빌이 오늘 9만 뚫자', 'date': '2026.01.05 09:25', 'views': '66', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409622812&page=5', 'body': '', 'score': 516}, {'title': '오늘 무슨 일이 발생해도 매도 금지다!!![3]', 'date': '2026.01.05 09:37', 'views': '137', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409624705&page=4', 'body': '', 'score': 527}, {'title': 'ㅋㅋ공매 잣 돠었군 ~[1]', 'date': '2026.01.05 09:22', 'views': '128', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409622308&page=6', 'body': '', 'score': 518}, {'title': '진짜 두달동안 다른애들 다 오르는데 얘만 안올...', 'date': '2026.01.05 09:19', 'views': '80', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409621990&page=6', 'body': '', 'score': 440}, {'title': '불법 무차입공매도들 급사하길 바란다', 'date': '2026.01.05 09:24', 'views': '39', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409622618&page=5', 'body': '', 'score': 369}, {'title': '형이 얘기했지?? 이번주에 삼전 실적발표로 반...', 'date': '2026.01.05 09:19', 'views': '195', 'likes': '11', 'dislikes': '4', 'link': '/item/board_read.naver?code=034020&nid=409621918&page=6', 'body': '', 'score': 525}, {'title': '결국은 폭발 시작하는구나', 'date': '2026.01.05 09:14', 'views': '92', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409621371&page=6', 'body': '', 'score': 422}, {'title': '오늘 매도하는자는!! 진짜 토트넘 종자다!!', 'date': '2026.01.05 09:44', 'views': '62', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409626012&page=4', 'body': '', 'score': 362}, {'title': '8.2뚫렸어!!!', 'date': '2026.01.05 09:44', 'views': '74', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409626009&page=4', 'body': '', 'score': 374}, {'title': '공매 상환 시작...', 'date': '2026.01.05 09:23', 'views': '97', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409622483&page=6', 'body': '', 'score': 397}]"
KOSPI,012200,계양전기,8570,0.00%,6630,1.99%,+9.17%,93,ces 2026  9일까지 상승 / 외인 지분 0프로...! / 곧 이런 일이.. / 100% 손바뀜으로 연속 상한가 행진 계속된다...,Positive (70%),"계양전기, 줍줍, -30%",False,"[{'title': 'ces 2026  9일까지 상승', 'date': '2026.01.05 08:42', 'views': '47', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409617786&page=5', 'body': '', 'score': 467}, {'title': '외인 지분 0프로...!', 'date': '2026.01.05 08:08', 'views': '46', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409615622&page=5', 'body': '', 'score': 436}, {'title': '곧 이런 일이..', 'date': '2026.01.05 08:39', 'views': '92', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409617599&page=5', 'body': '', 'score': 422}, {'title': '100% 손바뀜으로 연속 상한가 행진 계속된다...', 'date': '2026.01.05 08:13', 'views': '107', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=012200&nid=409615971&page=5', 'body': '', 'score': 407}, {'title': '본주랑 우선주', 'date': '2026.01.05 08:31', 'views': '78', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409617072&page=5', 'body': '', 'score': 348}, {'title': '현대가 손잡은 엑츄에이터 계양전기', 'date': '2026.01.05 08:22', 'views': '44', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=012200&nid=409616520&page=5', 'body': '', 'score': 254}, {'title': '흔들리지 마시고, 꽉 잡으세요.[2]', 'date': '2026.01.05 09:54', 'views': '25', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=012200&nid=409627638&page=1', 'body': '', 'score': 205}, {'title': '아무리 둘러봐라. 이런 주식 없다.', 'date': '2026.01.05 09:26', 'views': '58', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=012200&nid=409622934&page=3', 'body': '', 'score': 238}, {'title': '계양전기 안사면 위계(궤)양 걸려~~~ㅋㅋㅋㅋ...', 'date': '2026.01.05 08:30', 'views': '36', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=012200&nid=409617008&page=5', 'body': '', 'score': 216}, {'title': '찬티만 잇어서 무섭긴하다ㅜㅜ', 'date': '2026.01.05 08:16', 'views': '34', 'likes': '5', 'dislikes': '11', 'link': '/item/board_read.naver?code=012200&nid=409616117&page=5', 'body': '', 'score': 184}]"
KOSDAQ,080220,제주반도체,32500,9.10%,26350,5.61%,+6.04%,137,오늘 제반 개미형님들의 세부류[2] / 다 털었다ㅋ 올라간다 / 위에서 물리면[1] / 26년 시작 이전 제주반도체 잡은사람들...,Positive (53%),"오늘, 제주반도체, 시작",False,"[{'title': '다 털었다ㅋ 올라간다', 'date': '2026.01.05 09:43', 'views': '38', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=080220&nid=409625897&page=2', 'body': '', 'score': 308}, {'title': '26년 시작 이전 제주반도체 잡은사람들...', 'date': '2026.01.05 08:56', 'views': '78', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=080220&nid=409618823&page=5', 'body': '', 'score': 288}, {'title': '외기관 수급보세요~~', 'date': '2026.01.05 08:25', 'views': '58', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=080220&nid=409616737&page=6', 'body': '', 'score': 268}, {'title': '이 매수세 며느리도 못막는다[1]', 'date': '2026.01.05 08:10', 'views': '68', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=080220&nid=409615749&page=7', 'body': '', 'score': 278}, {'title': '오늘 제반 개미형님들의 세부류[2]', 'date': '2026.01.05 09:52', 'views': '154', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=080220&nid=409627394&page=1', 'body': '', 'score': 334}, {'title': '가자 코스피 5000, 제주반도체 5만[1]', 'date': '2026.01.05 09:40', 'views': '80', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=080220&nid=409625243&page=2', 'body': '', 'score': 260}, {'title': '오늘 상한가까지 5천 남았네요', 'date': '2026.01.05 08:44', 'views': '46', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=080220&nid=409617964&page=5', 'body': '', 'score': 226}, {'title': '위에서 물리면[1]', 'date': '2026.01.05 08:36', 'views': '123', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=080220&nid=409617405&page=5', 'body': '', 'score': 303}, {'title': '반도체 대장주', 'date': '2026.01.05 08:20', 'views': '42', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=080220&nid=409616379&page=6', 'body': '', 'score': 222}, {'title': '오늘 상한가 가겠네', 'date': '2026.01.05 08:17', 'views': '32', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=080220&nid=409616161&page=7', 'body': '', 'score': 212}]"
KOSDAQ,049180,셀루메드,849,1.71%,1154,2.04%,+5.07%,50,왜오르는지 모르면 바보[1] / 공시뜨네요 확인하시길 / 거래정지전 마지막 움직임? / 머고,Positive (58%),"이상, 상승했어요, 설거지",False,"[{'title': '왜오르는지 모르면 바보[1]', 'date': '2026.01.05 09:41', 'views': '59', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409625422&page=1', 'body': '', 'score': 209}, {'title': '설거지', 'date': '2026.01.05 09:48', 'views': '28', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=049180&nid=409626667&page=1', 'body': '', 'score': 148}, {'title': '머고', 'date': '2026.01.05 09:42', 'views': '32', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=049180&nid=409625711&page=1', 'body': '', 'score': 152}, {'title': '거래정지전 마지막 움직임?', 'date': '2026.01.05 09:42', 'views': '39', 'likes': '4', 'dislikes': '3', 'link': '/item/board_read.naver?code=049180&nid=409625643&page=1', 'body': '', 'score': 159}, {'title': '300넣은거 160 되뿐네 ㅃ2', 'date': '2026.01.05 09:28', 'views': '31', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=049180&nid=409623325&page=2', 'body': '', 'score': 151}, {'title': '공시뜨네요 확인하시길', 'date': '2026.01.05 09:31', 'views': '80', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409623713&page=2', 'body': '', 'score': 170}, {'title': '여기가 바닥입니다', 'date': '2026.01.05 08:11', 'views': '21', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=049180&nid=409615787&page=3', 'body': '', 'score': 111}, {'title': '다시[1]', 'date': '2026.01.05 10:01', 'views': '29', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=049180&nid=409628688&page=1', 'body': '', 'score': 89}, {'title': '23%먹고 잘 감니다', 'date': '2026.01.05 09:44', 'views': '35', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=049180&nid=409625938&page=1', 'body': '', 'score': 95}, {'title': '20% 이상 상승했어요 🎉', 'date': '2026.01.05 09:39', 'views': '19', 'likes': '2', 'dislikes': '0', 'link': '/item/board_read.naver?code=049180&nid=409625077&page=1', 'body': '', 'score': 79}]"
KOSPI,005930,삼성전자,135000,52.37%,119900,52.33%,+5.06%,640,삼전이 우리나라 다 살리네[2] / 이재명 대통령 20년 시켜야 된다[2] / 윤두창 4만전자 vs 이재명 13만전자 / 바로 이게 이재명정부가 나라 살리고 있다는...[1],Positive (66%),"삼성전자, 오늘, 삼전",False,"[{'title': '이재명 대통령 20년 시켜야 된다[2]', 'date': '2026.01.05 09:29', 'views': '54', 'likes': '21', 'dislikes': '10', 'link': '/item/board_read.naver?code=005930&nid=409623389&page=11', 'body': '', 'score': 684}, {'title': '삼전이 우리나라 다 살리네[2]', 'date': '2026.01.05 08:14', 'views': '88', 'likes': '20', 'dislikes': '13', 'link': '/item/board_read.naver?code=005930&nid=409616022&page=29', 'body': '', 'score': 688}, {'title': '윤두창 4만전자 vs 이재명 13만전자', 'date': '2026.01.05 09:19', 'views': '72', 'likes': '19', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=409621956&page=15', 'body': '', 'score': 642}, {'title': '바로 이게 이재명정부가 나라 살리고 있다는...[1]', 'date': '2026.01.05 08:29', 'views': '74', 'likes': '16', 'dislikes': '7', 'link': '/item/board_read.naver?code=005930&nid=409616929&page=27', 'body': '', 'score': 554}, {'title': '이번달 17만원 돌파 한다', 'date': '2026.01.05 08:29', 'views': '55', 'likes': '15', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=409616960&page=26', 'body': '', 'score': 505}, {'title': '굥거니 때 2200 이던 코스피[1]', 'date': '2026.01.05 09:29', 'views': '74', 'likes': '14', 'dislikes': '5', 'link': '/item/board_read.naver?code=005930&nid=409623408&page=11', 'body': '', 'score': 494}, {'title': '이 재명 대통령 님   감사합니다', 'date': '2026.01.05 09:07', 'views': '55', 'likes': '14', 'dislikes': '13', 'link': '/item/board_read.naver?code=005930&nid=409620548&page=18', 'body': '', 'score': 475}, {'title': '오늘도 이재명 대통령 향해 큰절 실시![2]', 'date': '2026.01.05 09:04', 'views': '75', 'likes': '14', 'dislikes': '10', 'link': '/item/board_read.naver?code=005930&nid=409619831&page=19', 'body': '', 'score': 495}, {'title': '이재명 대통령 연임해야 합니다[1]', 'date': '2026.01.05 09:34', 'views': '43', 'likes': '13', 'dislikes': '8', 'link': '/item/board_read.naver?code=005930&nid=409624214&page=9', 'body': '', 'score': 433}, {'title': '이재명 대통령님 존경합니다[4]', 'date': '2026.01.05 09:24', 'views': '93', 'likes': '13', 'dislikes': '10', 'link': '/item/board_read.naver?code=005930&nid=409622689&page=13', 'body': '', 'score': 483}]"
