시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,319400,현대무벡스,11650,1.83%,10280,0.59%,+3.19%,101,-----4시10분 상한가공시-- 풀매수 ... / 잘 팔고 갑니다 / 스벌   가긴 가나보다,Positive (55%),"오늘, 프매, 가자..",False
KOSDAQ,0088D0,메리츠제1호스팩,2045,,2000,,+2.25%,322,형ᆢ이ㆍ / 교보 보니 / 2연상 고고고고고고고고고,Positive (51%),"메리츠, 오늘, 상한가",False
KOSDAQ,466100,클로봇,65800,10.57%,51400,4.99%,+0.92%,145,"3시 이후 거래 흐름, 아직 살아있습니다 / 곧있으면., 확실히 더 말아올릴건데[1] / 이거모르는 단타러있나..?",Positive (75%),"오늘, 클로봇, 매수",False
KOSDAQ,100790,미래에셋벤처투자,10670,3.18%,9970,3.53%,+0.66%,200,기법[1] / 몇일만에 / 애매하게 끝났네,Positive (65%),"스페이스x, ㅋㅋ, 상한가",False
KOSDAQ,038500,삼표시멘트,5390,1.55%,4145,1.63%,+0.19%,400,투경이면 단일가 자동으로 피해요[3] / 누가 물어보시던데[1] / 고점대비 장중 -20%조정~,Positive (52%),"정원오, 오늘, ...",False
KOSPI,272210,한화시스템,52700,7.99%,48050,7.78%,-0.75%,293,와~~  아침 9% 먹고 나왔는데[2] / 탈출하라! / 6만원대는 어려운거니?,Positive (53%),"오늘, 한화시스템, 진짜",False
KOSDAQ,003380,하림지주,12210,6.60%,11530,8.72%,-2.71%,259,알고 계셔야 합니다[2] / 11000이하 분할매수 시작 상법개정... / 주가조작단의  배후는  누구일까?,Negative (65%),"하림지주, 오늘, 삼표",False
KOSPI,000660,SK하이닉스,554000,53.38%,565000,53.38%,-2.98%,400,오늘은 이것만 봐라... / 신용 줄어드는거 봐라.. / 하이닉스를 자산주라고 보는 이유,Negative (55%),"오늘, ..., 종가",False
KOSPI,034020,두산에너빌리티,77100,22.71%,77300,22.67%,-3.26%,208,두산에너빌리티 나왔네요..[3] / 이종목은 개미가 고수인듯 / 재료는,Positive (52%),"수주, 외인, ㅋㅋㅋ",False
KOSPI,005930,삼성전자,104800,52.24%,107300,52.26%,-3.76%,400,매동 꼬라지 보소... 겁나 심란하네...[2] / 1년간 두배넘게 상승[1] / 왜 박성재 재판은 지귀연이 아닌고?,Positive (51%),"삼성전자, 삼전, ...",False
KOSPI,097230,HJ중공업,23200,2.47%,22050,1.57%,-4.13%,149,"여기는 / 거지같은 투자성향!!!  이겨야!!! / ***********   마 !  내가,",Mixed,"MRO, HJ중공업,, 해군",False
KOSPI,000720,현대건설,73100,20.41%,73600,20.13%,-6.28%,188,16000주 ㅋ / 2024년11월 불가리아 15조규모 원전설계계약 / 안팔아도되는데요.....[2],Negative (79%),"오늘, 현대건설, ...",False
KOSPI,249420,일동제약,40850,10.37%,40500,7.17%,-7.79%,375,신고가 종목 패턴중에[2] / ■■■ 메이져 수급 매매동향 ■■■ / 오늘 한따까리 끝,Negative (61%),"오늘, 일동, 일동제약",True
KOSDAQ,290690,소룩스,5060,2.18%,4670,1.36%,-10.44%,199,정대표가 항상 봉인가 / 합병은 안된다 개미한테 파는 과정 일뿐[1] / 왜 이번엔 정정 안붙이냐?[1],Negative (59%),"합병, 하한가, 소룩스",False
KOSDAQ,068240,다원시스,2795,7.58%,3680,7.57%,-26.06%,400,"슈퍼개미 다원시스 관련 뉴스가 있었네요...[1] / 재료소멸아닙니다...[1] / 오늘 공매도 117,040주 평균단가 2,86...",Negative (61%),"이런, 다원시스, 이거",False
