시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,452260,한화갤러리아,1543,1.51%,1110,1.39%,+6.93%,572,과열예고 없다고[1] / 요즘은 2시30분 쌍바닥 매매가 안먹히네~~[2] / 내일도 기대 되는데요 ..ㅎㅎ,Positive (57%),"오늘, 이거, 상한가",False
KOSDAQ,950220,네오이뮨텍,706,2.44%,665,2.67%,+5.85%,163,12/18 장 요약: 희귀질환 판권 확보 /...[2] / 솔직히 지금 가격에서[1] / N자 실패다 그럼 뭐다?[3],Positive (51%),"상한가, 오늘, 이상",False
KOSDAQ,038460,바이오스마트,3850,1.86%,3720,3.27%,+4.34%,140,시간외보니[1] / 내일은[1] / 출마선언은 다음주에 할거같다.,Positive (62%),"내일, 정원오, 시간외",False
KOSDAQ,064260,다날,6930,7.06%,6550,7.22%,+2.82%,308,아마도 / 주가가 떨어져서 / 다날은 적자에 돈만날리네,Positive (60%),"다날, 써클, 스테이블코인",False
KOSDAQ,466100,클로봇,63700,6.95%,63800,7.46%,+1.76%,543,미 나스닥 선물 반등해서 쎄게 달린다고 말해...[3] / 낼 / ,Mixed,"오늘, 클로봇, ...",False
KOSDAQ,082850,우리바이오,2280,2.46%,2115,2.60%,+1.56%,138,내일 2420원 / 오늘 트럼프 싸인 / 3일 매집했으니,Positive (66%),"트럼프, 오늘, 마리화나",False
KOSPI,000660,SK하이닉스,552000,53.34%,530000,53.32%,+0.18%,800,냉ㄹ도 몰빵해주세요 / 장끝났으니하는말인데. .굳이 악재가이렇게 많은데... / 쌍끌이에서 말 한마리 다리가 부러졌다면,Negative (52%),"마이크론, 오늘, ...",False
KOSPI,005930,삼성전자,107600,52.12%,102800,52.07%,-0.28%,800,마이크론 쩐다 / 아까도보여드린건데..보면놀라실거에요[1] / 형들~ 내일 삼전 강보합 예상합니다,Negative (54%),"삼전, 마이크론, ...",False
KOSDAQ,293580,나우IB,1436,1.00%,1371,2.01%,-0.97%,122,정답은 왼짝에 있다고 세번째 말하자나 일마들아.[1] / 1223[2] / 희망회로 이빠이 돌리네[2],Positive (64%),"정원오, 진짜, 오늘",False
KOSPI,034020,두산에너빌리티,74500,22.41%,77300,22.49%,-1.32%,382,다들 투경 해제되면... / 무조건 3-4월안에 / 진짜,Negative (54%),"투경, 오늘, 내일",False
KOSPI,217590,티엠씨,18190,2.32%,21800,2.27%,-2.41%,142,이회사  갈려면  어디를  봐야하냐 / 연기금이 주가 올리는 세력이 될수 있냐? 퉷 / 진짜  걱정되는데,Negative (54%),"ㅋㅋ, 오늘, 종가",False
KOSPI,010140,삼성중공업,23800,30.48%,24900,30.57%,-2.66%,133,범죄자 사기꾼 째씨 탄핵만이 답이다.[2] / 빚투로 국민들 파산시킨 째씨를 감옥으로~ / 사기꾼 한국주식[2],Negative (76%),"이제, ..., 조선주",False
KOSPI,018880,한온시스템,3045,5.13%,3325,4.97%,-3.18%,112,"차라리 오늘 -5%는 되었어야 내일 공... / 공매 물량 6,800만주 다 처맞아야 ... / 내일 닛케이 ""기준금리, '30년만에 ...",Negative (64%),"유증, 내일, 유증가",False
KOSDAQ,038500,삼표시멘트,4815,1.56%,4850,1.44%,-3.70%,344,"애랑 정원오랑은 엮지마라[2] / 주린인데요, 삼표는 중장기로도 괜찮지...[2] / 내일 정원오 북콘서트=바이오스마트 빌...",Negative (62%),"오늘, 어제, 대성",False
KOSPI,006340,대원전선,3750,3.49%,4025,4.37%,-5.30%,111,버라이어티 하다ㅋ[1] / 저가매수기회 / 쳐들어라 니 얘기다[2],Negative (70%),"만공교, 제주, 하수구",False
KOSPI,015760,한국전력,48200,23.10%,50300,23.00%,-5.86%,244,어제 삿다가  오늘 바로 손절![2] / 배당금 2천원 / ㅋㅋ 무슨 배당은;;,Negative (68%),"전기요금, 오늘, 한국전력",False
KOSDAQ,464490,쿼드메디슨,21700,0.50%,20250,0.28%,-11.61%,437,느낌이 완전 이엔쎌 차트와 비슷 / 코인도 아니고 / 시간외~,Positive (58%),"오늘, 알지, 어제",False
KOSDAQ,260660,알리코제약,4330,4.06%,3885,4.71%,-14.26%,104,누가 겁나게[2] / 이개다[1] / ,Negative (64%),"전환사채, 탈모, 어제",False
KOSDAQ,317240,TS트릴리온,290,3.06%,262,2.97%,-14.71%,114,TS트릴리온 ▶익 - 일 ( 긴.급 )[2] / 단타맛집 / 타법인 증권 취득자금 20억원,Negative (58%),"탈모, 오늘, 이상",False
