시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,0099X0,IBKS제25호스팩,3240,,1999,,+62.00%,242,방금  IBK스팩으로 1300만원  따먹...[3] / 삼성스팩주 아니면 개잡주임[1] / 한강 같이 가실분 / 1시부터[3],Positive (63%),"종가는, 종가, 이상",False
KOSDAQ,417010,나노팀,7950,0.56%,6130,0.83%,+26.79%,112,"긴급속보1보) 미""대통령 트럼프!! 우주산업 ...[4] / 쩜상 경험부탁드립니다.[1] / 점심때 100억 / 어제 털린호구잇누?[1]",Positive (80%),"어제, 이상, 상한가",False
KOSPI,000390,삼화페인트,9810,11.22%,6100,11.29%,+23.71%,347,아까 상치려고할 때 순간 상매도호가에 / 경영권 분쟁은 단순히[1] / 팩트체크 / 여러분의  의견을 구합니다~^ ^[2],Negative (57%),"오늘, 경영권, 상한가",False
KOSDAQ,100790,미래에셋벤처투자,17250,1.19%,10960,1.98%,+21.14%,625,월요일 투경 아닌 이유[2] / 이건 단순히 스페이스때문에 가는게 아닌데 ㅋㅋㅋ...[2] / 한국경제TV에서 총금액중 미래증권이 90%투자[3] / 내가 수익율43%인데도 안파는 이유[1],Positive (55%),"오늘, 상한가, 다시",False
KOSDAQ,067290,JW신약,2325,2.22%,2155,1.97%,+19.97%,155,오늘 상못침[3] / 결국 반반 치킨게임 아님?[3] / 오늘은 올라야 정상아니야?[4] / 드럼통 들어가기 싫으면 이재명 말 듣고 문닫아...[1],Positive (60%),"이상, 상승했어요, 탈모",False
KOSDAQ,260660,알리코제약,5000,3.20%,5050,4.06%,+15.47%,103,4800원만  뚫어라 / 올라갈것처럼 꼬실때 / 트럼프 미 생물보안법 서명... 알리...[1] / 알리코,Positive (70%),"탈모, 오늘, 상한가",False
KOSDAQ,250060,모비스,3340,5.68%,2985,5.63%,+14.97%,69,"트럼프 미디어, 핵융합 기업 TAE와 합병뉴스는 / 잡주물리면  약도없다[2] / 상한가 한번 치면 코오롱모빌리티처럼 점상으로 며칠 ... / 형이뭐라고햇냐[5]",Positive (77%),"핵융합, 기업, TAE와",False
KOSDAQ,225190,LK삼양,1357,1.28%,1202,1.19%,+11.69%,69,"1438..[1] / 오늘은 털기인가? 다음주에 기대되네 / 내릴때 사라[1] / [특징주] LK삼양 급등, “스페이스X 팰콘9 ...",Positive (81%),"이상, 상승했어요, 이제",False
KOSDAQ,478340,나라스페이스테크놀로지,34050,0.07%,27150,0.09%,+9.13%,335,39000원사서[1] / VI뚫으면[2] / 종가는 상한가다.[1] / 쥐포 절대 상 안 만다,Positive (64%),"오늘, 상한가, 오늘은",False
KOSPI,272210,한화시스템,53200,7.70%,49750,7.74%,+8.68%,173,"1시에는 6만원 돌파[1] / 오늘 56000원은[3] / 내려왔던 이유, 올라가는 이유 / 공매도 공견들이 오늘 발악을 하는구나!!!!!!...[2]",Positive (57%),"오늘, 상한가, 이거",False
KOSDAQ,488900,비츠로넥스텍,10940,0.90%,9200,1.00%,+8.32%,113,최초 이런 건 매수 / 학습능력이 없나?ㅋㅋ[3] / 보호해제 물량 / NH증권 보호예수 13만주중 12만주 나왔음.....,Mixed,"보호예수, 이상, 상승했어요",False
KOSPI,001780,알루코,2120,2.96%,1986,3.01%,+8.27%,60,스페이스x / 상한가 / 평단2150[3] / 오늘 일본 금리인상 발표..엔캐리 트리거.,Positive (57%),"형들, 이상, 일본",False
KOSPI,249420,일동제약,37850,7.00%,36600,7.70%,+5.73%,116,조정2파의 61.8% 조정 마무리 N자형...[5] / 일동제약에 대한 AI 답변 및 전망입니다...[2] / 약속의 2시  8만주 살예정이다 / 딱보면 모르세요?[1],Negative (70%),"일동, 오늘, 일동제약",True
KOSDAQ,027360,아주IB투자,3490,0.32%,2700,0.50%,+5.60%,373,미래애셋벤쳐와 아주IB투자의 관계는[2] / 뉴스에 나왔네요 20조 추정 ib투자[4] / 초대박 / 대한민국역사상 최고의 수익율 두번다시.안나온다[4],Positive (62%),"ㅇㅇ, ㅋㅋㅋ, ㅋㅋ",False
KOSDAQ,293580,나우IB,1499,0.57%,1450,1.00%,+4.39%,70,튀어라 끝났다 힌트 줬다[3] / 월요일 삼진식품[3] / 오후장에[1] / 매물 물량소화,Positive (100%),"월요일, 털고, 오늘은",False
KOSPI,006800,미래에셋증권,22900,10.88%,20450,10.65%,+3.62%,208,종가 최고가로 !!! / 최대투자자 미래에셋증권[1] / 대부분 증권에서 투자 / 애는 어디아파??[1],Positive (58%),"스페이스X, !!!, 오늘",False
KOSDAQ,030530,원익홀딩스,33450,2.58%,31950,4.00%,+3.56%,127,누굴까?[3] / 기타법인이 미래창구로 던지잖아[1] / 외국인들은 왜 고점에가서 저점에 파는건...[5] / 안타까워서 그런데 3.3만원위에는 탈출...[2],Mixed,"오늘은, 진짜, 오늘",False
KOSPI,034020,두산에너빌리티,76700,22.43%,75500,22.41%,+2.95%,215,"투경종목 공매도 못하게해야함[2] / 두산에너빌리티, 눌림의 본질은 ‘공매도’가 아...[1] / 오늘 공시와 함께 상한가를 쳐도[1] / 오늘지나면 투경해제",Negative (79%),"오늘, 공매도, 일본",False
KOSDAQ,049630,재영솔루텍,2840,2.78%,2870,2.76%,+2.34%,76,오늘 상한가 그림인데...[1] / 연말이면[2] / 재영이만 하락하는 게 아니고[2] / 대북관련보도하나씩나왔는데..,Negative (71%),"오늘, 진짜, 물량",False
KOSPI,452260,한화갤러리아,1560,1.30%,1443,1.51%,+1.10%,204,상식적으로 생각하는 사람들이 없네[2] / 오늘상한가 / 1700에 본드발랏나[2] / 지금차트에서 ㅋㅋ[1],Negative (53%),"단기과열, 지금, 단일가",False
KOSDAQ,319400,현대무벡스,13630,1.51%,12380,0.96%,+0.22%,309,신고가종목[4] / 현대무벡스 청사진 / 지금 외쿡형들[3] / 에스피지 혼자서 고군분투[1],Positive (57%),"오늘, 현대무벡스, ㅋㅋ",False
KOSDAQ,038460,바이오스마트,3855,1.93%,3690,1.86%,+0.13%,108,"[속보] 정원오, 출판기념회를 바이오스마트 본... / 촐싹거리다간 5,000원 위에서 사게될듯 / 얘가 정원오 대장인가요? / 오리엔트 정공후속타 같긴해",Positive (75%),"정원오, 오늘, 출마선언",False
KOSPI,001520,동양,877,1.51%,816,1.68%,-0.11%,109,이거 아직 가려면 멀었다고[2] / 800원 가는거냐 / 내가 꿰뚫어보니 다팔고 토낀거 맞네 / 지금은,Positive (53%),"우선주, 오늘, 종가",False
KOSPI,018880,한온시스템,3035,5.10%,3145,5.13%,-0.33%,84,청약 완료!!! 개인 강성주주입니다!!![3] / 매수전 회장님 관상check[3] / 유증 철회한다고 호재겠냐??[1] / 청약 절대 받지마라 ㅋㅋㅋㅋㅋㅋㅋ[2],Positive (54%),"유증, 청약, 회장님",False
KOSDAQ,209640,와이제이링크,4070,2.46%,3875,2.92%,-0.61%,69,최대수혜주다 걍 묻어놔 / 개미야 손절하고 돈 잃으면 그만이지만 / 스페이스X 유일 직납 작년엔 7천원9천원 상치... / 으~~악  부리지만[1],Positive (57%),"오늘, 와이제이, 주봉",False
KOSPI,005930,삼성전자,106900,52.11%,107900,52.12%,-0.65%,800,"정말 이재명이 12년 이상, 장기집권했으면 좋...[2] / 2찍이 개돼지 들아 / 이렇니까 국장 안하지[1] / 전세계 반도체주가 폭등했는데",Negative (52%),"삼전, 오늘, ...",False
KOSDAQ,330350,위더스제약,8820,0.80%,9550,1.64%,-2.00%,108,이거   사기인가[1] / 이제  오직 재명이형의 말뿐[1] / 내말 들으라~~ㅋㅋ / 뭐어쩌냐 기다려야지,Mixed,"다시, 이거, 진짜",False
KOSPI,217590,티엠씨,17740,2.33%,18640,2.32%,-2.47%,119,벼락맞을것이 의도적으로 끌어내리네[1] / 15000원 까지 빠질거다 / 외놈 기관 연기금 산다는애 믿지마시길[4] / 한화오션...,Positive (55%),"ㅋㅋ, 오늘은, 오늘",False
KOSPI,084670,동양고속,98500,1.38%,133600,1.53%,-26.27%,800,사자마자  당일에[1] / 차트상 괜찮습니다.[2] / 버티는자 승[1] / 1-2퍼 먹겠다고,Positive (62%),"하한가, 오늘, 지금",False
