시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,209640,와이제이링크,4075,3.81%,3340,3.81%,+14.47%,50,이 집 주포는 예나 지금이나[1] / 스피어보다그리못하나[1] / 아 그때살껄~하면 늦는다,Positive (100%),"스페이스x, 이상, 상승했어요",False
KOSDAQ,228670,레이,6740,5.63%,5790,5.96%,+14.24%,14,세계 1위 치과용 헬스케어 유통사와 맞손 / 이거 왜 오르나요이거 왜[1] / 요즘 뭘 잘못 묵었나 ㅋ,Positive (100%),"이상, 상승했어요, 레이",False
KOSDAQ,038500,삼표시멘트,4655,1.63%,3190,2.03%,+12.30%,162,우와ㄷㄷㄷ정원오 / 목표가 50 만원까지 100배 가능   오... / ㅎㄷㄷ 4조,Negative (55%),"정원오, 상한가, 오늘",False
KOSDAQ,299170,더블유에스아이,2715,2.27%,2320,2.17%,+11.73%,27,사채 오늘 / 천천히 상승하니깐 도무지 따라잡기가 힘들다. / 오늘 프로그램 200만주 이상 들어온다잉,Positive (100%),"오늘, 이상, 천천히",False
KOSDAQ,123010,아이윈플러스,1367,0.00%,1143,0.00%,+10.24%,6,박탑님[2] / 자알묵고갑니다 ㅋㅋㅋ[1] / 추세  상승 모드전환[1],Positive (100%),"이상, 상승했어요, 15%",False
KOSPI,272210,한화시스템,52700,7.78%,47500,7.81%,+9.68%,139,"수급은 엄청 좋은데 / 오늘의 공매 현황 / 혼자 결,정하지마세요",Positive (93%),"공매, 이제, 오스탈",False
KOSDAQ,460940,피앤에스로보틱스,13200,1.59%,11510,1.14%,+9.00%,32,테슬라 / 출발합니다 / 15% 이상 상승했어요 🎉,Positive (100%),"이상, 상승했어요, 로봇",False
KOSDAQ,397030,에이프릴바이오,46050,2.03%,40800,1.89%,+8.99%,25,에임드 파워가 대단하긴하네요 / 미래에셋 묵은지 다털리는중 / 미국 금리인하[1],Positive (100%),"오늘도, 에이프릴바이오, 이상",False
KOSDAQ,006910,보성파워텍,5740,11.39%,5140,10.10%,+8.51%,28,빼지말고 놔둘까여[2] / 팔아야되는데[1] / 진짜 맛잇다 맛잇어,Mixed,"오늘은무조건29%찍자, 빼지말고, 놔둘까여[2]",False
KOSPI,002780,진흥기업,730,1.13%,661,1.13%,+8.47%,15,탈출했다....감사 ㅠ 당분간 하락[3] / 주택공급 확대는 대세 / 아직 추세전환할라면 멀었다[1],Positive (66%),"이상, 상승했어요, 탈출했다....감사",False
KOSDAQ,314130,지놈앤컴퍼니,5660,2.33%,4740,1.99%,+8.43%,12,2만원도 싸다니깐!! 좀 말좀 들어라[4] / 2930원짜리 100만주 나올 예정[4] / 기다리는 자에게 복이 있나니.[3],Positive (80%),"이상, 상승했어요, 2만원도",False
KOSDAQ,056080,유진로봇,16050,16.05%,13660,15.14%,+8.15%,120, / 똑 훅뺀다~~줄때 무라 / 자,Negative (60%),"상한가, 유진, ㅇㅇ",False
KOSPI,128820,대성산업,8340,0.85%,5940,1.01%,+8.03%,271,외인과 투신의 매도~~ 알았다 세력의뜻을 알... / 저도요......[2] / ???,Positive (62%),"서울, 대성산업은, 강남고속버스터미널",True
KOSDAQ,018000,유니슨,1289,4.22%,1181,4.11%,+7.69%,13,안판 흑우 읍지 ???[2] / 이제 / 개미 탈곡기...[1],Positive (100%),"신한, 프로그램..[1], 개미",False
KOSDAQ,389030,지니너스,3015,4.01%,2475,3.24%,+7.30%,12,못해도  4천은[2] / (((  간략 ))) / 10% 이상 상승했어요 🎉,Positive (100%),"(((, ))), 이상",False
KOSDAQ,476060,온코닉테라퓨틱스,19270,2.07%,16370,1.93%,+7.06%,43,타냐 마냐 ㅡㅡㅡㅜㅜ[1] / 웬일로ㅋㅋ / 여기 세력.....외인물량 이만큼 털고간다고...,Negative (71%),"프로그램, 매도, 한번",False
KOSPI,067830,세이브존I&C,3315,9.39%,2605,9.41%,+6.94%,25,PBR 0.2다[2] / 공매세력은 우리보다 정보력 빠르다 / 정,Positive (100%),"이상, 상승했어요, 경방",False
KOSPI,097230,HJ중공업,23500,1.57%,22450,1.56%,+6.58%,71,18000-20000까지 내려올 가능성은 없을까요...[1] / 지금원전으로 이동하는 / 슬슬,Mixed,"오늘, 이제, ...",False
KOSDAQ,223250,드림씨아이에스,6050,51.75%,5070,51.28%,+6.51%,7,목표치[1] / ----긴급--- 필독 하세요 / 외계인들지분이 너무 많다 좋은건가 ㅎㅎㅎㅎ[2],Mixed,"외계인들지분이, 너무, 많다",False
KOSDAQ,255220,SG,2710,2.94%,2555,2.87%,+6.48%,56,목표가2만원 / 반등각 나온다[1] / 여기는 알바천국,Positive (90%),"오늘, 이상, 간다",False
KOSDAQ,307180,아이엘,3035,1.70%,2800,1.70%,+6.30%,55,아이엘 로봇 ㅡ글로벌A사ㅡ엑스와이지 협업 / 성큼 / 3120원 이상에서 마감해주리라 믿는다..,Positive (70%),"이상, 상승했어요, 전고체",False
KOSDAQ,424870,이뮨온시아,15020,3.97%,11580,1.96%,+6.15%,131,"안파는 이유 분명있는데,,,,[2] / 여기오늘 종가 맞힐수있는사람없다ᆢ / 모두 팔았다, 성투 ㅋ",Positive (66%),"오늘, 이거, 오늘은",False
KOSPI,100090,SK오션플랜트,19840,7.15%,18660,7.32%,+6.15%,18,꼴보니까[1] / 오늘 신규로 들어오신분들 환영합니다 / 사업이 잘되면[4],Positive (100%),"오늘, 매각, Sk오션플랜트...",False
KOSPI,105840,우진,21450,14.71%,18240,12.64%,+5.93%,20,개미탕 끓이는  중.[1] / 와.. 관망만 하지만 VI 곧 도달 하겠다 / 오늘은 이만 하차,Mixed,"오늘은, 다시, 이만",True
KOSDAQ,205100,엑셈,2075,6.75%,1952,6.79%,+5.60%,8,비업 신들 영업이익 증가폭이[2] / 갈기갈기 찢어놓고  뭣 하자는 건지? / ㅋㅋㅋ 돈벌어서[5],Positive (100%),"ㅋㅋㅋ, 돈벌어서[5], 간다",False
KOSDAQ,027360,아주IB투자,2375,1.19%,2200,1.27%,+5.56%,17,급등 후 상황종료 / 5연상만 / 어~우 겨우 팔렸네[1],Positive (100%),"이상, 상승했어요, 어~우",False
KOSPI,006340,대원전선,3725,4.43%,3540,4.61%,+5.37%,23,"만공교,알흠다운 별89. 제주 흑돈 / 3700일부탑승~~[2] / 만공교,알흠다운 별90. 제주 흑돈",Positive (100%),"만공교,알흠다운, 제주, 흑돈",False
KOSDAQ,466100,클로봇,54100,4.99%,51900,8.01%,+5.25%,81,이상하리만큼 / 내가 여지껏 사라고 했지만 / 오늘 단타,Positive (75%),"오늘, 어제, 로봇",False
KOSPI,047810,한국항공우주,114900,32.33%,109100,32.17%,+4.84%,133,단봉도 아니고 신고가 장대봉인데 / 안팔아^^ / ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[1],Positive (57%),"다시, 오늘, 어제",False
KOSPI,249420,일동제약,42450,7.17%,32500,6.94%,+4.81%,190,물량 테스트 한번보고 판단할꺼같네 / 일동제약 / 이거 좀 알려주시와요~,Positive (80%),"일동, 5년차다, 일동제약",True
KOSDAQ,488900,비츠로넥스텍,9650,1.07%,9070,0.57%,+4.78%,36,우주발사체참여 비츠로 맞다네요^^ / 야 / 가자[1],Positive (66%),"스페이스, 비츠로, 종가",False
KOSDAQ,003380,하림지주,12070,8.72%,8870,9.00%,+4.68%,338,+25%  매수하고 처참하게 무너지는 중. / 다시 미수 몰빵 해서 13천원까지 고고 해보자... / 개잡주 종가 마이너스,Negative (56%),"하림지주, 지금, 찬티알바꾀임에",False
KOSPI,000720,현대건설,76900,20.13%,71800,20.09%,+4.48%,16,신한[2] / 맨날 팔던 신한이 왜 오늘은 매수 1등이냐[2] / 넥스원처럼,Positive (75%),"쫙쫙, 매수, 오늘",False
KOSDAQ,006920,모헨즈,3190,4.00%,2780,3.81%,+4.42%,11,정원오 종친주로 가라! / 이번에 전고점 5천은 걍 뚫겠네 / 이거는 시장님 테마인디?[1],Positive (100%),"장동혁, 정원오, Win.",False
KOSDAQ,271830,팸텍,2240,0.96%,2175,1.02%,+4.19%,14,유투브 주식 고수들 엄청 추천한다 다음주 상한가[1] / 도대체[1] / 다음주 상한가 부탁드립니다 ^^,Positive (100%),"이상, 상승했어요, 다음주",False
KOSPI,092200,디아이씨,11780,2.64%,10900,2.49%,+4.16%,31,오늘 금요일이자녀 / 대주주 매도는 매달 있었음 / 로봇 대세는 거스를 수 없다,Negative (66%),"..., 로봇, 오늘",False
KOSDAQ,396270,넥스트칩,4275,1.56%,3505,1.81%,+4.01%,13,나만큼 여기 주포 아른것들 거짓선동ㅈ말고 잔채...[1] / 초롱초롱 어질어질 / 여기 주포형 ㅈㄴ 화끈하다,Positive (100%),"이상, 상승했어요, 여기",False
KOSPI,064400,LG씨엔에스,67900,5.63%,64500,6.58%,+3.82%,85,"^ 내가 챠트 야그는 잘 안하지만~~~[3] / cns에는 외인,기관보다 주식잘하는 개미들이 ... / 한화시스템으로",Positive (66%),"..., 내가, 공매도",False
KOSDAQ,043260,성호전자,5430,1.89%,6250,2.14%,+3.82%,30,이럴줄 알았어 / 푸하하하하핫 / 분석,Positive (57%),"5%, 이상, 액침냉각",False
KOSPI,009200,무림페이퍼,2080,2.19%,1993,2.07%,+3.74%,7,회사 자금사정 안좋지?[4] / 무림페이퍼 아픈손가락....ㅋㅋㅋ / 영업  끝났어요  평소거래량 20배[1],Positive (100%),"단타, 키움증권아, 오늘",False
KOSPI,003720,삼영,7000,5.37%,7070,4.73%,+3.70%,9,역시 모간이 형.. / 느낌이 쎄하다 / 세력이 매물 정리할때 올리고 싹다 판다,Positive (100%),"삼룡이, 영구, 어제신용68천주정리됐네......오늘은",False
KOSPI,034020,두산에너빌리티,80150,22.67%,76800,22.64%,+3.69%,141,ir할때 증권사들이 먼저 냄새 맡았네 / 아직 본전 못왔어요...[1] / 경고를 피하는 수준에서 최대로 업,Negative (60%),"오늘, 8만, ㅋㅋ",False
KOSDAQ,082850,우리바이오,2120,3.10%,2030,2.95%,+3.67%,22,잘먹고 갑니다~~[1] / 시퍼런음봉 / 설겆이 또 당함...[1],Positive (80%),"이상, 상승했어요, 시퍼런음봉",False
KOSDAQ,217730,강스템바이오텍,1687,3.66%,1600,3.58%,+3.56%,20,십만주 주당 4백원 이익실현 했습니다[1] / 잘자라~ 우리아들~ / goos****는 감나!무모!지리,Negative (80%),"goos****는, 감나!무모!지리, 잘자라~",False
KOSPI,006800,미래에셋증권,22125,10.90%,21400,10.89%,+3.39%,26,정배열 축하 !!! / 탈출기회줄때 나가라[1] / 오늘 상한가 맛좀보자,Positive (66%),"!!!, 오늘, 코스피",False
KOSPI,014280,금강공업,7080,2.07%,6690,1.70%,+3.36%,49,"스팩22호 대체 금강우선주~@@@@ / 도대체 이주식은 한두번하는것도 아니고,,몇번째... / 사지마라",Positive (83%),"자회사, 상장, 이야",False
KOSPI,042670,HD현대인프라코어,16980,17.67%,15700,17.07%,+3.35%,9,대박나야죠 / 질문??[1] / 이제 12월 말 까지,Positive (100%),"이제, 누구냐?, 12월",False
KOSPI,025820,이구산업,5160,3.66%,4980,3.58%,+3.20%,8,"5300 벽좀 치워봐봐요[2] / 이  좋은    소식에    5,500원도  ... / 잘먹구간다",Positive (100%),"30년만, 홀딩해라, 추접스럽다",False
KOSDAQ,319400,현대무벡스,10590,0.59%,10610,0.56%,+3.02%,33,차트가 / 이건.. 진짜..  모두가 단타로.. ㅋㅋ 대응중...[3] / 오늘 11000원 넘는다,Mixed,"오늘, .., 이건..",False
KOSPI,047040,대우건설,3837,10.71%,3625,10.68%,+3.01%,6,기괴한 주식이지..액면가 5천원에 주가 3천원대...[3] / 공매 신한증권 땜시  갈수가 없네[2] / [AI 요약] 대우건설이 수원당수2 공공주택건설...,Neutral,"체코원전, 대장주중에서, 기괴한",False
KOSPI,004960,한신공영,11720,4.11%,10040,3.86%,+2.99%,28,예언자형이다 / 흠.. 섹터가 무너지넹 / 개잡주 금욜 안떠러지나?,Positive (100%),"오후, 한신공영, 오늘",False
KOSDAQ,040300,YTN,3980,0.26%,4085,0.14%,+2.98%,18,아직 방미통위 안했는데[1] / 내일 상환가네.[1] / 또개미탕이냐??,Positive (100%),"방미통위, 이재명은, 아직",False
KOSDAQ,264850,이랜시스,6550,5.19%,5860,3.53%,+2.83%,7,다음 타자는~~~~~[1] / 상승추세 / 나가라,Positive (100%),"이랜오빠, 요새불기둥이네, 쫄보",False
KOSPI,001440,대한전선,22900,9.97%,22500,10.03%,+2.69%,26,원기옥을 잔뜩 모으네 / 프로그램 사고 / 갈듯 말듯 가는 척 하다가,Positive (100%),"오늘도, 오늘은, 개미들",False
KOSPI,015760,한국전력,50100,22.82%,49800,22.74%,+2.66%,22,■ 그나저나  달러를 사야 하는데ㅡ한전 40...[2] / 오세훈서울시장의 가장큰실책 지하철요금500원... / 할배요,Negative (100%),"어제, 할배요, 기관매도",False
KOSDAQ,090710,휴림로봇,5720,2.36%,5690,2.85%,+2.51%,42,그냥 장난치네 / 더러븐 주식 / 20선은  지켜줘야~~~,Mixed,"20선은, 지켜줘야~~~, 6천원은",False
KOSDAQ,365330,에스와이스틸텍,3545,2.21%,3345,1.65%,+2.31%,15,"젤렌...... / 하,,, 손절하고 갑니다. 재건은 아닌거 같네... / 또 또 또 물린사람들 늘어나는구나",Negative (66%),"주말, 악재, 무조건",False
KOSDAQ,052420,오성첨단소재,1579,5.68%,1519,5.52%,+2.00%,13,ㅋㅋㅋㅋ[1] / 수급이 / 9.3일 신한 오전장 수익실현하고,Positive (80%),"9.3일, 신한, 오전장",False
KOSPI,000660,SK하이닉스,576000,53.38%,587000,53.41%,+1.95%,259,SK하이닉스[1] / 지수는 폭등한데 어제 절반도 못가고 빌빌대네... / 저도 알고싶은데[1],Negative (54%),"투경, 어제, 하이닉스",False
KOSPI,013360,일성건설,2640,65.02%,2245,64.68%,+1.93%,11,결국 건설주만 살아남으려나??[1] / 눈아프다~[1] / 주포에게,Positive (100%),"사팔사팔, 이왕갈꺼, 눈아프다~[1]",False
KOSDAQ,225190,LK삼양,1233,1.56%,1182,0.93%,+1.90%,8,----증권거래소 --- 긴급 조치 / 대표이사 짤렸다고 주가 폭등하는 회사....[1] / 장전에 20일선 아래 7%매도 탈출 하...,Mixed,"우린, 언제, 상한번치노",False
KOSDAQ,032820,우리기술,4040,4.92%,3895,6.06%,+1.89%,30,구라안치고 하늘이 버린종목 / 떵 꾸룽네! 풀~ 풀~  풍기는 적자기업..... / 신한 이자식들....,Negative (80%),"풀~, 공매도, ■미국",False
KOSPI,010140,삼성중공업,26250,30.58%,26250,30.55%,+1.74%,20,전재수 승리! 공작 시나리오 와르르ㅋ 폭로한다던...[1] / 주가는 오를때 시원시원하게 올라야함[1] / 역대급 대차 는 어쩔려냐????,Negative (100%),"대차, 오늘, 역대급",False
KOSPI,005930,삼성전자,108800,52.26%,108000,52.21%,+1.40%,234,"삼성, 닉스 왕창 빠진날 처럼 오르는... / 내란팔이들은.. / 아까 내글 삭제한 네이버 관리자넘에게...",Positive (70%),"..., 삼성전자, 통일교",False
KOSPI,009070,KCTC,6560,3.93%,5400,4.35%,+1.39%,38,땅부자+쿠팡 반사효과+북극항로[1] / 어쩐지 프리에 설치더라 이잼 뻥까 같은데[1] / 어제 못간 경방 상인데,Positive (88%),"10%, 어제, 내가",False
KOSPI,005935,삼성전자우,82500,77.11%,81000,77.01%,+1.35%,12,거봐  기관이  그동안 쓸어담았잔아  개인은 ... / 올해 isa에 가입또는 갱신하면 / 11년전인가 2014년 닉스와 삼성본주 비슷,Negative (100%),"궁금하면, 11년전인가, 2014년",False
KOSDAQ,125490,한라캐스트,17440,3.77%,17930,3.82%,+1.34%,61,키움 / 에구구 / 도망,Mixed,"단타, 움직임이, 이상",False
KOSDAQ,298830,슈어소프트테크,7110,1.75%,6200,1.01%,+0.99%,30,위에 매물대도  없고  외인•기관 합세 해서...[1] / 오~~~[1] / 얼음??,Negative (66%),"단타, 단기과열, 오~~~",False
KOSDAQ,459550,알트,4270,0.33%,4305,0.56%,+0.59%,21,아무리 생각해 봐도😁 / 저번처럼 3000원까지 뺄 분위기 같은데 🤔... / (( 오. 후 속 보 )) 《《[1],Positive (100%),"오후에, 특증주, ((",False
KOSPI,005880,대한해운,1914,9.74%,1843,9.65%,+0.58%,7,우와...[1] / 대한해운[1] / 1920원 짜리가 배당금 조봐야 ㅋ,Neutral,"대한해운, 증시, 폭등에",False
KOSDAQ,347850,디앤디파마텍,88800,9.13%,87300,10.62%,+0.57%,57,"에임드, 디앤디 비교 / 내가 쓴글에 삼성에피스로 갔다오라했는데 / 형 기부니 급다운",Positive (75%),"기부니, 기부니가, 디앤디",False
KOSDAQ,900270,헝셩그룹,204,25.00%,208,25.02%,+0.49%,9,오늘도 한놈이 매물걸어 장난치는데 당하내요 / 여긴 / 로스웰 고생하다 털리고나니 날아가내 c8[1],Positive (100%),"로스웰, 고생하다, 털리고나니",False
KOSDAQ,365590,하이딥,544,4.99%,466,4.91%,+0.37%,5,"정원오 경주정씨 종친주, 정은섭 대주산업 회장 / 오늘 인베니아 감자 / ㄱㄱㄱㄱ정원오",Neutral,"고대표, 정원오와, 아무사이",False
KOSPI,028670,팬오션,4060,14.01%,3995,14.00%,+0.25%,9,배당금3프로는. 묵어야제 / ★세력들 곧↑ / 밀크색이 왜 안보이나 했더니 다 팔았구나[1],Neutral,"절대절, 안올라감[1], 밀크색이",False
KOSDAQ,256840,한국비엔씨,5660,3.53%,5450,2.83%,+0.18%,17,갑자기?? / 가는 말만 가네 ㅋ / 에라이 뷔엥시이이인ㅋㅋㅋㅋ,Negative (100%),"개미가, 언능, 하차해야",False
KOSDAQ,086520,에코프로,112800,21.81%,116800,22.04%,0.00%,172,🔲 에코프로 【 특 ** 보 】 🔲 ][2] / 거래정지 됨? / ㅈ 명아,Positive (57%),"어제, 오늘, 에코프로",False
KOSDAQ,0105P0,유진스팩12호,1982,0.00%,1984,,-0.15%,12,상장해놓고 법인은 대량 매도하니 / 손절하고 1980원에 던지는 사람특 / 오늘 상장 다시해라,Negative (100%),"우와, 개미들, 지쳐서",False
KOSDAQ,0015S0,페스카로,22250,0.06%,27100,0.06%,-0.22%,43,분명 4650언 간다 했당~~[1] / 곧 공모가 위로 갈거임[2] / 시총1500억 이하로 떨어진다,Positive (100%),"오늘, 개잡주, 시총1500억",False
KOSPI,001520,동양,834,1.64%,834,1.48%,-0.24%,7,동양도 부동산 많은 자산주 아닌가???[1] / 공격적인 매집하다가 힘드니 깔아두고 거래 멈추... / 주포야 700원까지 빼고,Mixed,"ㅋ...우선주는, 허매수, 쥑이네~~~",False
KOSPI,004060,SG세계물산,364,2.09%,329,1.81%,-0.27%,14,50이랑 / 주포형님들에게 간곡히 한말씀 올립니다~~~ / 개미핥기,Positive (100%),"SG세계물산, 확ㅡ정(자, 료有)",False
KOSDAQ,389680,유디엠텍,609,2.07%,470,2.13%,-0.33%,9,6천원 짜리 주식이라고 보면...[1] / 함몰유두엠텍 / 나갈 수 있을 때 나가라,Positive (100%),"이상, 상승했어요, 600원",False
KOSPI,204320,HL만도,52000,23.79%,55000,23.15%,-0.38%,44,형은 너희들이 못보는것도 보고 있어[1] / 얘도 개잡주였네 / 도망가고 싶네,Positive (57%),"새로운, 리서치가, 있어요",False
KOSDAQ,067310,하나마이크론,24350,14.70%,25250,14.89%,-0.61%,29,고점대비 35% 뺐으면 충분히 뺐다.[2] / 와[1] / 워워~~~~~,Mixed,"주포, 잔인하다, 잔인해",False
KOSDAQ,413630,씨피시스템,4660,1.48%,4370,0.73%,-0.64%,10,느낌상[1] / ✅ 씨피시스템 속 ㅡ 보[1] / 고점,Neutral,"오늘도, 일찍, 줍고",False
KOSDAQ,064260,다날,7150,7.81%,7160,5.06%,-0.69%,29,"외국인 연일. 매수중,, 추가 매수해도 좋은 시점... / 다날은 더이상 국장이아님 / 코스닥 5거래일-15거래일 누적개매도량순위 3위-...",Positive (66%),"외국인, 다들, 다날은",False
KOSPI,001360,삼성제약,1902,2.59%,1755,2.35%,-0.94%,30,설것이 차트 종가1500원대 / 종가조심  세력이탈중 / GV1001 한양대병원에서 잘되고 있재[1],Positive (66%),"한양대병원에서, 잘되고, 물량",False
KOSDAQ,030530,원익홀딩스,29650,2.44%,30750,3.08%,-1.17%,22,물량 모으고잇네 ㅋㅋ 3만 아래서[1] / 원익이 오늘 못오르면 횡보차트 만들겠... / 보성파워텍 ㄹㅇ,Positive (100%),"이거, 3만원위는, 원익이",False
KOSDAQ,099440,스맥,6760,6.13%,7180,5.92%,-1.17%,74,기법 외인 / 오늘도 조금 더 샀습니다…[1] / 숨 좀 쉬게해줘서,Positive (62%),"오늘도, 조금, 그만",False
KOSDAQ,056090,시지메드텍,1250,5.21%,1325,5.12%,-1.19%,16,9백원에 물타기해서 / 강영권 무죄? / 아따 시원하다,Positive (100%),"제발.., 9백원에, 물타기해서",False
KOSPI,012610,경인양행,3680,3.09%,3665,3.04%,-1.21%,6,갑니다.언제 터트릴지몰라요.준비해두세요/2/1정...[1] / 여기는 / 폭등,Mixed,"어제도, 이러다, 폭등[2]",False
KOSPI,000230,일동홀딩스,15580,1.95%,13490,2.12%,-1.39%,24,꽉잡꼬 있을란다[1] / 최저가다  누르는듯  사야간다 / 이정도면 그냥 밑에서 세력들이 다 받아먹었겠네.....,Positive (66%),"5%, 이상, 이정도면",False
KOSDAQ,010170,대한광통신,2320,1.93%,2170,1.54%,-1.69%,21,----증권거래소 긴급조치 = 쩜 상한가--- / 우와... / 매수 왕창 깔렸네,Positive (66%),"왕창, 개미들, 오늘",False
KOSDAQ,042940,상지건설,13320,0.00%,11430,0.00%,-1.70%,37,오늘 / 고점대비 / ㅁ못간다,Positive (60%),"했냐, 상지, 5%",False
KOSPI,007460,에이프로젠,805,8.12%,910,8.84%,-1.95%,36,속찍하게 삼성바이오랑 아님 글로벌 빅파마 수주...[1] / 상장폐지회사서 꼴랑 수십억에 사온 물질이 이회... / 재섭이 몽타주,Mixed,"에이프로젠,, 글로벌, 역시",False
KOSDAQ,098460,고영,26700,19.25%,26950,19.71%,-2.02%,61,누구나 다 아는 22000~25000까지 내려주...[1] / 로봇주 대세 상승 / 아,Positive (53%),"로봇주, 오늘은, 거래량",False
KOSDAQ,950220,네오이뮨텍,703,2.65%,721,2.90%,-2.09%,18,재난바이오때도 한번은 가겠지 했어 다들[1] / 상승후 하락은 3타임은 기다리는게 정석[1] / 720원 지지선 깨서  나는 손절[1],Negative (66%),"올려서, 찔끔, 공매치고",False
KOSDAQ,220260,켐트로스,5970,0.75%,6200,0.77%,-2.13%,9,흐름이....수상하다.... / 켐또속의 역사는 계속된다 / 웅 끝,Positive (100%),"왐마, 그래핀좌, 6자",False
KOSDAQ,320000,한울반도체,2035,1.26%,2070,1.18%,-2.16%,10,선취매하고 뉴스 내보내고 주가가 안오르니[1] / 나 같은 초짜도 상갈줄알고 들어왓는데 ㅋㅋㅋ[1] / 쓰레기 손절했다 상갈뉴스인데,Positive (66%),"ㅜㅜ, 이제, 다시",False
KOSPI,018880,한온시스템,3600,5.10%,3710,5.15%,-2.44%,13,유증 참여하는법 정리해 드릴게요!!! / 아가들아 들고가라 / 10만원 샀는데 0.3% 오르네요..,Negative (100%),"유증, 힘들지만, 내년",False
KOSDAQ,215600,신라젠,3570,4.82%,3355,4.28%,-2.59%,22,큰 상승을 앞두고 아름다운 조정 마무리 되가고[1] / 모간 일파 / 아~따,Positive (100%),"얼마를, 상승을, 앞두고",False
KOSDAQ,136480,하림,3027,4.36%,2970,4.61%,-2.67%,33,하림이 부릅니다 / 뭐냐? / 닭고기 비싸게 산거여...,Mixed,"공매도, 아주, 닭고기",False
KOSDAQ,208370,셀바스헬스케어,5790,1.09%,5620,1.56%,-2.69%,21,아침6250에 거진 던졌는데 / 개미들은 사지마 KRX 거래봐라 60억 ㅎㅎㅎㅎ / 기다리면됨,Neutral,"메디아나, 기다리면됨, 갭뜬자리",False
