시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,217590,티엠씨,16770,2.27%,9300,,+80.32%,400,솔직히 외인 개관들[1] / 내일갭하락스타트[1] / 신규주 one숭이들아 시가배팅 좀 하지 마라[1],Positive (55%),"ㅋㅋ, 오늘, 티엠씨",False
KOSDAQ,003310,대주산업,2200,3.96%,1693,6.54%,+29.95%,150,테마 총정리[2] / 정원오 서울시장 출마???????????????... / 아무도안파네요,Positive (90%),"정원오, 젝시믹스, 풀린다",False
KOSDAQ,038460,바이오스마트,3970,3.00%,3055,3.20%,+29.95%,158,여자 정주영 박혜린 회장 / 내일은 2연상? / 12월,Positive (84%),"정원오, ..., 성동구",False
KOSDAQ,081180,쎄크,14350,1.71%,11050,1.79%,+29.86%,115,넥스트에서 이렇게 버티는넘 오랫만에 보네 / 젝시믹스 팔고 삿는데 상갔네 / 아싸 나도 내일은 수익권~~~[2],Positive (100%),"쎄크, 오늘, 이상",False
KOSDAQ,0009K0,에임드바이오,70500,1.34%,55900,1.45%,+26.12%,400,성깔있네 / 이틀동안 50퍼이상 올렸다 / 조정 필요없어,Negative (53%),"시외, 상한가, ㅋㅋ",False
KOSDAQ,030530,원익홀딩스,37500,6.05%,30550,2.79%,+22.75%,326,시간외[2] / 재영솔루텍  다시 상승  로봇눈[1] / 멀지않아,Positive (79%),"원익, 오늘, 원익홀딩스",False
KOSDAQ,293580,나우IB,1516,1.81%,1239,2.95%,+22.36%,114,"서울 시립대 동문 ,,@@@@@@@@@@ / 젝시믹스 팔고 나우 매수했다 이게 갈듯 / 좌측부터) 김주일 대원제약 부사장, 김연섭 대...",Positive (66%),"정원오, 나우, 서울시장",False
KOSPI,092200,디아이씨,13940,5.19%,12050,3.32%,+15.68%,134,◆ 테슬라의  옵티머스에  로봇감속기의 공급... / ◆ 디아이씨  올해 12월중  2만원을 돌파... / ◆ 자율주행로봇 개발 연간매출 2조5천억원 ...,Positive (78%),"..., 투경, 오늘",False
KOSDAQ,027360,아주IB투자,2710,0.40%,2425,1.20%,+11.75%,146,이 좋은 재료를 ㅋㅋ[1] / 얘 그렇게 쉬운 녀석 아님 ㅎ[1] / 찬티 호들갑 설레발은 뭐다?[1],Positive (66%),"스페이스X, 이상, 상한가",False
KOSDAQ,049630,재영솔루텍,3045,5.16%,2730,4.44%,+11.54%,135,"트럼프 / 나도 수익 중이긴한데 이젠 무섭다 / 내일 3,900원 넘기나?  상한가 ^^",Positive (68%),"다시, 이상, 오늘",False
