시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,125490,한라캐스트,19760,4.09%,17960,4.46%,+10.02%,211,=속보)) 아리로봇 -83%폭락중???꼬라지가 ...[2] / 내일 대장 경주마당첨!!!! / 왕의 귀환,Negative (61%),"테슬라, 개미들, 로봇",False
KOSPI,001430,세아베스틸지주,48950,6.64%,44750,7.35%,+9.39%,146,“철강주가 우주·항공주로 탈바꿈”... 스페... / 우주경제  세아베스틸지주 미래 먹거리 입니다... / 신중한 투자필요,Positive (52%),"보잉, ..., 51400에",False
KOSPI,000050,경방,11990,1.05%,11010,1.09%,+8.90%,236,근데어차피내일[2] / 낼 11990원 부터 시작인걸 알고 사는거냐 / 젝시믹스>>>>>>>>경방똥!!!,Negative (55%),"경방, 상한가, 하한가",False
KOSDAQ,090710,휴림로봇,6280,4.83%,5850,4.84%,+7.35%,160,"그릇만큼 드시고, 싸우지들 마요.[2] / 작살내야 / 이제",Positive (69%),"오늘, 오늘은, 이제",False
KOSDAQ,476060,온코닉테라퓨틱스,20550,3.70%,19280,2.81%,+6.59%,104,내일로 연기[1] / 내려갈때 사는놈이 승자다. / 내가 어제 오늘아침 좀 떨어지면 얼르사라했지 ?,Negative (52%),"ㅋㅋ, 오늘, 물량",False
KOSDAQ,319400,현대무벡스,11650,1.34%,11290,1.83%,+3.19%,107,속보 )))미국 아리 로봇 -83%폭락중//... / 이번주.... / 낼은,Positive (52%),"프매, 가자.., ㅋㅋ",False
KOSDAQ,0088D0,메리츠제1호스팩,2045,0.00%,2000,,+2.25%,330,종가 매수했다가 시외가 영 좋지 않아 텁니다...[2] / 키야 / 40대들은 왜 입으로 주식을 할까[1],Positive (55%),"메리츠, 오늘, ㅋㅋ",False
KOSDAQ,466100,클로봇,65800,8.36%,65200,10.57%,+0.92%,155,낼 69800원 넘으면 안되는거죠?[4] / 키움 3천리그 13위의 관점[2] / 몸뚱이가 3이믄 머리는 7이다,Positive (75%),"오늘, 클로봇, 매수",False
KOSDAQ,100790,미래에셋벤처투자,10670,2.55%,10600,3.18%,+0.66%,202,미벤이 400억 투자했다고 하는데 / 70%정리하길 잘했노 / s등급[1],Positive (65%),"스페이스x, 이거, 상한가",False
KOSDAQ,038500,삼표시멘트,5390,1.77%,5380,1.55%,+0.19%,400,하루쉬었다 가는 건가 / 내일 10퍼 정도는 오르고 빠질듯 / 정원오 구청장이 성동구 지역 개발과 관련해 삼...,Positive (56%),"정원오, 오늘, 단일가",False
KOSPI,272210,한화시스템,52700,8.03%,53100,7.99%,-0.75%,319,팔았어야[2] / 우리 라라케이가 주가를 꿰뚫어 보는[1] / 개미 터는 기술의 진수를 보여줌,Positive (51%),"오늘, 진짜, 역시",False
KOSDAQ,003380,하림지주,12210,6.50%,12550,6.60%,-2.71%,317,"내일 단일가야?[6] / 외국인,기관,프로그램 트리풀 큰폭 매도 개...[2] / 13300원에 오늘 물렸지만 .!~",Negative (67%),"오늘, 하림지주, 경방",False
KOSPI,000660,SK하이닉스,554000,53.40%,571000,53.38%,-2.98%,400,분위기가 이번주 가겠냐고요..... / 엔비디아에 / 62에판 고수들ㅡㅡ포천신북온천가서 놀다오소!뜨거운물...,Negative (57%),"오늘, 하이닉스, 종가",False
KOSPI,034020,두산에너빌리티,77100,22.56%,79700,22.71%,-3.26%,241,일론머스크 블로그ㄷㄷㄷㄷ / 과대평가[2] / 왜 개국장인가?,Positive (52%),"진짜, 수주, 외인",False
KOSPI,005930,삼성전자,104800,52.13%,108900,52.24%,-3.76%,400,"■HBM4, 삼전 엔비디아 기준 충족, 하... / 중국의 개가 환단고기 냠냠[2] / 서울시 민주당 탈환은  한국전쟁에 비유",Negative (55%),"삼전, ..., 삼성전자",False
KOSPI,097230,HJ중공업,23200,1.79%,24200,2.47%,-4.13%,164,비전투함이라도 / 제미나이에게 물어보니 / 계약 했다고 카는데,Positive (54%),"MRO, HJ중공업,, 해군",False
KOSPI,000720,현대건설,73100,19.71%,78000,20.41%,-6.28%,224,내일 급등 나올 타이밍 / 허매수 지리네 희망고문 ㅋㅋㅋㅋ / 주말은 행복했다~,Negative (71%),"오늘, 내일, ...",False
KOSPI,249420,일동제약,40850,7.92%,44300,10.37%,-7.79%,400,시대는 형 팬 되것어..[1] / -10%아래서 손절하고 장막판 밑꼬리 ... / 내일 45000원 되돌림 양봉 나온다,Negative (60%),"오늘, 일동제약, 일동",True
KOSDAQ,290690,소룩스,5060,1.00%,5650,2.18%,-10.44%,217,최대 리스크는 기대감이다.[1] / 종토방 분석 해서 떨어진다고 예측했던 사람인데[2] / 게시판 분위기가 합병 분위기네,Negative (57%),"합병, 내일, 소룩스",False
KOSDAQ,068240,다원시스,2795,7.15%,3780,7.58%,-26.06%,400,대통령이 사기당한거라고 한것치고는 쩜하 안간게... / 금요일 정리 하셨습니까? / 이런 쓰레기회사는 곧 상폐 당한다,Negative (60%),"이런, 다원시스, ...",False
