시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,027360,아주IB투자,2365,1.19%,2200,1.27%,+5.11%,19,제2의 천일고속[6] / 어~우 겨우 팔렸네[2] / 살짝 반등하는가싶더니..[1],Positive (100%),"이상, 상승했어요, 바닥에서",False
KOSDAQ,032680,소프트센,310,21.23%,293,21.20%,+5.08%,7,5% 이상 상승했어요 🎉 / 밑꼬리 잡으려다가 놓쳤네 / 315 익저르,Positive (100%),"중국테마, 전성시대, 315",False
KOSDAQ,307180,아이엘,3000,1.70%,2800,1.70%,+5.08%,67,수급보니  프로그램으로  샀다팔았다  수시로 하... / 최소 10%이상에서 놀고 있어야할  주가가  참...[1] / 뭐가 두려운가 ?[1],Positive (63%),"이상, 상승했어요, 로봇",False
KOSPI,092200,디아이씨,11880,2.64%,10900,2.49%,+5.04%,46,으악. 폭락이다. / 클로봇 고작17억짜리 계약으로 날라가네 / ㅋㅋ 일동제약 반도 못오르겠다. . .회사넘들...,Negative (57%),"..., 클로봇, 탈출",False
KOSDAQ,090710,휴림로봇,5860,2.36%,5690,2.85%,+5.02%,65,조만간[1] / 빨리! / 추카추카,Positive (66%),"주식, 추카추카, 조만간[1]",False
KOSDAQ,271830,팸텍,2255,0.96%,2175,1.02%,+4.88%,17,다신보지말자 ~~~ 못해먹겠다.[2] / 음전 직전 / 진짜 무섭긴하네요,Positive (100%),"이상, 상승했어요, 다음주",False
KOSDAQ,223250,드림씨아이에스,5950,51.75%,5070,51.28%,+4.75%,9,목표치[1] / 외계인들지분이 너무 많다 좋은건가 ㅎㅎㅎㅎ[3] / 오가노이드 테마,Mixed,"못가는데!!!!, 외국계, 지분51프로",False
KOSPI,000720,현대건설,77000,20.13%,71800,20.09%,+4.62%,27,매수타이밍 담겠습니다.[1] / 이거 오늘 상한가!!!! / 내가 강조 합니다!,Positive (83%),"오늘, 오늘이, 가장",False
KOSPI,025820,이구산업,5230,3.66%,4980,3.58%,+4.60%,7,"5300 벽좀 치워봐봐요[2] / 이  좋은    소식에    5,500원도  ... / 추접스럽다",Positive (100%),"추접스럽다, 잘먹구간다, 좋은",False
KOSPI,014280,금강공업,7150,2.07%,6690,1.70%,+4.38%,60,조금씩 / 윗꼬리대장 금강잡주 / 패턴이,Positive (83%),"오~~~, ..., 오늘은",False
KOSDAQ,217730,강스템바이오텍,1697,3.66%,1600,3.58%,+4.17%,27,종치나 오늘 상한가 한번 가자... / goos****는 감나!무모!지리 / 잘자라~ 우리아들~,Negative (80%),"goos****는, 감나!무모!지리, 종치나",False
KOSPI,064400,LG씨엔에스,68050,5.63%,64500,6.58%,+4.05%,118,근디 / 현재 매동 / 데이터센터 시대적흐름이다~,Positive (71%),"형들, 데이터센터, 어제",False
KOSPI,103590,일진전기,59100,14.52%,54700,14.61%,+4.05%,15,미래가치로 봐서 전력주중에서 제일 싸... / 산일 전기 만큼 못 오르는 게 이상[1] / 대황전기,Positive (100%),"전체시황, (데자뷰가, 거란",False
KOSDAQ,125490,한라캐스트,17900,3.77%,17930,3.82%,+4.01%,82,여기는세력이다나갔다[1] / 1조1천억[1] / 역시클로봇이,Positive (66%),"그럼그렇지, 익절, 못가",False
KOSDAQ,264850,이랜시스,6590,5.19%,5860,3.53%,+3.45%,14,제일 늦게가는만큼 / 개폭 / ㅋ살짝 올려. 프매. 한번 장난치고,Positive (80%),"개폭, ㅋ살짝, 올려.",False
KOSPI,006800,미래에셋증권,22100,10.90%,21400,10.89%,+3.27%,35,오늘은 증권 금융주의 날이구나[2] / 26년 내년 4만 돌파하자 ~~~ / 아무리 스페이스x라고해도,Positive (66%),"!!!, 오늘, ~~~",False
KOSPI,001440,대한전선,23000,9.97%,22500,10.03%,+3.14%,44,벌써 / 다들 지겨우면 올려줄때 떠나라 대한전선은 ... / 누군가?,Positive (100%),"벌써, 대원전선, 오늘도",False
KOSDAQ,082850,우리바이오,2105,3.10%,2030,2.95%,+2.93%,22,잘먹고 갑니다~~[1] / 설겆이 또 당함...[3] / 시퍼런음봉,Positive (80%),"이상, 상승했어요, 시퍼런음봉",False
KOSDAQ,225190,LK삼양,1244,1.56%,1182,0.93%,+2.81%,9,----증권거래소 --- 긴급 조치 / 대표이사 짤렸다고 주가 폭등하는 회사....[2] / 상패 되기전에,Negative (66%),"전부, 손절하고, 떠납니다",False
KOSPI,009200,무림페이퍼,2060,2.19%,1993,2.07%,+2.74%,10,무림페이퍼 아픈손가락....ㅋㅋㅋ / 단타 키움증권아 오늘 외국인 기관이 패댕이 치... / 사기꾼 리스트 주의,Positive (100%),"서울사옥, 팔고, 진주가자",False
KOSPI,042670,HD현대인프라코어,16860,17.67%,15700,17.07%,+2.62%,12,이제 12월 말 까지 / 종전이네 크리스마스전에 종전이네 / 누구냐?,Positive (100%),"종전이네, 이제, 크리스마스전에",False
KOSPI,034020,두산에너빌리티,79300,22.67%,76800,22.64%,+2.59%,214,오늘 8만 위에서 또 물린 흐구들 손들어보자 / 투경 풀리면 갈까요? / 에휴..이러니 개국장이지,Mixed,"오늘, SMR, 두빌",False
KOSDAQ,0015S0,페스카로,22800,0.06%,27100,0.06%,+2.24%,57,1시부터[1] / 작전변경 / 공모가 1.5만이다,Positive (100%),"오늘, 공모가, 물린",False
KOSDAQ,365330,에스와이스틸텍,3540,2.21%,3345,1.65%,+2.16%,17,주말 악재 무조건 나옵니다[3] / 차트가 일봉상 역헤드엔숄더 / 잡주에 있지말고 애쓰지 와라 지금봐라 재건의 ...[2],Negative (66%),"응가차, 잡주에, 있지말고",False
KOSDAQ,052420,오성첨단소재,1581,5.68%,1519,5.52%,+2.13%,14,9.3일 신한 오전장 수익실현하고 / 잘먹고 갑니다~~ / 수급이,Positive (100%),"빙다리, 합바지, 합병",False
KOSPI,015760,한국전력,49800,22.82%,49800,22.74%,+2.05%,32,주가 탄력성 약화요인 / 이제 5자 못본다.[2] / 나쁜 넘들 고점에서 꼬시네,Neutral,"게시판, 이상한, 애들",False
KOSPI,047040,대우건설,3800,10.71%,3625,10.68%,+2.01%,11,빨리들 주워담아라 조만간 5천[1] / 공매놈들 대차상환할려고 주가조작질하네 / 미친 개사조,Negative (100%),"Cgv대우, 안내려오고, 좋구만",False
KOSDAQ,043260,성호전자,5330,1.89%,6250,2.14%,+1.91%,41,우리의 쎄한승호즌자[1] / 유출 ㅎㄷㄷ / 우리 리딩방장왈 6200간다[1],Positive (55%),"여기서, ㅋㅋㅋㅋ, 탈출",False
KOSPI,003720,삼영,6870,5.37%,7070,4.73%,+1.78%,12,좀[1] / 짜고치는 고스톱 아주 쉬워요 요놈 주가 들어따...[1] / 삼룡이 영구,Positive (100%),"오늘들어왔는데[1], 외인차익실현......, 짜고치는",False
KOSDAQ,298830,슈어소프트테크,7150,1.75%,6200,1.01%,+1.56%,39,여기서뭐하세요~2 / 오~~~ / 여기서 뭐해~~~~3,Negative (66%),"오~~~, 단타, ...",False
KOSDAQ,064260,다날,7280,7.81%,7160,5.06%,+1.11%,50,크게 보면 의미 없다 잔파동임[1] / 매도세 강해 / 흑두루미는 그대 아니오?[1],Positive (57%),"다날은, .., 내가",False
KOSDAQ,042940,상지건설,13690,0.00%,11430,0.00%,+1.03%,55,티엑스알로보틱스 로 넘어와라 / 손바꾸자......... 능력되는 주포로 바꾸자... / 이름바까라 하지건설로!,Negative (57%),"오늘, 했냐, 상지가",False
KOSDAQ,030530,원익홀딩스,30300,2.44%,30750,3.08%,+1.00%,43,여기 세력 형님 주식회사 APS도 이... / 로봇이야? / 시장보니[2],Positive (100%),"클로봇, 이거, 3만원위는",False
KOSDAQ,900270,헝셩그룹,205,25.00%,208,25.02%,+0.99%,17,다른넘들 병합한다고 했을때[2] / 뉴스떳나? 중국주 빨간불전환중 컬러 순식간에... / 허매도 한놈이 100만주를 왜 걸어막았을까....,Negative (66%),"로스웰, 허매도, 한놈이",False
KOSDAQ,365590,하이딥,547,4.99%,466,4.91%,+0.92%,6,"정원오 경주정씨 종친주, 정은섭 대주산업 회장 / 오늘 인베니아 감자[1] / ㄱㄱㄱㄱ정원오",Neutral,"엮을건, 싸그리, 엮는구나",False
KOSPI,010140,삼성중공업,26000,30.58%,26250,30.55%,+0.78%,34,목표미달인듯 / ㅋㅋㅋㅋㅋ / ■ 국민 13%만 국민의힘의 계엄 대응이 적절...,Negative (100%),"빨리, 대차, 오늘",False
KOSDAQ,032820,우리기술,3995,4.92%,3895,6.06%,+0.76%,39,"원기옥   모으는중 ㅋㅋㅋㅋ / 4,000원 위에 있기는 힘드나 보네요~ / 이",Negative (80%),"신한, 풀~, 공매도",False
KOSPI,005935,삼성전자우,82000,77.11%,81000,77.01%,+0.74%,14,거봐  기관이  그동안 쓸어담았잔아  개인은 ... / 11년전인가 2014년 닉스와 삼성본주 비슷 / 궁금하면,Negative (100%),"삼성의, 모습은, 180000이상",False
KOSPI,005930,삼성전자,107900,52.26%,108000,52.21%,+0.56%,339,이런 장난치는 개잡주는[1] / 힘있는일봉차트백조 ㅋ 이 넘은 난독증이.있... / 더 좀 사게 폭락 좀 해라...,Positive (60%),"..., 삼성전자, 삼전",False
KOSPI,000660,SK하이닉스,568000,53.38%,587000,53.41%,+0.53%,373,개미 못 버티고 팔아 치우는데.. 왜? 하락 시... / 정부 관로들에게 뇌물을 안섰나? / 계속올리면,Negative (54%),"투경, 어제, 하이닉스",False
KOSPI,000230,일동홀딩스,15880,1.95%,13490,2.12%,+0.51%,39,아무리 그래도 지금 최소 2만원은 / 제약이랑 상승 괴리감너무 한거아니냐? / 여기서  7천들  가시나 ?,Positive (75%),"일동제약, 5%, 이상",False
KOSDAQ,220260,켐트로스,6130,0.75%,6200,0.77%,+0.49%,13,내가 말했잖아[2] / 왐마  그래피좌 / 14만주,Positive (100%),"14만주, 김승현이냐?, 운전꼬라지",False
KOSPI,001520,동양,839,1.64%,834,1.48%,+0.36%,11,오늘은 초반부터 프매로 조지네~ 종가 765원[1] / 삼표시멘트....2연상~~^^ / ㅋ...우선주는 허매수 쥑이네~~~,Mixed,"2시16분, 23초, 삼표시멘트....2연상~~^^",False
KOSDAQ,056090,시지메드텍,1267,5.21%,1325,5.12%,+0.16%,20,10년를 버틴 형이다.[1] / 사기꾼 강영권 무죄나오니까[1] / 프로그램,Positive (100%),"강영권, 제발.., 프로그램",False
KOSDAQ,067310,하나마이크론,24500,14.70%,25250,14.89%,0.00%,31,주포 잔인하다 잔인해[2] / 와[1] / 워워~~~~~,Mixed,"일목에서, 구름이, 바뀌었네",False
KOSDAQ,347850,디앤디파마텍,88200,9.13%,87300,10.62%,-0.11%,71,좋은 소식 있을 때 무증 한다고 안했냐? / 앙탈 그만부리고 얼른 내려와라~~~ / 증자전 36만원 수준...,Positive (66%),"디앤디는, 디앤디, 어제",False
KOSDAQ,0105P0,유진스팩12호,1981,0.00%,1984,,-0.20%,14,우와 개미들 지쳐서 매도하고 다른거 갈아탈...[1] / 상장해놓고 법인은 대량 매도하니 / 손절하고 1980원에 던지는 사람특,Negative (100%),"ㅋㅋ, 교보스팩은, 4000원",False
KOSPI,028670,팬오션,4040,14.01%,3995,14.00%,-0.25%,21,들어간다 / 주린이들의 착각 ㅋㅋ / ls마린솔루션,Negative (100%),"주린이들의, 착각, ㅋㅋ",False
KOSDAQ,459550,알트,4225,0.33%,4305,0.56%,-0.47%,28,주포 진짜 / 어라 갑자기 슛팅[1] / Cb물량이,Positive (66%),"4200, 알트, 오후에",False
KOSPI,005880,대한해운,1892,9.74%,1843,9.65%,-0.58%,8,우와...[1] / 1920원 짜리가 배당금 조봐야 ㅋ / 대한해운,Neutral,"대한해운, 떠나야겠다, 증시",False
KOSDAQ,191410,육일씨엔에쓰,2035,1.19%,1580,1.07%,-0.73%,7,5% 이상 하락했어요 😞[2] / 대박~~~ 내년 지선까지 목표가 1만원 / 동신건설 동향 20년12월달에 6배 오른거 ...,Positive (66%),"..., 5%, 이상",False
KOSDAQ,099440,스맥,6770,6.13%,7180,5.92%,-1.02%,97,품절@ / 와나 클로봇 시총 / 아 글고 스맥 우리사주 140만주,Mixed,"투경, 물량, 클로봇",False
KOSDAQ,413630,씨피시스템,4640,1.48%,4370,0.73%,-1.07%,12,고점 / 여기 다 구라쟁이들만 모여서 ㅋㅋ / 프매,Neutral,"느낌상[2], 소설, 씁니다",False
KOSPI,004060,SG세계물산,361,2.09%,329,1.81%,-1.10%,15,개미핥기 / 오늘 거래량 천만주 달성은 어렵겠네...체결... / 삼시,Positive (100%),"상한가, 찍은, 조정",False
KOSDAQ,900300,오가닉티코스메틱,312,0.00%,318,0.00%,-1.58%,5,쫄보아재[2] / 80[1] / From now on,Positive (100%),"외국인, 매수, 들어오네요.",False
KOSDAQ,317240,TS트릴리온,246,3.63%,248,3.65%,-1.60%,5,오늘은 가나? / 미래+대신은[1] / 오늘도상한가에 걸어봅니다,Neutral,"며칠, 올랐으니, 전환사채의",False
KOSPI,012610,경인양행,3660,3.09%,3665,3.04%,-1.74%,8,갑니다.언제 터트릴지몰라요.준비해두세요/2/1정...[1] / 진짜상승/증권사 70000주매집들어왓네요[1] / 어제도 이러다 폭등[2],Positive (75%),"크라우웍스, 호재어마하고/전갈아탓어요, 진짜상승/증권사",False
KOSDAQ,136480,하림,3050,4.36%,2970,4.61%,-1.93%,38,이노마는 / 팍팍 좀 팔아봐라~ / 하림 _ 오 후 긴 급 🚨[1],Negative (60%),"하림, 살려주세요, 공매도",False
KOSDAQ,256840,한국비엔씨,5540,3.53%,5450,2.83%,-1.95%,28,"기다리면 5,500원 온다했는데 진짜오네?[1] / 4600원 와야 개미들 정리될듯..[1] / 예전에도 4600원오면 정리할줄알았는데",Negative (100%),"기다리면, 5,500원, 예전에도",False
KOSDAQ,320000,한울반도체,2035,1.26%,2070,1.18%,-2.16%,11,나 같은 초짜도 상갈줄알고 들어왓는데 ㅋㅋㅋ[1] / 그래.. 어쩔수없구나 어쩔수없어 ㅜㅜ / 쓰레기 손절했다 상갈뉴스인데,Positive (66%),"ㅜㅜ, 프로그램, 그만좀팔아라",False
KOSDAQ,086520,에코프로,110200,21.81%,116800,22.04%,-2.30%,284,●4거래일간 1300억어치 주식 팔아치우는 ... / 신한의 최대주주는 오사카 간친회 입니다 / 급락,Negative (51%),"오늘, 공매, 어제",False
KOSDAQ,098460,고영,26600,19.25%,26950,19.71%,-2.39%,113,"지금이라도 갈아타야 하나 / 이런 개잡주..반도체도 아니고 로봇도 아니고, 코... / 20일선까지 조정해라~",Positive (52%),"이제, 고영, 로봇주",False
KOSPI,001360,삼성제약,1871,2.59%,1755,2.35%,-2.55%,38,"삼성제약, 젬백스 GV1001 아시아 판권 확보...[1] / 아시아 4개국 20억인구의 판권이다[1] / ■시나리오■연구용■",Positive (66%),"아시아, GV1001, 한양대병원에서",False
KOSPI,018880,한온시스템,3595,5.10%,3710,5.15%,-2.57%,18,어떤 부분이 선행매매라는 거죠!!! / 18만원짜리 주식이네 / 실버킬러 한강 뛰어들었음?,Negative (100%),"유증, 19일까지, 기존주식",False
KOSDAQ,208370,셀바스헬스케어,5790,1.09%,5620,1.56%,-2.69%,27,선택... / 제이엘케이 의료 AI 멋진 상승중!!! / 초전도체 실체도없는거 10배갔다,Positive (100%),"메디아나, 의료, AI",False
KOSDAQ,010170,대한광통신,2290,1.93%,2170,1.54%,-2.97%,26,2300원 매수완료[1] / 1700원까지 처박을예정 ㅅㄱ[1] / 그럼 그렇지 지옥가는구나,Positive (75%),"왕창, 개미들, 오늘",False
KOSDAQ,039860,나노엔텍,4090,1.24%,4225,1.13%,-3.20%,57,얘  로봇 맞아요??[2] / 애는 그냥 시초가에만 띄우고 계속 죽는 애네 / 하는 짓거리가  종쳤네[2],Positive (58%),"역시, 오늘, 그냥",False
