시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts
KOSDAQ,053700,삼보모터스,8040,0.00%,6420,0.00%,+25.23%,88,"눈물나오네..[2] / 삼보에이엔티 서울대 기계공학과 사장님 홧팅입니... / 26년 예상 매출액 2조원 이상, 영업이익 1천...[2] / 로봇 기업 칼만텍 삼보모터스 품으로",Positive (87%),"오늘, 상한가, 이상",False,"[{'title': '오늘 무조건 상가고 내일 부터는', 'date': '2026.01.05 11:05', 'views': '50', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=409637599&page=3', 'body': '', 'score': 200}, {'title': '삼보에이엔티 서울대 기계공학과 사장님 홧팅입니...', 'date': '2026.01.05 10:07', 'views': '94', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=409629603&page=3', 'body': '', 'score': 244}, {'title': '26년 예상 매출액 2조원 이상, 영업이익 1천...[2]', 'date': '2026.01.05 11:18', 'views': '109', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=409639084&page=2', 'body': '', 'score': 229}, {'title': '로봇 기업 칼만텍 삼보모터스 품으로', 'date': '2026.01.05 10:55', 'views': '90', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=409636256&page=3', 'body': '', 'score': 210}, {'title': '눈물나오네..[2]', 'date': '2026.01.05 10:15', 'views': '181', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=409630738&page=3', 'body': '', 'score': 301}, {'title': '아직도 pbr 0.4 미치겠다', 'date': '2026.01.05 11:15', 'views': '22', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=409638803&page=2', 'body': '', 'score': 112}, {'title': ""샤오펑 '수직이착륙 드론' 인기...韓삼보모터..."", 'date': '2026.01.05 10:58', 'views': '61', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=409636757&page=3', 'body': '', 'score': 151}, {'title': '어차피 단일가~~상 닫어~~~~~~~~~~~~', 'date': '2026.01.05 10:56', 'views': '29', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=053700&nid=409636375&page=3', 'body': '', 'score': 119}, {'title': '하한가간다[2]', 'date': '2026.01.05 10:19', 'views': '113', 'likes': '3', 'dislikes': '3', 'link': '/item/board_read.naver?code=053700&nid=409631310&page=3', 'body': '', 'score': 203}, {'title': '단일가지정인듯', 'date': '2026.01.05 10:02', 'views': '49', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=053700&nid=409628885&page=4', 'body': '', 'score': 139}]"
KOSDAQ,950250,테라뷰,11840,0.00%,7530,0.00%,+21.06%,222,"테라뷰, '포춘 500 선정' HBM 공급업체... / 이정도 거래량에 이가격을 유지한다는건[2] / 포춘선정 500개 기업과 다년간 공급계...[3] / 테라뷰, 미국 HBM 공급업체와 다년간 서비스...[1]",Positive (69%),"오늘, ..., HBM",False,"[{'title': '이정도 거래량에 이가격을 유지한다는건[2]', 'date': '2026.01.05 11:12', 'views': '65', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409638472&page=2', 'body': '', 'score': 305}, {'title': ""테라뷰, '포춘 500 선정' HBM 공급업체..."", 'date': '2026.01.05 08:34', 'views': '71', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409617284&page=11', 'body': '', 'score': 311}, {'title': '포춘 선정회사면 공시뜨면 사지도 못하겠네.', 'date': '2026.01.05 11:27', 'views': '52', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409640200&page=2', 'body': '', 'score': 232}, {'title': '재미나이가 포츈500기업 마이크론', 'date': '2026.01.05 11:12', 'views': '29', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409638460&page=2', 'body': '', 'score': 209}, {'title': '형님들 작업하니깐 단타치지말고 가만히 ...[1]', 'date': '2026.01.05 10:54', 'views': '47', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409636105&page=3', 'body': '', 'score': 227}, {'title': '테라뷰, 미국 HBM 공급업체와 다년간 서비스...[1]', 'date': '2026.01.05 08:30', 'views': '81', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409617004&page=11', 'body': '', 'score': 261}, {'title': '마이크론 공급사 딱보면감안오냐 제2의 한미...', 'date': '2026.01.05 11:17', 'views': '47', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409638961&page=2', 'body': '', 'score': 197}, {'title': '던지지 말고 고', 'date': '2026.01.05 11:13', 'views': '18', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=950250&nid=409638593&page=2', 'body': '', 'score': 168}, {'title': '포춘500사 미국소재 회사는?[1]', 'date': '2026.01.05 11:01', 'views': '59', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=950250&nid=409637084&page=3', 'body': '', 'score': 209}, {'title': '포춘선정 500개 기업과 다년간 공급계...[3]', 'date': '2026.01.05 10:48', 'views': '124', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=950250&nid=409635280&page=3', 'body': '', 'score': 274}]"
KOSDAQ,036540,SFA반도체,5650,4.29%,4575,4.16%,+16.02%,87,전량매도[5] / 중요한건..[1] / 다른 주식 다 오를 때 / 공매도 숏커버 해라,Negative (54%),"주식, 했다, 공매도",False,"[{'title': '전량매도[5]', 'date': '2026.01.05 09:22', 'views': '450', 'likes': '9', 'dislikes': '3', 'link': '/item/board_read.naver?code=036540&nid=409622390&page=2', 'body': '', 'score': 720}, {'title': '다른 주식 다 오를 때', 'date': '2026.01.05 09:19', 'views': '64', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409621982&page=2', 'body': '', 'score': 244}, {'title': '공매도 숏커버 해라', 'date': '2026.01.05 11:00', 'views': '39', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409636891&page=1', 'body': '', 'score': 189}, {'title': '뭘 고민해 상인디 ㅋㅋ', 'date': '2026.01.05 09:16', 'views': '49', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409621599&page=2', 'body': '', 'score': 169}, {'title': '중요한건..[1]', 'date': '2026.01.05 08:22', 'views': '150', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409616489&page=4', 'body': '', 'score': 270}, {'title': '매수완료', 'date': '2026.01.05 08:19', 'views': '43', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=036540&nid=409616315&page=4', 'body': '', 'score': 163}, {'title': '5,600원 뚫리면 폭포수다', 'date': '2026.01.05 11:24', 'views': '47', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=036540&nid=409639789&page=1', 'body': '', 'score': 137}, {'title': '쳐올려라!', 'date': '2026.01.05 11:17', 'views': '17', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=036540&nid=409639063&page=1', 'body': '', 'score': 107}, {'title': '저점매수  해야긋네', 'date': '2026.01.05 11:13', 'views': '27', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=036540&nid=409638528&page=1', 'body': '', 'score': 117}, {'title': '숏', 'date': '2026.01.05 11:02', 'views': '33', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=036540&nid=409637186&page=1', 'body': '', 'score': 123}]"
KOSDAQ,010170,대한광통신,3195,2.56%,2225,0.90%,+14.11%,94,"대광만세[2] / 대주주 지분 늘려야 / 상을 치냐 못치냐는[1] / 상한가 3,640원 기대한다/ 대박이다  수조 달...[1]",Positive (64%),"오늘, 이상, 상승했어요",False,"[{'title': '대광만세[2]', 'date': '2026.01.05 09:56', 'views': '285', 'likes': '14', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409628017&page=3', 'body': '', 'score': 705}, {'title': '대주주 지분 늘려야', 'date': '2026.01.05 09:35', 'views': '254', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409624305&page=3', 'body': '', 'score': 644}, {'title': '2차', 'date': '2026.01.05 09:46', 'views': '47', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409626389&page=3', 'body': '', 'score': 407}, {'title': '누가 뭐래도', 'date': '2026.01.05 11:07', 'views': '76', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=409637830&page=1', 'body': '', 'score': 406}, {'title': '이제꼬리들어서', 'date': '2026.01.05 09:43', 'views': '65', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409625753&page=3', 'body': '', 'score': 395}, {'title': '상을 치냐 못치냐는[1]', 'date': '2026.01.05 09:55', 'views': '152', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409627750&page=3', 'body': '', 'score': 452}, {'title': '분명히 말했다ᆢ팔면 쪼다된다고', 'date': '2026.01.05 09:49', 'views': '90', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409626884&page=3', 'body': '', 'score': 390}, {'title': '올해 10배 올라간다는데 왜 팔지?? 올...', 'date': '2026.01.05 09:17', 'views': '124', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409621725&page=4', 'body': '', 'score': 424}, {'title': '3400원찍으면상한가진입!!!!3460고가찍...[1]', 'date': '2026.01.05 11:01', 'views': '110', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=010170&nid=409637074&page=1', 'body': '', 'score': 380}, {'title': '상한가 3,640원 기대한다/ 대박이다  수조 달...[1]', 'date': '2026.01.05 10:21', 'views': '168', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=409631594&page=2', 'body': '', 'score': 438}]"
KOSDAQ,256840,한국비엔씨,5180,3.11%,4480,3.09%,+13.60%,94,"25년 5월 같은뉴스[2] / 공매도 손실 엄청 증가 예상 / 재탕이라고 몇번을 말하나요[1] / 부창제약과 본 계약(수출)  공시 나오면,...",Positive (60%),"공매도, 숏커버링, 공매세력은",False,"[{'title': '공매도 손실 엄청 증가 예상', 'date': '2026.01.05 10:56', 'views': '58', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=256840&nid=409636453&page=2', 'body': '', 'score': 328}, {'title': '25년 5월 같은뉴스[2]', 'date': '2026.01.05 10:44', 'views': '195', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=256840&nid=409634478&page=3', 'body': '', 'score': 465}, {'title': '입꾹닫 하던 개미들 다 달려드네ㅋㅋㅋㅋㅋ...', 'date': '2026.01.05 10:54', 'views': '40', 'likes': '8', 'dislikes': '4', 'link': '/item/board_read.naver?code=256840&nid=409636173&page=2', 'body': '', 'score': 280}, {'title': '한한령 해제 대통 중국방문', 'date': '2026.01.05 10:44', 'views': '40', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=256840&nid=409634551&page=2', 'body': '', 'score': 280}, {'title': '분할매수 할 종목이다 개뮈들아', 'date': '2026.01.05 11:31', 'views': '66', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=256840&nid=409640627&page=1', 'body': '', 'score': 276}, {'title': '부창제약과 본 계약(수출)  공시 나오면,...', 'date': '2026.01.05 10:43', 'views': '93', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=256840&nid=409634333&page=3', 'body': '', 'score': 303}, {'title': '공매도 세력의 숏커버링 물량 5백주가 나...', 'date': '2026.01.05 10:50', 'views': '62', 'likes': '6', 'dislikes': '0', 'link': '/item/board_read.naver?code=256840&nid=409635619&page=2', 'body': '', 'score': 242}, {'title': '재탕이라고 몇번을 말하나요[1]', 'date': '2026.01.05 10:49', 'views': '127', 'likes': '6', 'dislikes': '6', 'link': '/item/board_read.naver?code=256840&nid=409635415&page=2', 'body': '', 'score': 307}, {'title': '중국발 대장주다[1]', 'date': '2026.01.05 11:08', 'views': '72', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=256840&nid=409638016&page=2', 'body': '', 'score': 222}, {'title': '거래량 ~~[1]', 'date': '2026.01.05 10:54', 'views': '79', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=256840&nid=409636142&page=2', 'body': '', 'score': 229}]"
KOSPI,093240,형지엘리트,2475,1.62%,1698,1.13%,+12.24%,240,"올해 6월부터 형지엘리트에서 / 진짜 짜증나네 20프로 손해보고 손절했는데[3] / [속보] 형지로보틱스, 매출과 영업이익 급등,... / 의류업체로는 유일하게 대통령과 동행",Positive (59%),"이상, ..., 이유가",False,"[{'title': '올해 6월부터 형지엘리트에서', 'date': '2026.01.05 08:16', 'views': '80', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409616109&page=12', 'body': '', 'score': 230}, {'title': '의류업체로는 유일하게 대통령과 동행', 'date': '2026.01.05 10:33', 'views': '33', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=093240&nid=409633160&page=8', 'body': '', 'score': 153}, {'title': '형들 안티짓 그만해', 'date': '2026.01.05 08:47', 'views': '14', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409618170&page=12', 'body': '', 'score': 134}, {'title': '변곡 구간의 신호 지금 나왔습니다.', 'date': '2026.01.05 11:56', 'views': '22', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409643665&page=1', 'body': '', 'score': 112}, {'title': '진짜 짜증나네 20프로 손해보고 손절했는데[3]', 'date': '2026.01.05 11:37', 'views': '80', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409641438&page=2', 'body': '', 'score': 170}, {'title': '여기주포 시원하네..', 'date': '2026.01.05 11:37', 'views': '15', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409641432&page=2', 'body': '', 'score': 105}, {'title': '[속보] 형지로보틱스, 매출과 영업이익 급등,...', 'date': '2026.01.05 11:36', 'views': '67', 'likes': '3', 'dislikes': '1', 'link': '/item/board_read.naver?code=093240&nid=409641276&page=3', 'body': '', 'score': 157}, {'title': '2060원에 2억 드갔다..', 'date': '2026.01.05 11:35', 'views': '34', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409641179&page=3', 'body': '', 'score': 124}, {'title': '상승 이유가 뭘까?', 'date': '2026.01.05 11:35', 'views': '13', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409641145&page=3', 'body': '', 'score': 103}, {'title': '오늘 상가면 내일은', 'date': '2026.01.05 11:34', 'views': '23', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=093240&nid=409641045&page=3', 'body': '', 'score': 113}]"
KOSPI,042700,한미반도체,160950,7.15%,127400,5.98%,+11.38%,314,한미반도체 주주님들[1] / 52주 최고 돌파..[3] / 장시작 vi발동 99.99%[3] / 공시뜨면 어디까지 갈까[2],Positive (57%),"오늘, 반도체, 신한",False,"[{'title': '한미반도체 주주님들[1]', 'date': '2026.01.05 10:33', 'views': '146', 'likes': '39', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409633117&page=5', 'body': '', 'score': 1316}, {'title': '장시작 vi발동 99.99%[3]', 'date': '2026.01.05 08:49', 'views': '208', 'likes': '24', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409618283&page=12', 'body': '', 'score': 928}, {'title': '52주 최고 돌파..[3]', 'date': '2026.01.05 10:21', 'views': '240', 'likes': '23', 'dislikes': '4', 'link': '/item/board_read.naver?code=042700&nid=409631578&page=6', 'body': '', 'score': 930}, {'title': '안티들 배알 꼴려 죽을려고 하네 ㅋㅋㅋㅋㅋㅋㅋ...', 'date': '2026.01.05 08:24', 'views': '46', 'likes': '22', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409616622&page=15', 'body': '', 'score': 706}, {'title': '오늘부터 무조건 반도체 3대장만 잡아라[1]', 'date': '2026.01.05 08:18', 'views': '152', 'likes': '22', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409616283&page=15', 'body': '', 'score': 812}, {'title': '공시뜨면 어디까지 갈까[2]', 'date': '2026.01.05 10:50', 'views': '241', 'likes': '20', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409635628&page=4', 'body': '', 'score': 841}, {'title': '내가 이걸 금요일날 버렸다', 'date': '2026.01.05 08:41', 'views': '54', 'likes': '20', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409617753&page=13', 'body': '', 'score': 654}, {'title': '와', 'date': '2026.01.05 08:37', 'views': '44', 'likes': '19', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409617476&page=14', 'body': '', 'score': 614}, {'title': '20만은 돌파해야 조정자리', 'date': '2026.01.05 08:15', 'views': '30', 'likes': '19', 'dislikes': '1', 'link': '/item/board_read.naver?code=042700&nid=409616046&page=15', 'body': '', 'score': 600}, {'title': '8,700억이 애들 장난이더냐~~', 'date': '2026.01.05 11:24', 'views': '106', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=042700&nid=409639819&page=2', 'body': '', 'score': 646}]"
KOSPI,034020,두산에너빌리티,83000,22.45%,75300,22.47%,+10.37%,353,"삼전 털고 두빌 담은거 잘함 ^_^""[3] / 내 본전 9만[4] / 불쌍한 개미들 / 81600~83000원 사이 왔다리갔다리!",Negative (52%),"오늘, 두빌, 오늘은",False,"[{'title': '삼전 털고 두빌 담은거 잘함 ^_^""[3]', 'date': '2026.01.05 10:58', 'views': '185', 'likes': '20', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409636701&page=6', 'body': '', 'score': 785}, {'title': '불쌍한 개미들', 'date': '2026.01.05 11:08', 'views': '197', 'likes': '19', 'dislikes': '6', 'link': '/item/board_read.naver?code=034020&nid=409637932&page=5', 'body': '', 'score': 767}, {'title': '83000대매물대가많네', 'date': '2026.01.05 11:02', 'views': '97', 'likes': '19', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409637239&page=5', 'body': '', 'score': 667}, {'title': '내 본전 9만[4]', 'date': '2026.01.05 10:42', 'views': '269', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409634281&page=7', 'body': '', 'score': 779}, {'title': '횡보하면서 개미랑 신용 다털고[3]', 'date': '2026.01.05 10:41', 'views': '234', 'likes': '15', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=409634158&page=7', 'body': '', 'score': 684}, {'title': '두빌이 오늘 9만 뚫자', 'date': '2026.01.05 09:25', 'views': '68', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409622812&page=14', 'body': '', 'score': 518}, {'title': '81600~83000원 사이 왔다리갔다리!', 'date': '2026.01.05 11:03', 'views': '310', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=034020&nid=409637406&page=5', 'body': '', 'score': 730}, {'title': '숏~', 'date': '2026.01.05 10:49', 'views': '30', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409635420&page=7', 'body': '', 'score': 450}, {'title': '전고 146,000 원 향하여', 'date': '2026.01.05 10:17', 'views': '85', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409631114&page=9', 'body': '', 'score': 505}, {'title': '신한 공매 줬됐네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ...', 'date': '2026.01.05 09:55', 'views': '82', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=409627822&page=11', 'body': '', 'score': 502}]"
KOSDAQ,032940,원익,15140,6.35%,10580,6.55%,+10.11%,180,오늘 저가 금액인거같아요[1] / 개수작 부리다가 원홀하고 같이 / 나 아직 한주도 안팔았다[1] / 정부는 호라이즌 뒷조사 해라,Positive (57%),"원익, 오늘, 시총",False,"[{'title': '개수작 부리다가 원홀하고 같이', 'date': '2026.01.05 09:52', 'views': '28', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409627385&page=6', 'body': '', 'score': 178}, {'title': '오늘 저가 금액인거같아요[1]', 'date': '2026.01.05 11:31', 'views': '61', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=032940&nid=409640710&page=2', 'body': '', 'score': 181}, {'title': '나 아직 한주도 안팔았다[1]', 'date': '2026.01.05 11:12', 'views': '44', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409638498&page=3', 'body': '', 'score': 164}, {'title': '정부는 호라이즌 뒷조사 해라', 'date': '2026.01.05 10:31', 'views': '26', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=032940&nid=409632895&page=5', 'body': '', 'score': 146}, {'title': '갈수밖에 없는 이유,,,,,,[2]', 'date': '2026.01.05 12:02', 'views': '29', 'likes': '3', 'dislikes': '2', 'link': '/item/board_read.naver?code=032940&nid=409644315&page=1', 'body': '', 'score': 119}, {'title': '나는', 'date': '2026.01.05 10:52', 'views': '18', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409635885&page=4', 'body': '', 'score': 108}, {'title': '자~~~주포 행님 들으셨죠?[1]', 'date': '2026.01.05 10:41', 'views': '37', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409634089&page=5', 'body': '', 'score': 127}, {'title': '어차피 음봉간다 기대마셔', 'date': '2026.01.05 10:33', 'views': '23', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409633131&page=5', 'body': '', 'score': 113}, {'title': '대주주는 4천원 4배주식장사', 'date': '2026.01.05 10:27', 'views': '17', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409632407&page=5', 'body': '', 'score': 107}, {'title': '오늘고점개미빨랑손절해라.보합간다.', 'date': '2026.01.05 10:25', 'views': '19', 'likes': '3', 'dislikes': '0', 'link': '/item/board_read.naver?code=032940&nid=409632134&page=5', 'body': '', 'score': 109}]"
KOSPI,005935,삼성전자우,101600,77.54%,89200,77.48%,+7.63%,108,조만간 삼성전자 우 의 폭등이 시작된다. / 5년장투 드디어 빛을보내요 / ㅠㅠ[2] / 난20년후에 팔께[1],Positive (66%),"10만, 우선주, 본주",False,"[{'title': '조만간 삼성전자 우 의 폭등이 시작된다.', 'date': '2026.01.05 10:08', 'views': '242', 'likes': '19', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409629732&page=5', 'body': '', 'score': 812}, {'title': 'ㅠㅠ[2]', 'date': '2026.01.05 11:49', 'views': '167', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409642818&page=1', 'body': '', 'score': 617}, {'title': '5년장투 드디어 빛을보내요', 'date': '2026.01.05 10:53', 'views': '278', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409636087&page=3', 'body': '', 'score': 728}, {'title': '내가 볼때는 작년 하닉처럼 끝없이 오를거 같다', 'date': '2026.01.05 11:39', 'views': '94', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=005935&nid=409641621&page=2', 'body': '', 'score': 454}, {'title': '주주로서', 'date': '2026.01.05 10:40', 'views': '76', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409633917&page=4', 'body': '', 'score': 436}, {'title': '우선주가 저렴한거예요', 'date': '2026.01.05 10:20', 'views': '88', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409631547&page=4', 'body': '', 'score': 418}, {'title': '10만 지붕이 뚫렸넹~^', 'date': '2026.01.05 11:19', 'views': '87', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409639239&page=2', 'body': '', 'score': 357}, {'title': '난20년후에 팔께[1]', 'date': '2026.01.05 10:30', 'views': '191', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=005935&nid=409632785&page=4', 'body': '', 'score': 461}, {'title': '10만원 넘어도 이상할것없다.', 'date': '2026.01.05 09:59', 'views': '86', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=005935&nid=409628383&page=5', 'body': '', 'score': 356}, {'title': '와 얘도 십만을 가다니', 'date': '2026.01.05 10:37', 'views': '29', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=005935&nid=409633627&page=4', 'body': '', 'score': 269}]"
