시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,140,주가가 오르면 오를수록 상속세가 존나 커지는데 / 분쟁테마 / 분석[1],Positive (70%),"경영권, 상한가, 이상",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,334,스페이스X 미리 공부해라 / 거래량이   돌았어요 / ,Positive (55%),"오늘, 상한가, 스페이스X",False
KOSDAQ,478340,나라스페이스테크놀로지,33850,0.09%,27149,,+24.68%,244,"3시안에는 보셔야겠네요 , / 24%매도후 12%재매수걸어놨지만 .. / 어제랑 같은 패턴 ㅌㅌ",Mixed,"어제, ..., 상한가",False
KOSDAQ,027360,아주IB투자,3350,0.50%,2700,0.48%,+24.07%,124,스페이스x 내년상장 2200조 / 정리해줄께여 / 미래 아주,Positive (76%),"이상, 상승했어요, 지분",False
KOSPI,452260,한화갤러리아,1705,1.51%,1110,1.39%,+18.16%,310,물량이탈 없는데 꽉 잡고 있어야죠.[2] / 염비엉이다 아주 / 압구정 갤러리아,Positive (63%),"상한가, 오늘, ㅋㅋㅋ",False
KOSPI,001520,동양,945,1.68%,820,1.65%,+15.81%,66,bps 3600 짜리다 / 성동구가 힙한곳이 된건 / 던진거,Positive (70%),"동양, 동양우, 이상",False
KOSDAQ,950220,네오이뮨텍,723,2.44%,665,2.67%,+8.40%,112,설거지 또 당하나요?? / 잡주 / 개미들 올라타게 한 종목은 끝이다,Positive (57%),"상한가, 오늘, 이상",False
KOSPI,006800,미래에셋증권,22050,10.65%,21400,10.90%,+7.82%,84,올라도 티가 안나냐? / 적게 투자한 놈들은 20퍼 이상 오르고[1] / 미래에셋 계속 장난질 중이죠 ?,Positive (61%),"스페이스X, 오늘, 미래에셋",False
KOSDAQ,064260,다날,7180,7.06%,6550,7.22%,+6.53%,207,프매 / 지겹네 지겨워 / 지수봐라,Positive (63%),"다날, 스테이블코인, 써클",False
KOSDAQ,038460,바이오스마트,3925,1.86%,3720,3.27%,+6.37%,68,지금껏 여기서 뭉개다가 / 아래서 물려 드릴께 / 정원오의 실력파 선언,Positive (60%),"정원오가, 시공사에서, 정원오",False
KOSDAQ,319400,현대무벡스,13080,0.96%,11900,1.02%,+5.65%,334,이미 알만한 사람은 다 알지않나요?[1] / 블록딜 없던 것만큼 만회 무벡스 흥해라 / 13000원 만~,Negative (66%),"오늘, 오늘은, 계속",False
KOSDAQ,082850,우리바이오,2365,2.46%,2115,2.60%,+5.35%,123,우와 이거 뭥미? / 가만히 있질 못하네 / 마지막 약손절 챤스,Positive (61%),"트럼프, 오늘, 마리화나",False
KOSDAQ,293580,나우IB,1520,1.00%,1371,2.01%,+4.83%,76,1516 매슈우우웅욱 / 만약 / 주가 조작범들,Positive (64%),"정원오, 창투사, 주가",False
KOSPI,217590,티엠씨,19480,2.32%,21800,2.27%,+4.51%,70,"슬슬 익절해볼까[1] / 이친구는 정체가 뭐지~ / 20,050에 물려(?) 있는데",Positive (75%),"ㅋㅋ, 오늘, 티엠씨랑",False
KOSPI,128820,대성산업,10600,1.51%,8030,1.55%,+1.63%,788,부분적 추매타임 / 대성아.. / 내일도 하한가간다,Positive (52%),"어제, 상한가, 오늘",True
KOSPI,000660,SK하이닉스,555000,53.34%,530000,53.32%,+0.73%,728,하루동안에[1] / 허허 이따가 쳐박으려고 / 시간차로 빼는거 다 느껴진단다,Negative (62%),"마이크론, 오늘, 하이닉스",False
KOSDAQ,466100,클로봇,62900,6.95%,63800,7.46%,+0.48%,380,"로봇이 쉽게 무너질 테마는 아닌데, 내일이 문... / 62,600원,,62,650원   잡은자  승... / 지금부터 눈감고 매수들혀..ㅡ",Negative (52%),"오늘, 클로봇, ...",False
KOSPI,005930,삼성전자,106500,52.12%,102800,52.07%,-1.30%,800,"삼성증권 힘쓰는 것 보니 오늘 좀 추... / 국민 갈라치기, 내로남불, 독선독재 ... / 지방자치 자립도 10퍼 중앙 지원받은...",Positive (54%),"마이크론, 오늘, ...",False
KOSPI,034020,두산에너빌리티,74400,22.41%,77300,22.49%,-1.46%,269,73300추매 했는디 / 공시 사전 유출 선취매 / 제대로 물렸네요...,Positive (52%),"오늘, 투경, ...",False
