시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,012200,계양전기,5100,2.07%,4475,2.30%,+29.77%,199,"업계사람인데, 이회사 주가 왜안오르나 ...[8] / 이건 작전주가 아닙니다[1] / ■ 특허권 / 엑츄에이터 ~ 싹쓸이 수준 / 계양전기) 상한가 랠리가 계속되어 시총 1조 ...",Negative (51%),"상한가, 계양전기, 공매도",False
KOSDAQ,049630,재영솔루텍,4260,5.51%,3085,3.52%,+24.93%,200,축하드립니다. / 상가나가나 / 8년 기다렸다.[1] / 상한가 필요없다.,Positive (73%),"상한가, 이상, 경력30년",False
KOSDAQ,049180,셀루메드,1786,2.81%,1123,2.81%,+22.41%,120,평단 26000원 / 님들 / 인스코비 물량 쏟아진다 / 그냥 팔았음,Negative (71%),"오늘, ㅋㅋ, cxm",False
KOSDAQ,101170,우림피티에스,16680,4.08%,10660,4.06%,+20.43%,175,둘째형이다 / 상한가 찍고도 이렇게 계속 열려있는 이유가 뭘... / 느낌상 오늘 상 / 오늘만보지말고,Positive (62%),"상한가, ..., 이상",False
KOSPI,006805,미래에셋증권우,15840,11.53%,15260,12.80%,+18.74%,292,내가 봤을 때는 개미들 학습시키는중ㅋ[1] / 고속버스들 최근 상승률 ㅋㅋㅋ[1] / 이런건 15만원간다.로또주식으로 보도...[1] / 오늘 매우 중요한 날임[1],Negative (55%),"손절도, 실력이더라, 목표가",False
KOSPI,010580,에스엠벡셀,2650,0.62%,1902,1.06%,+17.78%,93,최대주주가 87프로  ᆢ유통물량 13프로ᆢ[2] / 들어오지 마세요[2] / Sm그룹ᆢ지분이동 큰그림ᆢ에스엠상선ᆢ벡셀에 지... / 딸과 아들간에ᆢ분쟁ᆢ자진상폐할까?[1],Positive (80%),"상한가, 10%, 이상",False
KOSPI,004310,현대약품,8700,2.08%,6760,2.22%,+15.69%,144,"이거 탈출하는데 5년걸렸다[4] / 현대약품 100,000원 그냥 넘기지않을까요[2] / 진짜로 연상으로 올라갈 재료였으면[2] / L/O 당뇨병 혁신신약 'HDNO-160...",Positive (71%),"오늘, 단일가, 오늘은",False
KOSDAQ,486990,노타,42450,1.27%,38100,1.25%,+14.73%,244,노타는 / 6층에[2] / 가즈아 상한가 가야지[1] / 오늘종가는 26~% 이상 예상,Negative (51%),"노타, 상한가, 오늘",False
KOSDAQ,0013V0,삼진식품,17230,0.19%,17280,0.12%,+11.02%,176,니들... / 오늘 상한가 간다..월요일에 점상보네고... / 제2의 삼양라면  초대박 / 18100원쯤에서 반등하면 상한가 간다...[2],Positive (64%),"이제, 시총, 역시",False
KOSDAQ,030530,원익홀딩스,39650,3.46%,35100,3.07%,+9.83%,260,"원익65,000원 넘긴다고하네 정말갈... / 윗꼬리 달지말고 시원하게 올려봐라 / 로봇 시총 순위 / N자패턴",Positive (57%),"오늘, 그냥, 상한가",False
KOSPI,014280,금강공업,7250,2.58%,6830,2.47%,+8.37%,87,오늘 무조건 상친다[1] / 금강공업 만원간다[5] / 설마 위에서 물린 흑우있누?[3] / 무빙이 달라? ㅋㅋㅋㅋㅋㅋ,Positive (55%),"오늘, 윗꼬리, 우선주",False
KOSDAQ,476060,온코닉테라퓨틱스,20500,1.53%,18610,2.00%,+8.24%,133,1월L/O기대[1] / 다들 수익구간이라 매도욕구가 강하겠지만[3] / 1월 출시 / 거래에.[1],Positive (56%),"신용, 2만원, ㅋㅋ",False
KOSDAQ,298830,슈어소프트테크,8510,1.84%,7150,1.37%,+7.31%,108,소소하게 잘 먹고 갑니다 꺼억[1] / 아 .. / 8600원  돌파되면  무조건  올라타는겁니...[2] / 주식은 버는것보다 지키는게 중요하다[1],Positive (77%),"오늘, 단일가, 자율주행",False
KOSPI,45226K,한화갤러리아우,8300,0.90%,7760,0.90%,+6.96%,75,끝은 모르겠으나... / 돔황차ㅜㅜ[1] / 연속상한가는 역시 우선주............... / 힘빠지네,Mixed,"이상, 상승했어요, 상한가",False
KOSPI,042700,한미반도체,133200,6.34%,127000,6.47%,+6.90%,228,2025 한미반도체(주) 기업가치 제고 계획[4] / EMI / 1월초에 역사적 신고가 돌파합니다[1] / 공시에 우주 로켓용 납품도 있네요,Positive (51%),"오늘, 한미, 공매도",False
