시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,099440,스맥,6660,3.86%,6840,5.66%,+5.71%,192,SNT에서 이번에 의결과반 확보 못해...[1] / 공시내용도 이해못하는 주린이들 ㅋㅋ한심하노 / 12월24일 이사회를 통해[1] / SNT로 넘어가는게 맞음[2],Positive (56%),"오늘, 빵섭이는, 만호제강",False
KOSDAQ,319400,현대무벡스,19560,2.07%,16900,2.18%,+5.27%,228,현대무벡스 오늘은 상승한다 한표 / 매출은 없는데 기대감만 가지고 오르는 애들이 ...[1] / 관전평 / 현대무벡은 조정주면 더 땡큐야[1],Positive (60%),"오늘, 미수신용으로, 전재산",False
KOSPI,000390,삼화페인트,7750,10.95%,8180,10.81%,+4.87%,152,윤씨집안이 삼화페인트 회장이어야합니다. / 윤씨 일가에 한표 / 윤씨가 움직이기만 하면 개인주주들은 모두 윤씨... / 김씨는안된다,Positive (52%),"..., 경영권, 윤씨",False
KOSPI,005930,삼성전자,116400,52.22%,111500,52.22%,+4.77%,800,대통하나 바꿨더니[2] / 삼전 사상최고가 돌파 이게 나라지 / 삼전 지금이라도 매수해야하나요?[1] / 삼전 주가를 봐라[7],Positive (57%),"오늘, 삼전, 삼성전자",False
KOSPI,000660,SK하이닉스,601000,53.54%,584000,53.44%,+2.21%,475,투자경고. 오히려 좋아![3] / 차라리 오늘 확올리고  정지먹어[1] / 오늘 안사면[1] / 하닉이 노잼이긴 함[5],Positive (59%),"삼전, 투경, 오늘",False
KOSPI,452260,한화갤러리아,1431,1.59%,1470,1.18%,+1.49%,68,인수합병 찌라시 돌고있는데[3] / 오늘[3] / 개미들은 패턴 아는데도 속고또속고[3] / VI 1535[1],Positive (60%),"우선주, 진짜, 찌라시",False
KOSPI,006800,미래에셋증권,23150,10.90%,23900,10.90%,0.00%,100,"[속보]與 ""자사주 소각 의무화 늦어도 1월... / 왜[2] / 스페이스X도 수급장난의 일부 / 옷기는주식[1]",Negative (61%),"공매도, ..., 오늘",False
KOSDAQ,488900,비츠로넥스텍,15460,1.03%,13200,0.96%,-0.39%,104,2시안에 17000원 찍겠네요!!! / ◆외국인 싹슬이 매집 / 비츠로는 대박주가 될수없다[2] / 꼬라지보니 다음주에 신고가다,Positive (66%),"오늘, 추매, 이상",False
KOSPI,249420,일동제약,39050,3.59%,37300,4.83%,-1.01%,88,환율이 급격히 떨어지면서 / 💻👱‍♂️ 프로그램 벌써 +17만주🔺 / 디앤디 한미 오르는거 보면 모르냐[3] / 오늘 공매도 금지. 공시,Negative (69%),"일동, 물량, 💻👱‍♂️",True
KOSDAQ,125490,한라캐스트,18490,1.56%,16770,0.41%,-1.28%,159,오랜만에 글 써보네 자율주행이 미쳤을때 / 공부하세요 / 2만원까지 금방 간다[1] / 오늘의 종목  로붓 자율주행 바이오 한화,Negative (75%),"윗꼬리, 종목, 역시",False
KOSPI,034020,두산에너빌리티,74400,22.47%,77600,22.49%,-1.98%,296,"7만, 8만 매수 개미들 화 날만도 ...[1] / 신용 다 막아놓고 공매도 숏 때리기 / 매도합니다~ 도저히 희망이 보이지 않아[2] / 잡주 중에 잡주",Negative (73%),"공매도, 오늘도, ...",False
KOSDAQ,090710,휴림로봇,6270,6.49%,6230,4.78%,-4.13%,154,또 다른 세력이 붙었나?[1] / 엔비디아 직접투자 에이로봇은 휴림로봇이최...[1] / 【 휴림로봇 > 긴 급 속 보 🚨】[2] / 상한가 출발해요[1],Negative (70%),"오늘, 투자주의, 휴림로봇",False
