시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,012200,계양전기,5100,2.07%,4475,2.30%,+29.77%,143,계양전기 로봇모듈공급  소문이 서울역 ... / 큰 세력이  또아리 틀고 / 역쉬 우선주 상한가 박네[1] / 시총 1000억짜리 로봇주다  싸다싸,Positive (51%),"상한가, 공매도, 계양전기",False
KOSDAQ,049180,셀루메드,1865,2.81%,1123,2.81%,+27.83%,54,님들 / 평단 26000원 / 회사 많이 좋아질것으로 보이네요 / 앞으로 상한가 5방 나와도 평단 못오네,Negative (75%),"cxm, 평단, 비응시",False
KOSDAQ,101170,우림피티에스,17590,4.08%,10660,4.06%,+27.00%,99,둘째형이다 / 느낌상 오늘 상 / 오늘만보지말고 / 함부로 팔지마러,Positive (69%),"상한가, 이상, 상승했어요",False
KOSPI,004310,현대약품,9220,2.08%,6760,2.22%,+22.61%,75,"L/O 당뇨병 혁신신약 'HDNO-160... / 현대약품 지금 빼려고 하신다면 확인하세요^^ / 현대약품 100,000원 그냥 넘기지않을까요[2] / 오오미...!",Positive (80%),"오늘, 오늘은, 이상",False
KOSDAQ,049630,재영솔루텍,4165,5.51%,3085,3.52%,+22.14%,94,형들[3] / 8년 기다렸다.[1] / 시총 2조는 / 주포님  감사드려요 ㅋ ㅋ[2],Positive (85%),"이상, 상승했어요, 상한가",False
KOSPI,006805,미래에셋증권우,15650,11.53%,15260,12.80%,+17.32%,129,"고속버스들 최근 상승률 ㅋㅋㅋ[1] / 이런건 15만원간다.로또주식으로 보도...[1] / 내가 봤을 때는 개미들 학습시키는중ㅋ / 미증우 매물대 겹겹, 미벤 굿",Positive (66%),"이상, 상승했어요, 오늘",False
KOSPI,45226K,한화갤러리아우,9100,0.90%,7760,0.90%,+17.27%,64,거래상투 입니다 튀어[1] / 시가에잡았더니 하방브이아이생날리를치기래 230... / 연속상한가는 역시 우선주............... / 금호건설우 태영건설우  콜,Negative (53%),"이상, 상승했어요, 상한가",False
KOSDAQ,030530,원익홀딩스,40075,3.46%,35100,3.07%,+11.01%,147,신고가뚫을 / 원익홀딩스 결국 4만원 돌파~~~ㅇㅎㅎㅎㅎ[2] / 결국은 / 39000원 뚫어주세요~,Positive (63%),"오늘, 상한가, 그냥",False
KOSDAQ,099440,스맥,6990,3.86%,6840,5.66%,+10.95%,134,공시내용도 이해못하는 주린이들 ㅋㅋ한심하노 / 12월24일 이사회를 통해[1] / 최영섭 스맥대표가 24일 일부러 주가눌렀네~[3] / 내가본 게시판 BS Top3[1],Positive (52%),"오늘, 공시, 빵섭이는",False
KOSDAQ,476060,온코닉테라퓨틱스,20450,1.53%,18610,2.00%,+7.97%,88,"자큐보 추가 기술 수출 타협중 / 온코는 2만원 넘기면 팔고 18000원 오면 사... / 외인들 폭풍매수 종가는 24,600원 / 예상대로.. 거래량이.",Positive (63%),"이상, 상승했어요, 불개미들",False
KOSPI,042700,한미반도체,134100,6.34%,127000,6.47%,+7.62%,142,2025 한미반도체(주) 기업가치 제고 계획[3] / 조심스레 오늘 상한가 예상해본다[1] / 공시에 우주 로켓용 납품도 있네요 / 머스쿠가 한국기업에서 납품받는다햇엇다,Negative (55%),"상한가, 한미, 드디어",False
KOSDAQ,298830,슈어소프트테크,8530,1.84%,7150,1.37%,+7.57%,77,8600원  돌파되면  무조건  올라타는겁니...[2] / 내년에 5만원 가는거 모르냐? 말ㄷ[2] / 사기꾼[1] / 갑자기 왜 이러는겨 나 큰일난겨?[1],Positive (87%),"단일가, 만원, 자율주행",False
KOSDAQ,319400,현대무벡스,19800,2.07%,16900,2.18%,+6.57%,151,현대무벡스 오늘은 상승한다 한표 / 매출은 없는데 기대감만 가지고 오르는 애들이 ...[1] / 현대무벡은 조정주면 더 땡큐야[1] / 여러분 상한가 바라지 마세요[1],Positive (54%),"오늘, 미수신용으로, 전재산",False
KOSPI,000390,삼화페인트,7650,10.95%,8180,10.81%,+3.52%,61,[더벨][삼화페인트 경영권 향방]‘김씨vs 윤... / 삼화 / 주포님!  제글 꼭 봐주세요 / 이재명을 얼마나 죠스로 봤으면 주가조작 패가망...[1],Negative (62%),"주가조작, 윤씨, 오늘",False
KOSPI,005930,삼성전자,115000,52.22%,111500,52.22%,+3.51%,470,삼전 사상최고가 돌파 이게 나라지 / 삼전 주가를 봐라[7] / 삼전이 지금 15만 못가는 이유[2] / 향후 삼전 정망[1],Positive (80%),"오늘, ..., 삼전",False
KOSDAQ,125490,한라캐스트,19360,1.56%,16770,0.41%,+3.36%,61,오랜만에 글 써보네 자율주행이 미쳤을때 / 공부하세요 / 삼봉 돌파 - 단기 3만원[1] / 오늘의 종목  로붓 자율주행 바이오 한화,Negative (71%),"오늘도, 자율주행, 개미들은",False
