시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,000390,삼화페인트,7930,11.29%,5990,11.33%,+30.00%,170,이상하내... 나는 왜? 아직도 마이너... / 살벌하네. / 고인의 명복을 빕니다.,Positive (66%),"경영권, 상한가, 분쟁",False
KOSDAQ,100790,미래에셋벤처투자,14240,1.98%,10390,2.59%,+29.93%,368,얘들아 에이치브이엠도 수혜주인거 알지? / 강 상이네 이욜 / 내 계산이 틀린가?,Positive (57%),"오늘, 어제, 상한가",False
KOSPI,067830,세이브존I&C,3950,9.06%,3185,9.24%,+26.40%,76,이커머스까지 점령 / 주포햄믿고 / 꼬딱지만큼 매수,Positive (58%),"이상, 상승했어요, 땅이",False
KOSDAQ,478340,나라스페이스테크놀로지,33750,0.09%,27149,,+24.31%,352,오후에[1] / 종일 / ,Mixed,"어제, 상한가, 오늘",False
KOSDAQ,027360,아주IB투자,3340,0.50%,2700,0.48%,+23.70%,196,"중요한거 하나 나와주네요 / 계속 세력들 물량 정리하는거같은데, 가격 유지... / 여기서 상한가 못 말면, 마지막에 흐를거같은데",Positive (66%),"이상, 상승했어요, 종목",False
KOSPI,452260,한화갤러리아,1723,1.51%,1110,1.39%,+19.40%,386,이런 종목이 단타치고 빠지는거야 / 신기하게 키움은 더 팔았네 / 2023년 4월 썼던 ㅋㅋ 압갤에 진상부리러 ...,Positive (63%),"오늘, 상한가, 이거",False
KOSPI,001520,동양,971,1.68%,820,1.65%,+19.00%,155,삼표페인트 / 양터리 작전이네 / 부채비율 낮고 ROE 높은 종목,Positive (65%),"동양, 동양우, 얘는",False
KOSDAQ,223250,드림씨아이에스,6350,51.74%,5820,51.44%,+17.38%,67,이건 주식에서 / 그럼그러치 ㅋㅋㅋㅋ / ㅋ 오늘은 아닌가보다,Positive (80%),"이상, 상승했어요, 진짜",False
KOSDAQ,950220,네오이뮨텍,718,2.44%,665,2.67%,+7.65%,137,체결될예정?[1] / 얼마전 어느 정신나간 유튜버 목표가가 / 관리종목 돌파구라....,Positive (52%),"오늘, 4기, 상한가",False
KOSPI,006800,미래에셋증권,22000,10.65%,21400,10.90%,+7.58%,129,이정도면 매집끝난거아니냐 좀 오렬라;; ... / 알고 있으셔야 합니다 / 실실 빼먹고ㅡㅡㅡㅡ 토끼는 중,Positive (55%),"미래에셋, 스페이스X, 오늘",False
KOSDAQ,319400,현대무벡스,13280,0.96%,11900,1.02%,+7.27%,441,"현대무벡스, 추가 상승 여력 충분하고 호재도 ... / 현대무벡스 어차피 또 갈텐데 이탈 없이 꽉 잡... / 현정권의 최고 수혜주   아닌감",Negative (56%),"오늘, 오늘은, 현대무벡스",False
KOSPI,128820,대성산업,10950,1.51%,8030,1.55%,+4.99%,800,추매하려하면 / 아놔 / 관심끄고 각자 할거해라,Positive (52%),"하한가, 상한가, ...",True
KOSDAQ,064260,다날,7060,7.06%,6550,7.22%,+4.75%,256,다음 급등 테마는 무엇? / 내려오쇼[1] / 가끔은 오기를 버리고 싶을때가,Positive (62%),"다날, 오늘, 스테이블코인",False
KOSDAQ,038460,바이오스마트,3850,1.86%,3720,3.27%,+4.34%,101,오늘 안갈수가 읎당[1] / 어제 오늘 쌍봉을 만드는게 / 지금[1],Positive (61%),"내일, 정원오, 바이오스마트",False
