시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSDAQ,082850,우리바이오,2310,2.46%,2115,2.60%,+2.90%,139,입출금 거래 내역도 / 하락 정확하쥬? / 딱9월30일흐름 비슷...,Positive (57%),"트럼프, 오늘, 마리화나",False
KOSPI,217590,티엠씨,19180,2.32%,21800,2.27%,+2.90%,89,장마감 / 호가창 꼬라지 쩝.. / 오후장 슈팅  한번 나올텐데,Positive (62%),"ㅋㅋ, 주포, 미국",False
KOSDAQ,293580,나우IB,1473,1.00%,1371,2.01%,+1.59%,103,진짜 잘먹엇다 / ㅈ땐거 맞져? / 에스에이티 정성원 찌라시도는데,Positive (64%),"정원오, 진짜, 오늘",False
KOSPI,000660,SK하이닉스,558000,53.34%,530000,53.32%,+1.27%,800,마이크론은 hbm 사업에 대해 강력한 자신감 ... / AI가 버블이라고??? 걱정 ㄴㄴ 우리는 위대... / ,Negative (59%),"마이크론, 오늘, 하이닉스",False
KOSDAQ,466100,클로봇,63100,6.95%,63800,7.46%,+0.80%,478,모아가시길[1] / 쓰레기 주식 / 천당과 지옥의 문ㄱ,Negative (53%),"오늘, 클로봇, ...",False
KOSDAQ,344860,이노진,2250,7.73%,1736,7.84%,-0.22%,65,이래놓고 상한가 가지마라...[1] / 15분이면 상한가 문닫을듯 합니다 / 건보가 대박인게,Positive (90%),"상한가, 이상, 상승했어요",False
KOSPI,005930,삼성전자,106600,52.12%,102800,52.07%,-1.20%,800,기관이 어제 올려놨는데 팔지도 못하고 ㅋㅋ / 14만 ~18만원 / [속보]이재용 암살...,Positive (51%),"마이크론, 오늘, ...",False
KOSPI,034020,두산에너빌리티,74400,22.41%,77300,22.49%,-1.46%,349,두산에너빌리티 나왔네요..[2] / 내일은 / 수주공시 또 나올라 하네요,Negative (53%),"투경, 오늘, ...",False
KOSPI,018880,한온시스템,3065,5.13%,3325,4.97%,-2.54%,85,실권주를 유도해서 일반배정 / 형들 / 구주주형들,Negative (58%),"유증가, 유증, 공매도",False
KOSDAQ,038500,삼표시멘트,4870,1.56%,4850,1.44%,-2.60%,295,잘 가고 있고 오늘도 종가에 희한하게 주차할듯[1] / 내일은    20%     오른다       ... / 야는,Negative (59%),"오늘, 어제, 대성",False
KOSPI,010140,삼성중공업,23800,30.48%,24900,30.57%,-2.66%,102,구워먹던삶아먹던 볶아먹던 / 그동안 마이  올렷다아이가 / 1000억 대차했던 그놈은 신 급이네...,Negative (66%),"조선주, 공매도, 조선업",False
KOSPI,006340,대원전선,3770,3.49%,4025,4.37%,-4.80%,79,내일은 3700원 깨지고ㅋ / 징징이 4늠 + @는 의사표현에 주의하라 / 3750원 방지턱 이랬는데ㅋ[1],Negative (76%),"제주, 만공교, 만공아",False
KOSPI,015760,한국전력,48700,23.10%,50300,23.00%,-4.88%,165,아 이렇게 10년 묶이는건가[2] / 쭉쭉빼라. / 방장 NH 믿고 가면된다,Negative (70%),"전기요금, 오늘, 한국전력",False
KOSDAQ,464490,쿼드메디슨,22400,0.50%,20250,0.28%,-8.76%,377,【 쿼드메디슨 속ㅡ보(자 료有) 】[2] / ㅋㅋㅋ호9들 다털었나???[1] / 엉아 따라,Positive (57%),"오늘, 어제, 이런",False
KOSDAQ,317240,TS트릴리온,301,3.06%,262,2.97%,-11.47%,94,TS트릴리온  ◀ (익 ㅡ 일) //급[1] / 아침에 먹고 쨌어야지 / 탈출은 능지순,Negative (61%),"탈모, 오늘, 유증",False
KOSDAQ,260660,알리코제약,4405,4.06%,3885,4.71%,-12.77%,86,탈모잇슈는 한동한 계속된다[1] / 아따 아직 안끝남.. 어제 상한가 먹고 튀었다가 / 알리코,Negative (61%),"전환사채, 어제, 이상",False
