시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,014280,금강공업,7210,2.58%,6830,2.47%,+7.77%,87,오늘 무조건 상친다[1] / 금강공업 만원간다[5] / 설마 위에서 물린 흑우있누?[3] / 무빙이 달라? ㅋㅋㅋㅋㅋㅋ,Positive (55%),"오늘, 우선주, 윗꼬리",False
KOSPI,45226K,한화갤러리아우,8270,0.90%,7760,0.90%,+6.57%,76,끝은 모르겠으나... / 돔황차ㅜㅜ[1] / 99층 물렸는데 구조대오나요?[1] / 연속상한가는 역시 우선주...............,Mixed,"이상, 상승했어요, 상한가",False
KOSPI,042700,한미반도체,132600,6.34%,127000,6.47%,+6.42%,233,2025 한미반도체(주) 기업가치 제고 계획[4] / EMI / 1월초에 역사적 신고가 돌파합니다[1] / 공시에 우주 로켓용 납품도 있네요,Positive (51%),"오늘, 한미, 공매도",False
KOSDAQ,298830,슈어소프트테크,8430,1.84%,7150,1.37%,+6.31%,108,소소하게 잘 먹고 갑니다 꺼억[1] / 주식은 버는것보다 지키는게 중요하다[1] / 아 .. / 8600원  돌파되면  무조건  올라타는겁니...[2],Positive (77%),"오늘, 단일가, 자율주행",False
KOSDAQ,099440,스맥,6650,3.86%,6840,5.66%,+5.56%,196,SNT에서 이번에 의결과반 확보 못해서[1] / 공시내용도 이해못하는 주린이들 ㅋㅋ한심하노 / 12월24일 이사회를 통해[1] / SNT로 넘어가는게 맞음[2],Positive (56%),"오늘, 빵섭이는, 만호제강",False
KOSPI,005930,삼성전자,116400,52.22%,111500,52.22%,+4.77%,800,대통하나 바꿨더니[2] / 삼전 사상최고가 돌파 이게 나라지 / 삼전 지금이라도 매수해야하나요?[1] / 기술 훔친자들 신상공개 부탁합니다[2],Positive (56%),"오늘, 삼전, 삼성전자",False
KOSDAQ,319400,현대무벡스,19410,2.07%,16900,2.18%,+4.47%,235,현대무벡스 오늘은 상승한다 한표 / 매출은 없는데 기대감만 가지고 오르는 애들이 ...[1] / 관전평 / 현대무벡은 조정주면 더 땡큐야[1],Positive (58%),"오늘, 미수신용으로, 전재산",False
KOSPI,000390,삼화페인트,7710,10.95%,8180,10.81%,+4.33%,157,윤씨집안이 삼화페인트 회장이어야합니다. / 윤씨 일가에 한표 / 윤씨가 움직이기만 하면 개인주주들은 모두 윤씨... / 김씨는안된다,Positive (52%),"..., 경영권, 윤씨",False
KOSPI,000660,SK하이닉스,601000,53.54%,584000,53.44%,+2.21%,472,투자경고. 오히려 좋아![3] / 차라리 오늘 확올리고  정지먹어[1] / 오늘 안사면[1] / 하닉이 노잼이긴 함[5],Positive (58%),"삼전, 투경, 오늘",False
KOSPI,452260,한화갤러리아,1417,1.59%,1470,1.18%,+0.50%,72,인수합병 찌라시 돌고있는데[3] / 오늘[3] / 개미들은 패턴 아는데도 속고또속고[3] / VI 1535[1],Positive (60%),"우선주, 진짜, 찌라시",False
KOSPI,006800,미래에셋증권,23100,10.90%,23900,10.90%,-0.22%,100,"[속보]與 ""자사주 소각 의무화 늦어도 1월... / 왜[2] / 미래에셋증권,주요 상장사 지분 보유 (미국 ... / 스페이스X도 수급장난의 일부",Negative (61%),"공매도, ..., 오늘",False
KOSPI,249420,일동제약,39100,3.59%,37300,4.83%,-0.89%,88,"환율이 급격히 떨어지면서 / 💻👱‍♂️ 프로그램 벌써 +17만주🔺 / 디앤디 한미 오르는거 보면 모르냐[3] / 추세를보자.살자리인지,팔자리인지.[1]",Negative (69%),"일동, 물량, 💻👱‍♂️",True
KOSDAQ,488900,비츠로넥스텍,15260,1.03%,13200,0.96%,-1.68%,106,2시안에 17000원 찍겠네요!!! / ◆외국인 싹슬이 매집 / 비츠로는 대박주가 될수없다[2] / 꼬라지보니 다음주에 신고가다,Positive (60%),"오늘, 추매, 이상",False
KOSDAQ,125490,한라캐스트,18360,1.56%,16770,0.41%,-1.98%,168,오랜만에 글 써보네 자율주행이 미쳤을때 / 공부하세요 / 2만원까지 금방 간다[1] / 오늘의 종목  로붓 자율주행 바이오 한화,Negative (78%),"역시, 윗꼬리, 종목",False
KOSPI,034020,두산에너빌리티,74300,22.47%,77600,22.49%,-2.11%,303,"7만, 8만 매수 개미들 화 날만도 하다.[1] / 신용 다 막아놓고 공매도 숏 때리기 / 매도합니다~ 도저히 희망이 보이지 않아[2] / 잡주 중에 잡주",Negative (74%),"공매도, 오늘도, ...",False
KOSPI,010140,삼성중공업,23950,30.42%,25150,30.49%,-2.24%,88,"33,300원에 물렸습니다[5] / 두달 내내 시초 띄우고 매도폭탄[2] / 얘 끝났네 / 24,200원에 손절 매도하고 갑니다",Negative (75%),"삼중, 삼성, 올라도",False
KOSDAQ,090710,휴림로봇,6230,6.49%,6230,4.78%,-4.74%,157,또 다른 세력이 붙었나?[1] / 엔비디아 직접투자 에이로봇은 휴림로봇이최...[1] / 【 휴림로봇 > 긴 급 속 보 🚨】[2] / 상한가 출발해요[1],Negative (70%),"오늘, 투자주의, 휴림로봇",False
