시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,012200,계양전기,5100,2.07%,4475,2.30%,+29.77%,198,"업계사람인데, 이회사 주가 왜안오르나 ...[8] / 이건 작전주가 아닙니다[1] / ■ 특허권 / 엑츄에이터 ~ 싹쓸이 수준 / 계양전기) 상한가 랠리가 계속되어 시총 1조 ...",Negative (51%),"상한가, 계양전기, 공매도",False
KOSDAQ,049180,셀루메드,1795,2.81%,1123,2.81%,+23.03%,123,평단 26000원 / 님들 / 인스코비 물량 쏟아진다 / 그냥 팔았음,Negative (71%),"오늘, ㅋㅋ, cxm",False
KOSDAQ,049630,재영솔루텍,4170,5.51%,3085,3.52%,+22.29%,202,축하드립니다. / 상가나가나 / 8년 기다렸다.[1] / 상한가 필요없다.,Positive (71%),"상한가, 이상, 경력30년",False
KOSDAQ,101170,우림피티에스,16590,4.08%,10660,4.06%,+19.78%,173,둘째형이다 / 상한가 찍고도 이렇게 계속 열려있는 이유가 뭘... / 느낌상 오늘 상 / 오늘만보지말고,Positive (62%),"상한가, ..., 이상",False
KOSPI,006805,미래에셋증권우,15850,11.53%,15260,12.80%,+18.82%,296,내가 봤을 때는 개미들 학습시키는중ㅋ[1] / 고속버스들 최근 상승률 ㅋㅋㅋ[1] / 이런건 15만원간다.로또주식으로 보도...[1] / 오늘 매우 중요한 날임[1],Negative (56%),"손절도, 목표가, 실력이더라",False
KOSPI,010580,에스엠벡셀,2635,0.62%,1902,1.06%,+17.11%,93,최대주주가 87프로  ᆢ유통물량 13프로ᆢ[2] / 들어오지 마세요[2] / Sm그룹ᆢ지분이동 큰그림ᆢ에스엠상선ᆢ벡셀에 지... / 물량소화 하면서 올린다?!,Positive (80%),"상한가, 10%, 이상",False
KOSPI,004310,현대약품,8700,2.08%,6760,2.22%,+15.69%,144,"이거 탈출하는데 5년걸렸다[4] / 현대약품 100,000원 그냥 넘기지않을까요[2] / L/O 당뇨병 혁신신약 'HDNO-160... / 다들 상따 하냐?",Positive (71%),"오늘, 단일가, 오늘은",False
KOSDAQ,486990,노타,42550,1.27%,38100,1.25%,+15.00%,247,노타는 / 6층에[2] / 가즈아 상한가 가야지[1] / 오늘종가는 26~% 이상 예상,Positive (51%),"오늘, 노타, 상한가",False
KOSDAQ,030530,원익홀딩스,39850,3.46%,35100,3.07%,+10.39%,260,"원익65,000원 넘긴다고하네 정말갈... / 로봇 시총 순위 / 윗꼬리 달지말고 시원하게 올려봐라 / N자패턴",Positive (55%),"오늘, 그냥, 상한가",False
KOSDAQ,0013V0,삼진식품,17130,0.19%,17280,0.12%,+10.37%,177,니들... / 오늘 상한가 간다..월요일에 점상보네고... / 제2의 삼양라면  초대박 / 18100원쯤에서 반등하면 상한가 간다...[2],Positive (64%),"이제, 시총, 역시",False
KOSDAQ,476060,온코닉테라퓨틱스,20650,1.53%,18610,2.00%,+9.03%,135,1월L/O기대[1] / 다들 수익구간이라 매도욕구가 강하겠지만[3] / 1월 출시 / 알고 투자합시다,Positive (56%),"신용, 2만원, ㅋㅋ",False
