code,covered
032820,True
048410,True
069540,True
327260,True
290650,True
011170,True
043260,True
000500,True
010170,True
161580,True
187660,True
036540,True
336260,True
001440,True
082740,True
000990,True
204270,True
084370,True
059090,True
089890,True
126340,True
033790,True
052690,True
218410,True
367380,True
443060,True
101490,True
490470,True
140860,True
077360,True
