code,covered
310970,True
161580,True
030530,True
336260,True
083650,True
160190,True
000500,True
108490,True
052690,True
187660,True
000990,True
064290,True
034020,True
031980,True
033790,True
180640,True
204270,True
437730,True
375500,True
003230,True
094170,True
395270,True
000150,True
066570,False
090360,True
036540,True
095610,True
357870,True
056080,True
131970,True
