code,covered
356680,True
101730,True
052400,True
112040,True
069540,True
053800,True
187660,True
252990,True
272210,True
036540,True
093370,True
138930,True
251970,True
001820,True
121600,True
000990,True
059090,True
383220,True
327260,True
437730,True
098120,True
021240,True
023590,True
005440,True
010140,True
035760,True
443060,True
041510,True
023160,True
020150,True
