code,covered
108490,True
030530,True
033790,True
036460,True
160190,True
010950,True
064290,True
127120,True
175330,True
267250,True
041190,True
115180,True
263750,True
003690,True
090360,True
024850,True
003490,True
381170,True
056080,True
486290,True
060250,True
058610,True
042700,True
000500,True
031980,True
092870,True
437730,True
039030,True
425420,True
004800,True
