code,covered
481050,True
033790,True
232140,True
253590,True
092870,True
062040,True
196170,True
024850,True
175330,True
035890,True
425420,True
086900,True
003490,True
048410,True
044490,True
088350,True
426030,True
023160,True
099320,True
316140,True
077360,True
094170,True
036830,True
028670,True
041960,True
204270,True
381170,True
010060,True
041510,True
459580,True
