code,covered
336260,True
078340,True
122640,True
225570,True
033790,True
044490,True
218410,True
425420,True
281740,True
094170,True
003490,True
051910,True
388720,True
293490,True
035900,True
383310,True
365340,True
323410,True
490470,True
476060,True
025980,True
032820,True
003550,True
032190,True
078600,True
222080,True
015750,True
247540,True
005380,False
055550,False
