date,code,open,high,low,close,volume,amount,name
20260804,034020,68200.0,73200.0,67900.0,73000.0,2577175.0,183376938450.0,두산에너빌리티
20260803,034020,67400.0,68300.0,65000.0,67700.0,1762521.0,117897924950.0,두산에너빌리티
20260731,034020,64000.0,67800.0,63600.0,67100.0,3208797.0,211775774450.0,두산에너빌리티
20260730,034020,59000.0,63500.0,59000.0,60200.0,3193446.0,194287496000.0,두산에너빌리티
20260729,034020,66500.0,66600.0,57000.0,60800.0,4800443.0,292105033650.0,두산에너빌리티
20260907,000270,128300.0,128400.0,127300.0,127800.0,25916.0,3315472100.0,기아
20260904,000270,132700.0,132700.0,125700.0,126500.0,977137.0,124480272525.0,기아
20260903,000270,124900.0,128400.0,123800.0,127400.0,841092.0,106479214900.0,기아
20260902,000270,129700.0,129700.0,123300.0,124400.0,969533.0,121286746868.0,기아
20260901,000270,129700.0,133000.0,129300.0,131200.0,813483.0,106710036000.0,기아
20260831,000270,127400.0,132100.0,125500.0,131000.0,1014981.0,131867820200.0,기아
20260828,000270,126200.0,128100.0,126000.0,128000.0,820385.0,104466702700.0,기아
20260827,000270,133000.0,134600.0,125000.0,126100.0,1435376.0,182723854300.0,기아
20260826,000270,135800.0,135800.0,130200.0,131400.0,730263.0,96600129150.0,기아
20260825,000270,132100.0,134900.0,128600.0,134900.0,574478.0,76247673050.0,기아
20260824,000270,132100.0,132200.0,129600.0,131500.0,658492.0,86181035850.0,기아
20260821,000270,129900.0,131800.0,129400.0,130900.0,667262.0,87242505050.0,기아
20260820,000270,134600.0,134600.0,130800.0,131100.0,869614.0,114938893600.0,기아
20260819,000270,132800.0,133600.0,130000.0,133000.0,634199.0,83742325700.0,기아
20260818,000270,141800.0,142300.0,136000.0,137200.0,513457.0,71429962200.0,기아
20260814,000270,137400.0,142400.0,137200.0,141700.0,771767.0,108962687510.0,기아
20260813,000270,137900.0,141000.0,135900.0,137400.0,1035090.0,142660447900.0,기아
20260812,000270,135800.0,137900.0,134700.0,135600.0,851047.0,115745971400.0,기아
20260811,000270,133800.0,136800.0,133800.0,134300.0,454123.0,61413633950.0,기아
20260810,000270,133600.0,136200.0,132800.0,135500.0,703951.0,94909146830.0,기아
