code,covered
160190,True
036540,True
437730,True
417200,True
456160,True
356680,True
056190,True
030530,True
058610,True
053800,True
101730,True
041830,True
052020,True
298380,True
093370,True
004020,True
375500,True
052690,True
001430,True
007070,True
358570,True
108490,True
035760,True
229640,True
000990,True
131970,True
226950,True
001820,True
023160,True
090360,True
