timestamp,event,model,prompt_tokens,output_tokens,total_tokens,req_stocks,resp_stocks,req_posts,req_chars,body_ok,body_fail,cache_hit,cache_miss,posts_dropped,noise_only_stocks
2026-08-04 12:28:38,cache_summary,,,,,,,,,,,2,10,22,0
2026-08-04 12:28:41,batch_call,gemini-2.5-flash-lite,4154,878,5032,10,10,278,6529,,,,,,
2026-08-04 12:32:56,cache_summary,,,,,,,,,,,4,8,24,0
2026-08-04 12:32:59,batch_call,gemini-2.5-flash-lite,3268,735,4003,8,8,216,5188,,,,,,
2026-08-04 12:42:46,cache_summary,,,,,,,,,,,7,6,12,0
2026-08-04 12:42:49,batch_call,gemini-2.5-flash-lite,2675,640,3315,6,6,168,4345,,,,,,
2026-08-04 12:52:43,cache_summary,,,,,,,,,,,5,8,16,0
2026-08-04 12:52:45,batch_call,gemini-2.5-flash-lite,3487,581,4068,8,8,224,5518,,,,,,
2026-08-04 13:03:08,cache_summary,,,,,,,,,,,3,11,26,0
2026-08-04 13:03:11,batch_call,gemini-2.5-flash-lite,4181,911,5092,10,10,277,6478,,,,,,
2026-08-04 13:03:12,batch_call,gemini-2.5-flash-lite,874,96,970,1,1,27,1755,,,,,,
2026-08-04 13:08:06,batch_call,gemini-2.5-flash,418,245,2340,,,,664,,,,,,
2026-08-04 13:08:15,batch_call,gemini-2.5-flash,470,220,1820,,,,734,,,,,,
2026-08-04 13:13:01,cache_summary,,,,,,,,,,,2,12,19,0
2026-08-04 13:13:04,batch_call,gemini-2.5-flash-lite,4310,845,5155,10,10,289,6664,,,,,,
2026-08-04 13:13:05,batch_call,gemini-2.5-flash-lite,1215,226,1443,2,2,52,2256,,,,,,
2026-08-04 13:22:31,cache_summary,,,,,,,,,,,2,12,28,0
2026-08-04 13:22:35,batch_call,gemini-2.5-flash-lite,4105,1000,5105,10,10,280,6351,,,,,,
2026-08-04 13:22:36,batch_call,gemini-2.5-flash-lite,1230,234,1464,2,2,52,2269,,,,,,
2026-08-04 13:32:53,cache_summary,,,,,,,,,,,5,9,17,0
2026-08-04 13:32:56,batch_call,gemini-2.5-flash-lite,3875,862,4737,9,9,253,6043,,,,,,
2026-08-04 13:42:44,cache_summary,,,,,,,,,,,3,11,25,0
2026-08-04 13:42:47,batch_call,gemini-2.5-flash-lite,4091,877,4968,10,10,278,6355,,,,,,
2026-08-04 13:42:48,batch_call,gemini-2.5-flash-lite,878,104,982,1,1,27,1754,,,,,,
2026-08-04 13:52:41,cache_summary,,,,,,,,,,,8,7,15,0
2026-08-04 13:52:44,batch_call,gemini-2.5-flash-lite,3154,625,3779,7,7,195,5060,,,,,,
2026-08-04 14:03:00,cache_summary,,,,,,,,,,,6,4,5,0
2026-08-04 14:03:02,batch_call,gemini-2.5-flash-lite,1959,350,2309,4,4,115,3318,,,,,,
2026-08-04 14:07:40,batch_call,gemini-2.5-flash,408,225,1512,,,,646,,,,,,
2026-08-04 14:07:51,batch_call,gemini-2.5-flash,412,241,2298,,,,654,,,,,,
2026-08-04 14:12:52,cache_summary,,,,,,,,,,,3,7,13,0
2026-08-04 14:12:54,batch_call,gemini-2.5-flash-lite,3195,726,3921,7,7,197,5104,,,,,,
2026-08-04 14:22:48,cache_summary,,,,,,,,,,,4,6,12,0
2026-08-04 14:22:50,batch_call,gemini-2.5-flash-lite,2719,579,3298,6,6,168,4384,,,,,,
2026-08-04 14:32:37,cache_summary,,,,,,,,,,,7,5,12,0
2026-08-04 14:32:39,batch_call,gemini-2.5-flash-lite,2411,478,2889,5,5,138,3999,,,,,,
2026-08-04 14:42:26,cache_summary,,,,,,,,,,,3,9,22,0
2026-08-04 14:42:29,batch_call,gemini-2.5-flash-lite,3704,957,4661,9,9,248,5812,,,,,,
2026-08-04 14:52:54,cache_summary,,,,,,,,,,,3,10,24,0
2026-08-04 14:52:57,batch_call,gemini-2.5-flash-lite,4186,840,5026,10,10,276,6539,,,,,,
2026-08-04 15:02:27,cache_summary,,,,,,,,,,,6,7,19,0
2026-08-04 15:02:30,batch_call,gemini-2.5-flash-lite,3115,631,3746,7,7,191,5035,,,,,,
2026-08-04 15:06:04,batch_call,gemini-2.5-flash,461,253,1640,,,,731,,,,,,
2026-08-04 15:06:12,batch_call,gemini-2.5-flash,462,215,1839,,,,723,,,,,,
2026-08-04 15:13:08,cache_summary,,,,,,,,,,,5,8,21,0
2026-08-04 15:13:11,batch_call,gemini-2.5-flash-lite,3447,747,4194,8,8,219,5519,,,,,,
2026-08-04 15:22:54,cache_summary,,,,,,,,,,,5,9,17,0
2026-08-04 15:22:57,batch_call,gemini-2.5-flash-lite,3932,813,4745,9,9,253,6179,,,,,,
2026-08-04 15:32:49,cache_summary,,,,,,,,,,,7,7,17,0
2026-08-04 15:32:52,batch_call,gemini-2.5-flash-lite,3000,636,3636,7,7,193,4769,,,,,,
2026-08-05 09:02:29,cache_summary,,,,,,,,,,,0,5,16,0
2026-08-05 09:02:30,batch_call,gemini-2.5-flash-lite,2327,470,2797,5,5,134,3859,,,,,,
2026-08-05 09:03:42,batch_call,gemini-2.5-flash,435,208,2180,,,,707,,,,,,
2026-08-05 09:03:51,batch_call,gemini-2.5-flash,461,293,2224,,,,721,,,,,,
2026-08-05 09:12:24,cache_summary,,,,,,,,,,,0,10,27,0
2026-08-05 09:12:27,batch_call,gemini-2.5-flash-lite,4140,916,5056,10,10,273,6498,,,,,,
2026-08-05 09:22:24,cache_summary,,,,,,,,,,,2,9,26,0
2026-08-05 09:22:27,batch_call,gemini-2.5-flash-lite,3654,847,4501,9,9,244,5754,,,,,,
2026-08-05 09:32:05,cache_summary,,,,,,,,,,,2,11,29,0
2026-08-05 09:32:09,batch_call,gemini-2.5-flash-lite,4059,869,4928,10,10,272,6380,,,,,,
2026-08-05 09:32:09,batch_call,gemini-2.5-flash-lite,870,88,958,1,1,29,1702,,,,,,
2026-08-05 09:42:02,cache_summary,,,,,,,,,,,1,13,30,0
2026-08-05 09:42:05,batch_call,gemini-2.5-flash-lite,4079,856,4935,10,10,274,6447,,,,,,
2026-08-05 09:42:06,batch_call,gemini-2.5-flash-lite,1622,299,1921,3,3,86,2784,,,,,,
2026-08-05 09:52:19,cache_summary,,,,,,,,,,,0,14,33,0
2026-08-05 09:52:22,batch_call,gemini-2.5-flash-lite,3992,804,4796,10,10,271,6313,,,,,,
2026-08-05 09:52:24,batch_call,gemini-2.5-flash-lite,2070,397,2469,4,4,116,3455,,,,,,
2026-08-05 10:02:11,cache_summary,,,,,,,,,,,2,12,33,0
2026-08-05 10:02:13,batch_call,gemini-2.5-flash-lite,3936,916,4852,10,10,268,6227,,,,,,
2026-08-05 10:02:14,batch_call,gemini-2.5-flash-lite,1296,188,1486,2,2,59,2344,,,,,,
2026-08-05 10:02:26,batch_call,gemini-2.5-flash-lite,233,71,306,,,,502,,,,,,
2026-08-05 10:03:49,batch_call,gemini-2.5-flash,436,218,2461,,,,697,,,,,,
2026-08-05 10:03:57,batch_call,gemini-2.5-flash,449,277,1903,,,,716,,,,,,
2026-08-05 10:12:30,cache_summary,,,,,,,,,,,1,15,38,0
2026-08-05 10:12:33,batch_call,gemini-2.5-flash-lite,3960,895,4855,10,10,269,6201,,,,,,
2026-08-05 10:12:34,batch_call,gemini-2.5-flash-lite,2434,491,2925,5,5,143,4023,,,,,,
2026-08-05 10:22:17,cache_summary,,,,,,,,,,,1,15,36,0
2026-08-05 10:22:21,batch_call,gemini-2.5-flash-lite,3933,985,4918,10,10,273,6218,,,,,,
2026-08-05 10:22:23,batch_call,gemini-2.5-flash-lite,2337,559,2896,5,5,141,3831,,,,,,
2026-08-05 10:32:16,cache_summary,,,,,,,,,,,3,13,30,0
2026-08-05 10:32:19,batch_call,gemini-2.5-flash-lite,4002,947,4949,10,10,274,6349,,,,,,
2026-08-05 10:32:20,batch_call,gemini-2.5-flash-lite,1620,290,1910,3,3,86,2807,,,,,,
2026-08-05 10:42:19,cache_summary,,,,,,,,,,,5,11,25,0
2026-08-05 10:42:23,batch_call,gemini-2.5-flash-lite,4102,1223,5325,10,10,278,6408,,,,,,
2026-08-05 10:42:23,batch_call,gemini-2.5-flash-lite,860,108,970,1,1,27,1731,,,,,,
2026-08-05 10:51:59,cache_summary,,,,,,,,,,,2,14,35,0
2026-08-05 10:52:03,batch_call,gemini-2.5-flash-lite,3975,990,4965,10,10,271,6271,,,,,,
2026-08-05 10:52:05,batch_call,gemini-2.5-flash-lite,2046,445,2491,4,4,114,3444,,,,,,
2026-08-05 11:02:32,cache_summary,,,,,,,,,,,3,9,24,0
2026-08-05 11:02:35,batch_call,gemini-2.5-flash-lite,3718,968,4686,9,9,246,5912,,,,,,
2026-08-05 11:02:44,batch_call,gemini-2.5-flash-lite,232,69,303,,,,502,,,,,,
2026-08-05 11:03:55,batch_call,gemini-2.5-flash,456,286,2139,,,,724,,,,,,
2026-08-05 11:04:02,batch_call,gemini-2.5-flash,427,240,1602,,,,669,,,,,,
2026-08-05 11:12:25,cache_summary,,,,,,,,,,,5,7,17,0
2026-08-05 11:12:28,batch_call,gemini-2.5-flash-lite,3065,624,3689,7,7,193,4966,,,,,,
2026-08-05 11:22:27,cache_summary,,,,,,,,,,,6,6,12,0
2026-08-05 11:22:30,batch_call,gemini-2.5-flash-lite,2735,535,3270,6,6,168,4488,,,,,,
2026-08-05 11:32:22,cache_summary,,,,,,,,,,,5,8,21,0
2026-08-05 11:32:25,batch_call,gemini-2.5-flash-lite,3419,850,4269,8,8,219,5511,,,,,,
2026-08-05 11:42:10,cache_summary,,,,,,,,,,,5,8,23,0
2026-08-05 11:42:13,batch_call,gemini-2.5-flash-lite,3394,715,4109,8,8,217,5483,,,,,,
2026-08-05 11:52:37,cache_summary,,,,,,,,,,,1,13,24,0
2026-08-05 11:52:41,batch_call,gemini-2.5-flash-lite,4275,1015,5290,10,10,281,6797,,,,,,
2026-08-05 11:52:43,batch_call,gemini-2.5-flash-lite,1657,293,1950,3,3,85,2888,,,,,,
2026-08-05 12:02:25,cache_summary,,,,,,,,,,,6,8,14,0
2026-08-05 12:02:29,batch_call,gemini-2.5-flash-lite,3479,886,4365,8,8,226,5601,,,,,,
2026-08-05 12:02:42,batch_call,gemini-2.5-flash-lite,233,64,297,,,,501,,,,,,
2026-08-05 12:04:06,batch_call,gemini-2.5-flash,430,240,2446,,,,673,,,,,,
2026-08-05 12:04:15,batch_call,gemini-2.5-flash,422,200,1963,,,,687,,,,,,
2026-08-05 12:12:06,cache_summary,,,,,,,,,,,8,6,14,0
2026-08-05 12:12:09,batch_call,gemini-2.5-flash-lite,2724,685,3409,6,6,166,4524,,,,,,
2026-08-05 12:22:21,cache_summary,,,,,,,,,,,6,8,15,0
2026-08-05 12:22:24,batch_call,gemini-2.5-flash-lite,3501,735,4236,8,8,225,5620,,,,,,
2026-08-05 12:32:30,cache_summary,,,,,,,,,,,1,13,27,0
2026-08-05 12:32:34,batch_call,gemini-2.5-flash-lite,4272,1016,5288,10,10,279,6731,,,,,,
2026-08-05 12:32:36,batch_call,gemini-2.5-flash-lite,1652,293,1945,3,3,84,2885,,,,,,
2026-08-05 12:42:33,cache_summary,,,,,,,,,,,5,9,17,0
2026-08-05 12:42:36,batch_call,gemini-2.5-flash-lite,3978,986,4964,9,9,253,6306,,,,,,
2026-08-05 12:52:25,cache_summary,,,,,,,,,,,6,8,19,0
2026-08-05 12:52:27,batch_call,gemini-2.5-flash-lite,3416,901,4317,8,8,221,5425,,,,,,
2026-08-05 13:02:05,cache_summary,,,,,,,,,,,6,8,14,0
2026-08-05 13:02:08,batch_call,gemini-2.5-flash-lite,3574,674,4248,8,8,226,5695,,,,,,
2026-08-05 13:02:18,batch_call,gemini-2.5-flash-lite,232,71,303,,,,500,,,,,,
2026-08-05 13:03:30,batch_call,gemini-2.5-flash,400,259,2164,,,,640,,,,,,
2026-08-05 13:03:42,batch_call,gemini-2.5-flash,479,221,2538,,,,753,,,,,,
2026-08-05 13:12:20,cache_summary,,,,,,,,,,,7,7,16,0
2026-08-05 13:12:23,batch_call,gemini-2.5-flash-lite,3182,635,3817,7,7,194,5074,,,,,,
2026-08-05 13:22:18,cache_summary,,,,,,,,,,,5,9,22,0
2026-08-05 13:22:21,batch_call,gemini-2.5-flash-lite,3841,830,4671,9,9,248,6045,,,,,,
2026-08-05 13:32:30,cache_summary,,,,,,,,,,,5,9,20,0
2026-08-05 13:32:34,batch_call,gemini-2.5-flash-lite,3866,947,4813,9,9,250,6088,,,,,,
2026-08-05 13:42:30,cache_summary,,,,,,,,,,,5,9,22,0
2026-08-05 13:42:34,batch_call,gemini-2.5-flash-lite,3794,903,4697,9,9,248,5989,,,,,,
2026-08-05 13:52:34,cache_summary,,,,,,,,,,,6,10,26,0
2026-08-05 13:52:38,batch_call,gemini-2.5-flash-lite,4085,1041,5126,10,10,274,6392,,,,,,
2026-08-05 14:02:31,cache_summary,,,,,,,,,,,3,9,24,0
2026-08-05 14:02:35,batch_call,gemini-2.5-flash-lite,3751,914,4665,9,9,246,5916,,,,,,
2026-08-05 14:02:47,batch_call,gemini-2.5-flash-lite,231,78,309,,,,498,,,,,,
2026-08-05 14:04:07,batch_call,gemini-2.5-flash,411,207,1336,,,,655,,,,,,
2026-08-05 14:04:15,batch_call,gemini-2.5-flash,408,196,1779,,,,661,,,,,,
2026-08-05 14:12:44,cache_summary,,,,,,,,,,,4,8,19,0
2026-08-05 14:12:47,batch_call,gemini-2.5-flash-lite,3466,924,4390,8,8,221,5512,,,,,,
2026-08-05 14:22:11,cache_summary,,,,,,,,,,,6,6,12,0
2026-08-05 14:22:13,batch_call,gemini-2.5-flash-lite,2806,527,3333,6,6,168,4554,,,,,,
2026-08-05 14:34:01,cache_summary,,,,,,,,,,,5,7,18,0
2026-08-05 14:34:04,batch_call,gemini-2.5-flash-lite,3077,619,3696,7,7,192,4954,,,,,,
2026-08-05 14:42:36,cache_summary,,,,,,,,,,,6,6,19,0
2026-08-05 14:42:38,batch_call,gemini-2.5-flash-lite,2719,582,3301,6,6,161,4418,,,,,,
2026-08-05 14:52:33,cache_summary,,,,,,,,,,,5,7,15,0
2026-08-05 14:52:36,batch_call,gemini-2.5-flash-lite,3097,716,3813,7,7,195,4954,,,,,,
2026-08-05 15:02:40,cache_summary,,,,,,,,,,,5,7,15,0
2026-08-05 15:02:43,batch_call,gemini-2.5-flash-lite,3152,693,3845,7,7,195,5054,,,,,,
2026-08-05 15:04:20,batch_call,gemini-2.5-flash,463,289,2323,,,,710,,,,,,
2026-08-05 15:12:32,cache_summary,,,,,,,,,,,5,7,19,0
2026-08-05 15:12:35,batch_call,gemini-2.5-flash-lite,3095,641,3736,7,7,191,4999,,,,,,
2026-08-05 15:22:47,cache_summary,,,,,,,,,,,6,7,21,0
2026-08-05 15:22:50,batch_call,gemini-2.5-flash-lite,2963,597,3560,7,7,189,4790,,,,,,
2026-08-05 15:32:26,cache_summary,,,,,,,,,,,3,10,32,0
2026-08-05 15:32:29,batch_call,gemini-2.5-flash-lite,3957,940,4897,10,10,268,6220,,,,,,
2026-08-06 09:02:10,cache_summary,,,,,,,,,,,0,5,11,0
2026-08-06 09:02:12,batch_call,gemini-2.5-flash-lite,2425,572,2997,5,5,139,3987,,,,,,
2026-08-06 09:02:18,batch_call,gemini-2.5-flash-lite,235,71,306,,,,504,,,,,,
2026-08-06 09:03:41,batch_call,gemini-2.5-flash,443,285,2266,,,,717,,,,,,
2026-08-06 09:03:55,batch_call,gemini-2.5-flash,449,256,2790,,,,720,,,,,,
2026-08-06 09:12:23,cache_summary,,,,,,,,,,,1,9,18,0
2026-08-06 09:12:26,batch_call,gemini-2.5-flash-lite,3770,826,4596,9,9,252,5928,,,,,,
2026-08-06 09:22:26,cache_summary,,,,,,,,,,,0,13,27,0
2026-08-06 09:22:29,batch_call,gemini-2.5-flash-lite,3981,987,4968,10,10,279,6237,,,,,,
2026-08-06 09:22:30,batch_call,gemini-2.5-flash-lite,1616,249,1865,3,3,84,2815,,,,,,
2026-08-06 09:32:27,cache_summary,,,,,,,,,,,1,13,32,0
2026-08-06 09:32:30,batch_call,gemini-2.5-flash-lite,3942,940,4882,10,10,277,6221,,,,,,
2026-08-06 09:32:31,batch_call,gemini-2.5-flash-lite,1570,283,1853,3,3,81,2743,,,,,,
2026-08-06 09:42:13,cache_summary,,,,,,,,,,,2,14,38,0
2026-08-06 09:42:17,batch_call,gemini-2.5-flash-lite,3949,897,4846,10,10,276,6183,,,,,,
2026-08-06 09:42:18,batch_call,gemini-2.5-flash-lite,1845,429,2274,4,4,106,3157,,,,,,
2026-08-06 09:52:23,cache_summary,,,,,,,,,,,0,18,45,0
2026-08-06 09:52:27,batch_call,gemini-2.5-flash-lite,3980,920,4900,10,10,279,6208,,,,,,
2026-08-06 09:52:30,batch_call,gemini-2.5-flash-lite,3210,734,3944,8,8,216,5141,,,,,,
2026-08-06 10:02:27,cache_summary,,,,,,,,,,,1,18,41,0
2026-08-06 10:02:31,batch_call,gemini-2.5-flash-lite,4050,905,4955,10,10,279,6341,,,,,,
2026-08-06 10:02:33,batch_call,gemini-2.5-flash-lite,3276,702,3978,8,8,220,5239,,,,,,
2026-08-06 10:02:49,batch_call,gemini-2.5-flash-lite,231,65,298,,,,501,,,,,,
2026-08-06 10:04:26,batch_call,gemini-2.5-flash,410,237,2687,,,,663,,,,,,
2026-08-06 10:04:36,batch_call,gemini-2.5-flash,412,254,2254,,,,673,,,,,,
2026-08-06 10:12:33,cache_summary,,,,,,,,,,,3,16,38,0
2026-08-06 10:12:35,batch_call,gemini-2.5-flash-lite,3995,851,4846,10,10,282,6203,,,,,,
2026-08-06 10:12:37,batch_call,gemini-2.5-flash-lite,2480,579,3061,6,6,160,4080,,,,,,
2026-08-06 10:22:22,cache_summary,,,,,,,,,,,3,17,40,0
2026-08-06 10:22:25,batch_call,gemini-2.5-flash-lite,3963,1037,5000,10,10,279,6239,,,,,,
2026-08-06 10:22:28,batch_call,gemini-2.5-flash-lite,2868,708,3576,7,7,191,4688,,,,,,
2026-08-06 10:32:36,cache_summary,,,,,,,,,,,3,19,43,0
2026-08-06 10:32:40,batch_call,gemini-2.5-flash-lite,4001,864,4865,10,10,281,6247,,,,,,
2026-08-06 10:32:43,batch_call,gemini-2.5-flash-lite,3512,848,4360,9,9,246,5587,,,,,,
2026-08-06 10:42:26,cache_summary,,,,,,,,,,,4,18,45,0
2026-08-06 10:42:30,batch_call,gemini-2.5-flash-lite,3994,932,4926,10,10,279,6222,,,,,,
2026-08-06 10:42:33,batch_call,gemini-2.5-flash-lite,3184,753,3937,8,8,216,5163,,,,,,
2026-08-06 10:53:56,cache_summary,,,,,,,,,,,0,22,54,0
2026-08-06 10:53:59,batch_call,gemini-2.5-flash-lite,4125,940,5065,10,0,280,6413,,,,,,
2026-08-06 10:54:01,batch_call,gemini-2.5-flash-lite,3731,826,4557,10,10,270,5926,,,,,,
2026-08-06 10:54:02,batch_call,gemini-2.5-flash-lite,1286,184,1470,2,2,56,2327,,,,,,
2026-08-06 11:02:29,cache_summary,,,,,,,,,,,1,12,30,0
2026-08-06 11:02:33,batch_call,gemini-2.5-flash-lite,3992,939,4931,10,10,273,6280,,,,,,
2026-08-06 11:02:34,batch_call,gemini-2.5-flash-lite,1236,232,1468,2,2,57,2234,,,,,,
2026-08-06 11:02:43,batch_call,gemini-2.5-flash-lite,232,71,305,,,,502,,,,,,
2026-08-06 11:03:58,batch_call,gemini-2.5-flash,406,263,1905,,,,653,,,,,,
2026-08-06 11:04:07,batch_call,gemini-2.5-flash,456,200,2071,,,,723,,,,,,
2026-08-06 11:12:03,cache_summary,,,,,,,,,,,4,11,18,0
2026-08-06 11:12:06,batch_call,gemini-2.5-flash-lite,4224,872,5096,10,10,284,6608,,,,,,
2026-08-06 11:12:07,batch_call,gemini-2.5-flash-lite,915,106,1021,1,1,28,1810,,,,,,
2026-08-06 11:22:20,cache_summary,,,,,,,,,,,6,11,22,0
2026-08-06 11:22:24,batch_call,gemini-2.5-flash-lite,4127,906,5033,10,10,279,6427,,,,,,
2026-08-06 11:22:24,batch_call,gemini-2.5-flash-lite,878,108,988,1,1,29,1732,,,,,,
2026-08-06 11:32:31,cache_summary,,,,,,,,,,,4,13,26,0
2026-08-06 11:32:35,batch_call,gemini-2.5-flash-lite,4177,931,5108,10,10,284,6523,,,,,,
2026-08-06 11:32:36,batch_call,gemini-2.5-flash-lite,1602,290,1892,3,3,80,2835,,,,,,
2026-08-06 11:42:29,cache_summary,,,,,,,,,,,4,13,25,0
2026-08-06 11:42:32,batch_call,gemini-2.5-flash-lite,4194,968,5162,10,10,283,6603,,,,,,
2026-08-06 11:42:33,batch_call,gemini-2.5-flash-lite,1543,301,1844,3,3,82,2756,,,,,,
2026-08-06 11:52:10,cache_summary,,,,,,,,,,,6,11,20,0
2026-08-06 11:52:14,batch_call,gemini-2.5-flash-lite,4099,1107,5206,10,10,283,6434,,,,,,
2026-08-06 11:52:15,batch_call,gemini-2.5-flash-lite,906,113,1019,1,1,27,1790,,,,,,
2026-08-06 12:02:28,cache_summary,,,,,,,,,,,8,9,14,0
2026-08-06 12:02:31,batch_call,gemini-2.5-flash-lite,3746,927,4673,9,9,256,5961,,,,,,
2026-08-06 12:02:42,batch_call,gemini-2.5-flash-lite,234,61,295,,,,502,,,,,,
2026-08-06 12:03:59,batch_call,gemini-2.5-flash,410,202,3158,,,,662,,,,,,
2026-08-06 12:04:10,batch_call,gemini-2.5-flash,439,214,2498,,,,693,,,,,,
2026-08-06 12:12:25,cache_summary,,,,,,,,,,,7,10,21,0
2026-08-06 12:12:28,batch_call,gemini-2.5-flash-lite,4080,882,4962,10,10,279,6348,,,,,,
2026-08-06 12:22:28,cache_summary,,,,,,,,,,,7,10,25,0
2026-08-06 12:22:32,batch_call,gemini-2.5-flash-lite,3985,1098,5083,10,10,275,6269,,,,,,
2026-08-06 12:32:24,cache_summary,,,,,,,,,,,2,17,39,0
2026-08-06 12:32:27,batch_call,gemini-2.5-flash-lite,3979,941,4920,10,10,281,6167,,,,,,
2026-08-06 12:32:30,batch_call,gemini-2.5-flash-lite,2952,656,3608,7,7,190,4833,,,,,,
2026-08-06 12:42:24,cache_summary,,,,,,,,,,,8,11,33,0
2026-08-06 12:42:28,batch_call,gemini-2.5-flash-lite,3913,894,4807,10,10,270,6193,,,,,,
2026-08-06 12:42:29,batch_call,gemini-2.5-flash-lite,919,107,1026,1,1,27,1812,,,,,,
2026-08-06 12:52:31,cache_summary,,,,,,,,,,,6,14,33,0
2026-08-06 12:52:34,batch_call,gemini-2.5-flash-lite,4011,856,4867,10,10,282,6199,,,,,,
2026-08-06 12:52:36,batch_call,gemini-2.5-flash-lite,1871,414,2285,4,4,105,3167,,,,,,
2026-08-06 13:02:38,cache_summary,,,,,,,,,,,9,11,28,0
2026-08-06 13:02:41,batch_call,gemini-2.5-flash-lite,4109,924,5033,10,10,274,6400,,,,,,
2026-08-06 13:02:42,batch_call,gemini-2.5-flash-lite,868,105,973,1,1,28,1700,,,,,,
2026-08-06 13:02:54,batch_call,gemini-2.5-flash-lite,232,71,303,,,,500,,,,,,
2026-08-06 13:04:13,batch_call,gemini-2.5-flash,436,266,2528,,,,694,,,,,,
2026-08-06 13:04:21,batch_call,gemini-2.5-flash,396,319,1749,,,,637,,,,,,
2026-08-06 13:12:31,cache_summary,,,,,,,,,,,8,12,26,0
2026-08-06 13:12:34,batch_call,gemini-2.5-flash-lite,4049,939,4988,10,10,281,6311,,,,,,
2026-08-06 13:12:35,batch_call,gemini-2.5-flash-lite,1271,216,1487,2,2,53,2333,,,,,,
2026-08-06 13:22:27,cache_summary,,,,,,,,,,,6,14,38,0
2026-08-06 13:22:30,batch_call,gemini-2.5-flash-lite,4086,872,4958,10,10,274,6486,,,,,,
2026-08-06 13:22:32,batch_call,gemini-2.5-flash-lite,1915,399,2314,4,4,108,3286,,,,,,
2026-08-06 13:32:23,cache_summary,,,,,,,,,,,6,15,33,0
2026-08-06 13:32:27,batch_call,gemini-2.5-flash-lite,4143,956,5099,10,10,282,6428,,,,,,
2026-08-06 13:32:29,batch_call,gemini-2.5-flash-lite,2228,476,2704,5,5,135,3770,,,,,,
2026-08-06 13:42:34,cache_summary,,,,,,,,,,,9,12,23,0
2026-08-06 13:42:37,batch_call,gemini-2.5-flash-lite,4217,892,5109,10,10,279,6609,,,,,,
2026-08-06 13:42:38,batch_call,gemini-2.5-flash-lite,1262,194,1456,2,2,58,2320,,,,,,
2026-08-06 13:52:37,cache_summary,,,,,,,,,,,10,11,22,0
2026-08-06 13:52:41,batch_call,gemini-2.5-flash-lite,4177,1066,5243,10,9,279,6535,,,,,,
2026-08-06 13:52:42,batch_call,gemini-2.5-flash-lite,900,77,979,1,1,29,1767,,,,,,
2026-08-06 14:02:36,cache_summary,,,,,,,,,,,7,8,15,0
2026-08-06 14:02:39,batch_call,gemini-2.5-flash-lite,3488,685,4173,8,8,225,5509,,,,,,
2026-08-06 14:04:30,batch_call,gemini-2.5-flash,429,284,4518,,,,688,,,,,,
2026-08-06 14:04:35,batch_call,gemini-2.5-flash,419,218,1339,,,,660,,,,,,
2026-08-06 14:12:35,cache_summary,,,,,,,,,,,4,11,21,0
2026-08-06 14:12:38,batch_call,gemini-2.5-flash-lite,4122,831,4953,10,10,282,6468,,,,,,
2026-08-06 14:12:39,batch_call,gemini-2.5-flash-lite,919,118,1037,1,1,27,1809,,,,,,
2026-08-06 14:22:34,cache_summary,,,,,,,,,,,8,8,15,0
2026-08-06 14:22:37,batch_call,gemini-2.5-flash-lite,3451,691,4142,8,8,225,5542,,,,,,
2026-08-06 14:32:32,cache_summary,,,,,,,,,,,7,10,18,0
2026-08-06 14:32:34,batch_call,gemini-2.5-flash-lite,4254,809,5063,10,10,282,6706,,,,,,
2026-08-06 14:42:41,cache_summary,,,,,,,,,,,6,11,16,0
2026-08-06 14:42:44,batch_call,gemini-2.5-flash-lite,4289,877,5166,10,10,285,6750,,,,,,
2026-08-06 14:42:45,batch_call,gemini-2.5-flash-lite,907,117,1024,1,1,29,1779,,,,,,
2026-08-06 14:52:38,cache_summary,,,,,,,,,,,6,11,16,0
2026-08-06 14:52:40,batch_call,gemini-2.5-flash-lite,4178,755,4933,10,10,285,6593,,,,,,
2026-08-06 14:52:41,batch_call,gemini-2.5-flash-lite,899,104,1003,1,1,29,1771,,,,,,
2026-08-06 15:02:36,cache_summary,,,,,,,,,,,7,11,19,0
2026-08-06 15:02:39,batch_call,gemini-2.5-flash-lite,4066,743,4809,10,10,283,6373,,,,,,
2026-08-06 15:02:40,batch_call,gemini-2.5-flash-lite,933,129,1062,1,1,28,1831,,,,,,
2026-08-06 15:04:11,batch_call,gemini-2.5-flash,428,230,2895,,,,683,,,,,,
2026-08-06 15:04:19,batch_call,gemini-2.5-flash,421,199,1855,,,,683,,,,,,
2026-08-06 15:12:31,cache_summary,,,,,,,,,,,8,10,16,0
2026-08-06 15:12:36,batch_call,gemini-2.5-flash-lite,4337,1170,5507,10,10,284,6760,,,,,,
2026-08-06 15:22:26,cache_summary,,,,,,,,,,,6,11,17,0
2026-08-06 15:22:29,batch_call,gemini-2.5-flash-lite,4232,940,5172,10,10,285,6571,,,,,,
2026-08-06 15:22:30,batch_call,gemini-2.5-flash-lite,889,86,975,1,1,28,1754,,,,,,
2026-08-06 15:32:32,cache_summary,,,,,,,,,,,7,10,20,0
2026-08-06 15:32:36,batch_call,gemini-2.5-flash-lite,4167,933,5100,10,10,280,6561,,,,,,
2026-08-07 09:02:34,cache_summary,,,,,,,,,,,0,7,14,0
2026-08-07 09:02:36,batch_call,gemini-2.5-flash-lite,3143,683,3826,7,7,196,5099,,,,,,
2026-08-07 09:02:43,batch_call,gemini-2.5-flash-lite,232,66,298,,,,500,,,,,,
