cycle_id,ts,code,name,fact_score,sentiment,tick_power,consecutive_days,change_rate,engine_signal,engine_reason
14887440,2026-08-12 09:02:14,002990,금호건설,0.1,1,0.0,31,6.88,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,005930,삼성전자,0.0,-1,0.0,83,1.25,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,073240,금호타이어,0.2,4,0.0,32,-4.92,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,090460,비에이치,0.3,2,0.0,2,5.52,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,000660,SK하이닉스,0.2,3,0.0,50,1.61,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,483350,딜리셔스,0.0,-6,0.0,1,-5.93,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,226340,본느,0.1,2,0.0,2,5.83,WATCH,1차 필터(AND) 조건 미충족
14887440,2026-08-12 09:02:14,263750,펄어비스,0.3,-2,0.0,1,-9.49,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,002990,금호건설,0.2,2,0.0,31,22.19,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,005930,삼성전자,0.1,0,0.0,83,2.61,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,073240,금호타이어,0.2,4,0.0,32,-1.86,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,090460,비에이치,0.4,3,0.0,2,4.75,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,483350,딜리셔스,0.0,-6,0.0,1,-12.57,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,010170,대한광통신,0.3,1,0.0,55,-1.71,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,226340,본느,0.1,1,0.0,2,1.55,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,263750,펄어비스,0.2,-2,0.0,1,-12.87,WATCH,1차 필터(AND) 조건 미충족
14887445,2026-08-12 09:12:05,000660,SK하이닉스,0.6,3,0.0,50,1.89,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,002990,금호건설,0.2,2,0.0,31,20.63,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,006340,대원전선,0.4,4,0.0,39,7.58,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,005930,삼성전자,0.5,-1,0.0,83,3.76,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,073240,금호타이어,0.2,4,0.0,32,-3.39,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,090460,비에이치,0.3,1,0.0,2,0.61,WATCH,1차 필터(AND) 조건 미충족
14887450,2026-08-12 09:22:25,475150,SK이터닉스,0.3,1,0.0,22,1.57,WATCH,1차 필터(AND) 조건 미충족
