code,covered
043260,False
125490,False
009155,False
229640,False
081660,False
000500,False
002790,False
001440,False
060370,False
068760,False
010170,False
127120,False
000120,False
004990,False
030000,False
218410,False
145020,False
050890,False
319400,False
007660,False
007070,False
417200,False
028050,False
103590,False
032640,False
328130,False
272210,False
282330,False
160190,False
008770,False
