date,code,close,prsn_net,frgn_net,orgn_net,prsn_buy,frgn_buy,orgn_buy,prsn_sell,frgn_sell,orgn_sell
20260720,095610,170800.0,35930.0,20813.0,-58108.0,209567.0,254187.0,118316.0,173637.0,233374.0,176424.0
20260720,096530,26600.0,68432.0,-56838.0,-11893.0,125415.0,62520.0,22530.0,56983.0,119358.0,34423.0
20260720,096770,116900.0,-23384.0,-108247.0,215918.0,177515.0,221759.0,400196.0,200899.0,330006.0,184278.0
20260720,097950,184200.0,-2671.0,630.0,2659.0,6368.0,20135.0,14350.0,9039.0,19505.0,11691.0
20260720,098460,24650.0,70505.0,-5456.0,-66099.0,369616.0,374115.0,52481.0,299111.0,379571.0,118580.0
20260720,099190,14780.0,-22709.0,20876.0,1357.0,25088.0,40767.0,1732.0,47797.0,19891.0,375.0
20260720,099320,74200.0,-3687.0,16030.0,-12611.0,12473.0,40389.0,2166.0,16160.0,24359.0,14777.0
20260720,100790,13320.0,-42742.0,30582.0,12579.0,99159.0,136017.0,18461.0,141901.0,105435.0,5882.0
20260720,101160,29450.0,5604.0,-7150.0,1448.0,34278.0,94848.0,5498.0,28674.0,101998.0,4050.0
20260720,101490,39600.0,13076.0,53419.0,-64100.0,98399.0,132562.0,17716.0,85323.0,79143.0,81816.0
20260720,102110,103843.0,-8690.0,136433.0,-86061.0,405966.0,2331582.0,1783510.0,414656.0,2195149.0,1869571.0
20260720,102710,38750.0,-35458.0,8817.0,26571.0,20895.0,61570.0,64855.0,56353.0,52753.0,38284.0
20260720,102780,23780.0,-23550.0,10431.0,14443.0,53569.0,665450.0,354000.0,77119.0,655019.0,339557.0
20260720,103140,60000.0,2959.0,-17814.0,14865.0,20429.0,25166.0,31796.0,17470.0,42980.0,16931.0
20260720,103590,57400.0,-44613.0,45786.0,-1082.0,52165.0,120852.0,7651.0,96778.0,75066.0,8733.0
20260720,105560,168800.0,-65154.0,-160224.0,232399.0,174199.0,1085739.0,568354.0,239353.0,1245963.0,335955.0
20260720,108490,184200.0,6294.0,15148.0,-20277.0,48472.0,55105.0,7871.0,42178.0,39957.0,28148.0
20260720,111770,86300.0,581.0,-22635.0,22048.0,3598.0,34614.0,32727.0,3017.0,57249.0,10679.0
20260720,112040,15480.0,6220.0,-1541.0,-1971.0,51422.0,50248.0,26120.0,45202.0,51789.0,28091.0
20260720,115180,16160.0,-15440.0,23202.0,-8317.0,53442.0,75941.0,20989.0,68882.0,52739.0,29306.0
20260720,119850,35500.0,-189580.0,11626.0,179655.0,216224.0,127317.0,225900.0,405804.0,115691.0,46245.0
20260720,121600,40250.0,8674.0,9708.0,-18274.0,23551.0,26592.0,9965.0,14877.0,16884.0,28239.0
20260720,122630,109435.0,989437.0,185905.0,-1260778.0,6504261.0,6596610.0,623746.0,5514824.0,6410705.0,1884524.0
20260720,122640,25750.0,-179905.0,208107.0,-26046.0,277660.0,361004.0,7911.0,457565.0,152897.0,33957.0
20260720,122870,38400.0,12159.0,-6245.0,-6156.0,32850.0,55574.0,13456.0,20691.0,61819.0,19612.0
20260720,124500,19200.0,6141.0,-890.0,-5411.0,46158.0,45639.0,2272.0,40017.0,46529.0,7683.0
20260720,126340,55700.0,-7476.0,107548.0,-101042.0,40023.0,143797.0,14509.0,47499.0,36249.0,115551.0
20260720,127120,32200.0,18279.0,-14983.0,-505.0,85519.0,54414.0,13511.0,67240.0,69397.0,14016.0
20260720,128940,372000.0,-6612.0,3497.0,2904.0,9716.0,29858.0,19839.0,16328.0,26361.0,16935.0
