date,005930_삼성전자,000660_SK하이닉스,005935_삼성전자우,402340_SK스퀘어,009150_삼성전기,373220_LG에너지솔루션,005380_현대차,207940_삼성바이오로직스,105560_KB금융,028260_삼성물산,032830_삼성생명,012450_한화에어로스페이스,034020_두산에너빌리티,055550_신한지주,329180_HD현대중공업,000270_기아,034730_SK,006400_삼성SDI,068270_셀트리온,086790_하나금융지주,066570_LG전자,012330_현대모비스,010120_LS ELECTRIC,035420_NAVER,000810_삼성화재,298040_효성중공업,316140_우리금융지주,267260_HD현대일렉트릭,096770_SK이노베이션,042660_한화오션,005490_POSCO홀딩스,000150_두산,009540_HD한국조선해양,010130_고려아연,042700_한미반도체,138040_메리츠금융지주,011200_HMM,015760_한국전력,017670_SK텔레콤,033780_KT&G,010140_삼성중공업,051910_LG화학,010950_S-Oil,006800_미래에셋증권,003550_LG,018260_삼성에스디에스,267250_HD현대,024110_기업은행,003670_포스코퓨처엠,079550_LIG디펜스앤에어로스페이스,035720_카카오,086280_현대글로비스,272210_한화시스템,278470_에이피알,000720_현대건설,030200_KT,064350_현대로템,011070_LG이노텍,047810_한국항공우주,005830_DB손해보험,003490_대한항공,443060_HD현대마린솔루션,307950_현대오토에버,071050_한국금융지주,078930_GS,006260_LS,047050_포스코인터내셔널,028050_삼성E&A,005940_NH투자증권,323410_카카오뱅크,000500_가온전선,180640_한진칼,003230_삼양식품,259960_크래프톤,007660_이수페타시스,090430_아모레퍼시픽,016360_삼성증권,047040_대우건설,161390_한국타이어앤테크놀로지,021240_코웨이,039490_키움증권,000880_한화,352820_하이브,064400_LG씨엔에스,128940_한미약품,009830_한화솔루션,062040_산일전기,267270_HD건설기계,032640_LG유플러스,001440_대한전선,005387_현대차2우B,326030_SK바이오팜,353200_대덕전자,000990_DB하이텍,175330_JB금융지주,241560_두산밥캣,377300_카카오페이,000100_유한양행,052690_한전기술,029780_삼성카드
20260701,314500,2560000,204500,1757000,2205000,348000,487500,1396000,158500,434000,387000,1091000,88500,96400,615000,141500,763000,491000,174500,116400,193300,494000,263500,197400,623000,3718000,29350,1012000,98000,103300,315000,1590000,358500,1095000,246500,106900,18660,37600,88600,167100,23750,280000,109600,43650,96600,197400,210000,20250,170200,770000,34800,197700,77000,408000,119000,53700,189800,907000,154200,136100,27800,226000,524000,228000,73000,399000,51300,51700,29550,20900,300500,125200,1162000,245000,132900,113600,112700,19420,62800,95000,347500,122088,204000,76200,422000,36100,261500,125600,14150,36800,220000,86700,154400,133200,24500,63700,41100,70500,113900,47200
20260702,286000,2187000,188700,1525000,1926000,354000,482000,1406000,165000,406500,370500,1116000,86000,102200,590000,145200,683000,470500,176600,120800,192300,492000,236500,199900,614000,3432000,30200,969000,94100,104500,317500,1447000,362500,1084000,219500,107100,19100,38150,87400,173000,22950,281500,109200,40150,99000,201500,207500,20600,163600,762000,35250,195900,74100,402000,115200,54300,197400,874000,154200,145500,28550,217500,509000,225500,76900,381000,51800,49000,28950,22050,280000,131200,1159000,244500,119800,119400,107900,18350,67300,96100,322500,124489,213500,78300,436000,34900,238000,121700,14340,33700,212000,86600,131000,116800,25500,63600,40600,70100,108400,48200
20260703,309500,2425000,208000,1589000,1989000,362500,492000,1421000,170100,433500,383000,1175000,86200,107300,577000,152000,690000,467500,183600,125600,191000,494000,229500,195800,638000,3323000,30750,945000,95000,106900,320000,1433000,359500,1115000,232500,112900,19170,38250,86400,175100,23500,281500,110200,42750,101100,195400,206500,21300,162200,800000,35500,197000,75500,382500,115300,53700,200500,872000,156600,146800,28850,216000,505000,242000,73000,374000,49300,48100,31400,22250,277500,134000,1111000,235500,110100,121200,119100,18380,67300,95400,348500,125930,205000,74200,461500,32700,221000,118800,14200,32900,214000,86200,129600,120700,26150,64400,40600,70400,106200,49850
20260706,318000,2343000,212500,1495000,1828000,354500,502000,1405000,170900,449500,393500,1159000,85500,107700,583000,160700,667000,451500,175900,124800,185700,515000,218500,196600,674000,3117000,31150,929000,96500,116100,321500,1410000,365000,1113000,226500,112400,19380,39150,86200,172600,23700,276500,116900,44750,101200,193300,209000,21300,159500,815000,35600,196700,80900,378500,115000,54500,195700,855000,161100,145900,28750,208000,494500,249500,78100,353000,50000,48300,33100,22400,283000,131100,1098000,234500,101300,121400,121300,18080,70500,95000,356500,132652,215000,74000,423000,31450,207000,123700,14200,32250,223500,84000,124000,112900,26100,65000,39700,69600,106900,48750
20260707,296000,2201000,199300,1356000,1648000,332000,479500,1422000,173200,424500,375000,1122000,81600,108600,552000,153700,626000,445000,178200,126900,189100,495000,206000,197200,682000,2902000,31550,899000,103800,89800,315500,1320000,360500,1094000,210500,114400,19600,38200,85200,183400,22450,265500,127400,42600,102300,205000,210500,21350,158200,799000,35400,196100,70400,410000,109500,55500,186400,814000,160200,150100,29150,201000,481500,243500,80100,341000,49700,47550,31850,22850,258000,133800,1222000,245000,98000,126500,115600,16820,74100,96800,346000,122208,232000,74000,430000,31400,193400,126100,14990,30550,213000,84900,116700,111800,28000,64800,39500,70300,101700,49150
20260708,277500,2076000,186900,1270000,1479000,315500,462500,1363000,171000,395000,346000,1041000,74000,107300,517000,156800,596000,412000,176800,122300,195800,488500,183500,192700,671000,2689000,30700,814000,99800,82000,304000,1268000,340000,1034000,199200,113700,20050,36750,84000,184300,21150,255000,131600,40500,102500,194300,193700,20950,144700,714000,34650,190400,64900,385500,100700,55400,169100,763000,142000,151400,28150,197600,441500,233500,78600,308500,48750,43500,30650,22000,232500,136100,1146000,245000,87800,124300,111700,15830,73000,91700,334500,112124,230000,71200,409000,29850,178200,125300,14810,28200,211000,82100,105700,111800,26000,61400,38150,69100,94900,48850
20260709,278000,2186000,185600,1327000,1493000,313500,445500,1325000,171400,378500,326000,953000,73200,105000,507000,144800,610000,401500,173100,122600,178000,465000,189400,184400,622000,2770000,30050,815000,99000,78600,297000,1203000,327500,1003000,215500,112900,19320,35200,86700,176400,20950,251500,133500,40250,101300,188300,189400,20500,146000,694000,33650,184300,64700,365500,98900,58000,160600,741000,150000,146500,26700,189300,433000,222500,75600,313500,48700,42050,29250,21600,232500,126000,1103000,238500,91800,116300,106600,16040,70700,85000,315000,109963,216000,69100,401000,30800,179600,121200,15200,27800,200000,80200,112000,116700,24900,60100,37450,67400,95900,51700
20260710,285000,2180000,194300,1409000,1584000,326000,457500,1395000,184400,391500,340500,967000,78100,109200,504000,147500,657000,434000,175200,128500,182400,488000,202500,191300,648000,2924000,31450,851000,102900,81300,313500,1382000,340500,1043000,222000,115000,19740,36200,88700,173500,22350,264000,132100,42200,101300,199600,199500,21250,151800,749000,35350,191600,71700,375000,107200,54200,178900,742000,144300,155800,26750,197200,452000,239000,80200,329000,49500,44100,31600,22900,254500,134700,1139000,238000,103800,123100,112000,17450,71500,89900,336000,112364,220500,71100,389000,31900,189100,130300,14960,30250,204000,82400,120900,121900,26050,62900,38850,68500,102200,48400
20260713,254500,1845000,176900,1161000,1289000,328500,444000,1400000,186200,361000,326000,936000,73200,108600,487500,143500,583000,440000,175100,132600,185600,487500,184500,188000,639000,2666000,31200,788000,110200,78800,308000,1238000,341500,1025000,205500,117000,19550,34250,85700,174300,22050,260500,139500,40000,99300,190200,198000,21150,150700,725000,34750,187800,66500,380000,101500,52700,170000,661000,143500,159100,25850,193600,438000,237000,79500,303500,50600,41100,31150,23300,247500,131600,1110000,238000,99600,121600,108800,16010,69700,91700,323500,110804,213000,68200,381500,32000,169800,127000,14530,28300,200000,79300,113800,110700,28000,61600,39750,68100,97600,47800
20260714,263000,1913000,182200,1190000,1260000,322000,424500,1368000,180000,354000,317000,872000,70900,106500,466000,139600,562000,427500,172800,134000,185400,466000,187700,183200,628000,2677000,30700,797000,104900,76800,303500,1217000,327000,1015000,207500,113600,19760,33950,83900,171000,21250,255000,131400,38750,96400,193000,190100,21100,144300,665000,33850,181700,62600,375000,98000,51600,165400,641000,141100,161000,26500,193500,407500,216500,79000,292500,51300,40150,29800,23100,215000,111400,1072000,230000,97900,120000,101900,15830,68500,94200,308000,106122,206000,66000,356500,29850,168600,122800,14250,28000,199800,74600,117400,113500,26950,63200,37950,66700,94100,47850
20260715,279500,2082000,192000,1382000,1413000,335000,434000,1383000,181600,367000,337500,929000,73000,107300,471000,145000,609000,454000,175700,136800,194000,489500,201500,189600,661000,2868000,31300,823000,117000,82000,314500,1289000,335000,1020000,269500,116900,20100,33900,85000,172500,21850,264500,140400,41750,102400,199300,200500,21250,153200,757000,34900,191200,65800,385500,101400,52000,167700,688000,147500,162500,26650,202000,426000,235000,81800,305000,51400,42550,31100,22600,220500,112200,1072000,230000,102100,120800,111100,16240,71500,95700,331000,108523,208000,68300,384500,30800,179200,129500,14200,29950,199100,78200,143200,120800,27900,63100,40550,69500,95000,47550
20260716,255000,1842000,172000,1212000,1277000,334000,425000,1396000,181100,346000,331000,943000,69700,107900,484000,149700,580000,434500,175800,136800,179000,482000,190000,190000,701000,2789000,31500,797000,121400,86700,311500,1202000,354000,1029000,242500,118300,20050,34050,89700,179900,22300,260500,144900,40050,98800,199300,204500,21600,147600,749000,35900,188600,65500,393000,99000,52400,159000,668000,149200,163000,26500,201000,393000,229000,82800,288000,50900,40850,31000,23000,196700,113500,1069000,240500,92000,124400,107700,15150,73600,96700,322000,111884,208500,65000,386000,27600,170000,130300,14620,27700,198000,79400,138000,109600,27400,64300,40900,70800,92700,47050
20260720,244000,1764000,169200,1177000,1275000,317500,399000,1345000,168800,317500,301500,875000,64800,101800,448500,140000,579000,401000,172600,133400,167200,472500,179300,185900,602000,2539000,30550,752000,116900,83200,302500,1119000,340000,956000,222000,113000,20150,33000,84700,179400,20950,253000,146700,37050,95000,185800,197600,21200,136800,695000,35050,186500,61100,368000,91000,53500,147200,602000,143900,159000,25350,198100,371500,216500,83200,265500,50600,39200,29500,22550,174100,105900,1053000,222500,84400,117300,101700,14540,70100,92400,307000,104681,203000,61800,372000,26750,160100,121100,14500,25550,187100,76800,120700,102000,26450,59800,39700,69200,87000,47900
20260721,259000,1836000,181000,1253000,1310000,317000,399000,1395000,174000,343500,316000,899000,66800,104700,451500,144600,596000,416500,171600,132600,173200,479500,189100,193000,618000,2578000,30500,778000,116300,81900,303000,1123000,338000,955000,224000,113000,20100,33700,85100,178200,21250,250500,141600,37250,97300,191500,198000,20550,138600,672000,35300,189700,60600,365000,93800,52700,153100,629000,142500,161700,25350,184300,376500,219000,82500,275000,52600,41300,29750,22200,181100,102800,1117000,234500,88600,119700,103100,14800,70900,93500,305500,104081,198400,62500,372500,26600,164800,122200,14400,26550,189700,77600,120500,104700,26000,60700,40800,69600,87400,47350
20260722,260500,1830000,185100,1230000,1345000,321000,418000,1372000,175100,354000,320000,891000,69200,104500,464500,146800,624000,419000,170100,131600,182700,513000,190600,196900,630000,2679000,30650,795000,118400,83900,303000,1215000,353500,994000,215000,114400,20300,33900,94100,176600,21600,252000,141700,37600,99100,196000,212000,20700,141100,667000,35500,194800,61900,357500,98600,52300,155800,647000,149300,165400,24900,200500,401500,215000,84200,284500,51700,41300,29050,21550,209500,101500,1109000,231000,91600,116900,101600,15270,72400,91800,303500,109123,199600,64600,369000,27150,166700,127000,14640,27450,195300,76800,119000,105900,26600,63700,41200,70200,90400,47500
20260723,270000,1919000,191100,1221000,1448000,348000,432000,1379000,176300,360000,329500,958000,73200,103800,498000,149800,655000,467000,172200,130500,187500,524000,223500,220000,638000,2866000,30900,869000,132200,89900,323500,1276000,381000,1043000,216000,116600,21000,35600,99500,179600,23650,271500,149800,39200,101600,218000,231500,21050,152200,736000,37150,204500,69700,370000,108900,52700,166500,679000,164100,165400,25750,215000,430000,221500,93600,321500,56600,46650,30000,22100,217000,104900,1127000,237500,93400,119000,104900,16340,76700,90700,314500,113685,211000,69900,389000,30000,183600,140300,14790,31000,205500,79700,123200,110100,25550,69300,43350,71400,96100,48150
20260724,249500,1759000,177100,1109000,1326000,329500,401000,1518000,171500,342000,318000,979000,72100,104400,485500,130500,630000,428000,177600,132400,169200,482000,202000,207500,644000,2681000,30850,810000,130100,87900,313000,1191000,372000,1075000,200000,123300,21650,35400,100000,182600,22900,259000,151200,36900,97900,209500,222500,21350,141600,762000,36200,207000,68200,354000,106200,54100,158400,625000,158100,167900,25450,209500,379000,213000,95300,307000,56300,47600,29050,22050,188900,105000,1151000,242500,87000,118000,100300,15300,70500,91800,298500,115245,212000,64500,392000,30000,170800,132700,14740,28100,196100,80600,109500,100000,26900,62400,41900,74900,99100,48800
20260727,254000,1816000,179800,1096000,1325000,333000,403000,1545000,172600,339500,311500,899000,70900,105000,486500,130400,623000,431000,178700,130600,172300,463500,200000,225000,645000,2625000,33100,797000,116700,88800,316000,1197000,378500,1029000,204500,125600,20650,36200,97900,182600,22650,260000,136400,37050,97700,217500,210500,21350,143600,696000,37050,204500,63000,354500,103600,54400,132500,614000,146200,163400,26450,206000,394000,212500,91600,305000,52700,47650,29250,22150,182600,110700,1220000,248000,85800,123500,101400,15180,69800,92300,300000,112604,225000,67000,390500,26200,166400,134600,14710,28500,196000,81900,109400,98700,28750,64200,44750,72000,97100,50200
20260728,220000,1550000,158200,925000,1114000,314000,364000,1549000,165200,305000,285000,875000,64700,100900,451000,121800,541000,382000,177400,123000,157500,440000,175500,210000,609000,2324000,31750,705000,112700,81000,299000,1046000,354000,950000,179500,118100,20000,33650,82200,181700,20700,240500,129500,33050,93100,200500,194600,20400,132900,697000,35650,190800,61200,333500,94300,53900,122600,514000,143000,159000,25250,192000,341500,193700,87500,268000,50400,44150,27500,21300,151800,109000,1183000,244000,71400,118800,93000,13430,66700,91200,272000,104201,188800,61800,374500,23950,145800,122800,14620,25150,182200,79500,91300,84800,27300,60400,41950,70700,88800,47450
20260729,208500,1401000,153400,850000,1029000,300500,353500,1479000,160100,285500,265500,810000,60800,98300,434000,120400,489000,364000,180000,120400,150500,445000,163800,201500,587000,2006000,32050,586000,109500,74600,288500,999000,335000,923000,167600,117600,20250,33100,78600,182600,19400,232500,126400,30700,92200,197300,187700,20200,122100,620000,35300,188300,54200,325000,84600,53800,120100,458000,117500,154700,24800,181200,338000,183500,84100,243500,48550,39750,25950,21150,122400,111300,1220000,244000,64000,121900,87900,12020,65900,90600,256500,100599,170300,59300,322000,22850,127800,118300,14410,22200,179100,75600,80900,74900,26250,58400,39350,70300,82400,47400
20260730,207000,1322000,151000,799000,879000,320000,351000,1527000,167400,294000,264000,865000,60200,100800,448000,120800,468500,358500,190000,124600,148000,445000,150300,194700,618000,1894000,32700,583000,116600,79300,300500,900000,368500,925000,167600,124100,20650,33050,78200,185800,20550,245500,130100,30200,96400,198700,193900,20450,130200,641000,36150,191700,55100,315000,81700,52800,120500,424000,120700,162900,24650,180700,315500,181700,86500,223500,51100,41000,26600,21800,107600,108500,1243000,259000,59200,134000,90300,11200,65100,91200,258500,100599,163000,58200,311500,23500,120800,114200,15360,20800,180000,77600,74500,71200,26900,57600,39900,74000,79900,47350
20260731,262500,1718000,191000,1038000,1142000,328000,388000,1485000,168500,351500,311500,917000,67100,100700,481000,131900,557000,397000,186700,125400,162100,476000,184800,208000,632000,2417000,33600,684000,110500,85200,312500,1170000,384500,999000,214500,124000,20950,34800,81400,179100,21350,258000,127300,34550,101100,206000,199600,20650,137700,699000,37400,200000,62500,320000,94600,51900,133700,514000,127300,157000,25900,184000,364500,206500,89000,267000,52200,43800,28500,22100,134200,111700,1168000,243000,74500,130000,99800,12780,67600,91500,293500,100599,168800,62500,333500,25500,143200,124900,14780,23200,201000,79000,96800,83100,26450,59800,42600,73500,89000,47000
20260803,239500,1567000,178000,1025000,1181000,316000,393000,1423000,169500,329000,287500,919000,67700,102700,470500,129600,523000,389500,182200,126900,158800,493500,188400,207500,616000,2495000,33350,673000,108000,83000,303500,1238000,368500,1020000,202500,120300,20750,34500,82000,175600,20900,247000,121700,33250,99700,203000,198600,20250,136800,699000,37200,199900,63100,338000,95600,52200,129700,513000,123700,156600,26200,182900,382500,196900,84600,273000,51300,44400,27600,21850,135600,119000,1151000,235000,74500,129800,97000,13300,66800,92200,274000,100599,174300,62500,345500,24800,145600,126500,14840,23950,198100,78400,96700,80900,27100,60400,42950,73600,90700,46950
20260804,240000,1577000,176400,1060000,1185000,328500,392500,1476000,168800,322500,278000,1004000,73000,102300,483000,129600,518000,419500,185800,127600,165500,481500,197000,226500,620000,2655000,33200,716000,111300,87500,313000,1274000,374000,1044000,203000,119500,21200,35150,91400,175600,21650,256500,125800,34050,102000,219500,208500,20350,142800,801000,37900,200000,69100,359500,101500,52300,139900,525000,137500,154800,26100,184900,394000,202500,96900,300500,54000,47750,27850,21850,146500,120400,1219000,238000,79600,131900,98600,15200,67700,94300,284000,100599,181000,68100,378000,26800,152900,127100,14930,25500,198100,79800,97800,85000,27050,62700,43800,74800,99000,46550
20260805,246000,1668000,183900,1119000,1356000,335500,404500,1491000,170700,347500,294000,1007000,77000,103600,509000,133000,562000,429000,190300,128600,179500,503000,212000,229000,637000,2985000,33350,772000,109200,91900,317000,1260000,396000,1095000,209000,120400,21100,35700,93000,176000,22200,255500,122500,35200,106800,230500,219000,20200,146200,798000,38150,205500,72400,357500,110100,52500,147700,601000,146500,155600,26900,193100,414500,209500,95000,329000,54400,49100,28250,21550,158900,122500,1210000,229000,84700,131300,97600,16230,67700,92800,292500,100599,181000,73300,380000,30150,167200,141900,14920,28450,204500,82000,106300,90000,27800,64300,41550,75100,102500,46550
20260806,230500,1495000,172100,970000,1229000,345000,400000,1514000,171500,334000,287500,1054000,76400,107400,507000,133600,509000,427000,195000,133300,175200,508000,202500,226000,648000,2708000,33500,761000,108600,90700,319000,1188000,400000,1234000,200500,125700,21400,35950,91100,182700,22100,261000,124900,34550,104500,232500,219000,20350,147500,702000,38300,207500,70100,378000,112600,53500,144200,554000,150100,159800,27500,195800,417000,204000,98800,328500,55400,49450,28300,21600,155100,127200,1233000,230000,83100,137800,95400,16870,70500,96600,290500,100599,180700,72100,391000,30400,161400,141900,15000,27400,202500,83500,99500,88600,28250,64000,41800,77800,102200,47350
20260807,231000,1422000,170100,939000,1278000,360000,395500,1556000,175800,336500,275500,1097000,77100,110000,506000,134900,508000,459000,199300,134700,185000,496500,201000,210000,645000,2832000,34800,762000,120300,89400,331000,1191000,398500,1106000,192300,126300,21800,35600,88200,188800,22050,276000,137600,33900,108100,221500,225000,20750,155800,741000,39900,207500,70700,384500,109900,53300,146900,552000,154200,165900,27150,196400,412000,188000,98900,317000,58000,48100,27800,22000,147700,118900,1306000,241500,82300,141800,91000,16410,70500,95700,277500,100599,185000,72600,392500,33900,157300,138100,14960,27100,200500,85400,103800,84100,28850,63600,42000,80600,101900,47850
20260810,230000,1420000,172000,949000,1274000,367500,408000,1569000,171700,336000,280500,1152000,79900,106400,532000,135500,513000,481500,201000,130400,190000,505000,208500,211500,630000,2934000,33350,764000,124500,94400,336000,1233000,404000,1235000,205500,123500,21450,35700,85000,185700,22550,278000,139600,36400,107600,222500,226000,20250,165500,823000,39550,203000,77200,387000,110600,52400,150200,555000,154100,162300,26850,204500,431500,193900,97300,330000,56700,48800,28250,22150,156500,116700,1288000,242000,93000,135800,93200,17030,70000,94300,297500,100599,183900,73600,407500,35250,183800,143800,14950,28900,201500,88700,107600,91900,28650,64900,44200,82000,100900,47650
20260811,239500,1425000,180200,945000,1262000,354500,403000,1609000,166600,344500,289500,1098000,77900,104500,503000,134300,524000,459500,210500,127700,181700,495500,203000,214000,641000,2831000,33800,739000,124100,89000,326500,1177000,398000,1229000,213000,123800,21650,35200,86000,179900,21800,274000,141600,35500,108300,237000,224500,20150,156900,760000,40700,201500,72900,385500,112300,52800,141400,549000,135500,164500,26650,200000,432500,198100,97500,322500,56100,48950,28350,22200,157200,117900,1254000,244000,87800,137300,92700,17320,65500,97600,300000,100599,180300,75600,413000,36350,184700,142000,15590,28300,199400,90500,104700,93200,28750,63800,44900,85600,99600,47250
20260812,255500,1504000,186100,1024000,1335000,358500,409500,1549000,166000,357500,302500,1156000,80300,103800,496000,135600,545000,485500,202000,127900,205000,498500,208500,215500,628000,2892000,33000,782000,122400,90100,325000,1254000,380500,1215000,217500,119000,21350,35450,87800,177400,21750,275500,141500,36500,109600,235500,230500,20150,160000,788000,39550,199700,75600,397000,113800,52700,146500,604000,144100,159000,26500,200000,433000,200500,101000,337000,55800,49300,28550,21750,162000,118200,1204000,235000,90100,135700,93100,17830,70100,95800,299000,100599,179500,77300,396000,35700,189100,138500,14880,29450,200500,88200,107200,95100,27950,63600,43950,83100,99200,47100
20260813,268000,1593000,187800,1117000,1503000,365500,418500,1564000,168100,365000,291500,1185000,80900,106600,496000,137400,553000,487000,202000,131000,206500,511000,214000,226500,611000,3017000,33300,785000,121700,90700,325500,1262000,371500,1233000,226000,118600,21050,33100,91100,173800,22000,275500,140900,38050,113700,237000,229000,20000,165900,837000,40100,204500,79600,399500,113700,52500,147600,615000,151200,166600,26100,200500,449000,199700,107400,326000,54300,49000,28350,22150,167000,119000,1219000,234500,96800,134500,92500,18400,71500,97200,297000,100599,176400,78400,398500,36550,188000,139500,14700,30100,201500,87600,113000,99700,29350,64900,44700,82500,99800,46900
20260814,274500,1645000,195600,1154000,1558000,369500,453000,1548000,168500,369000,301000,1160000,82600,107400,510000,141700,585000,516000,201000,133000,215000,547000,206500,228000,615000,2954000,33700,803000,128700,95800,334000,1276000,386000,1196000,229000,116700,21250,33250,100500,176000,22300,280500,147600,37650,120000,243500,235500,20400,170500,815000,40000,211000,80300,390500,115800,53400,146900,654000,146400,176800,26300,196800,489500,204000,117000,323500,53300,49800,28750,22200,167100,120000,1270000,238000,95600,135700,93000,18010,71600,98200,300500,100599,179400,79900,398500,35400,182500,138600,15060,29950,213000,87300,119100,102800,28000,66100,45150,83700,101000,48550
20260818,268500,1662000,188300,1135000,1440000,351000,435000,1531000,168500,369000,310500,1146000,77900,106500,489500,137200,590000,488000,195500,130700,208000,518000,209000,217000,626000,2984000,33750,785000,131500,90900,324500,1250000,374500,1219000,229000,117200,22650,32600,99800,176600,21250,270500,153600,36350,112700,228500,234500,20450,160400,795000,38250,206500,79900,396500,110100,54300,143200,633000,140000,182000,25250,204000,451000,191600,119300,343500,51400,47900,27500,21950,162500,118900,1334000,226500,102900,132200,88800,17170,69100,96500,283500,100599,171800,73900,392000,34000,179200,133500,14930,28700,207000,85200,117600,97600,27900,64300,42850,79600,96500,47950
20260819,247500,1500000,173700,1004000,1387000,357500,414000,1544000,166400,347000,276000,1177000,76200,105000,474000,133000,551000,487000,194100,127500,201500,509000,202000,208000,613000,2908000,33500,752000,128900,88100,320000,1193000,367000,1145000,221000,115200,21700,30850,98000,175500,20600,266000,151600,34700,110200,226000,228000,20300,160300,796000,37400,203500,76000,383500,116500,52600,136300,603000,135700,187500,25050,209500,436500,183100,119700,333000,50700,48500,26050,21500,157800,116300,1304000,221500,104400,133100,85000,17200,68100,93500,265500,100599,172200,71000,388500,34650,175700,129200,14730,28000,198600,85300,114200,93600,27200,61800,41250,79600,93500,46750
20260820,271000,1691000,191200,1123000,1396000,358000,417500,1574000,160000,374000,297000,1167000,75900,101100,475500,131100,568000,499500,194100,123400,202500,507000,199200,219500,622000,2857000,31550,746000,125900,88500,321500,1178000,360500,1238000,225500,115200,21200,31800,96600,171900,20800,264000,142600,36100,110400,233000,221500,19950,163300,787000,38700,199800,75300,386000,113800,52100,137200,587000,134700,177400,25050,203000,459500,186800,113600,313500,52300,48050,26500,21200,164900,114500,1397000,222500,105000,136600,92400,16710,66500,93400,275500,100599,173400,73800,399000,35200,179200,121900,14660,28350,198700,86500,113400,96900,26400,58800,44950,83400,94200,46050
20260821,281500,1730000,207000,1123000,1316000,343500,415000,1551000,164300,395500,328500,1085000,73300,104100,453000,130900,586000,478000,192300,128800,194500,496000,187000,222000,661000,2721000,31750,718000,124800,84200,310000,1078000,348500,1237000,213500,115400,21600,31750,102200,172300,20200,252500,141100,34500,107700,228000,213000,20000,154900,695000,35800,196700,70300,385000,105600,52400,130100,550000,130000,177800,25800,197700,448000,184500,116200,293500,50600,45150,26100,21300,158200,117900,1366000,222000,99300,138000,92000,15930,66000,95900,268000,100599,167900,71600,415500,32050,164800,115500,14870,26650,196100,83700,104300,89700,26600,57900,42500,82300,91500,46150
20260824,257000,1671000,189300,1076000,1318000,362000,414000,1573000,163100,364500,285500,1105000,73000,103300,455500,131500,549000,515000,194000,128700,199800,498500,192300,223500,636000,2792000,31950,720000,130100,83400,327500,1085000,353500,1344000,209000,115400,22850,31500,102300,173200,20100,273000,141200,34750,113500,228000,212000,20200,170900,717000,35800,198800,70100,409500,105600,52500,134200,570000,130700,180500,26000,206500,457500,183300,114600,288500,53600,44800,25950,21600,157500,121500,1404000,224000,100600,139900,86600,15760,66800,97500,267500,100599,174600,72300,540000,32150,165100,127100,14870,26700,195200,86400,104600,87100,27250,60000,44800,84300,90300,46300
20260825,257000,1678000,194500,1060000,1362000,349500,421000,1585000,166400,367000,285000,1102000,80700,106500,464500,134900,556000,519000,189600,130800,200500,498000,195400,220500,648000,2755000,32600,719000,125000,86600,332000,1101000,362500,1427000,217500,120800,22650,32700,98900,175400,20450,263000,139900,35800,112600,227000,215500,20250,167800,718000,36050,213500,72700,440500,121300,53000,133600,602000,130900,182500,26300,208000,456000,191500,121800,294500,53900,45850,26600,21600,161500,122300,1430000,223000,106900,143300,88400,17620,66900,98700,276000,118100,172200,73000,501000,32350,169300,134800,14910,27500,202000,84400,110800,92700,27500,61100,46100,83300,108600,46150
20260826,261500,1688000,196800,1058000,1330000,351000,408000,1599000,166600,387500,309500,1087000,85800,107400,464500,131400,554000,516000,193400,133200,200500,464000,201500,220000,680000,2797000,33000,733000,111200,87300,328000,1180000,360500,1372000,219500,118000,21350,34800,99600,174700,20700,263500,141000,36300,114400,228000,217000,20350,168700,710000,36350,204500,73400,442000,130400,53300,136400,583000,132100,186700,28150,220500,414500,191200,127700,293500,52500,48250,26650,21500,169200,128800,1507000,228000,110800,143500,88500,19100,68300,100000,278500,118900,179100,74100,530000,32900,176900,139800,14900,28200,201000,91600,107000,91500,27800,62300,46300,86700,123400,46750
20260827,266000,1730000,194300,1068000,1385000,370500,398000,1594000,168100,375500,307000,1150000,85900,108800,470000,126100,556000,569000,191300,133600,198300,451500,219500,216500,682000,3079000,32950,821000,112000,89600,339500,1214000,360500,1372000,222000,119000,21450,33950,99100,174500,21000,274500,136700,36100,114500,234000,216000,20500,184000,745000,36000,203500,77900,434500,129300,53900,138600,597000,137600,184000,28200,221000,413500,191400,123200,313000,52500,50100,26600,21600,211500,126600,1480000,219500,112800,142400,88300,20000,65600,98300,279500,130200,178500,74400,504000,33400,201500,140600,14740,29800,198700,88000,111300,95400,28000,61900,46900,82700,126300,46350
20260828,257000,1653000,186800,1028000,1421000,370000,399500,1486000,171600,375000,310000,1157000,88200,109700,457000,128000,543000,571000,190700,136000,201500,450500,214500,220500,687000,3153000,33900,814000,116900,88500,337500,1238000,354500,1375000,219500,122000,21700,32550,98600,176300,21200,277000,149200,36150,116300,243000,218000,20850,186300,734000,36850,205000,75800,461500,128900,54500,139100,611000,133100,187400,28700,221000,416000,191300,129200,313000,52700,48750,26650,21850,204000,131300,1547000,222500,112800,150600,88500,19690,66400,100400,278500,134900,180000,75800,509000,33750,202500,136600,15020,29700,192400,88000,107600,93900,29050,63100,47350,84900,122400,47300
