code,covered
108490,True
041190,True
000500,True
060250,True
033790,True
010950,True
003490,True
381170,True
064260,True
263750,True
125490,True
025980,True
423160,True
004800,True
425420,True
062040,True
090360,True
122640,True
039030,True
124500,True
088350,True
044490,True
377300,True
096770,True
064290,True
437730,True
426030,True
000270,True
388720,True
058610,True
