cycle_id,ts,runner,sim,code,decision,reason,input_hash
14917770,2026-09-23 12:01:04,actions-trading,Sim3,402340,skip,qty_zero,0f58f5636df4
14917770,2026-09-23 12:01:04,actions-trading,Sim3,383800,skip,amount,1bd10d09dfd4
14917770,2026-09-23 12:01:04,actions-trading,Sim3,462870,skip,amount,4e02bd8718cc
14917770,2026-09-23 12:01:04,actions-trading,Sim3,000660,skip,qty_zero,d5b1e2d0276e
14917770,2026-09-23 12:01:04,actions-trading,Sim3,071970,skip,cooldown,e08487887c1d
14917770,2026-09-23 12:01:04,actions-trading,Sim3,042700,skip,not_cheap,1d113d7c853a
14917770,2026-09-23 12:01:04,actions-trading,Sim3,326030,skip,cooldown,3e99204aeb2a
14917770,2026-09-23 12:01:04,actions-trading,Sim3,207940,skip,not_cheap,4982905bb271
14917770,2026-09-23 12:01:04,actions-trading,Sim3,033920,skip,amount,63c355085c6f
14917770,2026-09-23 12:01:04,actions-trading,Sim3,004770,skip,amount,483573d077f9
14917770,2026-09-23 12:01:04,actions-trading,Sim3,0126Z0,skip,amount,6101313f60c7
14917770,2026-09-23 12:01:04,actions-trading,Sim3,062040,skip,not_cheap,3fd4069ab87a
14917770,2026-09-23 12:01:04,actions-trading,Sim3,317450,skip,amount,1e12023e1f75
14917770,2026-09-23 12:01:04,actions-trading,Sim3,026960,skip,amount,430976fc4d26
14917770,2026-09-23 12:01:04,actions-trading,Sim3,021820,skip,amount,3534c2659f11
14917770,2026-09-23 12:01:04,actions-trading,Sim3,192080,skip,amount,aa5b54a6e0eb
14917770,2026-09-23 12:01:04,actions-trading,Sim3,068270,skip,held_or_sold_today,6eb05ba1e06a
14917770,2026-09-23 12:01:04,actions-trading,Sim3,123890,skip,amount,c685400eb09d
14917770,2026-09-23 12:01:04,actions-trading,Sim3,000240,skip,amount,bc7285e21571
14917770,2026-09-23 12:01:04,actions-trading,Sim3,002380,skip,held_or_sold_today,cb33a224fe78
14917770,2026-09-23 12:01:04,actions-trading,Sim3,009770,skip,amount,c66c8c660974
14917770,2026-09-23 12:01:04,actions-trading,Sim3,259960,skip,held_or_sold_today,432336e31528
14917770,2026-09-23 12:01:04,actions-trading,Sim3,035250,skip,amount,6497520a8913
14917770,2026-09-23 12:01:04,actions-trading,Sim3,383220,skip,amount,8e46d8a8cee7
14917770,2026-09-23 12:01:04,actions-trading,Sim3,226320,skip,amount,2188368ab6ae
14917770,2026-09-23 12:01:04,actions-trading,Sim3,439260,skip,amount,d7743dc3ecf6
14917770,2026-09-23 12:01:04,actions-trading,Sim3,025560,skip,amount,339ad1ca7d53
14917770,2026-09-23 12:01:04,actions-trading,Sim3,007700,skip,amount,6df258d13f5e
14917770,2026-09-23 12:01:04,actions-trading,Sim3,278470,skip,not_cheap,20ac0b14cf81
14917770,2026-09-23 12:01:04,actions-trading,Sim3,000990,skip,not_cheap,9c1fce886d80
14917770,2026-09-23 12:01:05,actions-trading,Sim3,402340,skip,qty_zero,0f58f5636df4
14917770,2026-09-23 12:01:05,actions-trading,Sim3,383800,skip,amount,1bd10d09dfd4
14917770,2026-09-23 12:01:05,actions-trading,Sim3,462870,skip,amount,4e02bd8718cc
14917770,2026-09-23 12:01:05,actions-trading,Sim3,000660,skip,qty_zero,d5b1e2d0276e
14917770,2026-09-23 12:01:05,actions-trading,Sim3,071970,skip,held_or_sold_today,e08487887c1d
14917770,2026-09-23 12:01:05,actions-trading,Sim3,042700,skip,not_cheap,1d113d7c853a
14917770,2026-09-23 12:01:05,actions-trading,Sim3,326030,skip,amount,3e99204aeb2a
14917770,2026-09-23 12:01:05,actions-trading,Sim3,207940,skip,not_cheap,4982905bb271
14917770,2026-09-23 12:01:05,actions-trading,Sim3,033920,skip,amount,63c355085c6f
