code,covered
356680,True
023590,True
001820,True
012630,True
252990,True
437730,True
443060,True
053800,True
121600,True
187660,True
329180,True
044490,True
052690,True
059090,True
376900,True
069540,True
020150,True
005440,True
204270,True
082740,True
226950,True
375500,True
294870,True
102710,True
112610,True
021240,True
319660,True
052020,True
051600,True
032820,True
