데이터_수집시각,시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts,외인변화,scraper_version,게시물,외인비중,전일종가,전일외인,감정,키워드,연속
2026-02-09 20:26:02,KOSPI,73240,금호타이어,6870.0,9.19%,6220.0,9.14%,+10.10%,102.0,금호타이어 목표주가 8만7000원.기자실수로 실...[6] / 은행매도 추정[2] / 내일 외국인 지분 10% 돌파 / 결국 키포인트는 공장 용지 변경이네,Positive (61%),"공매세력, 금호타이어, 배당",False,"[{'title': '금호타이어 목표주가 8만7000원.기자실수로 실...[6]', 'date': '2026.02.09 11:45', 'views': '396', 'likes': '15', 'dislikes': '3', 'link': '/item/board_read.naver?code=073240&nid=412388031&page=1', 'body': '', 'score': 846}, {'title': '신한견들아~강물이 차다..ㅋㅋㅋㅋㅋㅋ[1]', 'date': '2026.02.09 09:45', 'views': '65', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=073240&nid=412367610&page=3', 'body': '', 'score': 425}, {'title': '새로운 리서치가 있어요 📝', 'date': '2026.02.09 11:45', 'views': '157', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=073240&nid=412388102&page=1', 'body': '', 'score': 487}, {'title': '은행매도 추정[2]', 'date': '2026.02.09 11:17', 'views': '216', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=073240&nid=412383984&page=2', 'body': '', 'score': 546}, {'title': '자전거 돌리기에서 풍차돌리기', 'date': '2026.02.09 10:57', 'views': '92', 'likes': '11', 'dislikes': '5', 'link': '/item/board_read.naver?code=073240&nid=412380726&page=2', 'body': '', 'score': 422}, {'title': '결국 키포인트는 공장 용지 변경이네', 'date': '2026.02.09 09:52', 'views': '163', 'likes': '11', 'dislikes': '3', 'link': '/item/board_read.naver?code=073240&nid=412369020&page=3', 'body': '', 'score': 493}, {'title': '배당 이야기 슬슬 나오제[1]', 'date': '2026.02.09 09:50', 'views': '161', 'likes': '11', 'dislikes': '4', 'link': '/item/board_read.naver?code=073240&nid=412368652&page=3', 'body': '', 'score': 491}, {'title': '장중 최고가 16%네...ㅋ', 'date': '2026.02.09 09:34', 'views': '106', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=073240&nid=412365323&page=4', 'body': '', 'score': 436}, {'title': '이게 얼마 만이냐.....[1]', 'date': '2026.02.09 09:08', 'views': '63', 'likes': '11', 'dislikes': '3', 'link': '/item/board_read.naver?code=073240&nid=412358709&page=5', 'body': '', 'score': 393}, {'title': '내일 외국인 지분 10% 돌파', 'date': '2026.02.09 11:27', 'views': '240', 'likes': '10', 'dislikes': '4', 'link': '/item/board_read.naver?code=073240&nid=412385552&page=1', 'body': '', 'score': 540}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,34020,두산에너빌리티,95100.0,23.24%,90600.0,23.56%,+6.85%,372.0,하나증권에서 목표가 165000원 나왔는데....... / 두에빌이 갈 수 밖에 없는 이유..기사떳다.[2] / 와 10만짜리 매도벽 그냥 허물어버리네ㅋㅋ[1] / 목표주가를 10만원에서 하루아침에 165천원으...[1],Positive (52%),"오늘, 한화솔루션, 두산에너빌리티",False,"[{'title': '하나증권에서 목표가 165000원 나왔는데.......', 'date': '2026.02.09 09:57', 'views': '196', 'likes': '30', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=412370034&page=12', 'body': '', 'score': 1096}, {'title': '두에빌이 갈 수 밖에 없는 이유..기사떳다.[2]', 'date': '2026.02.09 09:48', 'views': '316', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412368204&page=13', 'body': '', 'score': 826}, {'title': '와 10만짜리 매도벽 그냥 허물어버리네ㅋㅋ[1]', 'date': '2026.02.09 09:14', 'views': '124', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412360039&page=16', 'body': '', 'score': 634}, {'title': '초소형 SMR시대가 도래한다[1]', 'date': '2026.02.09 08:39', 'views': '111', 'likes': '17', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412353825&page=18', 'body': '', 'score': 621}, {'title': '실적발표ㅡ11일  다음주 설날연휴', 'date': '2026.02.09 09:15', 'views': '94', 'likes': '15', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412360310&page=16', 'body': '', 'score': 544}, {'title': '14만원가남요?[2]', 'date': '2026.02.09 08:30', 'views': '156', 'likes': '15', 'dislikes': '4', 'link': '/item/board_read.naver?code=034020&nid=412353044&page=18', 'body': '', 'score': 606}, {'title': '오후 다시 상승장으로!', 'date': '2026.02.09 10:53', 'views': '67', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412380001&page=9', 'body': '', 'score': 487}, {'title': '결국 못뚫고   흘러내리내', 'date': '2026.02.09 12:31', 'views': '87', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=034020&nid=412393945&page=5', 'body': '', 'score': 477}, {'title': '프로그램 장난질 심하네[2]', 'date': '2026.02.09 08:29', 'views': '212', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=412352905&page=18', 'body': '', 'score': 602}, {'title': '목표주가를 10만원에서 하루아침에 165천원으...[1]', 'date': '2026.02.09 11:05', 'views': '266', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=034020&nid=412382067&page=9', 'body': '', 'score': 626}]",,,,,,,,,
2026-02-09 20:26:02,KOSDAQ,64260,다날,9000.0,3.63%,8810.0,4.51%,+5.26%,140.0,확 쳐올려서 / 특허값좀해라[4] / 대장좀탈환하자[1] / 오늘 같은 날은 만원은 가야안되나?[1],Positive (71%),"여기는, 끝났어요, 헥토",False,"[{'title': '확 쳐올려서', 'date': '2026.02.09 11:34', 'views': '41', 'likes': '9', 'dislikes': '3', 'link': '/item/board_read.naver?code=064260&nid=412386508&page=3', 'body': '', 'score': 311}, {'title': '대장좀탈환하자[1]', 'date': '2026.02.09 10:25', 'views': '43', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=064260&nid=412375162&page=4', 'body': '', 'score': 283}, {'title': '특허값좀해라[4]', 'date': '2026.02.09 13:26', 'views': '115', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=064260&nid=412400831&page=1', 'body': '', 'score': 295}, {'title': '흠...[1]', 'date': '2026.02.09 10:58', 'views': '64', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=064260&nid=412380899&page=3', 'body': '', 'score': 244}, {'title': '오늘 같은 날은 만원은 가야안되나?[1]', 'date': '2026.02.09 10:52', 'views': '89', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=064260&nid=412379881&page=3', 'body': '', 'score': 269}, {'title': '심장이 철렁!', 'date': '2026.02.09 08:54', 'views': '56', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=064260&nid=412355392&page=7', 'body': '', 'score': 236}, {'title': '어쩌냐? 오늘 개박살', 'date': '2026.02.09 08:53', 'views': '37', 'likes': '6', 'dislikes': '5', 'link': '/item/board_read.naver?code=064260&nid=412355211&page=7', 'body': '', 'score': 217}, {'title': '참 이놈은[1]', 'date': '2026.02.09 12:40', 'views': '31', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=064260&nid=412395032&page=2', 'body': '', 'score': 181}, {'title': '각성 단타쟁이', 'date': '2026.02.09 10:53', 'views': '44', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=064260&nid=412380049&page=3', 'body': '', 'score': 194}, {'title': '가즈아', 'date': '2026.02.09 09:13', 'views': '14', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=064260&nid=412359772&page=7', 'body': '', 'score': 164}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,5930,삼성전자,166600.0,51.18%,159300.0,51.30%,+5.04%,800.0,오후로 갈수록 상승폭 커진다.[2] / 뭐라해도 20만[1] / 지금 윤통이 집권했어도 코스피 5천 ...[5] / 오늘 종가 173000,Positive (53%),"오늘, ..., 지금",False,"[{'title': '오후로 갈수록 상승폭 커진다.[2]', 'date': '2026.02.09 12:12', 'views': '279', 'likes': '20', 'dislikes': '4', 'link': '/item/board_read.naver?code=005930&nid=412391575&page=12', 'body': '', 'score': 879}, {'title': '뭐라해도 20만[1]', 'date': '2026.02.09 09:21', 'views': '167', 'likes': '17', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=412361920&page=33', 'body': '', 'score': 677}, {'title': '오늘 종가 173000', 'date': '2026.02.09 13:06', 'views': '124', 'likes': '15', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=412398284&page=8', 'body': '', 'score': 574}, {'title': '지금 윤통이 집권했어도 코스피 5천 ...[5]', 'date': '2026.02.09 09:54', 'views': '164', 'likes': '14', 'dislikes': '42', 'link': '/item/board_read.naver?code=005930&nid=412369330&page=29', 'body': '', 'score': 584}, {'title': '삼성전자 반도체 기술', 'date': '2026.02.09 09:17', 'views': '105', 'likes': '14', 'dislikes': '0', 'link': '/item/board_read.naver?code=005930&nid=412360735&page=34', 'body': '', 'score': 525}, {'title': '사랑함니다  이재명각하  ![1]', 'date': '2026.02.09 09:04', 'views': '62', 'likes': '14', 'dislikes': '7', 'link': '/item/board_read.naver?code=005930&nid=412357449&page=36', 'body': '', 'score': 482}, {'title': '오늘은 매수 사이드카 발동하는 날', 'date': '2026.02.09 08:50', 'views': '52', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=412354938&page=38', 'body': '', 'score': 472}, {'title': '낼은.', 'date': '2026.02.09 12:12', 'views': '80', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=412391545&page=13', 'body': '', 'score': 470}, {'title': '삼전 20만 터치하겟다~~~~가즈아', 'date': '2026.02.09 09:16', 'views': '88', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=412360606&page=34', 'body': '', 'score': 478}, {'title': '이걸 정당이라고 지지하냐 지지할 가치가 있냐 ...[2]', 'date': '2026.02.09 09:05', 'views': '70', 'likes': '13', 'dislikes': '6', 'link': '/item/board_read.naver?code=005930&nid=412357854&page=35', 'body': '', 'score': 460}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,1440,대한전선,31750.0,9.09%,31800.0,9.84%,+4.96%,155.0,기사떴다[1] / 시간은 내편[1] / 개폭등 전인거 같은데... 오후에 20프로 폭등...[1] / 오늘 상한가 가보자,Mixed,"오늘, 대한전선, 가자",False,"[{'title': '오늘 상한가 가보자', 'date': '2026.02.09 11:44', 'views': '51', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=001440&nid=412388022&page=3', 'body': '', 'score': 321}, {'title': '시간은 내편[1]', 'date': '2026.02.09 11:37', 'views': '114', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412386977&page=3', 'body': '', 'score': 384}, {'title': '종토방 글에 대하여[1]', 'date': '2026.02.09 08:55', 'views': '96', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412355515&page=7', 'body': '', 'score': 306}, {'title': '개폭등 전인거 같은데... 오후에 20프로 폭등...[1]', 'date': '2026.02.09 12:11', 'views': '179', 'likes': '6', 'dislikes': '2', 'link': '/item/board_read.naver?code=001440&nid=412391455&page=3', 'body': '', 'score': 359}, {'title': '오늘 사면......[1]', 'date': '2026.02.09 09:57', 'views': '68', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=001440&nid=412369955&page=5', 'body': '', 'score': 248}, {'title': '기사떴다[1]', 'date': '2026.02.09 13:05', 'views': '367', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412398096&page=2', 'body': '', 'score': 517}, {'title': '대한이 전선', 'date': '2026.02.09 12:55', 'views': '153', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=001440&nid=412396921&page=2', 'body': '', 'score': 303}, {'title': '짐', 'date': '2026.02.09 12:11', 'views': '26', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412391436&page=3', 'body': '', 'score': 176}, {'title': '벽 뚫는거 ㅎㄷㄷ', 'date': '2026.02.09 12:10', 'views': '41', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412391404&page=3', 'body': '', 'score': 191}, {'title': '전력주들 다 오르는데...비실비실', 'date': '2026.02.09 09:45', 'views': '43', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=001440&nid=412367579&page=5', 'body': '', 'score': 193}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,660,SK하이닉스,880000.0,52.61%,842000.0,52.77%,+4.89%,607.0,오늘 95찍는다[1] / 이번주 100만돌파할듯[1] / 엔비디아도 8%  오름[2] / 오늘[1],Positive (51%),"오늘, ..., 종가",False,"[{'title': '오늘 95찍는다[1]', 'date': '2026.02.09 09:54', 'views': '205', 'likes': '18', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=412369407&page=17', 'body': '', 'score': 745}, {'title': '오늘[1]', 'date': '2026.02.09 08:03', 'views': '30', 'likes': '18', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=412350615&page=30', 'body': '', 'score': 570}, {'title': '엔비디아도 8%  오름[2]', 'date': '2026.02.09 08:10', 'views': '99', 'likes': '16', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=412351203&page=30', 'body': '', 'score': 579}, {'title': '오늘 100만눤 넘어가네요 추카 드림다', 'date': '2026.02.09 08:04', 'views': '51', 'likes': '16', 'dislikes': '4', 'link': '/item/board_read.naver?code=000660&nid=412350659&page=30', 'body': '', 'score': 531}, {'title': '이번주 100만돌파할듯[1]', 'date': '2026.02.09 09:23', 'views': '164', 'likes': '14', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=412362456&page=20', 'body': '', 'score': 584}, {'title': '지금대세장에 일등주식은.', 'date': '2026.02.09 08:30', 'views': '49', 'likes': '14', 'dislikes': '1', 'link': '/item/board_read.naver?code=000660&nid=412353034&page=27', 'body': '', 'score': 469}, {'title': '결국엔 120은 뚫어요', 'date': '2026.02.09 09:03', 'views': '81', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=000660&nid=412357353&page=23', 'body': '', 'score': 471}, {'title': '100만 달성 날짜 알려준다', 'date': '2026.02.09 12:40', 'views': '95', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=000660&nid=412394982&page=7', 'body': '', 'score': 455}, {'title': 'SK하이닉스 압승 , HBM 삼성전자 수율...[2]', 'date': '2026.02.09 12:33', 'views': '193', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=000660&nid=412394210&page=7', 'body': '', 'score': 553}, {'title': 'hbm4 연예인 걱정은?', 'date': '2026.02.09 10:00', 'views': '70', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=000660&nid=412370597&page=17', 'body': '', 'score': 430}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,47040,대우건설,5710.0,9.58%,5430.0,9.68%,+3.44%,128.0,지금은 실적 재무 볼때가아님다 / 상속세 줄이려고  빅베스 단행 한거냐?[2] / 오늘장대양봉 함 보여주리[3] / 공매견들 뒈ㆍ지는 날이구나~~[2],Negative (64%),"상속세, 대우건설, 공매도",False,"[{'title': '지금은 실적 재무 볼때가아님다', 'date': '2026.02.09 11:58', 'views': '104', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=047040&nid=412389903&page=1', 'body': '', 'score': 494}, {'title': '상속세 줄이려고  빅베스 단행 한거냐?[2]', 'date': '2026.02.09 10:04', 'views': '100', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=047040&nid=412371291&page=4', 'body': '', 'score': 490}, {'title': '마지막 5짜다!!!', 'date': '2026.02.09 11:18', 'views': '47', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412384118&page=2', 'body': '', 'score': 377}, {'title': '오늘장대양봉 함 보여주리[3]', 'date': '2026.02.09 08:21', 'views': '87', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412352285&page=7', 'body': '', 'score': 417}, {'title': '공매견들 뒈ㆍ지는 날이구나~~[2]', 'date': '2026.02.09 12:26', 'views': '114', 'likes': '10', 'dislikes': '5', 'link': '/item/board_read.naver?code=047040&nid=412393308&page=1', 'body': '', 'score': 414}, {'title': '대박~26년도 믿을 종목은 대우 뿐이네[1]', 'date': '2026.02.09 11:06', 'views': '109', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412382179&page=2', 'body': '', 'score': 409}, {'title': '대우건설 빅베스 회계처리 및 대주주 상속세 절감...[3]', 'date': '2026.02.09 10:24', 'views': '96', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412375008&page=3', 'body': '', 'score': 396}, {'title': '코피5천시대  ?[1]', 'date': '2026.02.09 11:01', 'views': '95', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412381309&page=2', 'body': '', 'score': 335}, {'title': '간다간다', 'date': '2026.02.09 10:55', 'views': '38', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=047040&nid=412380397&page=2', 'body': '', 'score': 278}, {'title': '대우건설 빅베스 회계처리 및 대주주 상속세 절감...[1]', 'date': '2026.02.09 10:34', 'views': '106', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=047040&nid=412376501&page=3', 'body': '', 'score': 346}]",,,,,,,,,
2026-02-09 20:26:02,KOSPI,18880,한온시스템,3860.0,9.13%,4030.0,9.16%,+2.66%,128.0,NXT 장난이 좀 심했죠!!! 숏커버링 서둘러... / 4500원 오버슈팅 나오고 당분간은 쉴듯 / 실적 성장 턴어라운드인데[2] / 3일연속,Negative (53%),"숏커버링, 오늘, 오늘은",False,"[{'title': '실적 성장 턴어라운드인데[2]', 'date': '2026.02.09 13:23', 'views': '97', 'likes': '5', 'dislikes': '5', 'link': '/item/board_read.naver?code=018880&nid=412400481&page=1', 'body': '', 'score': 247}, {'title': 'NXT 장난이 좀 심했죠!!! 숏커버링 서둘러...', 'date': '2026.02.09 13:13', 'views': '146', 'likes': '5', 'dislikes': '3', 'link': '/item/board_read.naver?code=018880&nid=412399103&page=1', 'body': '', 'score': 296}, {'title': '3일연속', 'date': '2026.02.09 11:43', 'views': '77', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=412387873&page=3', 'body': '', 'score': 227}, {'title': '찬티들 글쓰는 것 봐라 죄다 망상 초기다.[2]', 'date': '2026.02.09 10:45', 'views': '71', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=412378497&page=3', 'body': '', 'score': 221}, {'title': '10원이오른던 1000원이 오르던', 'date': '2026.02.09 09:48', 'views': '68', 'likes': '5', 'dislikes': '4', 'link': '/item/board_read.naver?code=018880&nid=412368227&page=5', 'body': '', 'score': 218}, {'title': '4500원 오버슈팅 나오고 당분간은 쉴듯', 'date': '2026.02.09 09:44', 'views': '123', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=018880&nid=412367395&page=5', 'body': '', 'score': 273}, {'title': '뭔 걱정', 'date': '2026.02.09 09:41', 'views': '29', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=412366883&page=5', 'body': '', 'score': 179}, {'title': '한투에서 투자의견', 'date': '2026.02.09 09:21', 'views': '76', 'likes': '5', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=412362061&page=5', 'body': '', 'score': 226}, {'title': '이제 바닥 탈피 종목', 'date': '2026.02.09 08:44', 'views': '36', 'likes': '5', 'dislikes': '0', 'link': '/item/board_read.naver?code=018880&nid=412354308&page=6', 'body': '', 'score': 186}, {'title': '박스권 돌파하면 다음 목표는!!! 숏커버링 서...[1]', 'date': '2026.02.09 13:33', 'views': '106', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=412401719&page=1', 'body': '', 'score': 226}]",,,,,,,,,
2026-02-09 20:26:02,KOSDAQ,90710,휴림로봇,13960.0,6.70%,13360.0,6.70%,+1.38%,127.0,아직도 제일 저평가 / 휴림로봇 / 로봇주 날아간다 힘내라 / 아직도 속냐[1],Negative (55%),"휴림로봇, 오늘, 대주주",False,"[{'title': '아직도 제일 저평가', 'date': '2026.02.09 08:26', 'views': '57', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=412352690&page=7', 'body': '', 'score': 477}, {'title': '휴림로봇', 'date': '2026.02.09 09:17', 'views': '103', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=090710&nid=412360795&page=5', 'body': '', 'score': 463}, {'title': '로봇주 날아간다 힘내라', 'date': '2026.02.09 08:20', 'views': '61', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=090710&nid=412352185&page=7', 'body': '', 'score': 421}, {'title': '오늘 상간다 잡아라', 'date': '2026.02.09 09:04', 'views': '74', 'likes': '10', 'dislikes': '5', 'link': '/item/board_read.naver?code=090710&nid=412357657&page=6', 'body': '', 'score': 374}, {'title': '어이 주모', 'date': '2026.02.09 10:57', 'views': '70', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=412380645&page=4', 'body': '', 'score': 340}, {'title': '아직도 속냐[1]', 'date': '2026.02.09 09:53', 'views': '128', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=412369261&page=4', 'body': '', 'score': 398}, {'title': '2.6 인데요?', 'date': '2026.02.09 09:53', 'views': '109', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=090710&nid=412369258&page=4', 'body': '', 'score': 349}, {'title': '오늘 상간다[1]', 'date': '2026.02.09 08:34', 'views': '115', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=412353383&page=6', 'body': '', 'score': 355}, {'title': '지금 파는게 덜 손해보는 것이다[1]', 'date': '2026.02.09 13:02', 'views': '124', 'likes': '7', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=412397788&page=2', 'body': '', 'score': 334}, {'title': '한화솔루션에 있다 왔는데', 'date': '2026.02.09 12:17', 'views': '102', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=412392216&page=3', 'body': '', 'score': 312}]",,,,,,,,,
2026-02-09 20:26:02,KOSDAQ,389680,유디엠텍,1168.0,1.11%,1370.0,1.25%,+1.30%,111.0,도요타가   인수하나?[1] / 14층 사람 있어요!!!!!![3] / IT매출 300억은 제조매출 3000억과 견주는 수...[1] / 3차랠리 시작~~~~,Negative (53%),"유증, 수순, 도요타",False,"[{'title': 'IT매출 300억은 제조매출 3000억과 견주는 수...[1]', 'date': '2026.02.09 13:06', 'views': '31', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412398269&page=2', 'body': '', 'score': 211}, {'title': '도요타가   인수하나?[1]', 'date': '2026.02.09 10:13', 'views': '72', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412373011&page=5', 'body': '', 'score': 252}, {'title': '투자는 그 기업에 미래에 가치를 보고 투자', 'date': '2026.02.09 09:39', 'views': '23', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412366281&page=5', 'body': '', 'score': 173}, {'title': '3차랠리 시작~~~~', 'date': '2026.02.09 08:36', 'views': '26', 'likes': '5', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412353520&page=6', 'body': '', 'score': 176}, {'title': 'Ai. 머리통에 유디 칩들어가야 법적으로 가동함', 'date': '2026.02.09 13:00', 'views': '14', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412397490&page=2', 'body': '', 'score': 134}, {'title': '다시 음봉', 'date': '2026.02.09 12:02', 'views': '14', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=389680&nid=412390405&page=3', 'body': '', 'score': 134}, {'title': '엄마무시 호재', 'date': '2026.02.09 10:11', 'views': '30', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=389680&nid=412372704&page=5', 'body': '', 'score': 150}, {'title': '여기 대표님 왕짜 자짜 남이시네요 ㅎㅎㅎ', 'date': '2026.02.09 09:58', 'views': '29', 'likes': '4', 'dislikes': '0', 'link': '/item/board_read.naver?code=389680&nid=412370252&page=5', 'body': '', 'score': 149}, {'title': '14층 사람 있어요!!!!!![3]', 'date': '2026.02.09 09:54', 'views': '98', 'likes': '4', 'dislikes': '2', 'link': '/item/board_read.naver?code=389680&nid=412369349&page=5', 'body': '', 'score': 218}, {'title': '세상이 달라졌어.  데이타가  이끈다', 'date': '2026.02.09 09:52', 'views': '23', 'likes': '4', 'dislikes': '1', 'link': '/item/board_read.naver?code=389680&nid=412369028&page=5', 'body': '', 'score': 143}]",,,,,,,,,
2026-02-09 20:26:02,KOSDAQ,32820,우리기술,9500.0,6.06%,9350.0,6.16%,+0.11%,136.0,■세력[4] / 아직도 조마조마 하며 보고 계신가요?[1] / ■10원[1] / 9500원 끝[1],Positive (76%),"오늘, 주포팀, 투경",False,"[{'title': '날아간다', 'date': '2026.02.09 08:53', 'views': '61', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=032820&nid=412355231&page=7', 'body': '', 'score': 451}, {'title': '■세력[4]', 'date': '2026.02.09 11:22', 'views': '244', 'likes': '12', 'dislikes': '8', 'link': '/item/board_read.naver?code=032820&nid=412384695&page=3', 'body': '', 'score': 604}, {'title': '1만 뚫는날이네', 'date': '2026.02.09 08:53', 'views': '40', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=032820&nid=412355230&page=7', 'body': '', 'score': 370}, {'title': '■두빌일봉. 챠트-상당히 조아보이네요', 'date': '2026.02.09 08:20', 'views': '168', 'likes': '11', 'dislikes': '4', 'link': '/item/board_read.naver?code=032820&nid=412352155&page=7', 'body': '', 'score': 498}, {'title': '아직도 조마조마 하며 보고 계신가요?[1]', 'date': '2026.02.09 13:24', 'views': '298', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=032820&nid=412400487&page=1', 'body': '', 'score': 598}, {'title': '■10원[1]', 'date': '2026.02.09 12:53', 'views': '250', 'likes': '10', 'dislikes': '2', 'link': '/item/board_read.naver?code=032820&nid=412396588&page=2', 'body': '', 'score': 550}, {'title': '■주식은[1]', 'date': '2026.02.09 10:08', 'views': '172', 'likes': '10', 'dislikes': '5', 'link': '/item/board_read.naver?code=032820&nid=412372207&page=5', 'body': '', 'score': 472}, {'title': '오늘은 안 올라요   9500원 이하가 종...', 'date': '2026.02.09 10:38', 'views': '200', 'likes': '9', 'dislikes': '3', 'link': '/item/board_read.naver?code=032820&nid=412377138&page=4', 'body': '', 'score': 470}, {'title': '단타로 돈 만원 드실것 아니면 산책이나 다녀오...', 'date': '2026.02.09 09:35', 'views': '213', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=032820&nid=412365469&page=6', 'body': '', 'score': 483}, {'title': '9500원 끝[1]', 'date': '2026.02.09 12:23', 'views': '279', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=032820&nid=412392935&page=2', 'body': '', 'score': 519}]",,,,,,,,,
