date,code,name,nid,title,likes
20260729,000660,SK하이닉스,426568970,삼전간다 닉스야,0
20260729,000660,SK하이닉스,426568967,더이상...,0
20260729,000660,SK하이닉스,426568961,익명뒤에 숨어서 나라욕하고 대통령 욕하고[1],0
20260729,000660,SK하이닉스,426568957,내돈 돌려줘..[2],2
20260729,000660,SK하이닉스,426568956,아침에 145 매수,1
20260729,000660,SK하이닉스,426568945,윤석열이 술주정뱅이라메?[1],0
20260729,000660,SK하이닉스,426568943,얘,0
20260729,000660,SK하이닉스,426568939,분위기좋다!,2
20260729,000660,SK하이닉스,426568936,매출이…,1
20260729,000660,SK하이닉스,426568932,시시하다 더욱 더 화끈하게 놀자,0
20260729,000660,SK하이닉스,426568926,오늘 삼전 수상한데..[1],1
20260729,000660,SK하이닉스,426568921,지금 들어가려고 입벌리는 호구 없재?,1
20260729,000660,SK하이닉스,426568915,계단식 하락은 지속된다는...,0
20260729,000660,SK하이닉스,426568905,시장은 이미 삼전으로 넘어가는중,0
20260729,000660,SK하이닉스,426568904,주식으로 돈 버는 사람들은 기다렸다가[1],3
20260729,000660,SK하이닉스,426568902,니네 그러다 죽는다 ㅎㅎ,1
20260729,000660,SK하이닉스,426568900,와 지금 코스피 종목중 파란불 은,0
20260729,000660,SK하이닉스,426568899,하닉OOO잡주,0
20260729,000660,SK하이닉스,426568891,오늘은120만원대.,1
20260729,000660,SK하이닉스,426568888,단일종목 파생상품관련자들,3
20260729,000660,SK하이닉스,426568885,60조[1],0
20260729,000660,SK하이닉스,426568875,어제 말고 오늘 들어갔어야 하는건데...,0
20260729,000660,SK하이닉스,426568872,★삼전이 대장인감,0
20260729,000660,SK하이닉스,426568869,인생최대 미수 풀.. 인생최대 수익금..[1],0
20260729,000660,SK하이닉스,426568863,다들,0
20260729,000660,SK하이닉스,426568862,주가는 이미 반토막인데 저 실적이 문제냐?,1
20260729,000660,SK하이닉스,426568849,"피라냐 만나러 아마존 가야되냐,",1
20260729,000660,SK하이닉스,426568844,"09시 100조 주주환원, 액면분할 발표해라...",1
20260729,000660,SK하이닉스,426568842,꼴보기싫타,1
20260729,000660,SK하이닉스,426568838,훼이크 반등에 속지마라 개미덜아[1],2
20260729,000660,SK하이닉스,426568837,인간이 일평생 습득못할지식을 갖게되어봐라.....,1
20260729,000660,SK하이닉스,426568831,도박판인거 첨알았냐[1],1
20260729,000660,SK하이닉스,426568828,용범아 힘내라 디지기 싫으면,1
20260729,000660,SK하이닉스,426568823,9시가 되면은 지옥 문이 열린다 ~[1],2
20260729,000660,SK하이닉스,426568818,국장은 외인들의 놀이터 아까,1
20260729,000660,SK하이닉스,426568814,9시 폭락 들가자,0
20260729,000660,SK하이닉스,426568810,실적 생각보다 별로다,0
20260729,000660,SK하이닉스,426568809,안티들아.[1],4
20260729,000660,SK하이닉스,426568798,전약후강[1],2
20260729,000660,SK하이닉스,426568792,이제 남은것,0
20260729,000660,SK하이닉스,426568779,15층도 달달하다,0
20260729,000660,SK하이닉스,426568778,저도 급식먹고 싶어요[2],2
20260729,000660,SK하이닉스,426568776,삼전,1
20260729,000660,SK하이닉스,426568774,벌써 실적 미스면[1],2
20260729,000660,SK하이닉스,426568751,근데,2
20260729,000660,SK하이닉스,426568736,삼전에 비해,0
20260729,000660,SK하이닉스,426568734,다른주식 다팔고 하이닉스만 사줘,7
20260729,000660,SK하이닉스,426568732,다들 많이벌었지? 초과세수하자,0
20260729,000660,SK하이닉스,426568729,분기에 흔들릴필요없다 해외가이던스는 더좋타 삼...,0
20260729,000660,SK하이닉스,426568727,하닉,0
20260729,000660,SK하이닉스,426568724,국내증시가,0
20260729,000660,SK하이닉스,426568722,Peak Out,1
20260729,000660,SK하이닉스,426568720,목표가가 이제 280만원이랍니다.,1
20260729,000660,SK하이닉스,426568690,주주환원 기대하고있다,4
20260729,000660,SK하이닉스,426568688,지옥문이 다시 열리는군..[2],2
20260729,000660,SK하이닉스,426568686,안티알바들,2
20260729,000660,SK하이닉스,426568683,140만원대,2
20260729,000660,SK하이닉스,426568680,한국 반도체 대장,3
20260729,000660,SK하이닉스,426568673,개미들 대화하는거 보니까 도박장이네[1],8
20260729,000660,SK하이닉스,426568672,기가 막히네,0
20260729,000660,SK하이닉스,426568671,또또 낚인다 ㅋㅋ,0
20260729,000660,SK하이닉스,426568665,비나이다 비나이다 오늘 5~10% 빼주길 비나...[2],1
20260729,000660,SK하이닉스,426568664,기술적반등줄때팔아라,2
20260729,000660,SK하이닉스,426568660,난 이제  안해,0
20260729,000660,SK하이닉스,426568659,떨어지면 형 이 뭐랬다? 캬 캬 캬 즙줍이랬다...,1
20260729,000660,SK하이닉스,426568657,닉스 백만원. 삼전 15만원 무너진다,4
20260729,000660,SK하이닉스,426568655,초대박입니다. 매출액대비 영업이익은 환상이네요,0
20260729,000660,SK하이닉스,426568649,안티들아 제발 기어나와,1
20260729,000660,SK하이닉스,426568643,장 직후 잠깐 오르다가 다시 내려가니깐,1
20260729,000660,SK하이닉스,426568642,슈퍼싸이클이라며?,1
20260729,000660,SK하이닉스,426568638,실적 발표 빨아주는 찬티,0
20260729,000660,SK하이닉스,426568635,단타닉스  ㅋㅋ,0
20260729,000660,SK하이닉스,426568628,하닉 빅테크 10여곳과 공급 추가 논의,0
20260729,000660,SK하이닉스,426568625,SK휴닉스 오르니 또 선동개그하노,0
20260729,000660,SK하이닉스,426568623,SK하이닉스 영업이익률 76.3%…‘역대 최고...,5
20260729,000660,SK하이닉스,426568614,도망쳐라. 장시작하고 5분준다,0
20260729,000660,SK하이닉스,426568611,근데 키옥시아. 3분기는 도움안되겠다.ㅋㅋ,0
20260729,000660,SK하이닉스,426568610,현재가 대비,1
20260729,000660,SK하이닉스,426568602,분기 순이익 90조 상한가 예상해봅니다[2],2
20260729,000660,SK하이닉스,426568595,신용 반대매매 신용거지털고,0
20260729,000660,SK하이닉스,426568591,시장의 온갖 지라시를 믿지 말고,0
20260729,000660,SK하이닉스,426568584,미주 1만일때,1
20260729,000660,SK하이닉스,426568581,채민숙 연구원은 보고서에서 SK하이닉스의 2분...,0
20260729,000660,SK하이닉스,426568574,SK 소영닉스~,0
20260729,000660,SK하이닉스,426568573,전군 총진격하라,2
20260729,000660,SK하이닉스,426568569,9시운명은,0
20260729,000660,SK하이닉스,426568556,큰손 연기금 나가떨어지고 외국인 매도 누가 받...[1],2
20260729,000660,SK하이닉스,426568554,140에 매수걸어놓고 일합니다...오늘 단타 ...,2
20260729,000660,SK하이닉스,426568553,아마 인버스도 오늘 죽이고 갈끼라,1
20260729,000660,SK하이닉스,426568552,시총 1100조...더 하락할건 없다,2
20260729,000660,SK하이닉스,426568550,근데 아침에 -6%에 판사람들[1],4
20260729,000660,SK하이닉스,426568549,극우들 중국 싫어하는거 맞어?[2],2
20260729,000660,SK하이닉스,426568547,톰황쳐 !,1
20260729,000660,SK하이닉스,426568534,미장 반도체주 전부 양전하네...,5
20260729,000660,SK하이닉스,426568527,우리 돈 잘 못벌어요~~라고 엄살 떨어줘야 ...,1
20260729,000660,SK하이닉스,426568526,[오늘매수한 SKUU 개폭등하는구만~ 헐~],1
20260729,000660,SK하이닉스,426568506,레버리지 추가대책 아직도 검토중이냐?[1],4
20260729,000660,SK하이닉스,426568504,단타,0
20260729,000660,SK하이닉스,426568503,태워나 사팔사팔하지말고 갖고있으라며?ㅋㅋㅋㅋ...[1],0
20260729,000660,SK하이닉스,426568502,160만위로는 안간다 ㅋㅋ봐라,1
20260729,000660,SK하이닉스,426568498,본전에라도팔아라.,2
20260729,000660,SK하이닉스,426568493,아무리 올라야 2015000,1
20260729,000660,SK하이닉스,426568488,평단 올까요..?,2
20260729,000660,SK하이닉스,426568484,오늘 반등,3
20260729,000660,SK하이닉스,426568478,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
20260729,000660,SK하이닉스,426568475,오늘 또 외국인 5조 판다,3
20260729,000660,SK하이닉스,426568472,오늘 20% 이후 연일 상승 시작이다,3
20260729,000660,SK하이닉스,426568470,살려주세요 300층에 사다리차좀 보내주세요[1],7
20260729,000660,SK하이닉스,426568468,"오늘 60조 이익, 76퍼 이익률 다행~",2
20260729,000660,SK하이닉스,426568462,속보] SK하이닉스 2분기 영업익 60.5조...[1],5
20260729,000660,SK하이닉스,426568459,변동성 조지노,2
20260729,000660,SK하이닉스,426568455,Adr 상방 틀었네ㅋㅋ,1
20260729,000660,SK하이닉스,426568448,장대양봉 부탁한다,1
20260729,000660,SK하이닉스,426568447,EBITDA 64.56조원,2
20260729,000660,SK하이닉스,426568443,하이닉스는 끝남 ㅋㅋ,2
20260729,000660,SK하이닉스,426568442,실적으로 20퍼 잡고 인버스 싹다 씨 말려...,0
20260729,000660,SK하이닉스,426568439,꼭꼭 누르네. 크게 반등하겠네.,3
20260729,000660,SK하이닉스,426568434,청주 M25X팹 본격적으로 돌아가즈아~~,2
20260729,000660,SK하이닉스,426568433,쭝국반도채 뉴스,0
20260729,000660,SK하이닉스,426568427,실적 발표 재료소진 미장 마이크론 SK A...,0
20260729,000660,SK하이닉스,426568426,저 미래에서 왔디구요,3
20260729,000660,SK하이닉스,426568422,동호가 5퍼이상  또뺄라나,1
20260729,000660,SK하이닉스,426568414,영업이익 미쳤다리,1
20260729,000660,SK하이닉스,426568403,두근두근,0
20260729,000660,SK하이닉스,426568402,5분 남았다~ 마지막 기회 날라가라!!!!...,0
20260729,000660,SK하이닉스,426568390,-50% 맞고 꼴랑 3000원 오르니 좋아...,6
20260729,000660,SK하이닉스,426568385,다른주식 다팔고 하이닉스만 사줘[1],2
20260729,000660,SK하이닉스,426568376,9주 162 오늘 오겠즤 영차영차,0
20260729,000660,SK하이닉스,426568375,코리아디스카운트[1],0
20260729,000660,SK하이닉스,426568373,80조 예상했는데 60조ㅋㅋ,6
20260729,000660,SK하이닉스,426568372,신용 ETF 빚쟁이들 클났다,2
20260729,000660,SK하이닉스,426568359,하닉60조 삼전90조,0
20260729,000660,SK하이닉스,426568355,스[1],0
20260729,000660,SK하이닉스,426568354,Nxt 낚인 애들ㅋㅋㅋㅋ조심 하라니깐ㅋㄱㄲ,1
20260729,000660,SK하이닉스,426568341,장중에 반대매매 트잘 모양이네,1
20260729,000660,SK하이닉스,426568338,잠정실적 굳,5
20260729,000660,SK하이닉스,426568337,올인,1
20260729,000660,SK하이닉스,426568335,영업이익 예상치 하회[1],0
20260729,000660,SK하이닉스,426568334,하이닉스 2년 영업이익=한국정부 1년 걷어들이...,1
20260729,000660,SK하이닉스,426568327,휴가비 400  잘벌고  간디아,1
20260729,000660,SK하이닉스,426568323,나스닥 선물 급등중..,2
20260729,000660,SK하이닉스,426568317,영업이익 60조 발표났는데,4
20260729,000660,SK하이닉스,426568315,욕심 없습니다,2
20260729,000660,SK하이닉스,426568312,폭락은 없었다고 한다,2
20260729,000660,SK하이닉스,426568306,"[속보] 이란, 중동 미군기지에 탄도미사일 발...",0
20260729,000660,SK하이닉스,426568285,오늘!,2
20260729,000660,SK하이닉스,426568283,형님  누님들  닉스  50만오면  풀매수  ...[1],1
20260729,000660,SK하이닉스,426568281,큰 착각을 하는것은[1],5
20260729,000660,SK하이닉스,426568280,신한금융 “롯데손보 인수해도 주주환원 이상 무...,0
20260729,000660,SK하이닉스,426568270,태원이형 믿고있어!! 제발!!!,1
20260729,000660,SK하이닉스,426568267,삼닉미장하락해도,0
20260729,000660,SK하이닉스,426568266,오늘 상한가다 판 심약개미는 변신이야 ㅋㅋㅋㅋ...,2
20260729,000660,SK하이닉스,426568265,이정도면 어닝 쇼크 인가요??,1
20260729,000660,SK하이닉스,426568259,반대매매[1],1
20260729,000660,SK하이닉스,426568258,양전했다고 좋댄다 ㅋㅋㅋ[3],0
20260729,000660,SK하이닉스,426568251,나선도 다시 오르네,3
20260729,000660,SK하이닉스,426568247,또 속냐 ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱㅋ,2
20260729,000660,SK하이닉스,426568245,SK하이닉스 최태원 회장의 말이 옳았다.[3],5
20260729,000660,SK하이닉스,426568242,호구들 밤새도록 하락 꽹과리 치더니,1
20260729,000660,SK하이닉스,426568241,31일부터 안티곱은 개박살 난다.,1
20260729,000660,SK하이닉스,426568239,한투증권 채연구원 7월 13일 매출과 영업이익...,0
20260729,000660,SK하이닉스,426568237,개미군단 힘내서 매매하길...,0
20260729,000660,SK하이닉스,426568235,반도체ㆍ명품주답게ㆍ금리넘어서,0
20260729,000660,SK하이닉스,426568234,140에 던지더만 올랐네,1
20260729,000660,SK하이닉스,426568232,143에산 애들은,0
20260729,000660,SK하이닉스,426568230,대통령이 집을 판거면[1],1
20260729,000660,SK하이닉스,426568219,어떻게 영익 76% 나올수 있나 대단하다,3
20260729,000660,SK하이닉스,426568217,인 버 스,0
20260729,000660,SK하이닉스,426568213,자사주 소각 떳다 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
20260729,000660,SK하이닉스,426568210,매출 하회ㄷㄷ,0
20260729,000660,SK하이닉스,426568206,나는 홀딩하지만 지금 분위기는 단타가 ...,1
20260729,000660,SK하이닉스,426568204,최소 -3 시작이다..ㅉㅉㅉ,0
20260729,000660,SK하이닉스,426568200,내가 정확히 이때쯤 사서 290에 팜,0
20260729,000660,SK하이닉스,426568197,어제종가에 배팅했는대요..[1],3
20260729,000660,SK하이닉스,426568187,본장,0
20260729,000660,SK하이닉스,426568184,140대 왔죠?,2
20260729,000660,SK하이닉스,426568176,138마음이 편ㅡㅡㅡㅡㅡ안해요,0
20260729,000660,SK하이닉스,426568175,5000 피 달성!!!,0
20260729,000660,SK하이닉스,426568171,재매이햄 일 잘하네,1
20260729,000660,SK하이닉스,426568170,9시 어닝 콜 이라는데,0
20260729,000660,SK하이닉스,426568169,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개 박살나라 ㅋㅋㅋ...[1],0
20260729,000660,SK하이닉스,426568167,속지마라 오늘 10프로 더 빠진다.[1],2
20260729,000660,SK하이닉스,426568163,150만원 전량 매도 완료[3],0
20260729,000660,SK하이닉스,426568155,어닝쇼크는 아니고 어닝미스??,0
20260729,000660,SK하이닉스,426568151,재명아 로밍 안하고 갔냐[1],1
20260729,000660,SK하이닉스,426568149,반대 매매 바겐세일 하시는데...,0
20260729,000660,SK하이닉스,426568145,어차피 폭락임 올라가면 국민연금 주가조...,1
20260729,000660,SK하이닉스,426568144,나도 이제 닉스 주주[2],6
20260729,000660,SK하이닉스,426568141,반대매매,0
20260729,000660,SK하이닉스,426568136,하이닉스 지금사서 300에 매도좋지,2
20260729,000660,SK하이닉스,426568132,하이닉스 영억이익 75조 사상최대 발표[3],7
20260729,000660,SK하이닉스,426568131,산티,1
20260729,000660,SK하이닉스,426568122,아침,3
20260729,000660,SK하이닉스,426568119,레버리지 ETF 상폐하라!!![1],6
20260729,000660,SK하이닉스,426568114,어제 인버스 몰빵한 아우들  어쩌냥[1],7
20260729,000660,SK하이닉스,426568113,동시호가는 걍 장난질,4
20260729,000660,SK하이닉스,426568112,그렇지 가야지,2
20260729,000660,SK하이닉스,426568111,지금은 아니고.,0
20260729,000660,SK하이닉스,426568110,감자기 찬티가 많아 졌네...,2
20260729,000660,SK하이닉스,426568109,&공모가 20700원 공모경쟁률1300대1 이...,1
20260729,000660,SK하이닉스,426568106,"SK하이닉스 2분기 영업이익 557% 급증, ...",0
20260729,000660,SK하이닉스,426568105,근데 분기에 60조 벌고,0
20260729,000660,SK하이닉스,426568103,140중반에사신분들[1],2
20260729,000660,SK하이닉스,426568100,지수 3천 대 간다,1
20260729,000660,SK하이닉스,426568097,시장 전망치보다 낮게 나왔어요,3
20260729,000660,SK하이닉스,426568093,오늘은 외인과 기관이 알아서 서로 매스매도 하...,0
20260729,000660,SK하이닉스,426568087,닉스 에 인버스 공매 얼마나 쳐났으면,0
20260729,000660,SK하이닉스,426568083,오늘 차분하게 물려줄 신규개미 급구.,1
20260729,000660,SK하이닉스,426568077,마지막 기회가 오늘이다,2
20260729,000660,SK하이닉스,426568076,진짜 주식장을 거지같이 만들어놨네,3
20260729,000660,SK하이닉스,426568074,오늘 상한가 갑니다,0
20260729,000660,SK하이닉스,426568071,기관 선택적 조절에 분노한다,0
20260729,000660,SK하이닉스,426568068,폭락 설레발들[1],1
20260729,000660,SK하이닉스,426568067,현금 준비해라,0
20260729,000660,SK하이닉스,426568061,잔인한 주식판,0
20260729,000660,SK하이닉스,426568058,오늘은 무조건 오른다,1
20260729,000660,SK하이닉스,426568052,오늘도 쏟아지겠군,0
20260729,000660,SK하이닉스,426568045,코스피 5000대 축하,1
20260729,000660,SK하이닉스,426568043,공매도 준비됐나요?,0
20260729,000660,SK하이닉스,426568040,레버리지는 오늘같은날에 해야되지 안긋...,1
20260729,000660,SK하이닉스,426568036,컨센이 64조인데...[1],0
20260729,000660,SK하이닉스,426568035,SK장대양봉작전- 벌떼의기습,0
20260729,000660,SK하이닉스,426568031,객관적분석과 전망만 얘기하자,0
20260729,000660,SK하이닉스,426568030,장 전체가 장난질 장이다.,1
20260729,000660,SK하이닉스,426568029,나의분석노트! 감사합니다!,0
20260729,000660,SK하이닉스,426568028,120선 똟고 터널 직행이다,0
20260729,000660,SK하이닉스,426568027,인버스 꼽버스 어제 버신 거 반납 할...[1],0
20260729,000660,SK하이닉스,426568025,대박은 대박이네요 매출액대비 영업이익...,3
20260729,000660,SK하이닉스,426568018,상한가,1
20260729,000660,SK하이닉스,426568015,셀코리아,1
20260729,000660,SK하이닉스,426568012,내가 지금 잘못보고 있는거임?[1],0
20260729,000660,SK하이닉스,426568002,오늘 상한가 가나요?[1],3
20260729,000660,SK하이닉스,426567999,이유없이 시총2위가 .,5
20260729,000660,SK하이닉스,426567996,아침 문상왔습니다.,1
20260729,000660,SK하이닉스,426567993,외넘들,0
20260729,000660,SK하이닉스,426567990,30년차)실적은,1
20260729,000660,SK하이닉스,426567988,동시호가 ... 살벌하네요~,2
20260729,000660,SK하이닉스,426567985,ㅋㅋㅋ 9시에 있을 정규장 시작가 봐라[1],0
20260729,000660,SK하이닉스,426567980,반대매매 저가매수기회,2
20260729,000660,SK하이닉스,426567977,[조만간 한국증시 폭등 한두번 올수밖에없다~],3
20260729,000660,SK하이닉스,426567969,오늘은,0
20260729,000660,SK하이닉스,426567964,반대매매 작살이네[1],5
20260729,000660,SK하이닉스,426567959,하이닉스 이제부터 대세가자,1
20260729,000660,SK하이닉스,426567955,122억 불개미[1],1
20260729,000660,SK하이닉스,426567952,아~ 이거 단타 시나리오에 없던건데...,0
20260729,000660,SK하이닉스,426567949,클라이 막스,1
20260729,000660,SK하이닉스,426567946,악재 모두 소멸[1],0
20260729,000660,SK하이닉스,426567944,고가기회줄때 팔고  인버스사라했지?,0
20260729,000660,SK하이닉스,426567935,진짜공약지켜버렷내,0
20260729,000660,SK하이닉스,426567933,지금이 저가 매수 마지막 기회,1
20260729,000660,SK하이닉스,426567930,이재명과 SK  때문에 개미들  줄초상.[1],1
20260729,000660,SK하이닉스,426567924,당기순익이 매출을 능가하는 기현상 발생~~[1],1
20260729,000660,SK하이닉스,426567919,3개월전에 이거 80만원짜리다,0
20260729,000660,SK하이닉스,426567918,오늘 종가는,0
20260729,000660,SK하이닉스,426567915,10분 남았다 지금이라도 전재산 올인해라 ...,1
20260729,000660,SK하이닉스,426567911,"Finally , a turning poi...",2
