date,code,hhmm,price,volume
20260904,000220,1146,3795,0
20260904,000220,1147,3795,0
20260904,000220,1148,3795,0
20260904,000220,1149,3795,0
20260904,000220,1150,3830,301
20260904,000220,1151,3830,0
20260904,000220,1152,3830,0
20260904,000220,1153,3830,50
20260904,000220,1154,3830,0
20260904,000220,1155,3830,50
20260904,000220,1156,3830,0
20260904,000220,1157,3830,0
20260904,000220,1158,3830,0
20260904,000220,1159,3830,0
20260904,000220,1200,3830,0
20260904,000220,1201,3830,0
20260904,000220,1202,3830,0
20260904,000220,1203,3830,0
20260904,000220,1204,3830,0
20260904,000220,1205,3830,0
20260904,000220,1206,3825,136
20260904,000220,1207,3825,0
20260904,000220,1208,3825,0
20260904,000220,1209,3820,78
20260904,000220,1210,3815,26
20260904,000220,1211,3815,0
20260904,000220,1212,3815,0
20260904,000220,1213,3815,0
20260904,000220,1214,3815,205
20260904,000220,1215,3820,1
20260904,000220,1216,3820,0
20260904,000220,1217,3820,0
20260904,000220,1218,3820,0
20260904,000220,1219,3820,0
20260904,000220,1220,3820,0
20260904,000220,1221,3820,0
20260904,000220,1222,3820,0
20260904,000220,1223,3820,0
20260904,000220,1224,3820,0
20260904,000220,1225,3820,0
20260904,000220,1226,3820,0
20260904,000220,1227,3820,0
20260904,000220,1228,3820,0
20260904,000220,1229,3820,0
20260904,000220,1230,3820,0
20260904,000220,1231,3820,0
20260904,000220,1232,3820,0
20260904,000220,1233,3820,0
20260904,000220,1234,3820,0
20260904,000220,1235,3820,300
20260904,000220,1236,3820,273
20260904,000220,1237,3820,0
20260904,000220,1238,3820,0
20260904,000220,1239,3820,19
20260904,000220,1240,3820,0
20260904,000220,1241,3820,0
20260904,000220,1242,3820,0
20260904,000220,1243,3820,0
20260904,000220,1244,3805,144
20260904,000220,1245,3820,3
20260904,000220,1246,3820,0
20260904,000220,1247,3820,0
20260904,000220,1248,3805,1
20260904,000220,1249,3820,2
20260904,000220,1250,3810,2
20260904,000220,1251,3810,0
20260904,000220,1252,3810,0
20260904,000220,1253,3815,11
20260904,000220,1254,3820,684
20260904,000220,1255,3820,0
20260904,000220,1256,3820,0
20260904,000220,1257,3820,0
20260904,000220,1258,3820,0
20260904,000220,1259,3820,0
20260904,000220,1300,3820,0
20260904,000220,1301,3820,0
20260904,000220,1302,3820,0
20260904,000220,1303,3820,0
20260904,000220,1304,3820,55
20260904,000220,1305,3820,0
20260904,000220,1306,3820,100
20260904,000220,1307,3820,0
20260904,000220,1308,3820,0
20260904,000220,1309,3820,0
20260904,000220,1310,3815,155
20260904,000220,1311,3815,0
20260904,000220,1312,3820,1
20260904,000220,1313,3815,7
20260904,000220,1314,3815,28
20260904,000220,1315,3815,0
20260904,000220,1316,3815,15
20260904,000220,1317,3815,0
20260904,000220,1318,3815,0
20260904,000220,1319,3815,1
20260904,000220,1320,3815,0
20260904,000220,1321,3815,0
20260904,000220,1322,3815,0
20260904,000220,1323,3815,0
20260904,000220,1324,3815,104
20260904,000220,1325,3815,0
20260904,000220,1326,3815,0
20260904,000220,1327,3815,0
20260904,000220,1328,3815,0
20260904,000220,1329,3815,296
20260904,000220,1330,3815,0
20260904,000220,1331,3815,0
20260904,000220,1332,3815,0
20260904,000220,1333,3815,0
20260904,000220,1334,3815,0
20260904,000220,1335,3815,0
20260904,000220,1336,3815,0
20260904,000220,1337,3815,0
20260904,000220,1338,3810,1
20260904,000220,1339,3810,0
20260904,000220,1340,3810,0
20260904,000220,1341,3810,0
20260904,000220,1342,3810,0
20260904,000220,1343,3810,0
20260904,000220,1344,3805,83
20260904,000220,1345,3805,0
20260904,000220,1346,3805,0
20260904,000220,1347,3805,0
20260904,000220,1348,3820,52
20260904,000220,1349,3820,0
20260904,000220,1350,3820,118
20260904,000220,1351,3820,0
20260904,000220,1352,3820,0
20260904,000220,1353,3820,0
20260904,000220,1354,3820,0
20260904,000220,1355,3820,0
20260904,000220,1356,4085,134018
20260904,000220,1357,4060,62252
20260904,000220,1358,4050,50432
20260904,000220,1359,4000,31698
20260904,000220,1400,3965,23347
20260904,000220,1401,3955,8399
20260904,000220,1402,3900,16580
20260904,000220,1403,3900,10124
20260904,000220,1404,3825,17428
20260904,000220,1405,3855,11475
20260904,000220,1406,3880,4891
20260904,000220,1407,4185,217751
20260904,000220,1408,4185,0
20260904,000220,1409,4460,260773
20260904,000220,1410,4310,263565
20260904,000220,1411,4205,118730
20260904,000220,1412,4265,94274
20260904,000220,1413,4145,69054
20260904,000220,1414,4090,93595
20260904,000220,1415,4030,49824
20260904,000220,1416,4112,63800
20260904,000220,1417,4060,40361
20260904,000220,1418,4175,61571
20260904,000220,1419,4095,48243
20260904,000220,1420,4145,30237
20260904,000220,1421,4125,30554
20260904,000220,1422,4155,49311
20260904,000220,1423,4115,39710
20260904,000220,1424,4115,21684
