code,covered
293490,True
033790,True
096770,True
078600,True
066970,True
481050,True
360200,True
082740,True
086450,True
222080,True
032820,True
051910,True
211050,True
006400,True
028300,True
080220,True
010950,True
078340,True
281740,True
011170,True
052400,True
003670,True
139130,True
094170,True
088350,True
232140,True
420770,True
011070,True
476060,True
036830,True
