date,000660_SK하이닉스,005930_삼성전자,402340_SK스퀘어,005935_삼성전자우,009150_삼성전기,005380_현대차,032830_삼성생명,373220_LG에너지솔루션,028260_삼성물산,329180_HD현대중공업,207940_삼성바이오로직스,034020_두산에너빌리티,012450_한화에어로스페이스,105560_KB금융,000270_기아,034730_SK,055550_신한지주,012330_현대모비스,006400_삼성SDI,068270_셀트리온,010120_LS ELECTRIC,267260_HD현대일렉트릭,298040_효성중공업,066570_LG전자,042660_한화오션,035420_NAVER,086790_하나금융지주,069500_KODEX 200,000810_삼성화재,009540_HD한국조선해양,005490_POSCO홀딩스,000150_두산,042700_한미반도체,006800_미래에셋증권,011070_LG이노텍,015760_한국전력,010130_고려아연,316140_우리금융지주,010140_삼성중공업,064350_현대로템,051910_LG화학,360750_TIGER 미국S&P500,017670_SK텔레콤,033780_KT&G,079550_LIG디펜스앤에어로스페이스,011200_HMM,138040_메리츠금융지주,267250_HD현대,024110_기업은행,096770_SK이노베이션,272210_한화시스템,003670_포스코퓨처엠,035720_카카오,307950_현대오토에버,003550_LG,018260_삼성에스디에스,086280_현대글로비스,047810_한국항공우주,278470_에이피알,030200_KT,000720_현대건설,396500_TIGER 반도체TOP10,133690_TIGER 미국나스닥100,071050_한국금융지주,102110_TIGER 200,010950_S-Oil,006260_LS,005940_NH투자증권,259960_크래프톤,379800_KODEX 미국S&P500,323410_카카오뱅크,016360_삼성증권,003490_대한항공,443060_HD현대마린솔루션,005830_DB손해보험,379810_KODEX 미국나스닥100,278530_KODEX 200TR,047050_포스코인터내셔널,028050_삼성E&A,122630_KODEX 레버리지,039490_키움증권,352820_하이브,488770_KODEX 머니마켓액티브,003230_삼양식품,047040_대우건설,007660_이수페타시스,064400_LG씨엔에스,161390_한국타이어앤테크놀로지,005387_현대차2우B,000880_한화,381180_TIGER 미국필라델피아반도체나스닥,180640_한진칼,459580_KODEX CD금리액티브(합성),353200_대덕전자,001440_대한전선,062040_산일전기,091160_KODEX 반도체,000990_DB하이텍,498400_KODEX 200타겟위클리커버드콜,326030_SK바이오팜
20260416,1155000,217500,690000,149000,639000,534000,258000,416000,306000,493500,1616000,110800,1519000,162300,157900,371000,99900,427000,478500,199211,188600,1085000,2990000,126000,131900,218500,122500,94291,490000,408000,370000,1335000,292000,71300,379000,45800,1694000,35650,28700,215000,357500,25721,95900,171000,883000,21200,118900,259000,22850,126500,131800,223500,50600,437000,93800,191000,229000,189900,414500,63600,179500,35881,171767,257000,94306,118100,334000,35200,256500,23447,25650,110600,25200,181800,170000,25707,34105,72800,50400,103135,459500,268000,104095,1369000,28600,122700,67100,60400,250500,133600,35914,117200,1070013,93300,42100,189000,110518,103500,18612,106400
20260417,1128000,216000,682000,146600,679000,538000,253500,418000,301500,514000,1601000,108500,1423000,162300,159200,368500,99600,427000,513000,197782,186500,1087000,2980000,124200,130000,216500,123500,93634,480000,419500,385000,1330000,286500,70400,394000,45900,1679000,35700,29050,216000,360000,25880,98300,171300,876000,21100,117700,259500,22550,129400,129500,234500,50000,432000,94800,182500,227500,188400,419500,63900,177000,35681,172686,257000,93664,117300,329500,35300,263500,23591,25350,110000,25050,189000,173300,25841,33840,74800,49550,101915,448000,262500,104115,1376000,28700,120300,66300,59500,250500,131600,36214,117000,1070093,94300,39300,198100,110298,106900,18569,105500
20260420,1166000,214500,701000,146400,680000,527000,253500,429000,300000,524000,1605000,111000,1425000,160900,157400,377000,100000,420000,538000,195875,184200,1087000,3010000,124500,128700,213500,122700,94082,475500,413000,389500,1407000,287000,69000,409500,46100,1665000,35750,28550,218500,365500,25935,96500,171500,921000,21000,116500,255000,22600,128800,130500,236500,48850,423000,93500,179800,226000,186800,414500,62800,174300,36231,173350,261000,94038,115900,332000,35150,261500,23646,25150,109200,25050,195700,172600,25946,34010,76800,49300,102900,443000,255000,104130,1377000,28100,133300,65200,59300,249000,129700,36703,116300,1070178,93000,40400,205500,112297,126700,18690,103000
20260421,1224000,219000,718000,150400,772000,546000,256000,478000,304000,576000,1588000,115700,1391000,160400,160000,386500,99800,447000,645000,193492,184700,1058000,3002000,126600,131200,214000,123000,96491,468000,427500,421500,1409000,295000,68800,425000,46000,1670000,35800,30200,221500,389500,25950,100500,173000,909000,21100,116800,257000,22550,133500,131400,256500,48950,442500,95000,180200,233500,182500,410000,62700,174900,37349,173630,262000,96611,114300,337500,35950,255000,23660,24950,110400,25600,230000,170700,25986,34915,77500,51700,108270,451500,249000,104135,1359000,32850,133200,67000,62100,257000,130500,37213,119000,1070257,100300,41550,205000,115559,122000,19127,102000
20260422,1223000,217500,720000,151300,812000,541000,247500,484500,301000,641000,1561000,115900,1416000,157400,160000,381500,98600,456500,659000,194446,194200,1090000,3084000,132800,135000,214000,119500,96870,461500,463000,418500,1438000,293500,69100,500000,46350,1698000,34900,31800,237500,392000,25985,100300,171000,1020000,20850,115500,264500,22350,134000,134100,257500,48450,444500,95700,180100,235500,185800,434000,61800,168800,37389,174289,258000,96915,114100,355000,35600,265500,23685,24650,109400,25200,232500,172100,26091,35045,80600,50600,108810,444000,250000,104145,1370000,32550,161400,68200,63600,255500,128100,37772,116800,1070337,101200,41050,208500,116857,127900,19210,103500
20260423,1225000,224500,728000,156200,774000,532000,255500,466500,320000,641000,1514000,122600,1425000,158000,158400,396500,99900,442500,630000,196352,217000,1129000,3268000,129900,134400,217500,120900,97920,463000,461000,410500,1442000,293500,67700,500000,46200,1674000,34850,34000,235500,391500,26090,98800,171000,966000,20750,116900,280000,22300,133200,130100,246000,48400,440000,97400,178400,230000,182500,436000,62000,175400,37783,176027,259000,98005,120800,374000,34950,266500,23785,25100,111800,24800,228000,173500,26350,35465,79700,50300,111210,446500,246500,104155,1344000,33250,150200,67800,64200,252000,128100,38626,115400,1070586,98900,40850,211500,117437,137400,19439,103000
20260424,1222000,219500,725000,153700,788000,513000,244500,481000,311500,671000,1528000,127100,1463000,157400,153400,398500,100000,422500,641000,199211,226500,1248000,3552000,127500,134900,214000,123300,97566,456000,476000,415000,1541000,295500,66900,542000,46200,1642000,35050,34400,233000,391500,26170,100000,176200,989000,21100,114500,288000,22350,132900,130400,252000,48050,429500,96000,169800,222500,171400,450000,61700,173000,38158,176960,259000,97587,119400,398500,35100,274500,23855,25300,111600,24850,253500,175000,26485,35295,81300,52500,110215,449500,252000,104180,1315000,32800,153400,66700,62700,245000,131100,39890,114200,1070670,115200,42850,222000,119485,152000,19375,102300
20260427,1292000,224500,789000,160100,794000,524000,250000,464000,312000,673000,1509000,128900,1454000,157400,152600,412000,99700,432500,635000,194446,255500,1306000,3941000,130000,133500,215000,124000,99797,461000,479000,417500,1582000,373500,68700,536000,45850,1642000,33200,33450,231000,379500,26199,98000,177800,950000,20950,114700,284500,22200,130400,126100,249500,48450,441000,95500,169800,229500,171700,449000,61100,171400,40329,178034,260500,99871,115400,426000,35250,276000,23825,24950,112700,24550,280500,171300,26649,36095,81300,54300,115355,453000,250000,104185,1301000,33200,155500,66900,62200,250000,131800,41323,114900,1070750,108800,43550,231500,125245,159000,19803,102400
20260428,1300000,222000,811000,160000,839000,555000,252000,472000,309500,667000,1504000,127800,1395000,158800,155600,414000,99900,447000,680000,197305,261500,1238000,3976000,140000,133900,219500,127000,100255,483000,468500,466500,1583000,367000,68500,577000,44700,1627000,33500,33350,244500,394000,26199,96800,178000,933000,20750,115300,280500,22500,133000,119900,263000,48850,478000,98200,172500,234500,168000,459000,60900,167100,40299,177704,258500,100300,118700,402500,35050,283500,23869,24950,111200,24350,276000,173500,26595,36265,85000,56300,116325,445500,248500,104200,1285000,37150,150600,67500,62200,260000,129100,40174,114700,1070835,109300,45900,222000,125484,154700,19881,102600
20260429,1293000,226000,830000,163500,827000,556000,252000,473000,308500,690000,1473000,129200,1420000,160600,156900,425000,100000,439000,712000,194446,273000,1260000,3982000,135800,132300,220000,127100,101045,464000,472000,469000,1572000,357500,67700,592000,44500,1604000,33500,33000,264000,407500,26215,95600,176500,968000,20750,113900,301000,22550,149800,118100,261000,48400,474000,98300,170200,238500,166300,451000,60500,168600,40355,177705,249000,100975,134300,418500,34600,277500,23885,24550,108700,25100,268500,172200,26600,36550,84900,54300,118075,423500,252500,104210,1314000,36900,146000,66700,61200,258500,132500,39335,113300,1071159,115400,51200,221000,124750,152600,20031,101800
20260430,1286000,220500,841000,158300,832000,531000,249500,460500,298500,685000,1470000,127100,1417000,160500,151800,425000,99900,425000,695000,191109,278000,1252000,3912000,140900,131800,211000,127900,99905,461000,461500,462000,1596000,368000,64800,573000,43550,1579000,33350,32350,268500,397000,26160,95100,178300,941000,20500,111700,310500,22600,146200,117300,252000,47300,450500,99100,166200,227000,169000,424500,60900,161800,40115,177990,240000,99970,134500,453000,33650,265000,23870,24350,107500,24550,265500,167600,26645,36165,87300,53100,115450,398000,263000,104240,1341000,35000,150300,65000,59200,248000,133400,39755,112700,1071323,112800,56300,266000,123850,158500,19934,99900
20260504,1447000,232500,991000,169600,918000,539000,265000,472000,320000,680000,1485000,127200,1465000,157800,154000,475500,98000,431500,705000,188536,294000,1299000,4228000,143200,133000,209000,126600,105295,473500,469500,502000,1705000,378000,70300,595000,44500,1629000,33300,32250,269000,429000,26340,97400,179600,983000,21150,113400,302500,22100,145700,119700,267000,47100,446000,102300,166900,225500,180000,428500,60600,159400,42175,180055,262000,105280,128000,509000,36450,288500,23970,24400,137900,24500,269500,166800,26945,38070,87300,55000,127790,422500,257500,104260,1316000,32150,149000,65900,61500,249500,139900,40955,112300,1071403,114400,60700,333500,130460,161700,20838,99300
20260506,1601000,266000,1089000,189300,912000,550000,298000,482000,375500,648000,1480000,127000,1433000,158900,154600,520000,97300,432500,698000,185581,315500,1389000,4597000,154900,130200,208000,125500,113270,480500,452500,506000,1790000,394500,83800,632000,45050,1747000,32600,31850,262000,423500,26285,95500,175400,979000,20550,111600,285500,21600,146700,122200,288500,46300,441000,103000,170000,220000,176600,422000,58500,163700,45470,181835,291500,113170,122000,531000,38450,284000,23945,25000,149500,24550,260500,162000,27210,40985,83600,53000,147355,484500,246500,104275,1294000,32200,151600,67000,59500,250500,140600,42500,109700,1071488,125400,69200,319500,140020,162000,22184,98500
20260507,1654000,271500,1099000,185400,917000,572000,300000,483000,405000,693000,1468000,136400,1317000,161200,157600,543000,98900,441500,694000,193016,318500,1420000,4601000,148700,129900,207500,128800,115620,490000,467500,535000,1817000,393000,79000,637000,44700,1560000,33200,33700,235000,425000,26550,93200,176700,866000,20950,113200,290000,21750,137800,116700,296000,45250,455500,104600,176600,230500,171800,401500,59500,167400,46165,184085,276000,115630,118200,507000,37700,270000,24200,23900,145200,26350,269500,165000,27560,41845,80700,64400,153105,466000,243500,104280,1264000,33200,147400,67700,64700,256500,139500,43475,113800,1071738,120700,64100,322500,142100,157500,22617,99600
20260508,1686000,268500,1098000,182700,914000,613000,295000,476500,422500,658000,1472000,129600,1307000,161700,164500,550000,98000,509000,678000,189108,313000,1403000,4398000,154100,126100,215000,126500,115810,499000,452000,525000,1735000,390000,79600,624000,44050,1559000,32850,31950,223000,429500,26820,93500,181000,840000,20600,112400,289000,21800,134700,115900,290000,46000,592000,108900,175400,251000,166800,434000,59300,164000,46375,186940,268500,115840,116800,543000,36600,273000,24455,23650,137200,27050,240500,164600,27975,41845,78000,62400,153695,452500,247500,104305,1360000,32850,141100,71000,62100,271500,141300,43450,114100,1071822,123200,72300,331000,143715,168100,22699,99400
20260511,1880000,285500,1187000,194900,900000,646000,299500,468000,452000,685000,1458000,128000,1315000,158800,174700,571000,97200,553000,684000,182340,304000,1362000,4333000,156700,130500,211500,126600,121805,505000,474000,512000,1720000,400000,79400,688000,43200,1528000,32500,33950,219500,423500,26980,98200,180300,875000,20050,112000,293500,21350,132700,116100,280000,44700,635000,105100,173700,251000,169500,438000,58800,165800,49400,190635,266000,121740,110900,541000,36050,284500,24600,23150,135200,25750,257000,162200,28535,44045,75300,58600,170735,459000,241500,104320,1319000,32100,140100,70500,61100,272000,138100,45590,110900,1071902,125800,70500,324000,153085,186700,23793,98600
20260512,1835000,279000,1126000,187000,958000,646000,299500,443000,435000,707000,1443000,125600,1284000,153600,168300,541000,96700,548000,629000,184247,289000,1309000,4197000,184900,122000,204000,123100,119100,505000,464500,479000,1676000,377500,74300,696000,41250,1512000,31800,31400,215000,388500,27280,103400,182100,879000,19800,107500,287000,21350,128500,111700,261000,43550,615000,110400,179300,265500,165900,415500,59900,156000,47605,192205,249500,119170,114300,510000,34000,277500,24860,22550,128000,24850,248500,161500,28765,43185,74000,54900,161650,420000,231500,104330,1331000,30150,128400,73000,59200,266500,142200,46260,109700,1071987,128000,67200,312000,147995,165800,23521,102600
20260513,1976000,284000,1190000,189100,1029000,710000,306000,430000,428500,733000,1410000,120000,1286000,152000,179500,550000,95200,649000,634000,181578,285000,1280000,4197000,191400,121400,201500,122300,122655,498000,460500,478500,1682000,400500,72900,753000,40750,1501000,31150,31050,215000,387500,27410,105800,178000,873000,19830,106500,298500,20800,129700,109600,251500,42950,699000,108700,179300,284000,163500,402000,59300,160700,49910,192870,251500,122690,115300,517000,33550,281000,25000,22050,127900,25750,232000,160800,28875,44305,72500,53000,171900,410500,230500,104335,1295000,28950,133100,73500,59100,282500,140700,46510,112200,1072067,142900,65400,302500,155855,185600,23963,99200
20260514,1970000,296000,1171000,193700,1024000,712000,330000,442000,442000,671000,1449000,117100,1306000,156000,178100,541000,96800,650000,636000,185962,280000,1267000,4025000,217000,120400,213000,126500,124855,538000,437500,486500,1703000,409500,72300,760000,39650,1511000,31800,30150,212500,392500,27595,102700,189000,878000,20100,110100,279000,21300,126700,116100,250500,45950,689000,117000,182900,263000,172200,425000,61600,169300,50065,194920,258000,124770,115000,505000,35000,293500,25160,23600,130000,27300,222000,173000,29180,45140,74600,54700,177100,420000,247000,104345,1439000,32600,132500,86100,61800,286000,145200,47180,123100,1072311,144600,65500,293500,157200,182800,24165,102400
20260515,1819000,270500,1098000,179400,1010000,700000,310000,417000,396500,640000,1419000,110800,1216000,155600,168000,503000,95100,629000,614000,179957,259000,1179000,3745000,240500,118100,203500,119000,117200,554000,416000,467500,1614000,369000,69900,732000,38750,1426000,31250,29300,201500,374000,27765,101300,179800,834000,19890,105800,269500,20900,123500,104300,235500,44000,648000,126000,189000,242000,161100,404000,58700,155000,46300,194300,258000,117285,112100,472500,32550,279000,25280,22450,123200,26050,215500,164500,29075,42310,71900,50600,155000,396000,244000,104370,1444000,28500,128000,86600,62200,279500,141400,46250,119200,1072396,135800,60000,268500,145885,163500,22884,96600
20260518,1840000,281000,1093000,185100,1031000,663000,313500,408000,399500,615000,1386000,112100,1227000,153000,162500,530000,93100,571000,613000,174620,253500,1147000,3730000,217000,115800,200000,114200,117840,554000,410000,463000,1593000,317000,70500,760000,37650,1420000,30650,29550,201000,373000,27360,100500,178200,839000,19960,106300,269000,20650,123300,106100,232000,42450,596000,115400,180600,230000,161700,402000,57000,144900,45615,192025,240500,117965,111500,528000,31950,282000,24945,22300,119900,25550,221000,160600,28740,42565,71300,49500,157350,390000,235000,104380,1366000,29300,131500,81300,61800,270000,126200,45205,111400,1072481,140400,58100,258500,146250,170900,22943,95500
20260519,1745000,275500,1020000,180800,987000,604000,312000,400000,380500,598000,1346000,106000,1286000,152800,154900,519000,93900,525000,587000,173952,243500,1095000,3580000,191700,111900,198100,115300,114315,551000,400000,440500,1500000,288000,66400,793000,39150,1374000,30300,28550,195600,350500,27605,97700,177200,862000,19820,108800,265000,20600,119600,104100,224000,41600,536000,105300,171000,214000,161800,397500,56200,139300,43560,192740,234000,114360,110100,541000,31050,276000,25175,22200,114500,25800,218000,164100,28860,41300,70600,49250,148185,377500,236000,104390,1391000,27050,120900,74800,60400,251500,123000,44125,111600,1072566,134300,53200,245500,140375,157300,22263,93000
20260520,1745000,276000,1029000,177800,1061000,592000,312000,384500,370500,636000,1337000,101300,1249000,151700,149400,526000,94000,535000,570000,170998,238500,1066000,3569000,181000,110500,191500,115600,113340,543000,399000,417000,1478000,287500,62000,760000,36900,1314000,30100,27650,190500,332000,27520,98100,178200,833000,19670,108200,259000,20300,115500,101600,216500,40150,558000,103100,164800,210500,158000,390000,55800,136200,43700,192925,232500,113180,110800,500000,30450,265500,25080,21950,112700,24800,222000,156300,28875,40875,68200,47400,145095,363500,226500,104395,1357000,26650,121600,71200,59300,248000,123000,44880,109200,1072650,133000,52000,245500,140995,162000,22070,91000
20260521,1940000,299500,1179000,187800,1204000,666000,355000,401000,418500,672000,1395000,108400,1248000,155800,167900,576000,94800,670000,616000,180720,271500,1136000,3929000,235000,113600,199500,119400,123060,566000,415000,443500,1600000,332500,66500,838000,39400,1405000,30400,28650,195500,348000,27745,102800,181000,862000,20250,108900,277500,20400,118800,103800,232000,41800,629000,123000,185300,233500,164500,399500,55700,147100,48395,195250,249500,123110,107300,521000,31900,258000,25295,22500,122400,26450,230000,155400,29230,44455,67000,51300,170660,410000,231000,104405,1319000,28350,127800,80200,61800,266000,134600,46710,117700,1072980,146400,56000,276000,154805,181000,23958,94600
20260522,1941000,292500,1185000,187500,1340000,655000,364500,398500,420500,680000,1415000,111600,1261000,160000,164800,642000,98200,646000,647000,189394,281000,1173000,4007000,237000,122200,203000,122100,123350,569000,421000,447500,1593000,320500,67500,864000,39700,1430000,31550,29500,206000,351000,28100,102800,188000,925000,20500,109200,282000,21000,123700,109400,243000,41850,631000,118500,194700,236500,168400,391000,55800,150300,48000,197990,254500,123440,109000,544000,32850,271000,25615,22800,129900,26800,245500,154500,29645,44570,70300,53400,171400,407000,235000,104430,1315000,28550,126100,83200,63300,263000,140500,47770,117700,1073064,151300,54800,282500,155500,181100,23923,97800
20260526,2052000,299000,1181000,187200,1572000,689000,348000,399500,411000,745000,1425000,112600,1251000,157300,167000,656000,96000,664000,642000,185867,285000,1148000,3834000,239500,134700,200000,120000,126755,581000,445000,442000,1781000,329000,66900,1068000,40450,1444000,30950,30450,214000,351000,28085,102100,182100,913000,20200,106500,289500,20850,121700,115000,240500,41450,638000,122700,201500,236000,169900,389500,54200,152000,50190,198200,252500,126935,110100,553000,32000,260500,25600,22400,126800,27450,256500,148600,29670,45800,68300,54600,181075,400500,236000,104450,1296000,29450,139700,82900,63600,273000,148200,49175,116200,1073144,169200,53300,274000,162660,220500,24520,96700
20260527,2243000,307000,1276000,192000,1630000,681000,354500,383500,410500,744000,1384000,108500,1244000,153800,164700,680000,95000,688000,630000,185390,261500,1094000,3681000,235000,134900,198800,118400,130600,577000,440500,423500,1715000,319000,64500,1044000,39500,1396000,30650,29450,207000,331000,28020,100400,179700,875000,19740,104700,285500,20500,115400,109600,229000,40500,765000,118200,261500,229500,165700,385000,53400,143600,50910,199485,244500,130560,108100,508000,31150,255000,25535,21850,124200,26850,241000,144500,29865,47125,65600,51300,191505,391000,233000,104460,1237000,26750,132300,94600,62500,269500,150900,50735,112400,1073229,163500,49550,270000,163570,202000,25284,94700
20260528,2289000,299500,1237000,190900,1849000,677000,357500,442000,399500,704000,1373000,105900,1200000,149700,164300,664000,92800,686000,676000,181101,246500,1047000,3653000,225500,124200,205000,115300,129990,560000,415000,420000,1660000,292500,62000,1134000,39050,1365000,30050,28400,206000,344500,28000,96900,183700,856000,19610,103000,275500,20450,117000,105900,238000,40100,746000,115800,248500,233000,167900,400500,51900,141400,50115,198750,238500,129985,107000,475500,30450,255500,25515,21400,120800,27000,226000,141100,29760,46925,64100,50800,189460,371000,223500,104470,1211000,25450,127500,87600,63000,263500,139200,49355,108500,1073480,164800,47800,253000,160810,194300,25289,93500
20260529,2333000,317000,1233000,202500,2127000,723000,388500,458000,432500,696000,1363000,105600,1173000,150600,169200,676000,93600,768000,688000,183865,241500,1053000,3685000,293000,123300,234000,115100,134815,569000,423000,423500,1972000,282000,61400,1458000,38900,1373000,29700,27950,200500,367000,28300,100600,184700,801000,19560,102900,277500,20200,119200,105000,245500,41950,931000,146600,299000,242500,168300,395500,52800,147000,50450,201945,237500,134960,107400,446000,30200,257500,25800,22400,119800,26800,224000,143100,30250,48515,63800,52900,204400,370500,220000,104490,1205000,26200,129200,113800,66800,272000,133700,50825,110100,1073565,190900,45450,247000,160980,185500,26166,89700
20260601,2363000,349000,1256000,229000,2005000,750000,410000,455000,455000,684000,1377000,106900,1138000,152100,169900,657000,92600,761000,652000,182722,267000,1066000,3811000,380500,124900,271500,113900,141395,604000,404500,413000,2203000,293000,60900,1530000,38650,1375000,29400,27550,213000,363500,28365,112200,185100,776000,19770,106100,281000,20050,116200,102000,231000,42700,938000,165800,362000,232500,163000,426500,53200,138900,52505,203170,246000,141500,104700,466000,31200,249500,25855,22150,124500,25800,233000,141000,30435,51050,61600,50300,225500,381000,216000,104500,1166000,24250,139400,143700,68700,295500,128900,51220,111200,1073735,177800,47600,247500,165410,181400,27403,89100
20260602,2360000,360500,1346000,231500,1813000,729000,480000,442500,485500,673000,1367000,100000,1070000,156600,168800,668000,96400,759000,602000,179100,241500,995000,3544000,392500,116000,280500,117000,141575,641000,383500,399000,1918000,275500,57800,1252000,37750,1322000,29900,27700,203000,355000,28520,125200,184600,726000,19510,106100,276500,20350,116300,97400,222500,42550,898000,140000,300500,221500,147000,401000,53900,134200,52085,204345,241500,141495,108300,425500,30650,252000,26000,22000,120600,25300,227000,145500,30605,51105,59900,49300,224490,364000,213500,104520,1140000,22800,136300,135700,69800,282000,118900,51755,114300,1073820,157500,42500,225000,163875,170100,27428,88400
20260604,2298000,351500,1361000,220000,1716000,700000,438000,422000,535000,651000,1350000,99200,1068000,164200,164300,668000,100100,748000,607000,176500,239500,999000,3488000,328000,115100,267500,120600,138730,730000,379500,402000,1800000,304000,58300,1173000,38700,1316000,30400,28400,192700,352000,28600,108900,175800,733000,19620,106500,280000,20500,116800,96100,221500,42000,839000,129900,268000,211500,141500,405000,54500,136600,52965,206240,250500,138760,114500,435500,31600,254500,26065,22550,127000,25050,220000,144700,30875,50160,60200,49500,215360,372000,215000,104530,1114000,22950,133700,126400,71800,266000,130200,54795,120500,1074075,159000,42350,222500,168300,176400,26920,90500
20260605,2070000,329000,1258000,211000,1757000,700000,412500,414000,460500,664000,1340000,95600,1049000,171600,161100,625000,107500,697000,568000,171400,227000,956000,3380000,303000,112200,255500,123600,131030,695000,379000,390000,1740000,283000,56400,1160000,38100,1265000,31200,27750,191400,349000,28845,106400,179300,726000,19450,107300,271500,20650,114900,94600,209000,40250,836000,122900,252500,209500,139000,389000,54000,131900,49555,205500,246500,130900,112800,410500,31750,257500,26280,23050,123400,24900,222000,142400,30750,47350,58500,48350,189830,364000,209500,104555,1120000,21750,120900,117500,67900,260000,125300,53780,115000,1074160,152400,39950,221000,157180,173800,25427,88100
20260608,1911000,295500,1118000,192500,1664000,639000,375500,388500,408500,621000,1243000,85800,1006000,151500,151400,572000,97100,612000,503000,159400,208000,889000,3196000,268000,103100,279000,112400,119560,670000,358500,359000,1578000,253500,49750,1095000,36000,1149000,28850,26100,175000,321000,28170,106700,177200,696000,18650,102800,248000,20250,104600,86500,187700,38600,752000,113900,236000,192000,125000,366000,53900,116500,44090,197840,216000,119585,108500,371000,29450,244500,25695,22750,110100,23800,207500,136200,29585,43200,54800,44450,158165,330500,197400,104565,1069000,20400,105700,106500,67000,240000,113800,49530,104700,1074240,139700,37250,213500,141910,158800,23258,82400
20260609,2215000,322000,1269000,203500,1970000,639000,393000,396500,429000,612000,1296000,92300,1016000,154800,164300,594000,101200,595000,515000,170000,219500,944000,3467000,248000,102200,257000,119000,130130,655000,362500,364500,1566000,276500,51500,1137000,36100,1212000,30000,25850,180900,329000,27870,108100,184300,725000,19030,109100,241000,20550,105700,86600,193000,39500,687000,112600,252500,198000,127700,405000,53800,122300,49410,198335,231500,130195,110900,387500,31250,244500,25410,24400,117500,24850,210000,143800,29695,47000,56300,46450,185885,357500,206500,104575,1110000,21050,115800,99000,73000,247500,115800,52070,114400,1074325,152600,38700,225000,158600,170300,25156,91900
20260610,2048000,302500,1183000,191500,1805000,602000,368000,385500,407500,641000,1298000,91100,1031000,154000,159700,579000,98200,570000,496500,167300,236000,986000,3437000,224000,110200,227000,117900,123795,616000,385500,363000,1584000,270000,51200,1090000,36400,1186000,29800,26000,189400,323000,27875,105700,185100,790000,18380,108200,242500,20900,103700,91600,187600,38150,683000,108700,225000,195200,137600,410500,55900,130300,46830,195425,229000,123830,110800,390000,30500,232000,25405,24750,112200,25450,229000,142500,29270,44800,58300,47300,167100,342500,205000,104585,1136000,20750,113000,93800,70600,238000,119200,49925,115600,1074410,148400,37450,218500,151495,153700,23997,86400
20260611,2101000,299000,1228000,193500,1805000,597000,365000,384500,410000,646000,1286000,88600,1014000,151500,156000,575000,96900,576000,498500,166200,229500,1033000,3246000,226000,104500,224000,114800,123850,663000,375500,358000,1621000,291000,51100,1072000,35900,1164000,30150,25300,188400,316500,27695,100000,185100,764000,18850,106000,245500,20950,103200,88600,184700,39300,710000,107500,229500,195800,141900,410500,60000,122700,48560,194530,230000,123910,113100,373500,31200,233000,25245,23400,111800,24800,245500,140000,29130,44685,58100,45550,166730,341500,218000,104590,1176000,20450,123200,93000,71100,235500,117600,49510,118400,1074665,156800,36950,213000,158000,155200,24199,88500
20260612,2150000,322500,1358000,207000,1714000,607000,385500,400000,432000,650000,1295000,93100,1078000,161200,166800,593000,99600,607000,539000,173000,222500,1130000,3376000,225500,112700,247000,121000,129270,654000,398000,377000,1896000,361000,52300,1036000,37650,1201000,31150,26900,208500,345000,27880,103000,187800,772000,20050,108900,244000,21800,106100,96000,199400,41500,684000,106500,237000,208500,140900,394000,54800,157500,53000,197890,240500,129575,111400,386500,31750,237000,25420,23750,118800,26600,247500,148200,29645,46715,59400,47600,182370,363500,225000,104615,1145000,21850,122400,92800,72000,241000,116300,52145,119900,1074750,165200,37850,231500,168740,174300,25050,87900
20260615,2288000,337000,1413000,216000,1999000,647000,423000,420500,495000,714000,1332000,99800,1084000,169600,167500,646000,105600,640000,553000,175000,257500,1194000,3752000,243500,123400,248000,129300,136290,676000,422000,395000,1709000,347000,51600,1209000,41400,1253000,32550,28650,213000,360500,28220,105400,188500,845000,21300,111300,268000,22400,112700,99500,210500,40750,746000,118400,239500,216500,147600,416000,55400,145000,53800,202295,251500,136310,113700,419500,32700,236500,25735,23800,122500,30000,255000,152400,30285,49370,59900,52100,203030,367500,218500,104630,1139000,22900,118900,96600,73500,257000,120200,54980,128100,1074835,167700,39950,251000,173050,161200,26320,90200
20260616,2382000,343000,1501000,224000,2048000,640000,431000,410500,497000,698000,1333000,103300,1183000,172000,170200,673000,106700,660000,549000,174500,257500,1114000,3892000,234000,129200,242000,132000,139550,671000,438500,390000,1699000,328500,51300,1236000,39800,1293000,33050,28100,226500,367500,28355,100100,185000,1002000,22150,114400,272000,23100,112500,106400,209000,40450,716000,114100,238000,222000,154900,399500,56600,147800,52450,204385,252500,139520,114100,424000,32850,237000,25840,24150,124600,29300,255500,153400,30605,50410,65300,56700,211510,390000,223000,104640,1143000,27450,123000,92900,71000,253000,125300,55505,127900,1074920,169900,40700,254000,171815,158000,26830,88700
20260617,2521000,346500,1596000,226500,2032000,618000,447000,416000,490000,707000,1370000,103200,1224000,164000,166300,708000,103100,631000,550000,174600,255000,1120000,3855000,234500,133100,243500,126800,142055,679000,434000,384500,1624000,319500,50400,1248000,40500,1261000,32150,28950,219000,361000,28265,99000,187200,950000,22100,114300,262500,22450,109000,105300,209500,40550,691000,112500,232500,220000,155600,408500,55300,139300,53120,202170,240000,141880,109800,433000,32350,247000,25770,23650,123900,28800,246500,151500,30275,51305,59700,52500,219385,369000,235500,104650,1145000,24800,124000,92400,67800,248000,129000,53870,122600,1075005,174200,41150,251000,175955,158500,27400,90400
